verse_reference,strong,question_code,status,live_node_count
Hos.2.7,H1245,M0.5.1,UNEXPECTED,1
Hos.2.7,H1245,M0.5.10,UNEXPECTED,1
Hos.2.7,H1245,M0.5.11,UNEXPECTED,1
Hos.2.7,H1245,M0.5.2,UNEXPECTED,1
Hos.2.7,H1245,M0.5.3,UNEXPECTED,1
Hos.2.7,H1245,M0.5.4,UNEXPECTED,1
Hos.2.7,H1245,M0.5.5,UNEXPECTED,1
Hos.2.7,H1245,M0.5.6,UNEXPECTED,1
Hos.2.7,H1245,M0.5.7,UNEXPECTED,1
Hos.2.7,H1245,M0.5.8,UNEXPECTED,1
Hos.2.7,H1245,M0.5.9,UNEXPECTED,1
Hos.2.7,H1245,M0.6.5,UNEXPECTED,1
Hos.3.5,H1245,D7.7.1,UNEXPECTED,1
Hos.3.5,H1245,M0.1.1,UNEXPECTED,1
Hos.3.5,H1245,M0.1.2,UNEXPECTED,1
Hos.3.5,H1245,M0.1.3,UNEXPECTED,1
Hos.3.5,H1245,M0.5.1,UNEXPECTED,1
Hos.3.5,H1245,M0.5.10,UNEXPECTED,1
Hos.3.5,H1245,M0.5.11,UNEXPECTED,1
Hos.3.5,H1245,M0.5.2,UNEXPECTED,1
Hos.3.5,H1245,M0.5.3,UNEXPECTED,1
Hos.3.5,H1245,M0.5.5,UNEXPECTED,1
Hos.3.5,H1245,M0.5.6,UNEXPECTED,1
Hos.3.5,H1245,M0.5.7,UNEXPECTED,1
Hos.3.5,H1245,M0.5.8,UNEXPECTED,1
Hos.3.5,H1245,M0.5.9,UNEXPECTED,1
Hos.3.5,H1245,M0.6.5,UNEXPECTED,1
Hos.3.5,H6342,M0.1.1,UNEXPECTED,1
Hos.3.5,H6342,M0.5.1,UNEXPECTED,1
Hos.5.15,H6862B,M0.5.1,UNEXPECTED,1
Hos.5.15,H7725G,M0.1.1,UNEXPECTED,1
Hos.5.15,H7725G,M0.5.1,UNEXPECTED,1
Hos.5.15,H7836,M0.1.1,UNEXPECTED,1
Hos.5.15,H7836,M0.1.2,UNEXPECTED,1
Hos.5.15,H7836,M0.1.3,UNEXPECTED,1
Hos.5.15,H7836,M0.5.1,UNEXPECTED,1
Hos.5.15,H7836,M0.5.10,UNEXPECTED,1
Hos.5.15,H7836,M0.5.11,UNEXPECTED,1
Hos.5.15,H7836,M0.5.2,UNEXPECTED,1
Hos.5.15,H7836,M0.5.3,UNEXPECTED,1
Hos.5.15,H7836,M0.5.4,UNEXPECTED,1
Hos.5.15,H7836,M0.5.5,UNEXPECTED,1
Hos.5.15,H7836,M0.5.6,UNEXPECTED,1
Hos.5.15,H7836,M0.5.7,UNEXPECTED,1
Hos.5.15,H7836,M0.5.8,UNEXPECTED,1
Hos.5.15,H7836,M0.5.9,UNEXPECTED,1
Hos.5.15,H7836,M0.6.5,UNEXPECTED,1
Hos.5.6,H1245,D7.7.1,UNEXPECTED,1
Hos.5.6,H1245,M0.5.1,UNEXPECTED,1
Hos.5.6,H1245,M0.5.11,UNEXPECTED,1
Hos.5.6,H1245,M0.5.8,UNEXPECTED,1
Hos.5.6,H1245,M0.6.5,UNEXPECTED,1
Hos.5.6,H2502A,M0.1.1,UNEXPECTED,1
Hos.5.6,H2502A,M0.5.1,UNEXPECTED,1
Hos.7.10,H1245,M0.1.1,UNEXPECTED,1
Hos.7.10,H1245,M0.5.1,UNEXPECTED,1
Hos.7.10,H1245,M0.5.10,UNEXPECTED,1
Hos.7.10,H1245,M0.5.11,UNEXPECTED,1
Hos.7.10,H1245,M0.6.5,UNEXPECTED,1
Hos.7.10,H1347,M0.1.1,UNEXPECTED,1
Hos.7.10,H1347,M0.5.1,UNEXPECTED,1
Isa.1.12,H1245,D7.7.1,UNEXPECTED,1
Isa.1.12,H1245,M0.5.11,UNEXPECTED,1
Isa.1.12,H1245,M0.6.5,UNEXPECTED,1
Isa.1.17,H0833,M0.1.1,UNEXPECTED,1
Isa.1.17,H0833,M0.5.1,UNEXPECTED,1
Isa.1.17,H1875,D7.7.1,UNEXPECTED,1
Isa.1.17,H1875,M0.1.1,UNEXPECTED,1
Isa.1.17,H1875,M0.1.2,UNEXPECTED,1
Isa.1.17,H1875,M0.1.3,UNEXPECTED,1
Isa.1.17,H1875,M0.5.1,UNEXPECTED,1
Isa.1.17,H1875,M0.5.10,UNEXPECTED,1
Isa.1.17,H1875,M0.5.11,UNEXPECTED,1
Isa.1.17,H1875,M0.5.2,UNEXPECTED,1
Isa.1.17,H1875,M0.5.3,UNEXPECTED,1
Isa.1.17,H1875,M0.5.4,UNEXPECTED,1
Isa.1.17,H1875,M0.5.5,UNEXPECTED,1
Isa.1.17,H1875,M0.5.6,UNEXPECTED,1
Isa.1.17,H1875,M0.5.7,UNEXPECTED,1
Isa.1.17,H1875,M0.5.8,UNEXPECTED,1
Isa.1.17,H1875,M0.5.9,UNEXPECTED,1
Isa.1.17,H1875,M0.6.5,UNEXPECTED,1
Isa.1.17,H3490,M0.1.1,UNEXPECTED,1
Isa.1.17,H3490,M0.5.1,UNEXPECTED,1
Isa.1.17,H7378,M0.1.1,UNEXPECTED,1
Isa.1.17,H7378,M0.5.1,UNEXPECTED,1
Isa.1.17,H8199,M0.1.1,UNEXPECTED,1
Isa.1.17,H8199,M0.5.1,UNEXPECTED,1
Isa.11.10,H1875,D7.7.1,UNEXPECTED,1
Isa.11.10,H1875,M0.6.5,UNEXPECTED,1
Isa.11.10,H4496H,M0.1.1,UNEXPECTED,1
Isa.11.10,H4496H,M0.5.1,UNEXPECTED,1
Isa.12.1,H0599,M0.1.1,UNEXPECTED,1
Isa.12.1,H0599,M0.5.1,UNEXPECTED,1
Isa.12.1,H0639G,M0.1.1,UNEXPECTED,2
Isa.12.1,H0639G,M0.5.1,UNEXPECTED,2
Isa.12.1,H3034,D7.7.1,UNEXPECTED,2
Isa.12.1,H3034,M0.1.1,UNEXPECTED,3
Isa.12.1,H3034,M0.1.2,UNEXPECTED,2
Isa.12.1,H3034,M0.1.3,UNEXPECTED,2
Isa.12.1,H3034,M0.5.1,UNEXPECTED,3
Isa.12.1,H3034,M0.5.10,UNEXPECTED,2
Isa.12.1,H3034,M0.5.11,UNEXPECTED,3
Isa.12.1,H3034,M0.5.2,UNEXPECTED,3
Isa.12.1,H3034,M0.5.3,UNEXPECTED,1
Isa.12.1,H3034,M0.5.4,UNEXPECTED,1
Isa.12.1,H3034,M0.5.5,UNEXPECTED,3
Isa.12.1,H3034,M0.5.6,UNEXPECTED,2
Isa.12.1,H3034,M0.5.7,UNEXPECTED,2
Isa.12.1,H3034,M0.5.8,UNEXPECTED,2
Isa.12.1,H3034,M0.5.9,UNEXPECTED,3
Isa.12.1,H3034,M0.6.5,UNEXPECTED,3
Isa.12.1,H5162G,M0.1.1,UNEXPECTED,1
Isa.12.1,H5162G,M0.5.1,UNEXPECTED,1
Isa.12.1,H7725I,M0.1.1,UNEXPECTED,1
Isa.12.1,H7725I,M0.5.1,UNEXPECTED,1
Isa.12.4,H3034,D7.7.1,UNEXPECTED,1
Isa.12.4,H3034,M0.1.1,UNEXPECTED,1
Isa.12.4,H3034,M0.5.11,UNEXPECTED,1
Isa.12.4,H3034,M0.5.5,UNEXPECTED,1
Isa.12.4,H3034,M0.6.5,UNEXPECTED,1
Isa.12.4,H5949,M0.1.1,UNEXPECTED,1
Isa.12.4,H7121G,M0.1.1,UNEXPECTED,1
Isa.12.4,H7682,M0.1.1,UNEXPECTED,1
Isa.12.4,H7682,M0.5.1,UNEXPECTED,1
Isa.16.5,H1875,D7.7.1,UNEXPECTED,1
Isa.16.5,H1875,M0.1.1,UNEXPECTED,1
Isa.16.5,H1875,M0.5.10,UNEXPECTED,1
Isa.16.5,H1875,M0.5.11,UNEXPECTED,1
Isa.16.5,H1875,M0.5.2,UNEXPECTED,1
Isa.16.5,H1875,M0.5.3,UNEXPECTED,1
Isa.16.5,H1875,M0.5.4,UNEXPECTED,1
Isa.16.5,H1875,M0.5.6,UNEXPECTED,1
Isa.16.5,H1875,M0.6.5,UNEXPECTED,1
Isa.16.5,H3559H,M0.1.1,UNEXPECTED,1
Isa.16.5,H3559H,M0.5.1,UNEXPECTED,1
Isa.16.5,H3678G,M0.1.1,UNEXPECTED,1
Isa.16.5,H3678G,M0.5.1,UNEXPECTED,1
Isa.19.3,H0457,M0.1.1,UNEXPECTED,1
Isa.19.3,H0457,M0.5.1,UNEXPECTED,1
Isa.19.3,H1875,D7.7.1,UNEXPECTED,1
Isa.19.3,H1875,M0.1.3,UNEXPECTED,1
Isa.19.3,H1875,M0.5.10,UNEXPECTED,1
Isa.19.3,H1875,M0.5.11,UNEXPECTED,1
Isa.19.3,H1875,M0.5.3,UNEXPECTED,1
Isa.19.3,H1875,M0.5.6,UNEXPECTED,1
Isa.19.3,H1875,M0.5.9,UNEXPECTED,1
Isa.19.3,H1875,M0.6.5,UNEXPECTED,1
Isa.25.1,H0530,M0.1.1,UNEXPECTED,1
Isa.25.1,H0530,M0.5.1,UNEXPECTED,1
Isa.25.1,H0544,M0.1.1,UNEXPECTED,1
Isa.25.1,H0544,M0.5.1,UNEXPECTED,1
Isa.25.1,H3034,D7.7.1,UNEXPECTED,1
Isa.25.1,H3034,M0.5.11,UNEXPECTED,1
Isa.25.1,H3034,M0.5.6,UNEXPECTED,1
Isa.25.1,H3034,M0.6.5,UNEXPECTED,1
Isa.25.1,H6098,M0.1.1,UNEXPECTED,1
Isa.25.1,H6098,M0.5.1,UNEXPECTED,1
Isa.25.1,H6382,M0.1.1,UNEXPECTED,1
Isa.25.1,H6382,M0.5.1,UNEXPECTED,1
Isa.26.9,H0183,M0.1.1,UNEXPECTED,1
Isa.26.9,H0183,M0.5.1,UNEXPECTED,1
Isa.26.9,H7836,D7.7.1,UNEXPECTED,1
Isa.26.9,H7836,M0.1.1,UNEXPECTED,1
Isa.26.9,H7836,M0.1.2,UNEXPECTED,1
Isa.26.9,H7836,M0.1.3,UNEXPECTED,1
Isa.26.9,H7836,M0.5.1,UNEXPECTED,1
Isa.26.9,H7836,M0.5.10,UNEXPECTED,1
Isa.26.9,H7836,M0.5.11,UNEXPECTED,1
Isa.26.9,H7836,M0.5.2,UNEXPECTED,1
Isa.26.9,H7836,M0.5.3,UNEXPECTED,1
Isa.26.9,H7836,M0.5.4,UNEXPECTED,1
Isa.26.9,H7836,M0.5.5,UNEXPECTED,1
Isa.26.9,H7836,M0.5.6,UNEXPECTED,1
Isa.26.9,H7836,M0.5.7,UNEXPECTED,1
Isa.26.9,H7836,M0.5.8,UNEXPECTED,1
Isa.26.9,H7836,M0.5.9,UNEXPECTED,1
Isa.26.9,H7836,M0.6.5,UNEXPECTED,1
Isa.31.1,H1875,D7.7.1,UNEXPECTED,1
Isa.31.1,H1875,M0.1.1,UNEXPECTED,1
Isa.31.1,H1875,M0.5.1,UNEXPECTED,1
Isa.31.1,H1875,M0.5.10,UNEXPECTED,1
Isa.31.1,H1875,M0.5.11,UNEXPECTED,1
Isa.31.1,H1875,M0.5.3,UNEXPECTED,1
Isa.31.1,H1875,M0.5.4,UNEXPECTED,1
Isa.31.1,H1875,M0.5.5,UNEXPECTED,1
Isa.31.1,H1875,M0.6.5,UNEXPECTED,1
Isa.31.1,H1945,M0.1.1,UNEXPECTED,1
Isa.31.1,H1945,M0.5.1,UNEXPECTED,1
Isa.31.1,H1945,M0.5.11,UNEXPECTED,1
Isa.31.1,H1945,M0.5.2,UNEXPECTED,1
Isa.31.1,H8172,M0.1.1,UNEXPECTED,1
Isa.31.1,H8172,M0.5.1,UNEXPECTED,1
Isa.31.1,H8172,M0.5.11,UNEXPECTED,1
Isa.31.1,H8172,M0.5.2,UNEXPECTED,1
Isa.34.16,H1875,M0.1.1,UNEXPECTED,1
Isa.34.16,H1875,M0.5.11,UNEXPECTED,1
Isa.34.16,H1875,M0.5.3,UNEXPECTED,1
Isa.34.16,H1875,M0.6.5,UNEXPECTED,1
Isa.34.16,H5737C,M0.1.1,UNEXPECTED,1
Isa.34.16,H5737C,M0.5.1,UNEXPECTED,1
Isa.38.18,H3034,D7.7.1,UNEXPECTED,1
Isa.38.18,H3034,M0.5.11,UNEXPECTED,2
Isa.38.18,H3034,M0.5.4,UNEXPECTED,1
Isa.38.18,H3034,M0.5.5,UNEXPECTED,2
Isa.38.18,H3034,M0.6.5,UNEXPECTED,2
Isa.38.18,H7663B,M0.1.1,UNEXPECTED,1
Isa.38.18,H7663B,M0.5.1,UNEXPECTED,1
Isa.38.19,H3034,M0.1.1,UNEXPECTED,1
Isa.38.19,H3034,M0.5.10,UNEXPECTED,1
Isa.38.19,H3034,M0.5.11,UNEXPECTED,1
Isa.38.19,H3034,M0.5.4,UNEXPECTED,1
Isa.38.19,H3034,M0.6.5,UNEXPECTED,1
Isa.40.20,H1245,D7.7.1,UNEXPECTED,1
Isa.40.20,H1245,M0.5.11,UNEXPECTED,1
Isa.40.20,H1245,M0.5.3,UNEXPECTED,1
Isa.40.20,H1245,M0.6.5,UNEXPECTED,1
Isa.40.20,H6459,M0.1.1,UNEXPECTED,1
Isa.40.20,H6459,M0.5.1,UNEXPECTED,1
Isa.41.12,H1245,D7.7.1,UNEXPECTED,1
Isa.41.12,H1245,M0.5.11,UNEXPECTED,1
Isa.41.12,H1245,M0.6.5,UNEXPECTED,1
Isa.41.12,H4695,M0.5.1,UNEXPECTED,1
Isa.41.17,H0034,M0.1.1,UNEXPECTED,1
Isa.41.17,H0034,M0.5.1,UNEXPECTED,1
Isa.41.17,H1245,M0.1.1,UNEXPECTED,1
Isa.41.17,H1245,M0.1.2,UNEXPECTED,1
Isa.41.17,H1245,M0.1.3,UNEXPECTED,1
Isa.41.17,H1245,M0.5.1,UNEXPECTED,1
Isa.41.17,H1245,M0.5.10,UNEXPECTED,1
Isa.41.17,H1245,M0.5.11,UNEXPECTED,1
Isa.41.17,H1245,M0.5.2,UNEXPECTED,1
Isa.41.17,H1245,M0.5.5,UNEXPECTED,1
Isa.41.17,H1245,M0.5.9,UNEXPECTED,1
Isa.41.17,H1245,M0.6.5,UNEXPECTED,1
Isa.41.17,H6041,M0.1.1,UNEXPECTED,1
Isa.41.17,H6041,M0.5.1,UNEXPECTED,1
Isa.41.17,H6772,M0.1.1,UNEXPECTED,1
Isa.41.17,H6772,M0.5.1,UNEXPECTED,1
Isa.45.19,H1245,D7.7.1,UNEXPECTED,1
Isa.45.19,H1245,M0.1.2,UNEXPECTED,1
Isa.45.19,H1245,M0.5.1,UNEXPECTED,1
Isa.45.19,H1245,M0.5.10,UNEXPECTED,1
Isa.45.19,H1245,M0.5.11,UNEXPECTED,1
Isa.45.19,H1245,M0.5.3,UNEXPECTED,1
Isa.45.19,H1245,M0.5.9,UNEXPECTED,1
Isa.45.19,H1245,M0.6.5,UNEXPECTED,1
Isa.45.19,H4339,M0.1.1,UNEXPECTED,1
Isa.45.19,H4339,M0.5.1,UNEXPECTED,1
Isa.51.1,H1245,D7.7.1,UNEXPECTED,1
Isa.51.1,H1245,M0.1.1,UNEXPECTED,1
Isa.51.1,H1245,M0.5.10,UNEXPECTED,1
Isa.51.1,H1245,M0.5.11,UNEXPECTED,1
Isa.51.1,H1245,M0.5.4,UNEXPECTED,1
Isa.51.1,H1245,M0.5.6,UNEXPECTED,1
Isa.51.1,H1245,M0.5.7,UNEXPECTED,1
Isa.51.1,H1245,M0.6.5,UNEXPECTED,1
Isa.51.3,H2172,M0.1.1,UNEXPECTED,1
Isa.51.3,H2172,M0.5.1,UNEXPECTED,1
Isa.51.3,H8426,M0.5.1,UNEXPECTED,1
Isa.51.3,H8426,M0.5.2,UNEXPECTED,1
Isa.51.3,H8426,M0.5.3,UNEXPECTED,1
Isa.51.3,H8426,M0.5.5,UNEXPECTED,1
Isa.55.6,H1875,M0.1.1,UNEXPECTED,1
Isa.55.6,H1875,M0.1.2,UNEXPECTED,1
Isa.55.6,H1875,M0.1.3,UNEXPECTED,1
Isa.55.6,H1875,M0.5.11,UNEXPECTED,1
Isa.55.6,H1875,M0.5.2,UNEXPECTED,1
Isa.55.6,H1875,M0.5.7,UNEXPECTED,1
Isa.55.6,H1875,M0.5.8,UNEXPECTED,1
Isa.55.6,H1875,M0.5.9,UNEXPECTED,1
Isa.55.6,H1875,M0.6.5,UNEXPECTED,1
Isa.58.2,H1875,M0.1.2,UNEXPECTED,1
Isa.58.2,H1875,M0.5.11,UNEXPECTED,1
Isa.58.2,H1875,M0.5.7,UNEXPECTED,1
Isa.58.2,H1875,M0.6.5,UNEXPECTED,1
Isa.58.2,H2654A,M0.1.1,UNEXPECTED,1
Isa.58.2,H2654A,M0.5.1,UNEXPECTED,1
Isa.62.12,H1350A,M0.1.1,UNEXPECTED,1
Isa.62.12,H1350A,M0.5.1,UNEXPECTED,1
Isa.62.12,H1875,M0.1.1,UNEXPECTED,1
Isa.62.12,H1875,M0.5.1,UNEXPECTED,1
Isa.62.12,H1875,M0.5.10,UNEXPECTED,1
Isa.62.12,H1875,M0.5.11,UNEXPECTED,1
Isa.62.12,H1875,M0.5.2,UNEXPECTED,1
Isa.62.12,H1875,M0.5.4,UNEXPECTED,1
Isa.62.12,H1875,M0.5.5,UNEXPECTED,1
Isa.62.12,H1875,M0.5.6,UNEXPECTED,1
Isa.62.12,H1875,M0.6.5,UNEXPECTED,1
Isa.65.1,H1245,D7.7.1,UNEXPECTED,1
Isa.65.1,H1245,M0.5.8,UNEXPECTED,1
Isa.65.1,H1245,M0.6.5,UNEXPECTED,1
Isa.65.1,H1875,M0.5.2,UNEXPECTED,1
Isa.65.1,H1875,M0.5.4,UNEXPECTED,1
Isa.65.1,H1875,M0.5.9,UNEXPECTED,1
Isa.65.1,H1875,M0.6.5,UNEXPECTED,1
Isa.65.10,H1875,D7.7.1,UNEXPECTED,1
Isa.65.10,H1875,M0.5.11,UNEXPECTED,1
Isa.65.10,H1875,M0.6.5,UNEXPECTED,1
Isa.65.10,H7258,M0.5.11,UNEXPECTED,1
Isa.65.10,H7258,M0.5.2,UNEXPECTED,1
Isa.8.19,H1875,D7.7.1,UNEXPECTED,1
Isa.8.19,H1875,M0.1.1,UNEXPECTED,1
Isa.8.19,H1875,M0.1.3,UNEXPECTED,1
Isa.8.19,H1875,M0.5.11,UNEXPECTED,1
Isa.8.19,H1875,M0.5.6,UNEXPECTED,1
Isa.8.19,H1875,M0.5.7,UNEXPECTED,1
Isa.8.19,H1875,M0.6.5,UNEXPECTED,1
Isa.9.13,H1875,D7.7.1,UNEXPECTED,1
Isa.9.13,H1875,M0.1.3,UNEXPECTED,1
Isa.9.13,H1875,M0.5.11,UNEXPECTED,1
Isa.9.13,H1875,M0.5.5,UNEXPECTED,1
Isa.9.13,H1875,M0.6.5,UNEXPECTED,1
Jas.2.20,G0692,D7.7.1,UNEXPECTED,3
Jas.2.20,G0692,M0.5.10,UNEXPECTED,1
Jas.2.20,G0692,M0.5.11,UNEXPECTED,1
Jas.2.20,G0692,M0.5.2,UNEXPECTED,1
Jas.2.20,G0692,M0.5.3,UNEXPECTED,1
Jas.2.20,G0692,M0.6.5,OVER_COUNT,3
Jas.2.20,G0692,M0.6.6,OVER_COUNT,2
Jas.2.20,G0692,M0.7.1,OK,1
Jas.2.20,G0692,M0.7.10,OK,1
Jas.2.20,G0692,M0.7.11,OK,1
Jas.2.20,G0692,M0.7.12,OK,1
Jas.2.20,G0692,M0.7.13,OK,1
Jas.2.20,G0692,M0.7.14,OK,1
Jas.2.20,G0692,M0.7.15,OK,1
Jas.2.20,G0692,M0.7.16,OK,1
Jas.2.20,G0692,M0.7.2,OK,1
Jas.2.20,G0692,M0.7.3,OK,1
Jas.2.20,G0692,M0.7.4,OK,1
Jas.2.20,G0692,M0.7.5,OK,1
Jas.2.20,G0692,M0.7.6,OK,1
Jas.2.20,G0692,M0.7.7,OK,1
Jas.2.20,G0692,M0.7.8,OK,1
Jas.2.20,G0692,M0.7.9,OK,1
Jas.2.20,G1097,M0.7.1,MISSING,0
Jas.2.20,G1097,M0.7.10,MISSING,0
Jas.2.20,G1097,M0.7.11,MISSING,0
Jas.2.20,G1097,M0.7.12,MISSING,0
Jas.2.20,G1097,M0.7.13,MISSING,0
Jas.2.20,G1097,M0.7.14,MISSING,0
Jas.2.20,G1097,M0.7.15,MISSING,0
Jas.2.20,G1097,M0.7.16,MISSING,0
Jas.2.20,G1097,M0.7.2,MISSING,0
Jas.2.20,G1097,M0.7.3,MISSING,0
Jas.2.20,G1097,M0.7.4,MISSING,0
Jas.2.20,G1097,M0.7.5,MISSING,0
Jas.2.20,G1097,M0.7.6,MISSING,0
Jas.2.20,G1097,M0.7.7,MISSING,0
Jas.2.20,G1097,M0.7.8,MISSING,0
Jas.2.20,G1097,M0.7.9,MISSING,0
Jas.2.20,G2309,M0.7.1,MISSING,0
Jas.2.20,G2309,M0.7.10,MISSING,0
Jas.2.20,G2309,M0.7.11,MISSING,0
Jas.2.20,G2309,M0.7.12,MISSING,0
Jas.2.20,G2309,M0.7.13,MISSING,0
Jas.2.20,G2309,M0.7.14,MISSING,0
Jas.2.20,G2309,M0.7.15,MISSING,0
Jas.2.20,G2309,M0.7.16,MISSING,0
Jas.2.20,G2309,M0.7.2,MISSING,0
Jas.2.20,G2309,M0.7.3,MISSING,0
Jas.2.20,G2309,M0.7.4,MISSING,0
Jas.2.20,G2309,M0.7.5,MISSING,0
Jas.2.20,G2309,M0.7.6,MISSING,0
Jas.2.20,G2309,M0.7.7,MISSING,0
Jas.2.20,G2309,M0.7.8,MISSING,0
Jas.2.20,G2309,M0.7.9,MISSING,0
Jas.2.20,G4102G,M0.7.1,MISSING,0
Jas.2.20,G4102G,M0.7.10,MISSING,0
Jas.2.20,G4102G,M0.7.11,MISSING,0
Jas.2.20,G4102G,M0.7.12,MISSING,0
Jas.2.20,G4102G,M0.7.13,MISSING,0
Jas.2.20,G4102G,M0.7.14,MISSING,0
Jas.2.20,G4102G,M0.7.15,MISSING,0
Jas.2.20,G4102G,M0.7.16,MISSING,0
Jas.2.20,G4102G,M0.7.2,MISSING,0
Jas.2.20,G4102G,M0.7.3,MISSING,0
Jas.2.20,G4102G,M0.7.4,MISSING,0
Jas.2.20,G4102G,M0.7.5,MISSING,0
Jas.2.20,G4102G,M0.7.6,MISSING,0
Jas.2.20,G4102G,M0.7.7,MISSING,0
Jas.2.20,G4102G,M0.7.8,MISSING,0
Jas.2.20,G4102G,M0.7.9,MISSING,0
Jer.10.21,H1197B,M0.1.1,UNEXPECTED,1
Jer.10.21,H1197B,M0.5.1,UNEXPECTED,1
Jer.10.21,H1875,D7.7.1,UNEXPECTED,1
Jer.10.21,H1875,M0.1.2,UNEXPECTED,1
Jer.10.21,H1875,M0.5.11,UNEXPECTED,1
Jer.10.21,H1875,M0.5.2,UNEXPECTED,1
Jer.10.21,H1875,M0.5.5,UNEXPECTED,1
Jer.10.21,H1875,M0.5.7,UNEXPECTED,1
Jer.10.21,H1875,M0.6.5,UNEXPECTED,1
Jer.11.21,H1245,D7.7.1,UNEXPECTED,1
Jer.11.21,H1245,M0.1.3,UNEXPECTED,1
Jer.11.21,H1245,M0.5.11,UNEXPECTED,1
Jer.11.21,H1245,M0.6.5,UNEXPECTED,1
Jer.17.26,H4503G,M0.1.1,UNEXPECTED,1
Jer.17.26,H4503G,M0.5.1,UNEXPECTED,1
Jer.17.26,H8426,D7.7.1,UNEXPECTED,1
Jer.17.26,H8426,M0.1.1,UNEXPECTED,1
Jer.17.26,H8426,M0.1.2,UNEXPECTED,1
Jer.17.26,H8426,M0.1.3,UNEXPECTED,1
Jer.17.26,H8426,M0.5.1,UNEXPECTED,1
Jer.17.26,H8426,M0.5.10,UNEXPECTED,1
Jer.17.26,H8426,M0.5.11,UNEXPECTED,1
Jer.17.26,H8426,M0.5.2,UNEXPECTED,1
Jer.17.26,H8426,M0.5.3,UNEXPECTED,1
Jer.17.26,H8426,M0.5.4,UNEXPECTED,1
Jer.17.26,H8426,M0.5.5,UNEXPECTED,1
Jer.17.26,H8426,M0.5.6,UNEXPECTED,1
Jer.17.26,H8426,M0.5.7,UNEXPECTED,1
Jer.17.26,H8426,M0.5.8,UNEXPECTED,1
Jer.17.26,H8426,M0.5.9,UNEXPECTED,1
Jer.17.26,H8426,M0.6.5,UNEXPECTED,1
Jer.19.7,H1245,D7.7.1,UNEXPECTED,1
Jer.19.7,H1245,M0.5.10,UNEXPECTED,1
Jer.19.7,H1245,M0.5.11,UNEXPECTED,1
Jer.19.7,H1245,M0.6.5,UNEXPECTED,1
Jer.19.9,H1245,M0.5.11,UNEXPECTED,1
Jer.19.9,H1245,M0.5.2,UNEXPECTED,1
Jer.19.9,H1245,M0.5.4,UNEXPECTED,1
Jer.19.9,H1245,M0.6.5,UNEXPECTED,1
Jer.19.9,H4689,M0.1.1,UNEXPECTED,1
Jer.19.9,H4689,M0.5.1,UNEXPECTED,1
Jer.2.24,H0185,M0.1.1,UNEXPECTED,1
Jer.2.24,H0185,M0.5.1,UNEXPECTED,1
Jer.2.24,H1245,M0.5.6,UNEXPECTED,1
Jer.2.24,H3286,M0.1.1,UNEXPECTED,1
Jer.2.24,H3286,M0.5.1,UNEXPECTED,1
Jer.2.24,H7307H,M0.1.1,UNEXPECTED,1
Jer.2.24,H7307H,M0.5.1,UNEXPECTED,1
Jer.2.24,H7602A,M0.1.1,UNEXPECTED,1
Jer.2.24,H7602A,M0.5.1,UNEXPECTED,1
Jer.2.33,H0160,M0.1.1,UNEXPECTED,1
Jer.2.33,H0160,M0.5.1,UNEXPECTED,1
Jer.2.33,H0160,M0.5.11,UNEXPECTED,1
Jer.2.33,H1245,D7.7.1,UNEXPECTED,1
Jer.2.33,H1245,M0.5.11,UNEXPECTED,1
Jer.2.33,H1245,M0.5.3,UNEXPECTED,1
Jer.2.33,H1245,M0.5.9,UNEXPECTED,1
Jer.2.33,H1245,M0.6.5,UNEXPECTED,1
Jer.21.2,H1875,D7.7.1,UNEXPECTED,1
Jer.21.2,H1875,M0.5.1,UNEXPECTED,1
Jer.21.2,H1875,M0.5.7,UNEXPECTED,1
Jer.21.2,H1875,M0.6.5,UNEXPECTED,1
Jer.21.7,H1245,D7.7.1,UNEXPECTED,1
Jer.21.7,H1245,M0.5.10,UNEXPECTED,1
Jer.21.7,H1245,M0.5.11,UNEXPECTED,1
Jer.21.7,H1245,M0.5.3,UNEXPECTED,1
Jer.21.7,H1245,M0.5.6,UNEXPECTED,1
Jer.21.7,H1245,M0.6.5,UNEXPECTED,1
Jer.21.7,H2347,M0.1.1,UNEXPECTED,1
Jer.21.7,H2347,M0.5.1,UNEXPECTED,1
Jer.21.7,H6310H,M0.1.1,UNEXPECTED,1
Jer.21.7,H6310H,M0.5.1,UNEXPECTED,1
Jer.22.25,H1245,D7.7.1,UNEXPECTED,1
Jer.22.25,H1245,M0.1.2,UNEXPECTED,1
Jer.22.25,H1245,M0.5.11,UNEXPECTED,1
Jer.22.25,H1245,M0.5.3,UNEXPECTED,1
Jer.22.25,H1245,M0.5.6,UNEXPECTED,1
Jer.22.25,H1245,M0.6.5,UNEXPECTED,1
Jer.22.25,H3016,M0.1.1,UNEXPECTED,1
Jer.22.25,H3016,M0.5.1,UNEXPECTED,1
Jer.26.21,H1245,D7.7.1,UNEXPECTED,1
Jer.26.21,H1245,M0.1.1,UNEXPECTED,1
Jer.26.21,H1245,M0.5.1,UNEXPECTED,1
Jer.26.21,H1245,M0.5.10,UNEXPECTED,1
Jer.26.21,H1245,M0.5.11,UNEXPECTED,1
Jer.26.21,H1245,M0.5.3,UNEXPECTED,1
Jer.26.21,H1245,M0.6.5,UNEXPECTED,1
Jer.26.21,H3372G,M0.1.1,UNEXPECTED,1
Jer.26.21,H3372G,M0.5.1,UNEXPECTED,1
