verse_reference,strong,surface,morph_code,is_home_strong,question_code,expected_reason
2Cor.8.7,G0026,love,N-DSF,N,M0.7.7,"per-occurrence, always expected"
2Cor.8.7,G0026,love,N-DSF,N,M0.7.8,"per-occurrence, always expected"
2Cor.8.7,G0026,love,N-DSF,N,M0.7.9,"per-occurrence, always expected"
2Cor.8.7,G5485,grace,N-DSF,N,M0.7.1,"per-occurrence, always expected"
2Cor.8.7,G5485,grace,N-DSF,N,M0.7.10,"per-occurrence, always expected"
2Cor.8.7,G5485,grace,N-DSF,N,M0.7.11,"per-occurrence, always expected"
2Cor.8.7,G5485,grace,N-DSF,N,M0.7.12,"per-occurrence, always expected"
2Cor.8.7,G5485,grace,N-DSF,N,M0.7.13,"per-occurrence, always expected"
2Cor.8.7,G5485,grace,N-DSF,N,M0.7.14,"per-occurrence, always expected"
2Cor.8.7,G5485,grace,N-DSF,N,M0.7.15,"per-occurrence, always expected"
2Cor.8.7,G5485,grace,N-DSF,N,M0.7.16,"per-occurrence, always expected"
2Cor.8.7,G5485,grace,N-DSF,N,M0.7.2,"per-occurrence, always expected"
2Cor.8.7,G5485,grace,N-DSF,N,M0.7.3,"per-occurrence, always expected"
2Cor.8.7,G5485,grace,N-DSF,N,M0.7.4,"per-occurrence, always expected"
2Cor.8.7,G5485,grace,N-DSF,N,M0.7.5,"per-occurrence, always expected"
2Cor.8.7,G5485,grace,N-DSF,N,M0.7.6,"per-occurrence, always expected"
2Cor.8.7,G5485,grace,N-DSF,N,M0.7.7,"per-occurrence, always expected"
2Cor.8.7,G5485,grace,N-DSF,N,M0.7.8,"per-occurrence, always expected"
2Cor.8.7,G5485,grace,N-DSF,N,M0.7.9,"per-occurrence, always expected"
2Cor.8.7,G4710,earnestness,N-DSF,Y,M0.6.5,"home relational, always expected"
2Cor.8.7,G4710,earnestness,N-DSF,Y,M0.6.6,"home whole-network, other M-code strong present in verse"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.1,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.10,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.11,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.12,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.13,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.14,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.15,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.16,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.2,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.3,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.4,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.5,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.6,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.7,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.8,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.9,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.1,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.10,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.11,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.12,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.13,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.14,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.15,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.16,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.2,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.3,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.4,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.5,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.6,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.7,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.8,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.7.9,"per-occurrence, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.6.5,"home relational, always expected"
1Tim.5.13,G0692,idlers,A-NPF,Y,M0.6.5,"home relational, always expected"
2Tim.1.17,G2212,searched,V-AAI-3S,N,M0.7.1,"per-occurrence, always expected"
2Tim.1.17,G2212,searched,V-AAI-3S,N,M0.7.10,"per-occurrence, always expected"
2Tim.1.17,G2212,searched,V-AAI-3S,N,M0.7.11,"per-occurrence, always expected"
2Tim.1.17,G2212,searched,V-AAI-3S,N,M0.7.12,"per-occurrence, always expected"
2Tim.1.17,G2212,searched,V-AAI-3S,N,M0.7.13,"per-occurrence, always expected"
2Tim.1.17,G2212,searched,V-AAI-3S,N,M0.7.14,"per-occurrence, always expected"
2Tim.1.17,G2212,searched,V-AAI-3S,N,M0.7.15,"per-occurrence, always expected"
2Tim.1.17,G2212,searched,V-AAI-3S,N,M0.7.16,"per-occurrence, always expected"
2Tim.1.17,G2212,searched,V-AAI-3S,N,M0.7.2,"per-occurrence, always expected"
2Tim.1.17,G2212,searched,V-AAI-3S,N,M0.7.3,"per-occurrence, always expected"
2Tim.1.17,G2212,searched,V-AAI-3S,N,M0.7.4,"per-occurrence, always expected"
2Tim.1.17,G2212,searched,V-AAI-3S,N,M0.7.5,"per-occurrence, always expected"
2Tim.1.17,G2212,searched,V-AAI-3S,N,M0.7.6,"per-occurrence, always expected"
2Tim.1.17,G2212,searched,V-AAI-3S,N,M0.7.7,"per-occurrence, always expected"
2Tim.1.17,G2212,searched,V-AAI-3S,N,M0.7.8,"per-occurrence, always expected"
2Tim.1.17,G2212,searched,V-AAI-3S,N,M0.7.9,"per-occurrence, always expected"
2Tim.1.17,G4709,earnestly,ADV,Y,M0.7.1,"per-occurrence, always expected"
2Tim.1.17,G4709,earnestly,ADV,Y,M0.7.10,"per-occurrence, always expected"
2Tim.1.17,G4709,earnestly,ADV,Y,M0.7.11,"per-occurrence, always expected"
2Tim.1.17,G4709,earnestly,ADV,Y,M0.7.12,"per-occurrence, always expected"
2Tim.1.17,G4709,earnestly,ADV,Y,M0.7.13,"per-occurrence, always expected"
2Tim.1.17,G4709,earnestly,ADV,Y,M0.7.14,"per-occurrence, always expected"
2Tim.1.17,G4709,earnestly,ADV,Y,M0.7.15,"per-occurrence, always expected"
2Tim.1.17,G4709,earnestly,ADV,Y,M0.7.16,"per-occurrence, always expected"
2Tim.1.17,G4709,earnestly,ADV,Y,M0.7.2,"per-occurrence, always expected"
2Tim.1.17,G4709,earnestly,ADV,Y,M0.7.3,"per-occurrence, always expected"
2Tim.1.17,G4709,earnestly,ADV,Y,M0.7.4,"per-occurrence, always expected"
2Tim.1.17,G4709,earnestly,ADV,Y,M0.7.5,"per-occurrence, always expected"
2Tim.1.17,G4709,earnestly,ADV,Y,M0.7.6,"per-occurrence, always expected"
2Tim.1.17,G4709,earnestly,ADV,Y,M0.7.7,"per-occurrence, always expected"
2Tim.1.17,G4709,earnestly,ADV,Y,M0.7.8,"per-occurrence, always expected"
2Tim.1.17,G4709,earnestly,ADV,Y,M0.7.9,"per-occurrence, always expected"
2Tim.1.17,G4709,earnestly,ADV,Y,M0.6.5,"home relational, always expected"
2Tim.1.17,G4709,earnestly,ADV,Y,M0.6.6,"home whole-network, other M-code strong present in verse"
Matt.25.26,G2962H,master,N-NSM,N,M0.7.1,"per-occurrence, always expected"
Matt.25.26,G2962H,master,N-NSM,N,M0.7.10,"per-occurrence, always expected"
Matt.25.26,G2962H,master,N-NSM,N,M0.7.11,"per-occurrence, always expected"
Matt.25.26,G2962H,master,N-NSM,N,M0.7.12,"per-occurrence, always expected"
Matt.25.26,G2962H,master,N-NSM,N,M0.7.13,"per-occurrence, always expected"
Matt.25.26,G2962H,master,N-NSM,N,M0.7.14,"per-occurrence, always expected"
Matt.25.26,G2962H,master,N-NSM,N,M0.7.15,"per-occurrence, always expected"
Matt.25.26,G2962H,master,N-NSM,N,M0.7.16,"per-occurrence, always expected"
Matt.25.26,G2962H,master,N-NSM,N,M0.7.2,"per-occurrence, always expected"
Matt.25.26,G2962H,master,N-NSM,N,M0.7.3,"per-occurrence, always expected"
Matt.25.26,G2962H,master,N-NSM,N,M0.7.4,"per-occurrence, always expected"
Matt.25.26,G2962H,master,N-NSM,N,M0.7.5,"per-occurrence, always expected"
Matt.25.26,G2962H,master,N-NSM,N,M0.7.6,"per-occurrence, always expected"
Matt.25.26,G2962H,master,N-NSM,N,M0.7.7,"per-occurrence, always expected"
Matt.25.26,G2962H,master,N-NSM,N,M0.7.8,"per-occurrence, always expected"
Matt.25.26,G2962H,master,N-NSM,N,M0.7.9,"per-occurrence, always expected"
Matt.25.26,G0611,answered,V-AOP-NSM,N,M0.7.1,"per-occurrence, always expected"
Matt.25.26,G0611,answered,V-AOP-NSM,N,M0.7.10,"per-occurrence, always expected"
Matt.25.26,G0611,answered,V-AOP-NSM,N,M0.7.11,"per-occurrence, always expected"
Matt.25.26,G0611,answered,V-AOP-NSM,N,M0.7.12,"per-occurrence, always expected"
Matt.25.26,G0611,answered,V-AOP-NSM,N,M0.7.13,"per-occurrence, always expected"
Matt.25.26,G0611,answered,V-AOP-NSM,N,M0.7.14,"per-occurrence, always expected"
Matt.25.26,G0611,answered,V-AOP-NSM,N,M0.7.15,"per-occurrence, always expected"
Matt.25.26,G0611,answered,V-AOP-NSM,N,M0.7.16,"per-occurrence, always expected"
Matt.25.26,G0611,answered,V-AOP-NSM,N,M0.7.2,"per-occurrence, always expected"
Matt.25.26,G0611,answered,V-AOP-NSM,N,M0.7.3,"per-occurrence, always expected"
Matt.25.26,G0611,answered,V-AOP-NSM,N,M0.7.4,"per-occurrence, always expected"
Matt.25.26,G0611,answered,V-AOP-NSM,N,M0.7.5,"per-occurrence, always expected"
Matt.25.26,G0611,answered,V-AOP-NSM,N,M0.7.6,"per-occurrence, always expected"
Matt.25.26,G0611,answered,V-AOP-NSM,N,M0.7.7,"per-occurrence, always expected"
Matt.25.26,G0611,answered,V-AOP-NSM,N,M0.7.8,"per-occurrence, always expected"
Matt.25.26,G0611,answered,V-AOP-NSM,N,M0.7.9,"per-occurrence, always expected"
Matt.25.26,G4190,wicked,A-VSM,N,M0.7.1,"per-occurrence, always expected"
Matt.25.26,G4190,wicked,A-VSM,N,M0.7.10,"per-occurrence, always expected"
Matt.25.26,G4190,wicked,A-VSM,N,M0.7.11,"per-occurrence, always expected"
Matt.25.26,G4190,wicked,A-VSM,N,M0.7.12,"per-occurrence, always expected"
Matt.25.26,G4190,wicked,A-VSM,N,M0.7.13,"per-occurrence, always expected"
Matt.25.26,G4190,wicked,A-VSM,N,M0.7.14,"per-occurrence, always expected"
Matt.25.26,G4190,wicked,A-VSM,N,M0.7.15,"per-occurrence, always expected"
Matt.25.26,G4190,wicked,A-VSM,N,M0.7.16,"per-occurrence, always expected"
Matt.25.26,G4190,wicked,A-VSM,N,M0.7.2,"per-occurrence, always expected"
Matt.25.26,G4190,wicked,A-VSM,N,M0.7.3,"per-occurrence, always expected"
Matt.25.26,G4190,wicked,A-VSM,N,M0.7.4,"per-occurrence, always expected"
Matt.25.26,G4190,wicked,A-VSM,N,M0.7.5,"per-occurrence, always expected"
Matt.25.26,G4190,wicked,A-VSM,N,M0.7.6,"per-occurrence, always expected"
Matt.25.26,G4190,wicked,A-VSM,N,M0.7.7,"per-occurrence, always expected"
Matt.25.26,G4190,wicked,A-VSM,N,M0.7.8,"per-occurrence, always expected"
Matt.25.26,G4190,wicked,A-VSM,N,M0.7.9,"per-occurrence, always expected"
Matt.25.26,G3636,slothful,A-VSM,Y,M0.7.1,"per-occurrence, always expected"
Matt.25.26,G3636,slothful,A-VSM,Y,M0.7.10,"per-occurrence, always expected"
Matt.25.26,G3636,slothful,A-VSM,Y,M0.7.11,"per-occurrence, always expected"
Matt.25.26,G3636,slothful,A-VSM,Y,M0.7.12,"per-occurrence, always expected"
Matt.25.26,G3636,slothful,A-VSM,Y,M0.7.13,"per-occurrence, always expected"
Matt.25.26,G3636,slothful,A-VSM,Y,M0.7.14,"per-occurrence, always expected"
Matt.25.26,G3636,slothful,A-VSM,Y,M0.7.15,"per-occurrence, always expected"
Matt.25.26,G3636,slothful,A-VSM,Y,M0.7.16,"per-occurrence, always expected"
Matt.25.26,G3636,slothful,A-VSM,Y,M0.7.2,"per-occurrence, always expected"
Matt.25.26,G3636,slothful,A-VSM,Y,M0.7.3,"per-occurrence, always expected"
Matt.25.26,G3636,slothful,A-VSM,Y,M0.7.4,"per-occurrence, always expected"
Matt.25.26,G3636,slothful,A-VSM,Y,M0.7.5,"per-occurrence, always expected"
Matt.25.26,G3636,slothful,A-VSM,Y,M0.7.6,"per-occurrence, always expected"
Matt.25.26,G3636,slothful,A-VSM,Y,M0.7.7,"per-occurrence, always expected"
Matt.25.26,G3636,slothful,A-VSM,Y,M0.7.8,"per-occurrence, always expected"
Matt.25.26,G3636,slothful,A-VSM,Y,M0.7.9,"per-occurrence, always expected"
Matt.25.26,G1401,servant,N-VSM,N,M0.7.1,"per-occurrence, always expected"
Matt.25.26,G1401,servant,N-VSM,N,M0.7.10,"per-occurrence, always expected"
Matt.25.26,G1401,servant,N-VSM,N,M0.7.11,"per-occurrence, always expected"
Matt.25.26,G1401,servant,N-VSM,N,M0.7.12,"per-occurrence, always expected"
Matt.25.26,G1401,servant,N-VSM,N,M0.7.13,"per-occurrence, always expected"
Matt.25.26,G1401,servant,N-VSM,N,M0.7.14,"per-occurrence, always expected"
Matt.25.26,G1401,servant,N-VSM,N,M0.7.15,"per-occurrence, always expected"
Matt.25.26,G1401,servant,N-VSM,N,M0.7.16,"per-occurrence, always expected"
Matt.25.26,G1401,servant,N-VSM,N,M0.7.2,"per-occurrence, always expected"
Matt.25.26,G1401,servant,N-VSM,N,M0.7.3,"per-occurrence, always expected"
Matt.25.26,G1401,servant,N-VSM,N,M0.7.4,"per-occurrence, always expected"
Matt.25.26,G1401,servant,N-VSM,N,M0.7.5,"per-occurrence, always expected"
Matt.25.26,G1401,servant,N-VSM,N,M0.7.6,"per-occurrence, always expected"
Matt.25.26,G1401,servant,N-VSM,N,M0.7.7,"per-occurrence, always expected"
Matt.25.26,G1401,servant,N-VSM,N,M0.7.8,"per-occurrence, always expected"
Matt.25.26,G1401,servant,N-VSM,N,M0.7.9,"per-occurrence, always expected"
Matt.25.26,G1492I,knew,V-2LAI-2S,N,M0.7.1,"per-occurrence, always expected"
Matt.25.26,G1492I,knew,V-2LAI-2S,N,M0.7.10,"per-occurrence, always expected"
Matt.25.26,G1492I,knew,V-2LAI-2S,N,M0.7.11,"per-occurrence, always expected"
Matt.25.26,G1492I,knew,V-2LAI-2S,N,M0.7.12,"per-occurrence, always expected"
Matt.25.26,G1492I,knew,V-2LAI-2S,N,M0.7.13,"per-occurrence, always expected"
Matt.25.26,G1492I,knew,V-2LAI-2S,N,M0.7.14,"per-occurrence, always expected"
Matt.25.26,G1492I,knew,V-2LAI-2S,N,M0.7.15,"per-occurrence, always expected"
Matt.25.26,G1492I,knew,V-2LAI-2S,N,M0.7.16,"per-occurrence, always expected"
Matt.25.26,G1492I,knew,V-2LAI-2S,N,M0.7.2,"per-occurrence, always expected"
Matt.25.26,G1492I,knew,V-2LAI-2S,N,M0.7.3,"per-occurrence, always expected"
Matt.25.26,G1492I,knew,V-2LAI-2S,N,M0.7.4,"per-occurrence, always expected"
Matt.25.26,G1492I,knew,V-2LAI-2S,N,M0.7.5,"per-occurrence, always expected"
Matt.25.26,G1492I,knew,V-2LAI-2S,N,M0.7.6,"per-occurrence, always expected"
Matt.25.26,G1492I,knew,V-2LAI-2S,N,M0.7.7,"per-occurrence, always expected"
Matt.25.26,G1492I,knew,V-2LAI-2S,N,M0.7.8,"per-occurrence, always expected"
Matt.25.26,G1492I,knew,V-2LAI-2S,N,M0.7.9,"per-occurrence, always expected"
Matt.25.26,G3636,slothful,A-VSM,Y,M0.6.5,"home relational, always expected"
Matt.25.26,G3636,slothful,A-VSM,Y,M0.6.6,"home whole-network, other M-code strong present in verse"
Titus.1.12,G4396,prophet,N-NSM,N,M0.7.1,"per-occurrence, always expected"
Titus.1.12,G4396,prophet,N-NSM,N,M0.7.10,"per-occurrence, always expected"
Titus.1.12,G4396,prophet,N-NSM,N,M0.7.11,"per-occurrence, always expected"
Titus.1.12,G4396,prophet,N-NSM,N,M0.7.12,"per-occurrence, always expected"
Titus.1.12,G4396,prophet,N-NSM,N,M0.7.13,"per-occurrence, always expected"
Titus.1.12,G4396,prophet,N-NSM,N,M0.7.14,"per-occurrence, always expected"
Titus.1.12,G4396,prophet,N-NSM,N,M0.7.15,"per-occurrence, always expected"
Titus.1.12,G4396,prophet,N-NSM,N,M0.7.16,"per-occurrence, always expected"
Titus.1.12,G4396,prophet,N-NSM,N,M0.7.2,"per-occurrence, always expected"
Titus.1.12,G4396,prophet,N-NSM,N,M0.7.3,"per-occurrence, always expected"
Titus.1.12,G4396,prophet,N-NSM,N,M0.7.4,"per-occurrence, always expected"
Titus.1.12,G4396,prophet,N-NSM,N,M0.7.5,"per-occurrence, always expected"
Titus.1.12,G4396,prophet,N-NSM,N,M0.7.6,"per-occurrence, always expected"
Titus.1.12,G4396,prophet,N-NSM,N,M0.7.7,"per-occurrence, always expected"
Titus.1.12,G4396,prophet,N-NSM,N,M0.7.8,"per-occurrence, always expected"
Titus.1.12,G4396,prophet,N-NSM,N,M0.7.9,"per-occurrence, always expected"
Titus.1.12,G2556G,evil,A-NPN,N,M0.7.1,"per-occurrence, always expected"
Titus.1.12,G2556G,evil,A-NPN,N,M0.7.10,"per-occurrence, always expected"
Titus.1.12,G2556G,evil,A-NPN,N,M0.7.11,"per-occurrence, always expected"
Titus.1.12,G2556G,evil,A-NPN,N,M0.7.12,"per-occurrence, always expected"
Titus.1.12,G2556G,evil,A-NPN,N,M0.7.13,"per-occurrence, always expected"
Titus.1.12,G2556G,evil,A-NPN,N,M0.7.14,"per-occurrence, always expected"
Titus.1.12,G2556G,evil,A-NPN,N,M0.7.15,"per-occurrence, always expected"
Titus.1.12,G2556G,evil,A-NPN,N,M0.7.16,"per-occurrence, always expected"
Titus.1.12,G2556G,evil,A-NPN,N,M0.7.2,"per-occurrence, always expected"
Titus.1.12,G2556G,evil,A-NPN,N,M0.7.3,"per-occurrence, always expected"
Titus.1.12,G2556G,evil,A-NPN,N,M0.7.4,"per-occurrence, always expected"
Titus.1.12,G2556G,evil,A-NPN,N,M0.7.5,"per-occurrence, always expected"
Titus.1.12,G2556G,evil,A-NPN,N,M0.7.6,"per-occurrence, always expected"
Titus.1.12,G2556G,evil,A-NPN,N,M0.7.7,"per-occurrence, always expected"
Titus.1.12,G2556G,evil,A-NPN,N,M0.7.8,"per-occurrence, always expected"
Titus.1.12,G2556G,evil,A-NPN,N,M0.7.9,"per-occurrence, always expected"
Titus.1.12,G0692,lazy,A-NPF,Y,M0.7.1,"per-occurrence, always expected"
Titus.1.12,G0692,lazy,A-NPF,Y,M0.7.10,"per-occurrence, always expected"
Titus.1.12,G0692,lazy,A-NPF,Y,M0.7.11,"per-occurrence, always expected"
Titus.1.12,G0692,lazy,A-NPF,Y,M0.7.12,"per-occurrence, always expected"
Titus.1.12,G0692,lazy,A-NPF,Y,M0.7.13,"per-occurrence, always expected"
Titus.1.12,G0692,lazy,A-NPF,Y,M0.7.14,"per-occurrence, always expected"
Titus.1.12,G0692,lazy,A-NPF,Y,M0.7.15,"per-occurrence, always expected"
Titus.1.12,G0692,lazy,A-NPF,Y,M0.7.16,"per-occurrence, always expected"
Titus.1.12,G0692,lazy,A-NPF,Y,M0.7.2,"per-occurrence, always expected"
Titus.1.12,G0692,lazy,A-NPF,Y,M0.7.3,"per-occurrence, always expected"
Titus.1.12,G0692,lazy,A-NPF,Y,M0.7.4,"per-occurrence, always expected"
Titus.1.12,G0692,lazy,A-NPF,Y,M0.7.5,"per-occurrence, always expected"
Titus.1.12,G0692,lazy,A-NPF,Y,M0.7.6,"per-occurrence, always expected"
Titus.1.12,G0692,lazy,A-NPF,Y,M0.7.7,"per-occurrence, always expected"
Titus.1.12,G0692,lazy,A-NPF,Y,M0.7.8,"per-occurrence, always expected"
Titus.1.12,G0692,lazy,A-NPF,Y,M0.7.9,"per-occurrence, always expected"
Titus.1.12,G0692,lazy,A-NPF,Y,M0.6.5,"home relational, always expected"
Titus.1.12,G0692,lazy,A-NPF,Y,M0.6.6,"home whole-network, other M-code strong present in verse"
Rom.12.8,G3870,exhorts,V-PAP-NSM,N,M0.7.1,"per-occurrence, always expected"
Rom.12.8,G3870,exhorts,V-PAP-NSM,N,M0.7.10,"per-occurrence, always expected"
Rom.12.8,G3870,exhorts,V-PAP-NSM,N,M0.7.11,"per-occurrence, always expected"
Rom.12.8,G3870,exhorts,V-PAP-NSM,N,M0.7.12,"per-occurrence, always expected"
Rom.12.8,G3870,exhorts,V-PAP-NSM,N,M0.7.13,"per-occurrence, always expected"
Rom.12.8,G3870,exhorts,V-PAP-NSM,N,M0.7.14,"per-occurrence, always expected"
Rom.12.8,G3870,exhorts,V-PAP-NSM,N,M0.7.15,"per-occurrence, always expected"
Rom.12.8,G3870,exhorts,V-PAP-NSM,N,M0.7.16,"per-occurrence, always expected"
Rom.12.8,G3870,exhorts,V-PAP-NSM,N,M0.7.2,"per-occurrence, always expected"
Rom.12.8,G3870,exhorts,V-PAP-NSM,N,M0.7.3,"per-occurrence, always expected"
Rom.12.8,G3870,exhorts,V-PAP-NSM,N,M0.7.4,"per-occurrence, always expected"
Rom.12.8,G3870,exhorts,V-PAP-NSM,N,M0.7.5,"per-occurrence, always expected"
Rom.12.8,G3870,exhorts,V-PAP-NSM,N,M0.7.6,"per-occurrence, always expected"
Rom.12.8,G3870,exhorts,V-PAP-NSM,N,M0.7.7,"per-occurrence, always expected"
Rom.12.8,G3870,exhorts,V-PAP-NSM,N,M0.7.8,"per-occurrence, always expected"
Rom.12.8,G3870,exhorts,V-PAP-NSM,N,M0.7.9,"per-occurrence, always expected"
Rom.12.8,G3874,exhortation,N-DSF,N,M0.7.1,"per-occurrence, always expected"
Rom.12.8,G3874,exhortation,N-DSF,N,M0.7.10,"per-occurrence, always expected"
Rom.12.8,G3874,exhortation,N-DSF,N,M0.7.11,"per-occurrence, always expected"
Rom.12.8,G3874,exhortation,N-DSF,N,M0.7.12,"per-occurrence, always expected"
Rom.12.8,G3874,exhortation,N-DSF,N,M0.7.13,"per-occurrence, always expected"
Rom.12.8,G3874,exhortation,N-DSF,N,M0.7.14,"per-occurrence, always expected"
Rom.12.8,G3874,exhortation,N-DSF,N,M0.7.15,"per-occurrence, always expected"
Rom.12.8,G3874,exhortation,N-DSF,N,M0.7.16,"per-occurrence, always expected"
Rom.12.8,G3874,exhortation,N-DSF,N,M0.7.2,"per-occurrence, always expected"
Rom.12.8,G3874,exhortation,N-DSF,N,M0.7.3,"per-occurrence, always expected"
Rom.12.8,G3874,exhortation,N-DSF,N,M0.7.4,"per-occurrence, always expected"
Rom.12.8,G3874,exhortation,N-DSF,N,M0.7.5,"per-occurrence, always expected"
Rom.12.8,G3874,exhortation,N-DSF,N,M0.7.6,"per-occurrence, always expected"
Rom.12.8,G3874,exhortation,N-DSF,N,M0.7.7,"per-occurrence, always expected"
Rom.12.8,G3874,exhortation,N-DSF,N,M0.7.8,"per-occurrence, always expected"
Rom.12.8,G3874,exhortation,N-DSF,N,M0.7.9,"per-occurrence, always expected"
Rom.12.8,G3330,contributes,V-PAP-NSM,N,M0.7.1,"per-occurrence, always expected"
Rom.12.8,G3330,contributes,V-PAP-NSM,N,M0.7.10,"per-occurrence, always expected"
Rom.12.8,G3330,contributes,V-PAP-NSM,N,M0.7.11,"per-occurrence, always expected"
Rom.12.8,G3330,contributes,V-PAP-NSM,N,M0.7.12,"per-occurrence, always expected"
Rom.12.8,G3330,contributes,V-PAP-NSM,N,M0.7.13,"per-occurrence, always expected"
Rom.12.8,G3330,contributes,V-PAP-NSM,N,M0.7.14,"per-occurrence, always expected"
Rom.12.8,G3330,contributes,V-PAP-NSM,N,M0.7.15,"per-occurrence, always expected"
Rom.12.8,G3330,contributes,V-PAP-NSM,N,M0.7.16,"per-occurrence, always expected"
Rom.12.8,G3330,contributes,V-PAP-NSM,N,M0.7.2,"per-occurrence, always expected"
Rom.12.8,G3330,contributes,V-PAP-NSM,N,M0.7.3,"per-occurrence, always expected"
Rom.12.8,G3330,contributes,V-PAP-NSM,N,M0.7.4,"per-occurrence, always expected"
Rom.12.8,G3330,contributes,V-PAP-NSM,N,M0.7.5,"per-occurrence, always expected"
Rom.12.8,G3330,contributes,V-PAP-NSM,N,M0.7.6,"per-occurrence, always expected"
Rom.12.8,G3330,contributes,V-PAP-NSM,N,M0.7.7,"per-occurrence, always expected"
Rom.12.8,G3330,contributes,V-PAP-NSM,N,M0.7.8,"per-occurrence, always expected"
Rom.12.8,G3330,contributes,V-PAP-NSM,N,M0.7.9,"per-occurrence, always expected"
Rom.12.8,G0572,generosity,N-DSF,N,M0.7.1,"per-occurrence, always expected"
Rom.12.8,G0572,generosity,N-DSF,N,M0.7.10,"per-occurrence, always expected"
Rom.12.8,G0572,generosity,N-DSF,N,M0.7.11,"per-occurrence, always expected"
Rom.12.8,G0572,generosity,N-DSF,N,M0.7.12,"per-occurrence, always expected"
Rom.12.8,G0572,generosity,N-DSF,N,M0.7.13,"per-occurrence, always expected"
Rom.12.8,G0572,generosity,N-DSF,N,M0.7.14,"per-occurrence, always expected"
Rom.12.8,G0572,generosity,N-DSF,N,M0.7.15,"per-occurrence, always expected"
Rom.12.8,G0572,generosity,N-DSF,N,M0.7.16,"per-occurrence, always expected"
Rom.12.8,G0572,generosity,N-DSF,N,M0.7.2,"per-occurrence, always expected"
Rom.12.8,G0572,generosity,N-DSF,N,M0.7.3,"per-occurrence, always expected"
Rom.12.8,G0572,generosity,N-DSF,N,M0.7.4,"per-occurrence, always expected"
Rom.12.8,G0572,generosity,N-DSF,N,M0.7.5,"per-occurrence, always expected"
Rom.12.8,G0572,generosity,N-DSF,N,M0.7.6,"per-occurrence, always expected"
Rom.12.8,G0572,generosity,N-DSF,N,M0.7.7,"per-occurrence, always expected"
Rom.12.8,G0572,generosity,N-DSF,N,M0.7.8,"per-occurrence, always expected"
Rom.12.8,G0572,generosity,N-DSF,N,M0.7.9,"per-occurrence, always expected"
Rom.12.8,G4710,zeal,N-DSF,Y,M0.7.1,"per-occurrence, always expected"
Rom.12.8,G4710,zeal,N-DSF,Y,M0.7.10,"per-occurrence, always expected"
Rom.12.8,G4710,zeal,N-DSF,Y,M0.7.11,"per-occurrence, always expected"
Rom.12.8,G4710,zeal,N-DSF,Y,M0.7.12,"per-occurrence, always expected"
Rom.12.8,G4710,zeal,N-DSF,Y,M0.7.13,"per-occurrence, always expected"
Rom.12.8,G4710,zeal,N-DSF,Y,M0.7.14,"per-occurrence, always expected"
