folder_path,top_level_root,depth,parent_path,direct_file_count,recursive_file_count,direct_subfolder_count,top_ext_direct,last_modified_direct,governed_by_setting,manifest_category,manifest_currency,type,status,usage_description,added_at,last_reviewed_at
_analytics/clusters/M08-Pride/M08/inputs,_analytics,5,_analytics/clusters/M08-Pride/M08,10,10,0,.md:10,2026-07-12T05:02:54Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M08-Pride/M08/publishing,_analytics,5,_analytics/clusters/M08-Pride/M08,2,2,0,".docx:1, .md:1",2026-07-12T04:59:40Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M08-Pride/essays,_analytics,4,_analytics/clusters/M08-Pride,3,3,0,".docx:1, .md:1, .pdf:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M08-Pride/findings,_analytics,4,_analytics/clusters/M08-Pride,20,20,0,.md:20,2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M09-Humility,_analytics,3,_analytics/clusters,3,134,4,"(none):1, .zip:1, .md:1",2026-07-12T04:59:11Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M09-Humility/Data,_analytics,4,_analytics/clusters/M09-Humility,1,1,0,.json:1,2026-06-21T07:19:15Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M09-Humility/M09,_analytics,4,_analytics/clusters/M09-Humility,49,106,6,".md:41, .json:5, .zip:2, .txt:1",2026-07-12T05:02:54Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M09-Humility/M09/files phase 5,_analytics,5,_analytics/clusters/M09-Humility/M09,3,3,0,".md:2, .json:1",2026-05-22T02:13:36Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M09-Humility/M09/files phase 7,_analytics,5,_analytics/clusters/M09-Humility/M09,10,10,0,".md:9, .json:1",2026-05-22T02:40:06Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M09-Humility/M09/files phase 9,_analytics,5,_analytics/clusters/M09-Humility/M09,23,23,0,".md:21, .json:2",2026-05-22T12:01:10Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M09-Humility/M09/inputs,_analytics,5,_analytics/clusters/M09-Humility/M09,10,10,0,.md:10,2026-07-12T05:02:54Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M09-Humility/M09/published,_analytics,5,_analytics/clusters/M09-Humility/M09,1,1,0,.md:1,2026-07-12T05:02:54Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M09-Humility/M09/publishing,_analytics,5,_analytics/clusters/M09-Humility/M09,10,10,0,".md:9, .docx:1",2026-07-12T04:59:42Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M09-Humility/essays,_analytics,4,_analytics/clusters/M09-Humility,3,3,0,".docx:1, .md:1, .pdf:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M09-Humility/findings,_analytics,4,_analytics/clusters/M09-Humility,21,21,0,.md:21,2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M10-Sin,_analytics,3,_analytics/clusters,4,353,3,".zip:2, (none):1, .md:1",2026-07-12T04:59:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M10-Sin/Data,_analytics,4,_analytics/clusters/M10-Sin,8,8,0,.json:8,2026-06-21T12:08:18Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M10-Sin/M10,_analytics,4,_analytics/clusters/M10-Sin,93,216,4,".md:89, .json:3, .txt:1",2026-07-12T05:02:54Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M10-Sin/M10/files phase 5,_analytics,5,_analytics/clusters/M10-Sin/M10,35,35,0,".json:22, .md:13",2026-05-23T10:52:48Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M10-Sin/M10/files phase 5 b,_analytics,5,_analytics/clusters/M10-Sin/M10,4,4,0,".md:2, .json:2",2026-05-23T11:56:22Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M10-Sin/M10/files phase 7,_analytics,5,_analytics/clusters/M10-Sin/M10,30,31,1,".md:27, .json:3",2026-05-23T13:26:45Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M10-Sin/M10/files phase 7/_pre_phase5_revision_legacy,_analytics,6,_analytics/clusters/M10-Sin/M10/files phase 7,1,1,0,.md:1,2026-05-23T12:21:48Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M10-Sin/M10/files phase 9,_analytics,5,_analytics/clusters/M10-Sin/M10,53,53,0,".md:50, .json:3",2026-05-24T16:36:10Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M10-Sin/findings,_analytics,4,_analytics/clusters/M10-Sin,125,125,0,".md:88, .json:37",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M10b-Wickedness,_analytics,3,_analytics/clusters,1,88,2,(none):1,2026-06-05T03:48:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M10b-Wickedness/Data,_analytics,4,_analytics/clusters/M10b-Wickedness,5,5,0,.json:5,2026-06-22T07:36:01Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M10b-Wickedness/M10b,_analytics,4,_analytics/clusters/M10b-Wickedness,55,82,3,".md:46, .json:6, .zip:2, .txt:1",2026-07-12T05:02:54Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M10b-Wickedness/M10b/files phase 7,_analytics,5,_analytics/clusters/M10b-Wickedness/M10b,8,8,0,".md:7, .json:1",2026-05-25T11:52:26Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M10b-Wickedness/M10b/files phase 9,_analytics,5,_analytics/clusters/M10b-Wickedness/M10b,17,17,0,".md:15, .json:2",2026-05-25T14:45:10Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M10b-Wickedness/M10b/publishing,_analytics,5,_analytics/clusters/M10b-Wickedness/M10b,2,2,0,".docx:1, .md:1",2026-07-12T04:59:45Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M10c-Defilement,_analytics,3,_analytics/clusters,1,74,2,(none):1,2026-06-05T03:48:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M10c-Defilement/Data,_analytics,4,_analytics/clusters/M10c-Defilement,2,2,0,.json:2,2026-06-22T05:17:49Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M10c-Defilement/M10c,_analytics,4,_analytics/clusters/M10c-Defilement,62,71,2,".md:52, .json:6, .zip:2, (none):1, .txt:1",2026-07-12T05:02:54Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M10c-Defilement/M10c/files phase 7,_analytics,5,_analytics/clusters/M10c-Defilement/M10c,7,7,0,".md:6, .json:1",2026-05-26T06:42:28Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M10c-Defilement/M10c/publishing,_analytics,5,_analytics/clusters/M10c-Defilement/M10c,2,2,0,".docx:1, .md:1",2026-07-12T04:59:46Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M11-Repentance,_analytics,3,_analytics/clusters,2,91,3,"(none):1, .md:1",2026-07-12T04:59:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M11-Repentance/Data,_analytics,4,_analytics/clusters/M11-Repentance,1,1,0,.json:1,2026-06-23T16:38:26Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M11-Repentance/M11,_analytics,4,_analytics/clusters/M11-Repentance,77,79,1,".md:72, .json:4, .txt:1",2026-07-12T05:02:54Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M11-Repentance/M11/publishing,_analytics,5,_analytics/clusters/M11-Repentance/M11,2,2,0,".docx:1, .md:1",2026-07-12T04:59:48Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M11-Repentance/findings,_analytics,4,_analytics/clusters/M11-Repentance,9,9,0,.md:9,2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M12-Purity,_analytics,3,_analytics/clusters,2,37,3,"(none):1, .md:1",2026-07-12T04:59:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M12-Purity/Data,_analytics,4,_analytics/clusters/M12-Purity,9,9,0,".json:7, .md:2",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M12-Purity/M12,_analytics,4,_analytics/clusters/M12-Purity,4,4,0,.md:4,2026-07-12T05:02:54Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M12-Purity/findings,_analytics,4,_analytics/clusters/M12-Purity,22,22,0,.md:22,2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M13-Truth,_analytics,3,_analytics/clusters,2,8,3,"(none):1, .md:1",2026-07-12T04:59:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M13-Truth/Data,_analytics,4,_analytics/clusters/M13-Truth,1,1,0,.json:1,2026-06-24T05:24:48Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M13-Truth/M13,_analytics,4,_analytics/clusters/M13-Truth,4,4,0,.md:4,2026-07-12T05:02:54Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M13-Truth/findings,_analytics,4,_analytics/clusters/M13-Truth,1,1,0,.md:1,2026-07-12T04:59:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M14-Deceit,_analytics,3,_analytics/clusters,2,8,3,"(none):1, .md:1",2026-07-12T04:59:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M14-Deceit/Data,_analytics,4,_analytics/clusters/M14-Deceit,1,1,0,.json:1,2026-06-24T05:24:50Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M14-Deceit/M14,_analytics,4,_analytics/clusters/M14-Deceit,4,4,0,.md:4,2026-07-12T05:02:54Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M14-Deceit/findings,_analytics,4,_analytics/clusters/M14-Deceit,1,1,0,.md:1,2026-07-12T04:59:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M15-Wisdom,_analytics,3,_analytics/clusters,2,141,1,"(none):1, .md:1",2026-07-12T04:59:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M15-Wisdom/M15,_analytics,4,_analytics/clusters/M15-Wisdom,59,139,7,".md:30, .json:29",2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M15-Wisdom/M15/files phase 2,_analytics,5,_analytics/clusters/M15-Wisdom/M15,3,3,0,".md:2, .json:1",2026-05-08T09:41:04Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M15-Wisdom/M15/files phase 4,_analytics,5,_analytics/clusters/M15-Wisdom/M15,8,8,0,".md:7, .json:1",2026-05-08T14:23:30Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M15-Wisdom/M15/files phase 7,_analytics,5,_analytics/clusters/M15-Wisdom/M15,26,26,0,".md:25, .json:1",2026-05-09T09:50:30Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M15-Wisdom/M15/files phase 9,_analytics,5,_analytics/clusters/M15-Wisdom/M15,7,7,0,.md:7,2026-05-12T03:40:02Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M15-Wisdom/M15/inputs,_analytics,5,_analytics/clusters/M15-Wisdom/M15,10,10,0,.md:10,2026-07-12T05:02:54Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M15-Wisdom/M15/published,_analytics,5,_analytics/clusters/M15-Wisdom/M15,24,24,0,".md:21, .zip:1, .pdf:1, .docx:1",2026-07-12T05:02:54Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M15-Wisdom/M15/publishing,_analytics,5,_analytics/clusters/M15-Wisdom/M15,2,2,0,".docx:1, .md:1",2026-07-12T04:59:49Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M16-Folly,_analytics,3,_analytics/clusters,2,8,3,"(none):1, .md:1",2026-07-12T04:59:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M16-Folly/Data,_analytics,4,_analytics/clusters/M16-Folly,1,1,0,.json:1,2026-06-24T06:24:28Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M16-Folly/M16,_analytics,4,_analytics/clusters/M16-Folly,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M16-Folly/findings,_analytics,4,_analytics/clusters/M16-Folly,1,1,0,.md:1,2026-07-12T04:59:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M17-Counsel,_analytics,3,_analytics/clusters,2,10,2,"(none):1, .md:1",2026-07-12T04:59:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M17-Counsel/M17,_analytics,4,_analytics/clusters/M17-Counsel,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M17-Counsel/M18,_analytics,4,_analytics/clusters/M17-Counsel,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M18-Hope,_analytics,3,_analytics/clusters,2,2,0,"(none):1, .md:1",2026-07-12T04:59:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M19-Trust,_analytics,3,_analytics/clusters,2,8,3,"(none):1, .md:1",2026-07-12T04:59:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M19-Trust/Data,_analytics,4,_analytics/clusters/M19-Trust,1,1,0,.json:1,2026-06-24T06:35:29Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M19-Trust/M19,_analytics,4,_analytics/clusters/M19-Trust,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M19-Trust/findings,_analytics,4,_analytics/clusters/M19-Trust,1,1,0,.md:1,2026-07-12T04:59:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M20-Doubt,_analytics,3,_analytics/clusters,2,60,3,"(none):1, .md:1",2026-07-12T04:59:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M20-Doubt/Data,_analytics,4,_analytics/clusters/M20-Doubt,1,1,0,.json:1,2026-06-24T06:35:31Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M20-Doubt/M20,_analytics,4,_analytics/clusters/M20-Doubt,22,56,4,".md:16, .zip:3, .json:2, .txt:1",2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M20-Doubt/M20/files phase 7,_analytics,5,_analytics/clusters/M20-Doubt/M20,16,16,0,".md:15, .json:1",2026-05-13T12:54:34Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M20-Doubt/M20/files phase 8,_analytics,5,_analytics/clusters/M20-Doubt/M20,6,6,0,.md:6,2026-05-13T13:55:58Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M20-Doubt/M20/inputs,_analytics,5,_analytics/clusters/M20-Doubt/M20,10,10,0,.md:10,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M20-Doubt/M20/publishing,_analytics,5,_analytics/clusters/M20-Doubt/M20,2,2,0,".docx:1, .md:1",2026-07-12T04:59:50Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M20-Doubt/findings,_analytics,4,_analytics/clusters/M20-Doubt,1,1,0,.md:1,2026-07-12T04:59:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M21-Prayer,_analytics,3,_analytics/clusters,2,6,1,"(none):1, .md:1",2026-07-12T04:59:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M21-Prayer/M21,_analytics,4,_analytics/clusters/M21-Prayer,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M22-Praise,_analytics,3,_analytics/clusters,2,6,1,"(none):1, .md:1",2026-07-12T04:59:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M22-Praise/M22,_analytics,4,_analytics/clusters/M22-Praise,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M23-Strength,_analytics,3,_analytics/clusters,2,6,1,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M23-Strength/M23,_analytics,4,_analytics/clusters/M23-Strength,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M24-Weakness,_analytics,3,_analytics/clusters,2,6,1,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M24-Weakness/M24,_analytics,4,_analytics/clusters/M24-Weakness,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M25-Life,_analytics,3,_analytics/clusters,2,6,1,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M25-Life/M25,_analytics,4,_analytics/clusters/M25-Life,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M26-Righteousness,_analytics,3,_analytics/clusters,2,52,1,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M26-Righteousness/M26,_analytics,4,_analytics/clusters/M26-Righteousness,36,50,6,.md:36,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M26-Righteousness/M26/files phase 2,_analytics,5,_analytics/clusters/M26-Righteousness/M26,1,1,0,.md:1,2026-05-08T16:29:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M26-Righteousness/M26/files phase 3,_analytics,5,_analytics/clusters/M26-Righteousness/M26,1,1,0,.md:1,2026-05-09T03:46:47Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M26-Righteousness/M26/files phase 4,_analytics,5,_analytics/clusters/M26-Righteousness/M26,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M26-Righteousness/M26/files phase 4-6,_analytics,5,_analytics/clusters/M26-Righteousness/M26,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M26-Righteousness/M26/inputs,_analytics,5,_analytics/clusters/M26-Righteousness/M26,10,10,0,.md:10,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M26-Righteousness/M26/publishing,_analytics,5,_analytics/clusters/M26-Righteousness/M26,2,2,0,".docx:1, .md:1",2026-07-12T04:59:51Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M27-Evil,_analytics,3,_analytics/clusters,2,6,1,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M27-Evil/M27,_analytics,4,_analytics/clusters/M27-Evil,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M28-Envy,_analytics,3,_analytics/clusters,2,6,1,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M28-Envy/M28,_analytics,4,_analytics/clusters/M28-Envy,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M29-Desire,_analytics,3,_analytics/clusters,2,10,2,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M29-Desire/M29,_analytics,4,_analytics/clusters/M29-Desire,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M29-Desire/M30,_analytics,4,_analytics/clusters/M29-Desire,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M30-Obedience,_analytics,3,_analytics/clusters,2,2,0,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M31-Faith,_analytics,3,_analytics/clusters,2,7,2,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M31-Faith/Data,_analytics,4,_analytics/clusters/M31-Faith,1,1,0,.json:1,2026-06-22T08:32:11Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M31-Faith/M31,_analytics,4,_analytics/clusters/M31-Faith,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M32,_analytics,3,_analytics/clusters,27,27,0,".md:26, .zip:1",2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M33-Peace,_analytics,3,_analytics/clusters,2,6,1,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M33-Peace/M33,_analytics,4,_analytics/clusters/M33-Peace,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M34-Perseverance,_analytics,3,_analytics/clusters,2,6,1,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M34-Perseverance/M34,_analytics,4,_analytics/clusters/M34-Perseverance,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M35-Testing,_analytics,3,_analytics/clusters,2,6,1,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M35-Testing/M35,_analytics,4,_analytics/clusters/M35-Testing,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M36-Service,_analytics,3,_analytics/clusters,2,6,1,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M36-Service/M36,_analytics,4,_analytics/clusters/M36-Service,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M37-Calling,_analytics,3,_analytics/clusters,2,7,2,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M37-Calling/Data,_analytics,4,_analytics/clusters/M37-Calling,1,1,0,.json:1,2026-06-22T08:32:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M37-Calling/M37,_analytics,4,_analytics/clusters/M37-Calling,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M38-Salvation,_analytics,3,_analytics/clusters,2,129,1,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M38-Salvation/M38,_analytics,4,_analytics/clusters/M38-Salvation,96,127,3,".md:72, .json:21, .txt:2, .zip:1",2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M38-Salvation/M38/inputs,_analytics,5,_analytics/clusters/M38-Salvation/M38,10,10,0,.md:10,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M38-Salvation/M38/published,_analytics,5,_analytics/clusters/M38-Salvation/M38,6,6,0,.md:6,2026-07-12T04:59:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M38-Salvation/M38/publishing,_analytics,5,_analytics/clusters/M38-Salvation/M38,15,15,0,".md:13, .docx:2",2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M39-Blessing,_analytics,3,_analytics/clusters,2,47,1,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M39-Blessing/M39,_analytics,4,_analytics/clusters/M39-Blessing,17,45,3,".md:16, .zip:1",2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M39-Blessing/M39/files phase 9,_analytics,5,_analytics/clusters/M39-Blessing/M39,16,16,0,".md:15, .json:1",2026-05-14T05:12:36Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M39-Blessing/M39/inputs,_analytics,5,_analytics/clusters/M39-Blessing/M39,10,10,0,.md:10,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M39-Blessing/M39/publishing,_analytics,5,_analytics/clusters/M39-Blessing/M39,2,2,0,".docx:1, .md:1",2026-07-12T04:59:56Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M41-Remembrance,_analytics,3,_analytics/clusters,2,6,1,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M41-Remembrance/M41,_analytics,4,_analytics/clusters/M41-Remembrance,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M42-Speech,_analytics,3,_analytics/clusters,2,6,1,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M42-Speech/M42,_analytics,4,_analytics/clusters/M42-Speech,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M43-Prophecy,_analytics,3,_analytics/clusters,2,6,1,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M43-Prophecy/M43,_analytics,4,_analytics/clusters/M43-Prophecy,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M44-Relational,_analytics,3,_analytics/clusters,2,7,2,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M44-Relational/Data,_analytics,4,_analytics/clusters/M44-Relational,1,1,0,.json:1,2026-06-22T08:32:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M44-Relational/M44,_analytics,4,_analytics/clusters/M44-Relational,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M45-Transformation,_analytics,3,_analytics/clusters,2,6,1,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M45-Transformation/M45,_analytics,4,_analytics/clusters/M45-Transformation,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M46-Abundance,_analytics,3,_analytics/clusters,2,77,1,"(none):1, .md:1",2026-07-12T04:59:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M46-Abundance/M46,_analytics,4,_analytics/clusters/M46-Abundance,39,75,3,".md:28, .json:10, .zip:1",2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M46-Abundance/M46/files phase 9,_analytics,5,_analytics/clusters/M46-Abundance/M46,24,24,0,".md:13, .json:10, .docx:1",2026-05-15T08:24:04Z,,,,,,,2026-08-28T05:41:51Z,
