strong,stepGloss,language,cluster_code,short_name,source,created_at
H0201,Omar,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0202,strength,Hebrew,M23,Strength & Courage,old-system-migration,2026-08-11T15:45:16Z
H0203,On,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0204,On,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0205G,evil: wickedness,Hebrew,M58,Wickedness,old-system-migration,2026-08-11T15:45:16Z
H0205H,evil: trouble,Hebrew,M58,Wickedness,old-system-migration,2026-08-11T15:45:16Z
H0206G,[Valley of] Aven,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0206H,Aven,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:47:48
H0207,Ono,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0208H,Onam,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0209,Onan,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0210,Uphaz,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0211H,Ophir,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0212,wheel,Hebrew,T12,Objects-Artifacts,claude-scan-20260908,2026-09-08 13:14:43
H0213,to hasten,Hebrew,T3,Operations,auto-precedent,2026-08-12T14:51:59Z
H0214,treasure,Hebrew,T2,Supplementary,auto-precedent,2026-08-12T14:51:59Z
H0215,to light,Hebrew,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
H0216,light,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0217A,flame,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0217B,flame,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0218B,Ur,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0219A,light,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0219B,herb,Hebrew,T13,Natural-World,claude-scan-20260908,2026-09-08 13:14:43
H0220,stall,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0221G,Uri,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0221I,Uri,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0222H,Uriel,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0222I,Uriel,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0223A,Uriah,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0223B,Uriah,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0223G,Uriah,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0223H,Uriah,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0223I,Uriah,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0224,Urim,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0225,to consent,Hebrew,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
H0226G,sign: miraculous,Hebrew,M43,Prophecy & Vision,old-system-migration,2026-08-11T15:45:16Z
H0226H,sign:  indicator,Hebrew,M43,Prophecy & Vision,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
H0227A,then,Hebrew,T2,Supplementary,auto-precedent,2026-08-12T14:52:00Z
H0227B,the past,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0228,to heat,Hebrew,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
H0230,gone,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0231,hyssop,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0232,girdle,Hebrew,T12,Objects-Artifacts,claude-scan-20260908,2026-09-08 13:14:44
H0233,in that case,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0234,memorial,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0235,be gone,Hebrew,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
H0236,to go,Hebrew,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
H0237,Ezel,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0238,to listen,Hebrew,M41,Being Heard,old-system-migration,2026-08-11T15:45:16Z
H0239,to ponder,Hebrew,M15,Knowing & Understanding,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
H0240,weapon,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0241G,ear,Hebrew,T14,Body-Parts,old-system-migration,2026-08-11T15:45:16Z
H0241H,ear: hearing,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0241I,ear: to ears,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0243,Aznoth-tabor,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0246,chains,Hebrew,T12,Objects-Artifacts,claude-scan-20260908,2026-09-08 13:14:44
H0247,to gird,Hebrew,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
H0248,arm,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0249,born,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0250,Ezrahite,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0251G,brother: male-sibling,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0251H,brother: male-relative,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0251I,brother: compatriot,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0252,brother,Hebrew,M14,Deceit & Falsehood,auto-precedent,2026-08-12T14:52:00Z
H0252,brother,Hebrew,T8,Party-Human,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
H0253,ah!,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0254,hearth,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0255,howling animal,Hebrew,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
H0256G,Ahab,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0256H,Ahab,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0257,Ahban,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0258,to go either way,Hebrew,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
H0259,one,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0260,meadow,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0261,Ehud,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0262,declaration,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0263,explanation,Hebrew,M43,Prophecy & Vision,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
H0264,brotherhood,Hebrew,M44,Covenant & Fellowship,auto-precedent,2026-08-12T14:52:00Z
H0266,Ahohite,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0267,Ahumai,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0268,back,Hebrew,T2,Supplementary,auto-precedent,2026-08-12T14:52:00Z
H0269,sister,Hebrew,M44,Covenant & Fellowship,auto-precedent,2026-08-12T14:52:00Z
H0270,to grasp,Hebrew,T3,Operations,auto-precedent,2026-08-12T14:52:00Z
H0271G,Ahaz,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0271H,Ahaz,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0272,possession,Hebrew,T2,Supplementary,auto-precedent,2026-08-12T14:52:00Z
H0274G,Ahaziah,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0274H,Ahaziah,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0275,Ahuzzam,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0276,Ahuzzath,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0280,riddle,Hebrew,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
H0281G,Ahijah,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0281H,Ahijah,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0281I,Ahijah,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0281J,Ahijah,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0281K,Ahijah,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0281M,Ahijah,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0281O,Ahijah,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0283G,Ahio,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0284,Ahihud,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0285G,Ahitub,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0285H,Ahitub,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0285I,Ahitub,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0286,Ahilud,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0288G,Ahimelech,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0288H,Ahimelech,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0288I,Ahimelech,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0289G,Ahiman,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0290G,Ahimaaz,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0290H,Ahimaaz,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0291,Ahian,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0293G,Ahinoam,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0293H,Ahinoam,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0294,Ahisamach,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0295G,Ahiezer,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0296,Ahikam,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0299,Ahira,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0301,Ahishar,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0302,Ahithophel,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0303,Ahlab,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0305,O that!,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0307,Ecbatana,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0309,to delay,Hebrew,T2,Supplementary,auto-precedent,2026-08-12T14:52:01Z
H0310A,after,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0310B,backwards,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0311,after,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0312,another,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0314,last,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0315,Aharah,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0316,Aharhel,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0317,another,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0318,finally,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0319,end,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0320,latter,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0321,another,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0322,backwards,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0323,satrap,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0324,satrap,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0325,Ahasuerus,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0326,Haahashtari,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0327,steed,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0328A,mutterer,Hebrew,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
H0328B,softly,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0329G,Atad,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0329H,bramble,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0330,fine linen,Hebrew,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
H0331,to shutter,Hebrew,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
H0332,to shut,Hebrew,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
H0334,lefthanded,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0335,where?,Hebrew,T2,Supplementary,auto-precedent,2026-08-12T14:52:01Z
H0336,not,Hebrew,T5,Negator,claude-t2-resweep-t456-20260909,2026-09-09T08:47:08Z
H0337,woe!,Hebrew,M03,Grief & Lament,auto-precedent,2026-08-12T14:52:01Z
H0338,wild beast,Hebrew,T13,Natural-World,claude-scan-20260908,2026-09-08 13:14:43
H0339,coastland,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0340,be hostile,Hebrew,M06,Malice & Enmity,old-system-migration,2026-08-11T15:45:16Z
H0341,enemy,Hebrew,M06,Malice & Enmity,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
H0342,enmity,Hebrew,M44,Covenant & Fellowship,old-system-migration,2026-08-11T15:45:16Z
H0343,calamity,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0344,falcon,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0345G,Aiah,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0345H,Aiah,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0346,where?,Hebrew,T2,Supplementary,auto-precedent,2026-08-12T14:52:01Z
H0347,Job,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0348,Jezebel,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0349A,how?,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0349B,how?,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0349C,how?,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0350,Ichabod,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0351,where?,Hebrew,T2,Supplementary,auto-precedent,2026-08-12T14:52:01Z
H0352A,ram,Hebrew,T13,Natural-World,claude-scan-20260908,2026-09-08 13:14:42
H0352B,pillar,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0352C,leader,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0352D,terebinth,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0353,strength,Hebrew,M23,Strength & Courage,old-system-migration,2026-08-11T15:45:16Z
H0354,deer,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0355,doe,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0356G,Elon,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0356J,Elon,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0357,Aijalon,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0359A,Elath,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0359B,Eloth,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0360,strength,Hebrew,M23,Strength & Courage,old-system-migration,2026-08-11T15:45:16Z
H0361,arches,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0362,Elim,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0363,tree,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0364,El-paran,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0366,terrible,Hebrew,M01,Fear & Awe,old-system-migration,2026-08-11T15:45:16Z
H0367,terror,Hebrew,M01,Fear & Awe,old-system-migration,2026-08-11T15:45:16Z
H0368,Emim,Hebrew,T11,Corporate-Collective,claude-scan-20260908,2026-09-08 12:40:15
H0369,nothing,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0370,where?,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0371,isn't?,Hebrew,T6,Connective,claude-t2-resweep-t456-round2-20260909,2026-09-09T08:50:00Z
H0374,ephah,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0375,where?,Hebrew,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
H0376G,man,Hebrew,T8,Party-Human,auto-precedent,2026-08-12T14:52:02Z
H0376H,man: husband,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0376I,man: anyone,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0377,be manly,Hebrew,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
H0378,Ish-bosheth,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0379,Ishhod,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0380,pupil,Hebrew,T14,Body-Parts,claude-scan-20260908,2026-09-08 13:19:57
H0383,there is,Hebrew,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
H0384H,`God`,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0385,Ithamar,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0386,strong,Hebrew,M23,Strength & Courage,old-system-migration,2026-08-11T15:45:16Z
H0387G,Ethan,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0387J,Ethan,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0388,Ethanim,Hebrew,T15,Calendar,claude-1606-t2-fullsweep-20260909,2026-09-09T10:19:52Z
H0389,surely,Hebrew,T2,Supplementary,auto-precedent,2026-08-12T14:52:02Z
H0390,Accad,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0391,deceptive,Hebrew,M14,Deceit & Falsehood,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
H0392G,Achzib,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0392H,Achzib,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0393,cruel,Hebrew,M10,Violence & Cruelty,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
H0394,cruel,Hebrew,M10,Violence & Cruelty,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
H0395,cruel,Hebrew,M10,Violence & Cruelty,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
H0396,food,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0397,Achish,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0398,to eat,Hebrew,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
H0399,to devour,Hebrew,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
H0400,food,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0401,`worn out`,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0402,food,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0403,surely,Hebrew,T2,Supplementary,auto-precedent,2026-08-12T14:52:02Z
H0404,to crave,Hebrew,M18,Desire & Longing,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
H0405,burden,Hebrew,M78,Slavery & Bondage,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
H0406,farmer,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0407,Achshaph,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0408,not,Hebrew,T5,Negator,old-system-migration,2026-08-11T15:45:16Z
H0409,not,Hebrew,T2,Supplementary,auto-precedent,2026-08-12T14:52:02Z
H0410G,God,Hebrew,T7,Party-Divine,old-system-migration,2026-08-11T15:45:16Z
H0410H,El [Berith],Hebrew,T7,Party-Divine,claude-scan-20260908,2026-09-08 12:40:15
H0410I,El [Elohe],Hebrew,T7,Party-Divine,claude-scan-20260908,2026-09-08 12:52:34
H0410J,El [Most High],Hebrew,T7,Party-Divine,claude-1606-t2-fullsweep-20260909,2026-09-09T10:20:57Z
H0410K,god,Hebrew,T7,Party-Divine,auto-precedent,2026-08-12T14:52:02Z
H0410L,god: power,Hebrew,T7,Party-Divine,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
H0411,these,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0412,these,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0413,to[wards],Hebrew,T2,Supplementary,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
H0416,El-bethel,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0417,hail,Hebrew,T13,Natural-World,claude-scan-20260908,2026-09-08 13:14:43
H0418,algum,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0419,Eldad,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0421,to wail,Hebrew,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
H0422,to swear,Hebrew,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
H0423,oath,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0424,oak,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0425H,Elah,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0425I,Elah,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0425L,[Valley of] Elah,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0426,god,Hebrew,T2,Supplementary,auto-precedent,2026-08-12T14:52:02Z
H0427,oak,Hebrew,T2,Supplementary,auto-precedent,2026-08-12T14:52:02Z
H0428,these,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0429,these,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0430G,God,Hebrew,T7,Party-Divine,auto-precedent,2026-08-12T14:52:02Z
H0430H,[LORD]-Elohe,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:47:48
H0430I,[Gibeath]-elohim,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:47:48
H0430J,gods,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0431,behold,Hebrew,T2,Supplementary,auto-precedent,2026-08-12T14:52:02Z
H0432,except,Hebrew,T6,Connective,claude-t2-resweep-t456-20260909,2026-09-09T08:47:08Z
H0433,god,Hebrew,T2,Supplementary,auto-precedent,2026-08-12T14:52:02Z
H0435,Elul,Hebrew,T15,Calendar,claude-scan-20260908,2026-09-08 12:40:15
H0436G,[Diviners'] Oak,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0436H,terebinth,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H0437,oak,Hebrew,T2,Supplementary,auto-precedent,2026-08-12T14:52:02Z
H0438G,oak,Hebrew,T2,Supplementary,auto-precedent,2026-08-12T14:52:02Z
H0439,Allon-bacuth,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0441A,tame,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0441B,chief,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0442,Alush,Hebrew,T10,Places,claude-scan-20260908,2026-09-08 12:40:13
H0443H,Elzabad,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0444,to corrupt,Hebrew,M57,Corruption & Perversion,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
H0445G,Elhanan,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0445H,Elhanan,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0446G,Eliab,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0446H,Eliab,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0446I,Eliab,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0446K,Eliab,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0447G,Eliel,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0447M,Eliel,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0447N,Eliel,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0450H,Eliada,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0450I,Eliada,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0451,fat tail,Hebrew,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:25
H0452G,Elijah,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0453G,Elihu,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0453H,Elihu,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0453I,Elihu,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0453K,Elihu,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0456,Elihoreph,Hebrew,T8,Party-Human,claude-scan-20260908,2026-09-08 12:33:45
H0457,idol,Hebrew,M55,Destruction & Ruin,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
