verse_span_id,ve_nr,ve_label,value,from_span,to_span,resolution,pair_kind
280272,114,discovery,v2: 'for many attack me PROUDLY (marom)' - the haughty manner of the assault; the arrogance carried in the attack char's manner (280271). Standalone (manner).,,,,note
280272,115,role,standalone,,,,value
280274,101,sense,be afraid (yare - when I am afraid),,,,value
280274,102,type,status,,,,value
280274,104,seat,none,,,none,flag
280274,105,bearer,the psalmist,,280274,inferred,flag
280274,106,operation,be afraid,,280274,inferred,event
280274,107,target,none,,,none,flag
280274,108,manner,none,,,none,flag
280274,109,intensity,none,,,none,flag
280274,110,specifier,none,,,none,flag
280274,111,effect,none,,,none,flag
280274,112,coupling,answered by trust in the same breath,280274,280276,span,pair
280274,114,discovery,"'When I am AFRAID (yare), I put my trust in you' — the psalm's key hinge: fear frankly owned, not denied; yare here the honest fear that does not paralyse but pivots directly into trust — the movement the whole psalm turns on (repeated v4, v11: 'I shall not be afraid')",,,,note
280274,115,role,characteristic,,,,value
280274,116,locus,internal:ib-state,,,,value
280274,117,device,literal — yare here the honest fear that does not paralyse but pivots directly into trust — the movement the whole psalm turns on ,,,inferred,value
280274,118,direction,toward-god — yare here the honest fear that does not paralyse b,,,inferred,value
280276,101,sense,trust (batach - I put my trust in you),,,,value
280276,102,type,action,,,,value
280276,103,source,leaning on God's grace (v1),280276,280216,span,pair
280276,104,seat,none,,,none,flag
280276,105,bearer,the psalmist,,280276,inferred,flag
280276,106,operation,trust / rely,,,,event
280276,107,target,in God,,280276,inferred,flag
280276,108,manner,in the moment of fear,280276,280274,span,pair
280276,109,intensity,emphatic — 'very' (batach here trust chosen in the very grip of dread),,,inferred,flag
280276,110,specifier,none,,,none,flag
280276,111,effect,none,,,none,flag
280276,112,coupling,the trust restated in v4 and v11,280276,280283,span,pair
280276,114,discovery,"'I put my TRUST (batach) in you' — the deliberate act that meets fear; batach here trust chosen in the very grip of dread, resting on the gracious God (v1, the qualifier) — the counter-move to terror, made again and again through the psalm",,,,note
280276,115,role,characteristic,,,,value
280276,116,locus,external:god,,,,value
280276,117,device,"literal — batach here trust chosen in the very grip of dread, resting on the gracious God (v1, the qualifier) — the counter-move t",,,inferred,value
280276,118,direction,toward-god — batach here trust chosen in the very grip of dread,,,inferred,value
280280,101,sense,praise / boast in (halal - whose word I praise),,,,value
280280,102,type,action,,,,value
280280,104,seat,none,,,none,flag
280280,105,bearer,the psalmist,,280280,inferred,flag
280280,106,operation,praise / glory in,,,,event
280280,107,target,"God, whose word he praises",,280280,inferred,flag
280280,108,manner,none,,,none,flag
280280,109,intensity,none,,,none,flag
280280,110,specifier,'of God' — narrows to God,,,inferred,flag
280280,111,effect,none,,,none,flag
280280,112,coupling,the refrain restated in v10 (twice),280280,280229,span,pair
280280,114,discovery,"'In God, whose word I PRAISE (halal)' — trust anchored in the reliability of God's word; halal here glorying in the promise, the refrain (repeated twice in v10) that fear cannot silence — praise as the ground and expression of confidence",,,,note
280280,115,role,characteristic,,,,value
280280,116,locus,external:god,,,,value
280280,117,device,"literal — halal here glorying in the promise, the refrain (repeated twice in v10) that fear cannot silence — praise as the ground ",,,inferred,value
280280,118,direction,"toward-god — halal here glorying in the promise, the refrain (r",,,inferred,value
280283,101,sense,trust (batach - in God I trust),,,,value
280283,102,type,action,,,,value
280283,104,seat,none,,,none,flag
280283,105,bearer,the psalmist,,280283,inferred,flag
280283,106,operation,trust,,,,event
280283,107,target,in God,,280283,inferred,flag
280283,108,manner,without fear,280283,280285,span,pair
280283,109,intensity,emphatic — 'so' (trust maturing into courage),,,inferred,flag
280283,110,specifier,none,,,none,flag
280283,111,effect,none,,,none,flag
280283,112,coupling,"the trust of v3 restated, now confident",280283,280276,span,pair
280283,114,discovery,"'in God I TRUST; I shall not be afraid' — trust now settled into fearlessness; batach here the confidence that has passed through fear (v3) to assurance, so that 'what can flesh do to me?' — trust maturing into courage",,,,note
280283,115,role,characteristic,,,,value
280283,116,locus,external:god,,,,value
280283,117,device,literal — trust maturing into courage,,,inferred,value
280283,118,direction,toward-god — trust maturing into courage,,,inferred,value
280285,101,sense,be afraid (yare - I shall not be afraid),,,,value
280285,102,type,status,,,,value
280285,104,seat,none,,,none,flag
280285,105,bearer,the psalmist,,280285,inferred,flag
280285,106,operation,not be afraid,,280285,inferred,event
280285,107,target,none,,,none,flag
280285,108,manner,none,,,none,flag
280285,109,intensity,none,,,none,flag
280285,110,specifier,none,,,none,flag
280285,111,effect,none,,,none,flag
280285,112,coupling,the fear of v3 now overcome by trust,280285,280274,span,pair
280285,114,discovery,"'I shall not be AFRAID (yare). What can flesh do to me?' — fear conquered by trust; yare here the dread now negated, the fruit of trusting God's word — mortal 'flesh' shrinks to nothing before the God who is trusted",,,,note
280285,115,role,characteristic,,,,value
280285,116,locus,internal:ib-state,,,,value
280285,117,device,"literal — yare here the dread now negated, the fruit of trusting God's word — mortal 'flesh' shrinks to nothing before the God who",,,inferred,value
280285,118,direction,"toward-god — yare here the dread now negated, the fruit of trus",,,inferred,value
280287,101,sense,flesh / mortal man (basar - what can flesh do to me?),,,,value
280287,114,discovery,"v4: 'What can FLESH (basar) do to me?' - the enemies reduced to mere mortal flesh; the frail-mortality contrast that grounds the fearlessness (280285), not itself a disposition. Standalone (contrast).",,,,note
280287,115,role,standalone,,,,value
280292,101,sense,injure / twist (words) (atsab - they injure my cause),,,,value
280292,102,type,action,,,,value
280292,104,seat,none,,,none,flag
280292,105,bearer,the enemies,,280292,inferred,flag
280292,106,operation,injure / wrest,,,,event
280292,107,target,the psalmist's words/cause,,280292,inferred,flag
280292,108,manner,all day long,,280292,inferred,flag
280292,109,intensity,emphatic — 'All day' (atsab (to hurt/wrest) the malicious distortion of ),,,inferred,flag
280292,110,specifier,none,,,none,flag
280292,111,effect,none,,,none,flag
280292,112,coupling,paired with their evil thoughts against him,280292,280295,span,pair
280292,114,discovery,"'All day long they INJURE (atsab) my cause' — the enemies' constant twisting of his words; atsab (to hurt/wrest) the malicious distortion of what he says, the verbal front of their war on him",,,,note
280292,115,role,characteristic,,,,value
280292,116,locus,external:person,,,,value
280292,117,device,"literal — atsab (to hurt/wrest) the malicious distortion of what he says, the verbal front of their war on him",,,inferred,value
280292,118,direction,static — atsab (to hurt/wrest) the malicious distortion of ,,,inferred,value
280295,101,sense,thoughts / schemes (machashabah - all their thoughts against me),,,,value
280295,102,type,status,,,,value
280295,104,seat,none,,,none,flag
280295,105,bearer,the enemies,,280295,inferred,flag
280295,106,operation,devise / plot,,280295,inferred,event
280295,107,target,"against the psalmist, for evil",280295,280297,span,pair
280295,108,manner,none,,,none,flag
280295,109,intensity,emphatic — 'wholly' (machashabah (plans/devices) the enemies' minds who),,,inferred,flag
280295,110,specifier,none,,,none,flag
280295,111,effect,none,,,none,flag
280295,112,coupling,paired with their injuring and their evil aim,280295,280297,span,pair
280295,114,discovery,"'all their THOUGHTS (machashabah) are against me for evil' — the inner scheming behind the assault; machashabah (plans/devices) the enemies' minds wholly bent on his harm — hostility rooted in the thought-life, aimed at evil",,,,note
280295,115,role,characteristic,,,,value
280295,116,locus,internal:ib-state,,,,value
280295,117,device,"literal — machashabah (plans/devices) the enemies' minds wholly bent on his harm — hostility rooted in the thought-life, aimed at ",,,inferred,value
280295,118,direction,static — machashabah (plans/devices) the enemies' minds who,,,inferred,value
280297,101,sense,evil (ra - against me for evil),,,,value
280297,102,type,status,,,,value
280297,104,seat,none,,,none,flag
280297,105,bearer,the enemies,,280297,inferred,flag
280297,106,operation,aimed at,,280297,inferred,event
280297,107,target,the psalmist,,280297,inferred,flag
280297,108,manner,none,,,none,flag
280297,109,intensity,none,,,none,flag
280297,110,specifier,none,,,none,flag
280297,111,effect,none,,,none,flag
280297,112,coupling,the aim of their thoughts; their crime (v7),280297,280307,span,pair
280297,114,discovery,"'all their thoughts are against me for EVIL (ra)' — the settled malice directing their schemes; ra the evil purpose of the enemies, the same iniquity named their 'crime' (v7) that God's wrath will answer",,,,note
280297,115,role,characteristic,,,,value
280297,116,locus,internal:ib-state,,,,value
280297,117,device,"literal — ra the evil purpose of the enemies, the same iniquity named their 'crime' (v7) that God's wrath will answer",,,inferred,value
280297,118,direction,"static — ra the evil purpose of the enemies, the same iniqu",,,inferred,value
280298,101,sense,stir up strife / band together (gur - they stir up strife),,,,value
280298,102,type,action,,,,value
280298,104,seat,none,,,none,flag
280298,105,bearer,the enemies,,280298,inferred,flag
280298,106,operation,band together / stir up,,,,event
280298,107,target,against the psalmist,,280298,inferred,flag
280298,108,manner,none,,,none,flag
280298,109,intensity,none,,,none,flag
280298,110,specifier,none,,,none,flag
280298,111,effect,none,,,none,flag
280298,112,coupling,paired with watching his steps,280298,280300,span,pair
280298,114,discovery,"'They STIR UP STRIFE / band together (gur), they lurk' — the enemies conspiring; gur (to gather/stir) the collusion of the foes, massing and lying in wait — organised malice, not random hostility",,,,note
280298,115,role,characteristic,,,,value
280298,116,locus,external:person,,,,value
280298,117,device,"literal — gur (to gather/stir) the collusion of the foes, massing and lying in wait — organised malice, not random hostility",,,inferred,value
280298,118,direction,"static — gur (to gather/stir) the collusion of the foes, ma",,,inferred,value
280299,101,sense,lurk / hide (tsaphan - they lurk),,,,value
280299,114,discovery,v6: 'they LURK (tsaphan)' - the enemies' hiding to ambush; part of the watching/waiting captured in the watch char (280300). Standalone (ambush behaviour).,,,,note
280299,115,role,standalone,,,,value
280300,101,sense,watch / keep an eye on (shamar - they watch my steps),,,,value
280300,102,type,action,,,,value
280300,104,seat,none,,,none,flag
280300,105,bearer,the enemies,,280300,inferred,flag
280300,106,operation,watch / spy on,,,,event
280300,107,target,my steps,280300,280301,span,pair
280300,108,manner,lurking / in ambush,,280300,inferred,flag
280300,109,intensity,none,,,none,flag
280300,110,specifier,none,,,none,flag
280300,111,effect,none,,,none,flag
280300,112,coupling,paired with waiting for his life,280300,280303,span,pair
280300,114,discovery,"'they WATCH (shamar) my steps, as they have waited for my life' — the predatory surveillance; shamar here the enemies dogging his every move, lurking to catch him — vigilance turned to a hunt for his soul",,,,note
280300,115,role,characteristic,,,,value
280300,116,locus,external:person,,,,value
280300,117,device,"literal — shamar here the enemies dogging his every move, lurking to catch him — vigilance turned to a hunt for his soul",,,inferred,value
280300,118,direction,"static — shamar here the enemies dogging his every move, lu",,,inferred,value
280301,101,sense,steps / heels (aqeb - they watch my steps),,,,value
280301,114,discovery,"v6: 'they watch my STEPS (aqeb)' - the psalmist's movements, the object of the enemies' surveillance (280300); not an inner operation. Standalone (the steps watched).",,,,note
280301,115,role,standalone,,,,value
280303,101,sense,wait / lie in wait (qavah - waited for my life),,,,value
280303,102,type,action,,,,value
280303,104,seat,none,,,none,flag
280303,105,bearer,the enemies,,280303,inferred,flag
280303,106,operation,lie in wait for,,,,event
280303,107,target,my life (nefesh),280303,280305,span,pair
280303,108,manner,none,,,none,flag
280303,109,intensity,none,,,none,flag
280303,110,specifier,none,,,none,flag
280303,111,effect,none,,,none,flag
280303,112,coupling,paired with watching his steps,280303,280300,span,pair
280303,114,discovery,"'as they have WAITED (qavah) for my life' — the patient malice of the ambush; qavah (usually to wait/hope, here twisted to sinister waiting) the enemies' expectant lurking for his nefesh — the same verb that elsewhere names hope in God, here perverted into a hope for his death",,,,note
280303,115,role,characteristic,,,,value
280303,116,locus,external:person,,,,value
280303,117,device,"literal — qavah (usually to wait/hope, here twisted to sinister waiting) the enemies' expectant lurking for his nefesh — the same ",,,inferred,value
280303,118,direction,"toward-god — qavah (usually to wait/hope, here twisted to sinis",,,inferred,value
280305,101,sense,life / soul (nefesh - waited for my life),,,,value
280305,102,type,status,,,,value
280305,104,seat,none,,,none,flag
280305,105,bearer,the psalmist,,280305,inferred,flag
280305,106,operation,targeted (by the enemies),,280305,inferred,event
280305,107,target,none,,,none,flag
280305,108,manner,none,,,none,flag
280305,109,intensity,none,,,none,flag
280305,110,specifier,none,,,none,flag
280305,111,effect,none,,,none,flag
280305,112,coupling,the same nefesh God delivers from death (v13),280305,280251,span,pair
280305,114,discovery,"'they have waited for my LIFE (nefesh)' — the psalmist's life, the prize the enemies hunt; nefesh here what they lie in wait for — the same soul God delivers from death (v13), endangered then rescued",,,,note
280305,115,role,characteristic,,,,value
280305,116,locus,internal:ib-state,,,,value
280305,117,device,"literal — nefesh here what they lie in wait for — the same soul God delivers from death (v13), endangered then rescued",,,inferred,value
280305,118,direction,toward-god — nefesh here what they lie in wait for — the same s,,,inferred,value
280307,101,sense,crime / iniquity (aven - for their crime),,,,value
280307,102,type,status,,,,value
280307,103,source,which God's wrath will not let escape (v7),280307,280311,span,pair
280307,104,seat,none,,,none,flag
280307,105,bearer,the enemies,,280307,inferred,flag
280307,106,operation,none,,,none,event
280307,107,target,none,,,none,flag
280307,108,manner,none,,,none,flag
280307,109,intensity,none,,,none,flag
280307,110,specifier,none,,,none,flag
280307,111,effect,none,,,none,flag
280307,112,coupling,"the evil of their thoughts (v5), now their guilt",280307,280297,span,pair
280307,114,discovery,"'For their CRIME (aven) will they escape?' — the guilt that cries for judgment; aven (iniquity) the enemies' wickedness, which the psalmist is confident God's wrath (the qualifier) will not let go unpunished — 'cast down the peoples, O God!'",,,,note
280307,115,role,characteristic,,,,value
280307,116,locus,internal:ib-state,,,,value
280307,117,device,"literal — aven (iniquity) the enemies' wickedness, which the psalmist is confident God's wrath (the qualifier) will not let go unp",,,inferred,value
280307,118,direction,"static — aven (iniquity) the enemies' wickedness, which the",,,inferred,value
280309,101,sense,escape / deliver (palat - will they escape?),,,,value
280309,114,discovery,"v7: 'For their crime will they ESCAPE (palat)?' - the enemies' escaping-judgment questioned; the rhetorical doubt that they will evade God's wrath, not an inner operation. Standalone.",,,,note
280309,115,role,standalone,,,,value
280311,101,sense,wrath / anger (aph - in wrath cast down the peoples),,,,value
280311,103,source,God's wrath answering the enemies' crime (v7),280311,280307,span,pair
280311,114,discovery,"v7 QUALIFIER (God's wrath): 'In WRATH (aph) cast down the peoples, O God!' - God's anger is not a human IB char; the divine judgment the psalmist invokes against the enemies' crime (280307). Qualifier.",,,,note
280311,115,role,qualifier,,,,value
280315,101,sense,count / number (saphar - you have kept count),,,,value
280315,103,source,God numbers the psalmist's restless tossings (v8),280315,280316,span,pair
280315,114,discovery,v8 QUALIFIER (God's act): 'You have kept COUNT (saphar) of my tossings' - God's numbering is not a human IB char; the tender attentiveness that records every restless turn of the psalmist's grief (280316). Qualifier.,,,,note
280315,115,role,qualifier,,,,value
280316,101,sense,tossings / restless wanderings (nod - my tossings),,,,value
280316,102,type,status,,,,value
280316,104,seat,none,,,none,flag
280316,105,bearer,the psalmist,,280316,inferred,flag
280316,106,operation,toss / wander restlessly,,280316,inferred,event
280316,107,target,none,,,none,flag
280316,108,manner,counted by God,,280316,inferred,flag
280316,109,intensity,none,,,none,flag
280316,110,specifier,none,,,none,flag
280316,111,effect,none,,,none,flag
280316,112,coupling,paired with the tears God keeps,280316,280318,span,pair
280316,114,discovery,"'You have kept count of my TOSSINGS (nod)' — the sleepless, restless wandering of grief; nod (wandering/tossing) the sorrow that turns on its bed at night — and God has numbered every turn, tender attentiveness to unseen anguish",,,,note
280316,115,role,characteristic,,,,value
280316,116,locus,internal:ib-state,,,,value
280316,117,device,"literal — nod (wandering/tossing) the sorrow that turns on its bed at night — and God has numbered every turn, tender attentivenes",,,inferred,value
280316,118,direction,static — nod (wandering/tossing) the sorrow that turns on i,,,inferred,value
280317,101,sense,put / place (sim - put my tears in your bottle),,,,value
280317,103,source,God gathers the psalmist's tears into his bottle (v8),280317,280318,span,pair
280317,114,discovery,v8 QUALIFIER (God's act asked): 'PUT (sim) my tears in your bottle' - God's keeping is not a human IB char; the treasuring of the psalmist's tears (280318) as precious. Qualifier.,,,,note
280317,115,role,qualifier,,,,value
280318,101,sense,tears (dimah - put my tears in your bottle),,,,value
280318,102,type,status,,,,value
280318,103,source,"God puts them in his bottle, counts them (v8)",280318,280317,span,pair
280318,104,seat,none,,,none,flag
280318,105,bearer,the psalmist,,280318,inferred,flag
280318,106,operation,wept / shed,,280318,inferred,event
280318,107,target,none,,,none,flag
280318,108,manner,kept by God in his bottle / book,,280318,inferred,flag
280318,109,intensity,none,,,none,flag
280318,110,specifier,none,,,none,flag
280318,111,effect,none,,,none,flag
280318,112,coupling,paired with the restless tossings,280318,280316,span,pair
280318,114,discovery,"'put my TEARS (dimah) in your bottle. Are they not in your book?' — the weeping God treasures; dimah the psalmist's tears, which God gathers (the qualifier) as precious and records — grief not wasted but kept, the tenderest image of divine care in the psalm",,,,note
280318,115,role,characteristic,,,,value
280318,116,locus,internal:ib-state,,,,value
280318,117,device,"literal — dimah the psalmist's tears, which God gathers (the qualifier) as precious and records — grief not wasted but kept, the t",,,inferred,value
280318,118,direction,"static — dimah the psalmist's tears, which God gathers (the",,,inferred,value
280319,101,sense,bottle / skin (nod - your bottle),,,,value
280319,114,discovery,"v8: 'put my tears in your BOTTLE (nod)' - God's tear-flask, the image of his treasuring the psalmist's weeping (280318); a picture of divine keeping, not an inner operation. Standalone (image).",,,,note
280319,115,role,standalone,,,,value
280322,101,sense,book / record (sepher - in your book),,,,value
280322,114,discovery,"v8: 'Are they not in your BOOK (sepher)?' - God's record of the psalmist's tears; the image of his careful remembrance (280318), not an inner operation. Standalone (image).",,,,note
280322,115,role,standalone,,,,value
280325,101,sense,turn back / retreat (shub - my enemies will turn back),,,,value
280325,114,discovery,"v9: 'my enemies will TURN BACK (shub) in the day when I call' - the enemies' rout/retreat; the effect of the psalmist's calling (280329), an outward reversal of the foe, not an inner operation. Standalone (enemies' rout).",,,,note
280325,115,role,standalone,,,,value
280329,101,sense,call (qara - in the day when I call),,,,value
280329,102,type,action,,,,value
280329,104,seat,none,,,none,flag
280329,105,bearer,the psalmist,,280329,inferred,flag
280329,106,operation,call upon God,,,,event
280329,107,target,God,,280329,inferred,flag
280329,108,manner,none,,,none,flag
280329,109,intensity,none,,,none,flag
280329,110,specifier,none,,,none,flag
280329,111,effect,none,,,none,flag
280329,112,coupling,paired with the knowledge that God is for him,280329,280331,span,pair
280329,114,discovery,'my enemies will turn back in the day when I CALL (qara)' — the confident recourse to prayer; qara here the calling that puts the enemies to flight — the psalmist's certainty that his cry moves God to act,,,,note
280329,115,role,characteristic,,,,value
280329,116,locus,external:god,,,,value
280329,117,device,literal — qara here the calling that puts the enemies to flight — the psalmist's certainty that his cry moves God to act,,,inferred,value
280329,118,direction,toward-god — qara here the calling that puts the enemies to fli,,,inferred,value
280331,101,sense,"know (yada - this I know, that God is for me)",,,,value
280331,102,type,status,,,,value
280331,104,seat,none,,,none,flag
280331,105,bearer,the psalmist,,280331,inferred,flag
280331,106,operation,know / be assured,,280331,inferred,event
280331,107,target,that God is for me,,280331,inferred,flag
280331,108,manner,none,,,none,flag
280331,109,intensity,none,,,none,flag
280331,110,specifier,none,,,none,flag
280331,111,effect,none,,,none,flag
280331,112,coupling,the assurance that grounds the calling,280331,280329,span,pair
280331,114,discovery,"'This I KNOW (yada), that God is for me' — the settled assurance at the psalm's centre; yada here not information but confident conviction — 'God is FOR me' — the certainty that turns fear to trust and enemies to flight (contrast the wicked who 'have no knowledge', Ps53)",,,,note
280331,115,role,characteristic,,,,value
280331,116,locus,external:god,,,,value
280331,117,device,"literal — the certainty that turns fear to trust and enemies to flight (contrast the wicked who 'have no knowledge', Ps53)",,,inferred,value
280331,118,direction,toward-god — the certainty that turns fear to trust and enemies,,,inferred,value
280338,101,sense,flee (barach - when he fled from Saul),,,,value
280338,114,discovery,"superscription: 'when he FLED (barach) from Saul, in the cave' - the historical flight framing the psalm; an external event in the heading, not the psalm's inner-being content. Standalone.",,,,note
280338,115,role,standalone,,,,value
280341,101,sense,cave (mearah - in the cave),,,,value
280341,114,discovery,"superscription: 'in the CAVE (mearah)' - the setting of the psalm's composition; a place, part of the historical heading. Standalone.",,,,note
280341,115,role,standalone,,,,value
280342,101,sense,be merciful / gracious (chanan - be merciful to me),,,,value
280342,103,source,"God's mercy, the ground of the soul's refuge (v1)",280342,280347,span,pair
280342,114,discovery,"v1 QUALIFIER (God's mercy): 'Be MERCIFUL (chanan) to me, O God' - God's graciousness is not a human IB char; the divine favour the psalmist's refuge-taking soul (280347) rests on. Qualifier.",,,,note
280342,115,role,qualifier,,,,value
280344,101,sense,"be merciful (chanan - be merciful to me, doubled)",,,,value
280344,103,source,God's mercy appealed to a second time (v1),280344,280347,span,pair
280344,114,discovery,"v1 QUALIFIER (God's mercy, doubled): 'be MERCIFUL (chanan) to me' - the emphatic repeat of the appeal to God's grace, on which the soul takes refuge (280347). Qualifier.",,,,note
280344,115,role,qualifier,,,,value
280346,101,sense,soul (nefesh - my soul takes refuge),,,,value
280346,114,discovery,"v1: 'in you my SOUL (nefesh) takes refuge' - the bearer of the refuge-taking; the refuge-act is the char (280347, bearer=soul), here the soul-noun itself. Standalone (the refuge-bearer, captured in 280347).",,,,note
280346,115,role,standalone,,,,value
280347,101,sense,take refuge (chasah - my soul takes refuge),,,,value
280347,102,type,action,,,,value
280347,103,source,appealing to God's mercy (v1),280347,280342,span,pair
280347,104,seat,the soul,280347,280346,span,pair
280347,105,bearer,the psalmist (his soul),280347,280346,span,pair
280347,106,operation,take refuge / seek shelter,,,,event
280347,107,target,in God,,280347,inferred,flag
280347,108,manner,none,,,none,flag
280347,109,intensity,none,,,none,flag
280347,110,specifier,none,,,none,flag
280347,111,effect,none,,,none,flag
280347,112,coupling,restated as sheltering in the shadow of his wings,280347,280351,span,pair
280347,114,discovery,"'for in you my soul takes REFUGE (chasah)' — the fugitive's flight to God; chasah (to seek shelter) the soul's turning to God as its hiding-place, resting on his mercy (v1, the qualifier) — trust as taking cover in a person",,,,note
280347,115,role,characteristic,,,,value
280347,116,locus,external:god,,,,value
280347,117,device,"literal — chasah (to seek shelter) the soul's turning to God as its hiding-place, resting on his mercy (v1, the qualifier) — trust",,,inferred,value
280347,118,direction,toward-god — chasah (to seek shelter) the soul's turning to God,,,inferred,value
280349,101,sense,shadow (tsel - shadow of your wings),,,,value
280349,114,discovery,"v1: 'in the SHADOW (tsel) of your wings' - the image of God's protective covering; the sheltering is the char (280351), here the metaphor of the shadow. Standalone (image of God's protection).",,,,note
280349,115,role,standalone,,,,value
280350,101,sense,wings (kanaph - your wings),,,,value
280350,114,discovery,"v1: 'the shadow of your WINGS (kanaph)' - the image of God as a bird sheltering its young; the refuge is the char (280351), here the wing-metaphor. Standalone (image of God's protection).",,,,note
280350,115,role,standalone,,,,value
280351,101,sense,take refuge (chasah - in the shadow of your wings I will take refuge),,,,value
280351,102,type,action,,,,value
280351,104,seat,none,,,none,flag
280351,105,bearer,the psalmist,,280351,inferred,flag
280351,106,operation,take refuge / shelter,,,,event
280351,107,target,in the shadow of God's wings,,280351,inferred,flag
280351,108,manner,till the storms of destruction pass by,,280351,inferred,flag
280351,109,intensity,none,,,none,flag
280351,110,specifier,'of God' — narrows to God,,,inferred,flag
280351,111,effect,none,,,none,flag
280351,112,coupling,"the same refuge-taking, now under his wings",280351,280347,span,pair
280351,114,discovery,"'in the shadow of your wings I will TAKE REFUGE (chasah), till the storms of destruction pass by' — the vivid image of sheltering under God like a bird's young beneath its wings; chasah here the deliberate, patient hiding in God until danger passes — refuge that waits out the storm",,,,note
280351,115,role,characteristic,,,,value
280351,116,locus,external:god,,,,value
280351,117,device,"literal — chasah here the deliberate, patient hiding in God until danger passes — refuge that waits out the storm",,,inferred,value
280351,118,direction,"toward-god — chasah here the deliberate, patient hiding in God ",,,inferred,value
280353,101,sense,destruction / engulfing ruin (havvah - storms of destruction),,,,value
280353,114,discovery,"v1: 'till the storms of DESTRUCTION (havvah) pass by' - the calamity the psalmist shelters from; the external threat (recurs Ps52,55), the danger the refuge waits out. Standalone (the calamity).",,,,note
280353,115,role,standalone,,,,value
280354,101,sense,pass by / pass over (abar - till it pass by),,,,value
280354,114,discovery,"v1: 'till the storms of destruction PASS BY (abar)' - the passing of the calamity the refuge waits for; the temporal limit of the sheltering (280351), not an inner operation. Standalone.",,,,note
280354,115,role,standalone,,,,value
280356,101,sense,steadfast love (chesed - great to the heavens),,,,value
280356,103,source,"God's love, great to the heavens, ground of the thanksgiving (v10)",280356,280439,span,pair
280356,114,discovery,v10 QUALIFIER (God's chesed): 'For your STEADFAST LOVE (chesed) is great to the heavens' - God's covenant love is not a human IB char; its cosmic vastness grounds the psalmist's thanksgiving among the peoples (280439). Qualifier.,,,,note
280356,115,role,qualifier,,,,value
280361,101,sense,faithfulness / truth (emet - to the clouds),,,,value
280361,103,source,"God's faithfulness, reaching the clouds, ground of the praise (v10)",280361,280442,span,pair
280361,114,discovery,v10 QUALIFIER (God's faithfulness): 'your FAITHFULNESS (emet) to the clouds' - God's reliability is not a human IB char; its sky-high reach grounds the psalmist's singing praises among the nations (280442). Qualifier.,,,,note
280361,115,role,qualifier,,,,value
280363,101,sense,clouds / skies (shachaq - your faithfulness to the clouds),,,,value
280363,114,discovery,"v10: 'your faithfulness to the CLOUDS (shachaq)' - the cosmic measure of God's faithfulness; the sky as the yardstick of its vastness, a spatial image. Standalone (cosmic measure).",,,,note
280363,115,role,standalone,,,,value
280364,101,sense,be exalted (rum - be exalted above the heavens),,,,value
280364,103,source,the closing doxology the psalmist's praise ascribes to God (v11),280364,280442,span,pair
280364,114,discovery,"v11 QUALIFIER (God's exaltation): 'Be EXALTED (rum), O God, above the heavens!' - God's supremacy is not a human IB char; the refrain closing the psalm, the summit of the psalmist's praise (280442). Qualifier.",,,,note
280364,115,role,qualifier,,,,value
280368,101,sense,glory (kavod - let your glory be over all the earth),,,,value
280368,103,source,God's glory the psalmist's praise desires over all the earth (v11),280368,280442,span,pair
280368,114,discovery,"v11 QUALIFIER (God's glory): 'Let your GLORY (kavod) be over all the earth!' - God's glory is not a human IB char; the closing refrain, the object of the psalmist's universal praise (280442). Qualifier.",,,,note
280368,115,role,qualifier,,,,value
280372,101,sense,cry out / call (qara - I cry out to God Most High),,,,value
280372,102,type,action,,,,value
280372,103,source,to God who fulfils his purpose for him and sends his love to save (v2-3),280372,280377,span,pair
280372,104,seat,none,,,none,flag
280372,105,bearer,the psalmist,,280372,inferred,flag
280372,106,operation,cry out / call,,,,event
280372,107,target,God Most High,,280372,inferred,flag
280372,108,manner,none,,,none,flag
280372,109,intensity,none,,,none,flag
280372,110,specifier,none,,,none,flag
280372,111,effect,none,,,none,flag
280372,112,coupling,none,,,none,flag
280372,114,discovery,"'I CRY OUT (qara) to God Most High, to God who fulfils his purpose for me' — the confident appeal from the cave; qara here the cry to the Most High, resting on God's committed purpose (the qualifier) — a plea that already trusts the outcome, that God will send love and faithfulness to save",,,,note
280372,115,role,characteristic,,,,value
280372,116,locus,external:god,,,,value
280372,117,device,"literal — qara here the cry to the Most High, resting on God's committed purpose (the qualifier) — a plea that already trusts the ",,,inferred,value
280372,118,direction,"toward-god — qara here the cry to the Most High, resting on God",,,inferred,value
280377,101,sense,fulfil / complete (gamar - who fulfills his purpose for me),,,,value
280377,103,source,God fulfils his purpose for the one who cries to him (v2),280377,280372,span,pair
280377,114,discovery,v2 QUALIFIER (God's act): 'to God who FULFILS (gamar) his purpose for me' - God's completing of his purpose is not a human IB char; the committed divine intent the psalmist's cry (280372) relies on. Qualifier.,,,,note
280377,115,role,qualifier,,,,value
280380,101,sense,send (shalach - he will send from heaven and save),,,,value
280380,103,source,God sends from heaven to save the one who cries (v3),280380,280372,span,pair
280380,114,discovery,v3 QUALIFIER (God's act): 'He will SEND (shalach) from heaven and save me' - God's sending is not a human IB char; the heavenly rescue answering the cry (280372). Qualifier.,,,,note
280380,115,role,qualifier,,,,value
280383,101,sense,save (yasha - and save me),,,,value
280383,103,source,God saves the one who cries to him (v3),280383,280372,span,pair
