reading_id,span_id,book,chapter,verse_ref,corpus,genre,passage_id,anchor,lemma,strongs,morph,pos,stem,surface_en,hebrew_form,translit,translit_conf,char_key,ib_char,base_gloss,read_sense_variants,esv_words,family,cluster,cluster_all,same_as,role_provenance,char_candidate_tag,lemma_freq_book,ib_instance_count,sense,type,source,seat,bearer,operation,target,object_kind,manner,intensity,specifier,effect,coupling,prohibition,reading,discovery_flag,role,locus,direction,verse_text
H0995:intelligent#264225,264225,20,17,Pro 17:28,OT,poetic/wisdom,4081,1,H0995 H9023,H0995,HVNrmsa HSp3ms,verb,Niphal,intelligent,,bin,head,H0995:intelligent,intelligent,to understand,intelligence — the silent fool is deemed to have it | understanding — the discerning heart acquires knowledge,intelligent,knowing-understanding,,,264309,read-2026,Reg 166 understanding,1,2,intelligence — the silent fool is deemed to have it,cognition,ABSENT,NONE,the fool (apparent),the intelligence the silent fool is deemed to possess when he closes his lips,(the silence that earns the deeming),other,NONE,ABSENT,ABSENT,ABSENT,the borrowed reputation for discernment silence gives,ABSENT,"bin (understand/discern) — 'when he closes his lips, he is deemed INTELLIGENT'; even a fool seems discerning when silent. Wisdom is often the art of knowing when to shut up.",absent,characteristic,internal:ib-state,ABSENT,"Pro 17:28 Even a fool who keeps silent is considered wise ; when he closes his lips , he is deemed intelligent ."
H1245:seek#264275,264275,20,18,Pro 18:1,OT,poetic/wisdom,4082,1,H1245,H1245,HVpi3ms,verb,Piel,seeks,,baqash,head,H1245:seek,seeks,to seek,seeking — searching for wisdom as for silver/hidden treasure | seeking — the good-seeker procures favour | seeking — the scoffer's fruitless search for wisdom | seeking — the discerning heart pursues knowledge | seeking — the evil man pursues rebellion | seeking — the proud courts destruction | love-seeking — covering an offence fosters love | self-seeking — the isolated pursue their own desire | seeking — the wise ear hunts for knowledge | God-ward pursuit — the seeking that opens understanding of justice,"seeks, seek",seeking-inquiring,,,267033|262830|263529|263595|264268|264076|264147|264315|266710|266870,read-2026,Reg 140 seeking,11,11,self-seeking — the isolated pursue their own desire,affect,ABSENT,NONE,the self-isolating,the self-seeking pursuit of one's own desire that drives a man to isolate himself,his own desire (264276),self,NONE,ABSENT,ABSENT,ABSENT,welded to the private desire that isolates him,ABSENT,baqash (seek) — 'whoever isolates himself SEEKS his own desire'; the one who cuts himself off does so to pursue his private craving. Isolation as self-will.,absent,characteristic,internal:ib-state,ABSENT,Pro 18:1 Whoever isolates himself seeks his own desire ; he breaks out against all sound judgment .
H8378:desir#264276,264276,20,18,Pro 18:1,OT,poetic/wisdom,4082,1,H8378 H9005,H8378,HNcfsa HR,noun,,desire,,taavah,head,H8378:desir,desire,desire,"desire — the righteous', which is granted | desire — the righteous', ending only in good | desire — fulfilled, a tree of life | desire — fulfilled, sweet to the soul | desire — the private craving that drives isolation | desirableness — what is wanted in a man is loyalty | craving — the sluggard's desire that kills him","desire, desired",desire-longing-appetite,,,262582|262802|263146|263193|264520|265207,read-2026,Reg 43 desire,1,7,desire — the private craving that drives isolation,affect,ABSENT,NONE,the self-isolating,"the private desire/craving that the self-isolating man pursues, cut off from others",the seeking that pursues it (264275),other,NONE,ABSENT,ABSENT,ABSENT,welded to the self-seeking that chases it,ABSENT,"taavah (desire) — 'seeks his own DESIRE'; the self-isolating chase their private craving. Individualism serving self-will, not counsel.",present,characteristic,internal:ib-state,ABSENT,Pro 18:1 Whoever isolates himself seeks his own desire ; he breaks out against all sound judgment .
H8454:soundjudgment#264279,264279,20,18,Pro 18:1,OT,poetic/wisdom,4082,1,H8454,H8454,HNcfsa,noun,,sound judgment,,tushiyah,head,H8454:soundjudgment,sound judgment,wisdom,sound wisdom — which the self-isolating defies,sound judgment,wisdom-folly-teaching,,,,read-2026,Reg 174 wisdom,3,1,sound wisdom — which the self-isolating defies,cognition,ABSENT,NONE,the self-isolating,the sound wisdom/judgment against which the self-isolating man rages and breaks out,(the private desire he pursues instead),other,NONE,ABSENT,ABSENT,ABSENT,the wise counsel the self-seeker rejects,ABSENT,"tushiyah (sound wisdom/judgment) — 'he breaks out against all SOUND JUDGMENT'; the self-isolating defies all wise counsel, quarrelling with wisdom itself. Self-will versus sound sense.",present,characteristic,internal:ib-state,ABSENT,Pro 18:1 Whoever isolates himself seeks his own desire ; he breaks out against all sound judgment .
H3684:fool#264338,264338,20,18,Pro 18:2,OT,poetic/wisdom,4083,1,H3684,H3684,HAamsa,adjective,,fool,,kesil,head,H3684:fool,fool,fool,"fools — the dull-hearted who hate knowledge | fools — destroyed by their complacency | folly — fools, who take up disgrace | folly — the dull fools summoned to gain sense | folly — the slanderer is a fool | folly — the fool who sports at wrongdoing | folly — whose heart proclaims folly | folly — who flaunts his folly | folly — whose company brings harm | folly — reckless and careless","fool, fools, fool’s",wisdom-folly-teaching,,,264741|308247|267711|268641|262534|262575|263032|263176|263216|263357|264074|264088|264116|264168|264193|264392|264418|264421|265696|266173|308658|266317|266335|266179|266185|266194|266761|266836,read-2026,Reg 63 foolishness,19,29,folly — who delights only in airing his own mind,disposition,ABSENT,NONE,the fool,the fool who has no delight in understanding but only in expressing his own opinion,his self-opinion (264347),other,NONE,ABSENT,ABSENT,ABSENT,welded to the self-airing he delights in,ABSENT,"kesil (fool) — 'a FOOL takes no pleasure in understanding, but only in expressing his opinion'; folly loves the sound of its own mind, not the labour of understanding. Self-display over learning.",present,characteristic,internal:ib-state,ABSENT,"Pro 18:2 A fool takes no pleasure in understanding , but only in expressing his opinion ."
H2654:pleasur#264340,264340,20,18,Pro 18:2,OT,poetic/wisdom,4083,1,H2654A,H2654,HVqi3ms,verb,Qal,pleasure,,chaphets,head,H2654:pleasur,pleasure,to delight in; to sway,delight — the fool has none in understanding,pleasure,desire-longing-appetite,,,,read-2026,Reg 42 delight,1,1,delight — the fool has none in understanding,affect,ABSENT,NONE,the fool,the pleasure/delight that the fool does NOT take in understanding,the understanding he slights (264341),other,NONE,ABSENT,ABSENT,ABSENT,set against the understanding he takes no joy in,ABSENT,chaphets (delight/take pleasure) NEGATED — 'a fool takes NO PLEASURE in understanding'; the fool finds no joy in the labour of understanding. Delight misdirected reveals the heart.,present,characteristic,internal:ib-state,ABSENT,"Pro 18:2 A fool takes no pleasure in understanding , but only in expressing his opinion ."
H8394:understand#264341,264341,20,18,Pro 18:2,OT,poetic/wisdom,4083,1,H8394 H9003,H8394,HNcfsa HR,noun,,understanding,,tebunah,head,H8394:understand,understanding,understanding,"understanding — that guards the person | understanding — toward which the heart inclines | understanding — for which the voice is raised | understanding — from God's mouth | understanding — the discernment gained | understanding — the LORD's, by which he established the heavens | understanding — the father's, to which the son inclines his ear | understanding — raising her voice with Wisdom | understanding — who takes pleasure in wisdom | understanding — the discerning who stays silent",understanding,knowing-understanding,,,267002|267031|267052|266948|267528|267568|267955|268452|262578|262721|263459|263665|264217|264632|265041|265254|265856|266577,read-2026,Reg 166 understanding,1,19,understanding — in which the fool takes no pleasure,cognition,ABSENT,NONE,the fool,"the understanding that the fool slights, taking no pleasure in it",the pleasure he withholds from it (264340),other,NONE,ABSENT,ABSENT,ABSENT,welded to the delight he denies it,ABSENT,tebunah (understanding) — 'no pleasure in UNDERSTANDING'; the understanding the fool has no appetite for. He prefers his own voice to learning.,absent,characteristic,internal:ib-state,ABSENT,"Pro 18:2 A fool takes no pleasure in understanding , but only in expressing his opinion ."
H3820:opinion#264347,264347,20,18,Pro 18:2,OT,poetic/wisdom,4083,1,H3820A,H3820,HNcmsc,noun,,opinion,,leb,head,H3820:opinion,opinion,heart,self-opinion — the fool delights in airing his own mind,opinion,inner-seat-heart-soul-spirit,,,,read-2026,Reg 183 heart,64,1,self-opinion — the fool delights in airing his own mind,cognition,ABSENT,NONE,the fool,"the fool's own mind/opinion (heart), in the airing of which alone he takes delight",the fool who airs it (264338),person,NONE,ABSENT,ABSENT,ABSENT,welded to the folly that loves self-display,ABSENT,"leb (heart/mind→opinion) — 'only in expressing his OPINION'; the fool delights to reveal his own heart/mind, to air his opinion, rather than to learn. Self-revelation as the fool's one pleasure.",present,characteristic,internal:ib-state,ABSENT,"Pro 18:2 A fool takes no pleasure in understanding , but only in expressing his opinion ."
H7563:wickednes#264377,264377,20,18,Pro 18:3,OT,poetic/wisdom,4084,1,H7563,H7563,HNcmsa,noun,,wickedness,,rasha,head,H7563:wickednes,wickedness,wicked,wickedness — which brings contempt in its train,wickedness,wickedness-ungodliness,,,,read-2026,Reg 57 evil,64,1,wickedness — which brings contempt in its train,disposition,ABSENT,NONE,the wicked,the wickedness that draws contempt after it,the contempt it brings (264379),other,NONE,ABSENT,ABSENT,ABSENT,welded to the scorn that follows it,ABSENT,"rasha (wickedness) — 'when WICKEDNESS comes, contempt comes also'; wickedness drags contempt and disgrace with it. Sin brings shame in its train.",absent,characteristic,internal:ib-state,ABSENT,"Pro 18:3 When wickedness comes , contempt comes also , and with dishonor comes disgrace ."
H0937:contempt#264379,264379,20,18,Pro 18:3,OT,poetic/wisdom,4084,1,H0937,H0937,HNcmsa,noun,,contempt,,buz,head,H0937:contempt,contempt,contempt,contempt — which comes with wickedness,contempt,wickedness-ungodliness,,,,read-2026,Reg 190 contempt,1,1,contempt — which comes with wickedness,affect,ABSENT,NONE,those who see the wicked,the contempt/scorn that accompanies wickedness,the wickedness that brings it (264377),other,NONE,ABSENT,ABSENT,ABSENT,welded to the wickedness that draws it,ABSENT,buz (contempt) — 'CONTEMPT comes also'; scorn attends the wicked. Wickedness earns the contempt of all who see it.,absent,characteristic,internal:ib-state,ABSENT,"Pro 18:3 When wickedness comes , contempt comes also , and with dishonor comes disgrace ."
H7036:dishonor#264382,264382,20,18,Pro 18:3,OT,poetic/wisdom,4084,1,H7036 H5973A H9002,H7036,HNcmsa HR HC,noun,,dishonor,,qalon,head,H7036:dishonor,dishonor,dishonor,dishonor — the shame the adulterer earns | dishonour — which accompanies wickedness,dishonor,shame-confusion,,,268264,read-2026,Reg 146 shame,1,2,dishonour — which accompanies wickedness,state,ABSENT,NONE,the wicked,the dishonour/shame that comes with wickedness,the disgrace beside it (264383),other,NONE,ABSENT,ABSENT,ABSENT,welded to disgrace as the twin shame of wickedness,ABSENT,"qalon (dishonour/shame) — 'with DISHONOUR comes disgrace'; shame accompanies the wicked. Sin's train is contempt, dishonour, and reproach.",absent,characteristic,internal:ib-state,ABSENT,"Pro 18:3 When wickedness comes , contempt comes also , and with dishonor comes disgrace ."
H2781:disgrac#264383,264383,20,18,Pro 18:3,OT,poetic/wisdom,4084,1,H2781,H2781,HNcfsa,noun,,disgrace,,cherpah,head,H2781:disgrac,disgrace,reproach,disgrace — the reproach that is never wiped away | disgrace — the reproach that comes with dishonour,disgrace,shame-confusion,,,268265,read-2026,Reg 190 contempt,1,2,disgrace — the reproach that comes with dishonour,state,ABSENT,NONE,the wicked,the disgrace/reproach that comes with the dishonour attending wickedness,the dishonour beside it (264382),other,NONE,ABSENT,ABSENT,ABSENT,welded to dishonour as the twin shame,ABSENT,cherpah (reproach/disgrace) — 'comes DISGRACE'; reproach completes the cascade of shame that wickedness brings. Sin ends in disgrace.,absent,characteristic,internal:ib-state,ABSENT,"Pro 18:3 When wickedness comes , contempt comes also , and with dishonor comes disgrace ."
H2451:wisdom#308507,308507,20,18,Pro 18:4,OT,poetic/wisdom,4085,1,H2451,H2451,HNcfsa,noun,,wisdom,,,none,H2451:wisdom,wisdom,wisdom,"wisdom — the skilled, ordered competence of the inner life | Wisdom personified — wisdom as a woman crying aloud in the street | wisdom — here the object the fool despises | wisdom — entering the heart | wisdom — what the attentive ear is bent toward | wisdom — given by the LORD | wisdom — the prize found and made blessed | wisdom — the LORD's, by which he founded the earth | wisdom — the way in which the son has been taught | wisdom — to be acquired","wisdom, Wisdom",wisdom-folly-teaching,,,264711|264852|264717|266999|267048|266940|267525|267564|267910|267928|267930|267775|267951|268427|268450|268465|268475|308467|268674|262494|262576|262638|262778|263134|263493|264191|265252|265591|265853|265919|265751|266672|266786|267423,read-2026,Reg 174 wisdom,26,35,"wisdom — a fountain, a bubbling brook of life-giving words",disposition,ABSENT,NONE,the wise,"the wisdom that is a flowing fountain/bubbling brook, source of deep, life-giving words",(the deep waters of the mouth),other,NONE,ABSENT,ABSENT,ABSENT,the ever-flowing spring of wise speech,ABSENT,"chokmah — 'the fountain of WISDOM is a bubbling brook'; wisdom is a living, flowing spring, its words deep waters. The wise heart pours out fresh, life-giving speech.",absent,characteristic,internal:ib-state,ABSENT,Pro 18:4 The words of a man’s mouth are deep waters; the fountain of wisdom is a bubbling brook.
H2896:good#264385,264385,20,18,Pro 18:5,OT,poetic/wisdom,4086,1,H2896A,H2896,HAamsa,adjective,,good,,tob,head,H2896:good,good,welfare; pleasant; good,"the good — the way the wise walk | the good — every good course the seeker discerns | good — the benefit owed to others, not to be withheld | good/well-regarded — the esteem gained | good — the sound worth of the precepts given | goodness — the good man who obtains favour | goodness — the good word that gladdens | goodness — the good quality of sound sense | goodness — the good man who leaves an inheritance | goodness — the good man filled with his own good fruit","good, Good",desire-longing-appetite,,,267070|267006|267716|267632|267830|262997|263045|263165|263224|263343|263376|263734|263681|263739|263974|264206|264358|264502|264975|265826|266087|266100|266628|267341,read-2026,Reg 42 delight,39,25,wrongness — partiality to the wicked is not good,state,ABSENT,NONE,the just observer,the not-good-ness of showing partiality to the wicked or wronging the righteous,the wicked wrongly favoured (264387),person,NONE,ABSENT,ABSENT,ABSENT,welded to the injustice it names,ABSENT,tob (good) NEGATED — 'it is NOT good to be partial to the wicked'; favouritism to the guilty is a wrong. Justice must not be swayed by persons.,present,characteristic,internal:ib-state,ABSENT,Pro 18:5 It is not good to be partial to the wicked or to deprive the righteous of justice .
H7563:wick#264387,264387,20,18,Pro 18:5,OT,poetic/wisdom,4086,1,H7563,H7563,HNcmsa,noun,,wicked,,,none,H7563:wick,wicked,wicked,"wickedness — the guilty who are cut off from the land | wickedness — the wicked whose ruin need not be feared | wickedness — the wicked, whose house draws the curse | wickedness — the wicked whose path is to be shunned | wickedness — the wicked whose way is deep darkness | wickedness — the wicked, trapped by his own evil | wickedness — the wicked whose reproof brings injury | wickedness — whose mouth conceals violence | wickedness — whose gain leads to sin | wickedness — whose heart is of little worth",wicked,wickedness-ungodliness,,,267017|267619|267697|267799|267823|268024|268758|262627|262668|262675|262481|262519|262555|262579|262587|262606|262612|262631|262647|262882|262901|262704|262714|262758|262807|262868|263088|263091|263098|262924|262934|263016|263052|263272|263301|263179|263251|263319|263377|263487|263785|263795|263802|263718|263724|264017|264109|264182|264573|264995|265264|265283|265087|265106|265108|265149|265223|265236|265774|302400|266121|266098|266519|266700|266547|266570|266682|266827|266775|266792,read-2026,Reg 57 evil,64,71,wickedness — wrongly favoured in judgment,disposition,ABSENT,NONE,the wicked,the wicked who are wrongly shown partiality in judgment,the good it violates (264385),other,NONE,ABSENT,ABSENT,ABSENT,welded to the partiality that favours them,ABSENT,rasha — 'to be partial to the WICKED'; favouring the guilty perverts justice. The wicked wrongly lifted up.,absent,characteristic,internal:ib-state,ABSENT,Pro 18:5 It is not good to be partial to the wicked or to deprive the righteous of justice .
H6662:righteou#264390,264390,20,18,Pro 18:5,OT,poetic/wisdom,4086,1,H6662,H6662,HAamsa,adjective,,righteous,,,none,H6662:righteou,righteous,righteous,"the righteous — whose paths one keeps to | righteousness — the righteous, whose dwelling is blessed | righteousness — the righteous whose path brightens toward full day | righteousness — the righteous who increases in learning | righteousness — whose mouth is a fountain of life | righteousness — whose wage leads to life | righteousness — whose tongue is choice silver | righteousness — whose lips feed many | righteousness — whose desire is granted | righteousness — established forever",righteous,righteousness-integrity,,,267009|267700|267814|268774|262623|262666|262672|262477|262515|262551|262558|262583|262590|262609|262628|262636|262643|262898|262910|262701|262792|262803|262839|262857|262864|263074|263085|263102|262919|262939|262946|263015|263048|263269|263298|263221|263231|263246|263379|263490|263780|263714|263727|264111|264204|265051|265129|265151|265218|265595|265764|265770|266524|266543|266687|266796,read-2026,Reg 139 righteousness,48,57,righteousness — wrongly deprived of justice,disposition,ABSENT,NONE,the righteous,the righteous who are wrongly deprived of justice by partiality,the justice denied them (264391),abstraction,NONE,ABSENT,ABSENT,ABSENT,welded to the justice they are wrongly refused,ABSENT,tsaddiq — 'to deprive the RIGHTEOUS of justice'; to wrong the innocent is the flip side of favouring the guilty. Both pervert judgment.,absent,characteristic,internal:ib-state,ABSENT,Pro 18:5 It is not good to be partial to the wicked or to deprive the righteous of justice .
H4941:justic#264391,264391,20,18,Pro 18:5,OT,poetic/wisdom,4086,1,H4941H H9003,H4941,HNcmsa HRd,noun,,justice,,mishpat,head,H4941:justic,justice,justice: judgement; justice; justice: custom; justice: rule; [Hall of] Judgment,"justice — right judgement and ordered dealing | justice — the paths God guards | justice — right judgement, understood | justice — the paths Wisdom treads | justice — perverted by the bribe-taker | justice — denied the righteous by partiality | justice — mocked by the worthless witness | justice — whose doing brings joy or terror by character | justice — the doing of which God prefers to sacrifice | moral blindness — the justice evil men cannot grasp",justice,righteousness-integrity,,,264803|267061|267067|268541|264189|264571|265246|265126|266709|266894|266875,read-2026,Reg 98 justice,1,12,justice — denied the righteous by partiality,disposition,ABSENT,NONE,the righteous,the justice of which the righteous are wrongly deprived,the righteous denied it (264390),person,NONE,ABSENT,ABSENT,ABSENT,welded to the righteous who are refused it,ABSENT,mishpat (justice) — 'deprive the righteous of JUSTICE'; the justice the innocent are wrongly denied. Partiality robs the righteous of their due.,absent,characteristic,internal:ib-state,ABSENT,Pro 18:5 It is not good to be partial to the wicked or to deprive the righteous of justice .
H3684:fool#264392,264392,20,18,Pro 18:6,OT,poetic/wisdom,4087,1,H3684,H3684,HAamsa,adjective,,fool’s,,kesil,head,H3684:fool,fool,fool,"fools — the dull-hearted who hate knowledge | fools — destroyed by their complacency | folly — fools, who take up disgrace | folly — the dull fools summoned to gain sense | folly — the slanderer is a fool | folly — the fool who sports at wrongdoing | folly — whose heart proclaims folly | folly — who flaunts his folly | folly — whose company brings harm | folly — reckless and careless","fool, fools, fool’s",wisdom-folly-teaching,,,264741|308247|267711|268641|262534|262575|263032|263176|263216|263357|264074|264088|264116|264168|264193|264338|264418|264421|265696|266173|308658|266317|266335|266179|266185|266194|266761|266836,read-2026,Reg 63 foolishness,19,29,folly — whose lips walk into a fight,disposition,ABSENT,NONE,the fool,the fool whose lips lead him into strife and invite a beating,the fight they walk into (264395),other,NONE,ABSENT,ABSENT,ABSENT,welded to the conflict his lips court,ABSENT,kesil (fool) — 'a FOOL's lips walk into a fight'; the fool's speech drags him into conflict. His mouth is his undoing.,absent,characteristic,internal:ib-state,ABSENT,"Pro 18:6 A fool’s lips walk into a fight , and his mouth invites a beating ."
H7379:fight#264395,264395,20,18,Pro 18:6,OT,poetic/wisdom,4087,1,H7379 H9003,H7379,HNcmsa HR,noun,,fight,,rib,head,H7379:fight,fight,strife,strife — into which the fool's lips walk,fight,violence-cruelty,,,,read-2026,Reg 152 strife,2,1,strife — into which the fool's lips walk,disposition,ABSENT,NONE,the fool,the fight/strife into which the fool's lips lead him,the folly that courts it (264392),abstraction,NONE,ABSENT,ABSENT,ABSENT,welded to the fool's lips that walk into it,ABSENT,rib (strife/quarrel) — 'a fool's lips walk into a FIGHT'; the conflict the fool's speech provokes. His words start fights he cannot win.,absent,characteristic,internal:ib-state,ABSENT,"Pro 18:6 A fool’s lips walk into a fight , and his mouth invites a beating ."
H7121:invit#264397,264397,20,18,Pro 18:6,OT,poetic/wisdom,4087,1,H7121G,H7121,HVqi3ms,verb,Qal,invites,,qara,head,H7121:invit,invites,to call: call to; to call: call by; to call: call out; to call: read out,summoning — the fool's mouth invites a beating,invites,prayer-petition-crying-out,,,,read-2026,Reg 19 calling,5,1,summoning — the fool's mouth invites a beating,action,ABSENT,NONE,the fool,the calling/inviting of a beating by the fool's own mouth,(the fight his lips walk into),other,NONE,ABSENT,ABSENT,ABSENT,the fool's mouth that summons blows upon himself,ABSENT,qara (call/invite) — 'his mouth INVITES a beating'; the fool's speech calls down blows on his own head. His mouth summons his own punishment.,absent,characteristic,internal:ib-state,ABSENT,"Pro 18:6 A fool’s lips walk into a fight , and his mouth invites a beating ."
H4288:ruin#264401,264401,20,18,Pro 18:7,OT,poetic/wisdom,4087,0,H4288,H4288,HNcfsa,noun,,ruin,,mechittah,head,H4288:ruin,ruin,terror,ruin — the destruction poverty brings the poor | ruin — for the one who opens wide his lips | ruin — the prince without people | ruin — the fool's mouth destroys him,"ruin, ruined",fear-of-god-awe,,,262513|263261|263455,read-2026,Reg 158 terror,2,4,ruin — the fool's mouth destroys him,state,ABSENT,NONE,the fool,the ruin that the fool's own mouth brings upon him,his ensnared soul (264405),other,NONE,ABSENT,ABSENT,ABSENT,welded to the soul his lips trap,ABSENT,mechittah (ruin) — 'a fool's mouth is his RUIN'; the fool's speech is his destruction. What he says undoes him.,absent,characteristic,internal:ib-state,ABSENT,"Pro 18:7 A fool’s mouth is his ruin , and his lips are a snare to his soul ."
H5315:soul#264405,264405,20,18,Pro 18:7,OT,poetic/wisdom,4087,0,H5315G,H5315,HNcfsc,noun,,soul,,nephesh,head,H5315:soul,soul,soul: appetite; soul; soul: life; soul: myself; soul: person; soul: animal; soul: dead; soul: neck,the soul — the self to which knowledge is sweet | the soul — to which wisdom is life | soul-winning — the wise captures/wins souls | appetite — the sluggard's soul craves yet gets nothing | appetite — the diligent's soul richly supplied | the soul — sweetened by gracious words | the soul — snared by the fool's own lips | the soul — benefited by getting sense | appetite — the wicked's soul craves evil | the self kept safe — guarded far from the snares,"soul, souls",inner-seat-heart-soul-spirit,,,266945|267595|262861|263262|263266|263935|264629|265086|265462|265529|265734|265978|266086,read-2026,Reg 182 Soul,9,14,the soul — snared by the fool's own lips,seat,ABSENT,NONE,the fool,the soul/self that the fool's own lips ensnare and trap,the ruin his mouth works (264401),other,NONE,ABSENT,ABSENT,ABSENT,welded to the mouth that destroys it,ABSENT,nephesh (soul/self) — 'his lips are a snare to his SOUL'; the fool traps his own life with his lips. Self-ensnaring speech.,absent,characteristic,internal:ib-state,ABSENT,"Pro 18:7 A fool’s mouth is his ruin , and his lips are a snare to his soul ."
H7503:slack#264406,264406,20,18,Pro 18:9,OT,poetic/wisdom,,0,H7503 H1571,H7503,HVtrmsa HD,verb,Hithpael,slack,,raphah,head,H7503:slack,slack,to slacken,negligent sloth — the slack worker as kin to a destroyer,slack,sloth-diligence-industry,,,,read-2026,orphan-reread-2026,1,1,negligent sloth — the slack worker as kin to a destroyer,disposition,ABSENT,NONE,the negligent,"the being slack in one's work — the negligent laziness that, by leaving things undone and neglected, is as ruinous as active destruction, sloth and sabotage reaching the same end",(the destroyer he is brother to),other,NONE,ABSENT,ABSENT,ABSENT,the negligence that wastes and ruins as surely as deliberate destruction,ABSENT,raphah (be slack/let drop) — 'whoever is SLACK in his work is a brother to him who destroys' (18:9); negligence ruins as surely as malice. The one who lets his work fall apart is kin to the one who tears it down. Sloth is a quiet destroyer.,absent,characteristic,internal:ib-state,ABSENT,Pro 18:9 Whoever is slack in his work is a brother to him who destroys .
H8034:name#264280,264280,20,18,Pro 18:10,OT,poetic/wisdom,4088,1,H8034,H8034,HNcmsc,noun,,name,,shem,head,H8034:name,name,name,"reputation — the wicked's name, which rots | refuge — the LORD's name a strong tower | reputation — a good name, more to be chosen than riches",name,wickedness-ungodliness,,,262674|265304,read-2026,Reg 204 name,2,3,refuge — the LORD's name a strong tower,state,ABSENT,NONE,the righteous,"the name of the LORD as a strong tower, the true refuge into which the righteous run",its fortress-strength (264282),god,NONE,ABSENT,ABSENT,ABSENT,welded to the strength of the divine refuge,ABSENT,"shem (name) — 'the NAME of the LORD is a strong tower'; God's revealed character/presence is the real refuge (contrast the rich man's imagined fortress, 18:11). Locus external:god — the divine name to which the righteous flee for safety.",absent,characteristic,external:god,ABSENT,Pro 18:10 The name of the Lord is a strong tower ; the righteous man runs into it and is safe .
H5797:strong#264282,264282,20,18,Pro 18:10,OT,poetic/wisdom,4088,1,H5797,H5797,HNcmsa,noun,,strong,,oz,head,H5797:strong,strong,strength,security — the fortress-strength wealth seems to give | strength — the strong confidence of the God-fearer | strength — the fortress-strength of the LORD's name | false security — the imagined strength of wealth | strength — the fortress the offended brother surpasses,strong,strength-courage-steadfastness,,,262509|263434|264289|264333,read-2026,Reg 187 strength,6,5,strength — the fortress-strength of the LORD's name,state,ABSENT,NONE,the righteous,"the strength/security of the LORD's name, a strong tower for the righteous",the name whose strength it is (264280),other,NONE,ABSENT,ABSENT,ABSENT,welded to the divine name it fortifies,ABSENT,"oz (strength) — 'a STRONG tower'; the real, unassailable strength of God's name, into which the righteous run and are set safe on high.",absent,characteristic,internal:ib-state,ABSENT,Pro 18:10 The name of the Lord is a strong tower ; the righteous man runs into it and is safe .
H6662:righteousman#264284,264284,20,18,Pro 18:10,OT,poetic/wisdom,4088,1,H6662,H6662,HAamsa,adjective,,righteous man,,,none,H6662:righteousman,righteous man,righteous,"righteousness — who runs to the LORD's name and is safe | compromise — the good man giving way before the wicked, and so defiled",righteous man,righteousness-integrity,,,266095,read-2026,Reg 139 righteousness,48,2,righteousness — who runs to the LORD's name and is safe,disposition,ABSENT,NONE,the righteous,the righteous who runs into the strong tower of the LORD's name and is set safe,(the refuge he flees to),other,NONE,ABSENT,ABSENT,ABSENT,the righteous who takes refuge in God's name,ABSENT,"tsaddiq — 'the RIGHTEOUS runs into it and is safe'; the righteous flee to God's name as a refuge — an act of trust, the true security (contrast trusting wealth). Character runs to God.",absent,characteristic,internal:ib-state,ABSENT,Pro 18:10 The name of the Lord is a strong tower ; the righteous man runs into it and is safe .
H6223:richman#264287,264287,20,18,Pro 18:11,OT,poetic/wisdom,4088,0,H6223,H6223,HAamsa,adjective,,rich man’s,,ashir,head,H6223:richman,rich man’s,rich,riches — the rich man whose wealth is his fortress | riches — the rich man's imagined fortress,rich man’s,wealth-poverty-riches,,,262507,read-2026,emergent-read-2026,5,2,riches — the rich man's imagined fortress,state,ABSENT,NONE,the rich man,"the rich man who treats his wealth as a strong city, a fortress of the imagination",his wealth (264288),abstraction,NONE,ABSENT,ABSENT,ABSENT,welded to the wealth he trusts as a wall,ABSENT,"ashir (rich) — 'a RICH man's wealth is his strong city'; the rich lean on riches as a fortress — but only 'in his imagination' (contrast God's name, the real tower). Emergent: the rich man's false, imagined security in wealth.",present,characteristic,internal:ib-state,ABSENT,"Pro 18:11 A rich man’s wealth is his strong city , and like a high wall in his imagination ."
H1952:wealth#264288,264288,20,18,Pro 18:11,OT,poetic/wisdom,4088,0,H1952,H1952,HNcmsa,noun,,wealth,,hon,head,H1952:wealth,wealth,substance,"wealth — the rich man's imagined stronghold | wealth — enduring, in Wisdom's train | wealth — the diligent's precious gain | get-rich haste — wealth grabbed quickly, which dwindles away | wealth — the hidden reality behind feigned poverty | wealth — inherited from fathers | wealth — which attracts many friends","wealth, Wealth",wealth-poverty-riches,,,268519|262508|263061|263288|263135|264591|264451,read-2026,emergent-read-2026,5,8,wealth — the rich man's imagined stronghold,state,ABSENT,NONE,the rich man,"the wealth that the rich man imagines to be a high, protecting wall",its imagined strength (264289),other,NONE,ABSENT,ABSENT,ABSENT,welded to the false security it seems to give,ABSENT,"hon (wealth) — 'his strong city, like a high wall in his imagination'; wealth as a felt but false fortress. Emergent: the illusory refuge of riches, standing only in the mind.",present,characteristic,internal:ib-state,ABSENT,"Pro 18:11 A rich man’s wealth is his strong city , and like a high wall in his imagination ."
