from_span,to_span,edge_type,ve_nr,direction,pair_kind,phrase,book,from_verse_ref
265989,265992,coupling,112,,pair,welded to the gentle speech that works with it,20,Pro 25:15
266001,266009,coupling,112,,pair,welded to the overstaying that likewise cloys,20,Pro 25:16
266009,266010,coupling,112,,pair,welded to the loathing overstaying produces,20,Pro 25:17
266021,266022,coupling,112,,pair,welded to the faithless man it wrongly relies on,20,Pro 25:19
266029,266033,coupling,112,,pair,set against the royal glory that seeks things out,20,Pro 25:2
266039,266037,coupling,112,,pair,welded to the insensitive mirth that grates on it,20,Pro 25:20
266070,266072,coupling,112,,pair,welded to the indignant looks it stirs up,20,Pro 25:23
266074,266081,coupling,112,,pair,welded to the contention it would escape,20,Pro 25:24
266086,266087,coupling,112,,pair,welded to the welcome tidings that refresh it,20,Pro 25:25
266095,266098,coupling,112,,pair,set against the wickedness before which he wrongly gives way,20,Pro 25:26
266100,266106,coupling,112,,pair,welded to the self-exaltation it is set beside,20,Pro 25:27
266121,266126,coupling,112,,pair,set against the righteousness a purged court secures,20,Pro 25:5
266135,266140,coupling,112,,pair,set against the being-put-lower it would spare one,20,Pro 25:7
266150,266156,coupling,112,,pair,welded to the disgrace hasty suit invites,20,Pro 25:8
266157,266164,coupling,112,,pair,welded to the confidence it must keep,20,Pro 25:9
266170,266166,device,117,,pair,simile — vehicle: snow in summer / rain in harvest; honour on a fool is as out-of-season and unfitting,20,Pro 26:1
266173,266170,coupling,112,,pair,set against the honour that does not suit him,20,Pro 26:1
266173,266166,device,117,,pair,simile — the fool likened to snow-in-summer's incongruity; honour sits on him absurdly,20,Pro 26:1
266185,266188,coupling,112,,pair,welded to the folly he cannot leave,20,Pro 26:11
266185,266182,device,117,,pair,simile — vehicle: a dog returning to its vomit; the fool repeating his folly,20,Pro 26:11
266188,266184,device,117,,pair,"simile — the folly as the dog's vomit, relapsed into",20,Pro 26:11
266191,266193,coupling,112,,pair,set against the hope even a fool has more of,20,Pro 26:12
266206,266202,device,117,,pair,simile — vehicle: a door turning on its hinges; motion without progress,20,Pro 26:14
266209,266213,coupling,112,,pair,welded to the exhaustion the smallest task costs him,20,Pro 26:15
266217,266218,coupling,112,,pair,welded to the self-wisdom that blinds him,20,Pro 26:16
266228,266230,device,117,,pair,simile — vehicle: grabbing a passing dog by the ears; meddling in another's quarrel,20,Pro 26:17
266259,266262,coupling,112,,pair,welded to the conflict his nature feeds,20,Pro 26:21
266263,266267,coupling,112,,pair,welded to the deceit stored inside,20,Pro 26:24
266270,266275,coupling,112,,pair,welded to the seven abominations it hides,20,Pro 26:25
266275,266277,coupling,112,,pair,welded to the charming words that hide them,20,Pro 26:25
266278,266281,coupling,112,,pair,welded to the wickedness time will reveal,20,Pro 26:26
266290,266292,coupling,112,,pair,welded to the hatred that drives it,20,Pro 26:28
266301,266311,coupling,112,,pair,set against the times a fool must be answered to check his conceit,20,Pro 26:4
266317,266321,coupling,112,,pair,welded to the violence one drinks by relying on him,20,Pro 26:6
266335,266329,device,117,,pair,simile — vehicle: a thorn in a drunkard's hand; a proverb useless/harmful in a fool's mouth,20,Pro 26:9
302580,302577,device,117,,pair,metaphor — vehicle: glaze over cheap earthenware; fervent lips over an evil heart,20,Pro 26:23
302581,302580,coupling,112,,pair,welded to the wickedness it harbours,20,Pro 26:23
302581,302577,device,117,,pair,metaphor — the evil heart glazed by smooth lips; cheap clay made to shine,20,Pro 26:23
308671,308672,coupling,112,,pair,welded to the strife his whispers feed,20,Pro 26:20
266337,266341,coupling,112,,pair,welded to the not-knowing that should humble it,20,Pro 27:1
266362,266365,coupling,112,,pair,welded to the joy a wise son gives,20,Pro 27:11
266365,266367,coupling,112,,pair,welded to the wisdom that gladdens and vindicates,20,Pro 27:11
266369,266373,coupling,112,,pair,set against the naive who walk heedlessly into harm,20,Pro 27:12
266416,266418,coupling,112,,pair,welded to the reward faithful service brings,20,Pro 27:18
266434,266439,coupling,112,,pair,welded to the ineradicable folly that clings to him,20,Pro 27:22
266442,266447,coupling,112,,pair,welded to the heartful attention that goes with it,20,Pro 27:23
266470,266471,coupling,112,,pair,welded to the vexation it heaps on others,20,Pro 27:3
266474,266476,coupling,112,,pair,welded to the overwhelming anger it is paired with,20,Pro 27:4
266476,266481,coupling,112,,pair,welded to the cruel wrath it is paired with,20,Pro 27:4
266482,266486,coupling,112,,pair,set against the concealed love that fails to help,20,Pro 27:5
266487,266489,coupling,112,,pair,welded to the true friend whose wounds they are,20,Pro 27:6
266489,266492,coupling,112,,pair,set against the enemy whose profuse kisses betray,20,Pro 27:6
266493,266497,coupling,112,,pair,set against the hungry soul that relishes even the bitter,20,Pro 27:7
266513,266514,coupling,112,,pair,welded to the joy that cheers it,20,Pro 27:9
266514,266518,coupling,112,,pair,welded to the earnest counsel whose sweetness it is,20,Pro 27:9
266519,266524,coupling,112,,pair,set against the clear-conscienced boldness of the righteous,20,Pro 28:1
266524,266525,coupling,112,,pair,set against the wicked's groundless fear,20,Pro 28:1
266528,266533,coupling,112,,pair,welded to the blamelessness that inherits good,20,Pro 28:10
266538,266541,coupling,112,,pair,set against the true understanding that finds him out,20,Pro 28:11
266543,266547,coupling,112,,pair,set against the wicked whose ascendancy makes people hide,20,Pro 28:12
266552,266555,coupling,112,,pair,set against the confessing that forsakes and finds mercy,20,Pro 28:13
266555,266557,coupling,112,,pair,welded to the divine mercy it receives,20,Pro 28:13
266560,266563,coupling,112,,pair,set against the heart that hardens and falls,20,Pro 28:14
266570,266566,coupling,112,,pair,welded to the roaring rapacity that marks it,20,Pro 28:15
266577,266580,coupling,112,,pair,set against the ruler who hates ill-gotten gain and endures,20,Pro 28:16
266595,266597,coupling,112,,pair,set against the crooked ways that end in sudden fall,20,Pro 28:18
266601,266606,coupling,112,,pair,set against the vain chasing that brings poverty,20,Pro 28:19
266610,266614,coupling,112,,pair,set against the discernment that gives stability,20,Pro 28:2
266614,266615,coupling,112,,pair,set against the sin that breeds instability,20,Pro 28:2
266618,266621,coupling,112,,pair,welded to the blessings faithfulness draws down,20,Pro 28:20
266628,266633,coupling,112,,pair,welded to the wrong a trifle can buy,20,Pro 28:21
266634,266636,coupling,112,,pair,welded to the greedy rush after wealth,20,Pro 28:22
266636,266639,coupling,112,,pair,welded to the not-knowing of the poverty coming,20,Pro 28:22
266644,266650,coupling,112,,pair,set against the flattering tongue that pleases then fails,20,Pro 28:23
266657,266660,coupling,112,,pair,welded to the destructiveness his excuse makes him share,20,Pro 28:24
266662,266664,coupling,112,,pair,welded to the conflict greed provokes,20,Pro 28:25
266668,266672,coupling,112,,pair,set against the walk in wisdom that delivers,20,Pro 28:26
266674,266678,coupling,112,,pair,set against the shut eyes that earn many curses,20,Pro 28:27
266682,266687,coupling,112,,pair,set against the righteous who multiply when the wicked fall,20,Pro 28:28
266699,266700,coupling,112,,pair,welded to the evil they take the side of,20,Pro 28:4
266709,266710,coupling,112,,pair,set against the God-seeking that grasps it fully,20,Pro 28:5
266710,266712,coupling,112,,pair,welded to the complete grasp of justice it yields,20,Pro 28:5
266714,266717,coupling,112,,pair,welded to the uprightness it ranks above riches,20,Pro 28:6
266724,266727,coupling,112,,pair,set against the son who shames his father,20,Pro 28:7
266730,266737,coupling,112,,pair,set against the kindness to the poor that finally gains it,20,Pro 28:8
266739,266745,coupling,112,,pair,welded to the divine loathing of his hollow prayer,20,Pro 28:9
266756,266757,coupling,112,,pair,welded to the innocence its hatred targets,20,Pro 29:10
266761,266765,coupling,112,,pair,set against the wise who quietly hold it back,20,Pro 29:11
266770,266775,coupling,112,,pair,welded to the corrupt servants his credulity produces,20,Pro 29:12
266786,266789,coupling,112,,pair,set against the disgrace a child left to himself brings,20,Pro 29:15
266792,266794,coupling,112,,pair,welded to the sin their increase breeds,20,Pro 29:16
266809,266812,coupling,112,,pair,set against the blessed one who keeps the law,20,Pro 29:18
266826,266830,coupling,112,,pair,set against the people's groaning under the wicked,20,Pro 29:2
266833,266836,coupling,112,,pair,set against the fool who has more hope than he,20,Pro 29:20
266840,266842,coupling,112,,pair,welded to the conflict his wrath breeds,20,Pro 29:22
266844,266846,coupling,112,,pair,welded to the sin his anger multiplies,20,Pro 29:22
266848,266851,coupling,112,,pair,set against the humble spirit that obtains honour,20,Pro 29:23
266851,266853,coupling,112,,pair,set against the pride that brings a man low,20,Pro 29:23
266856,266858,coupling,112,,pair,welded to the sworn silence that shares the guilt,20,Pro 29:24
266862,266866,coupling,112,,pair,set against the God-trust that makes one safe,20,Pro 29:25
266870,266875,coupling,112,,pair,set against the justice that comes from the LORD,20,Pro 29:26
266876,266881,coupling,112,,pair,set against the upright man abhorred by the wicked,20,Pro 29:27
266885,266888,coupling,112,,pair,welded to the parental joy love of wisdom brings,20,Pro 29:3
266909,266915,coupling,112,,pair,set against the righteous who sing and rejoice,20,Pro 29:6
266917,266922,coupling,112,,pair,set against the wicked who do not understand such concern,20,Pro 29:7
266924,266927,coupling,112,,pair,set against the wise who turn away wrath,20,Pro 29:8
266935,266936,coupling,112,,pair,welded to the raging and mocking that leaves no quiet,20,Pro 29:9
308701,308702,coupling,112,,pair,welded to the oppressor with whom he shares one God's light,20,Pro 29:13
267132,267134,coupling,112,,pair,welded to the scorning of a mother's authority,20,Pro 30:17
267143,267146,coupling,112,,pair,welded to the not-understanding Agur openly confesses,20,Pro 30:18
267164,267168,coupling,112,,pair,welded to the human understanding he confesses to lack,20,Pro 30:2
267172,267179,coupling,112,,pair,welded to the seared conscience that denies all wrong,20,Pro 30:20
267236,267290,coupling,112,,pair,welded to the challenge that exposes man's ignorance of God,20,Pro 30:3
267248,267251,coupling,112,,pair,welded to the scheming of evil it is set beside,20,Pro 30:32
267264,267266,coupling,112,,pair,welded to the conflict pressing anger produces,20,Pro 30:33
267316,267322,coupling,112,,pair,set against the poverty that drives to steal and profane God's name,20,Pro 30:9
267348,267352,coupling,112,,pair,welded to the glad willingness of her labour,20,Pro 31:13
267414,267415,coupling,112,,pair,welded to the dignity that clothes her with it,20,Pro 31:25
267423,267425,coupling,112,,pair,welded to the loving instruction her tongue carries,20,Pro 31:26
267438,267440,coupling,112,,pair,welded to the praise her husband adds,20,Pro 31:28
267457,267462,coupling,112,,pair,set against the God-fearing worth that alone deserves praise,20,Pro 31:30
267462,267464,coupling,112,,pair,set against the fleeting allure it surpasses,20,Pro 31:30
267483,267484,coupling,112,,pair,welded to the anguished soul it describes,20,Pro 31:6
