"reference","position","surface","strong_variant","morph_code"
"Hag 2:6","14","heavens","H0853","HTo"
"Hag 2:6","17","earth","H0853","HTo"
"Hag 2:6","21","sea","H0853","HTo"
"Hag 2:6","25","dry land","H0853","HTo"
"Hag 2:7","2","all","H0853","HTo"
"Hag 2:7","15","house","H0853","HTo"
"Hag 2:11","10","priests","H0853","HTo"
"Hag 2:21","11","heavens","H0853","HTo"
"Hag 2:21","14","earth","H0853","HTo"
"Zec 1:11","2","angel","H0853","HTo"
"Zec 1:17","18","Zion","H0853","HTo"
"Zec 1:21","15","Judah","H0853","HTo"
"Zec 1:21","29","down","H0853","HTo"
"Zec 1:21","32","horns","H0853","HTo"
"Zec 2:2","10","Jerusalem","H0853","HTo"
"Zec 2:8","15","for","H0853","HTo"
"Zec 3:4","30","pure vestments","H0853","HTo"
"Zec 3:7","14","charge","H0853","HTo"
"Zec 3:7","20","house","H0853","HTo"
"Zec 3:7","26","courts","H0853","HTo"
"Zec 5:8","6","back into","H0853","HTo"
"Zec 5:8","15","weight","H0853","HTo"
"Zec 6:12","23","temple","H0853","HTo"
"Zec 8:7","8","people","H0853","HTo"
"Zec 8:9","15","words","H0853","HTo"
"Zec 8:21","12","favor","H0853","HTo"
"Zec 8:21","18","Lord","H0853","HTo"
"Zec 11:12","17","wages","H0853","HTo"
"Zec 11:13","24","house","H0853","HTo"
"Zec 13:9","3","third","H0853","HTo"
"Zec 13:9","12","silver","H0853","HTo"
"Zec 13:9","16","gold","H0853","HTo"
"Zec 13:9","29","say","H0853","HTo"
"Mal 1:2","4","say","H0853","HTo"
"Mal 1:2","20","Jacob","H0853","HTo"
"Mal 1:13","6","says","H0853","HTo"
"Mal 1:13","14","lame","H0853","HTo"
"Mal 1:13","18","sick","H0853","HTo"
"Mal 1:13","23","offering","H0853","HTo"
"Mal 1:13","28","hand","H0853","HTo"
"Mal 2:2","23","curse","H0853","HTo"
"Mal 2:2","26","blessings","H0853","HTo"
"Mal 2:4","7","command","H0853","HTo"
"Mal 3:8","8","say","H0853","HTo"
"Mal 3:10","2","full","H0853","HTo"
"Mal 3:10","28","windows","H0853","HTo"
"Mal 3:11","11","fruits","H0853","HTo"
"Mal 3:12","1","all","H0853","HTo"
"Mal 4:1","18","day","H0853","HTo"
"Gen 17:5","4","name","H0853","HTo"
"Gen 17:6","2","exceedingly","H0853","HTo"
"Exo 18:25","9","heads","H0853","HTo"
"Exo 23:27","3","terror","H0853","HTo"
"Exo 23:27","9","all","H0853","HTo"
"Exo 23:27","18","all","H0853","HTo"
"Lev 26:11","11","you","H0853","HTo"
"Lev 26:31","2","cities","H0853","HTo"
"Lev 26:31","6","sanctuaries","H0853","HTo"
"Deu 28:24","3","rain","H0853","HTo"
"1Ki 10:27","5","silver","H0853","HTo"
"1Ki 10:27","13","cedar","H0853","HTo"
"1Ki 16:3","11","house","H0853","HTo"
"2Ki 9:9","2","house","H0853","HTo"
"1Ch 17:22","2","people","H0853","HTo"
"2Ch 1:15","5","silver","H0853","HTo"
"2Ch 1:15","8","gold","H0853","HTo"
"2Ch 1:15","17","cedar","H0853","HTo"
"2Ch 7:20","14","house","H0853","HTo"
"2Ch 9:8","26","Israel","H0853","HTo"
"2Ch 9:27","5","silver","H0853","HTo"
"2Ch 9:27","13","cedar","H0853","HTo"
"Neh 13:26","36","sin","H0853","HTo"
"Jer 6:27","11","ways","H0853","HTo"
"Jer 19:12","19","city","H0853","HTo"
"Jer 25:18","1","Jerusalem","H0853","HTo"
"Jer 25:18","3","cities","H0853","HTo"
"Jer 25:18","7","kings","H0853","HTo"
"Jer 25:18","11","officials","H0853","HTo"
"Jer 25:18","17","desolation","H0853","HTo"
"Jer 26:6","5","house","H0853","HTo"
"Jer 26:6","13","city","H0853","HTo"
"Jer 29:26","21","stocks","H0853","HTo"
"Jer 34:18","3","men","H0853","HTo"
"Jer 34:18","9","covenant","H0853","HTo"
"Jer 34:18","13","terms","H0853","HTo"
"Jer 34:22","23","cities","H0853","HTo"
"Jer 51:25","12","whole","H0853","HTo"
"Jer 51:25","17","hand","H0853","HTo"
"Eze 3:8","3","face","H0853","HTo"
"Eze 3:8","11","forehead","H0853","HTo"
"Eze 3:17","12","from","H0853","HTo"
"Eze 6:14","2","hand","H0853","HTo"
"Eze 6:14","9","land","H0853","HTo"
"Eze 12:6","17","land","H0853","HTo"
"Eze 15:8","3","land","H0853","HTo"
"Eze 25:5","2","Rabbah","H0853","HTo"
"Eze 25:5","7","Ammon","H0853","HTo"
"Eze 29:10","12","land","H0853","HTo"
"Eze 29:12","2","land","H0853","HTo"
"Eze 29:12","22","Egyptians","H0853","HTo"
"Eze 32:15","4","land","H0853","HTo"
"Eze 32:15","11","all","H0853","HTo"
"Eze 33:7","14","from","H0853","HTo"
"Eze 34:26","3","around","H0853","HTo"
"Eze 35:7","2","Mount","H0853","HTo"
"Mic 6:16","17","desolation","H0853","HTo"
"Mal 2:9","5","despised","H0853","HTo"
"Mal 2:9","20","ways","H0853","HTo"
"Num 35:30","6","death","H0853","HTo"
"1Sa 8:18","22","day","H0853","HTo"
"1Sa 14:39","6","Israel","H0853","HTo"
"1Sa 20:28","3","Saul","H0853","HTo"
"1Ki 12:13","5","people","H0853","HTo"
"1Ki 12:13","9","counsel","H0853","HTo"
"1Ki 18:37","19","hearts","H0853","HTo"
"2Ch 10:13","10","counsel","H0853","HTo"
"Job 32:1","9","Job","H0853","HTo"
"Psa 34:4","2","Lord","H0853","HTo"
"Ecc 10:19","14","everything","H0853","HTo"
"Hos 2:15","4","her vineyards","H0853","HTo"
"Hos 2:15","9","Valley","H0853","HTo"
"Hos 2:21","11","heavens","H0853","HTo"
"Hos 2:21","17","earth","H0853","HTo"
"Hos 2:22","6","grain","H0853","HTo"
"Hos 2:22","9","wine","H0853","HTo"
"Hos 2:22","13","oil","H0853","HTo"
"Hos 2:22","19","Jezreel","H0853","HTo"
"Mic 3:4","8","hide","H0853","HTo"
"Mic 6:5","12","Balaam","H0853","HTo"
"Zec 10:6","2","house","H0853","HTo"
"Zec 10:6","6","house","H0853","HTo"
"Jos 24:7","14","sea","H0853","HTo"
"Jos 24:7","23","did","H0853","HTo"
"Judg 4:3","16","people","H0853","HTo"
"Judg 10:12","8","cried out","H0853","HTo"
"Judg 10:12","17","hand","H0853","HTo"
"1Sa 10:17","4","people","H0853","HTo"
"Lev 8:3","4","congregation","H0853","HTo"
"Lev 8:4","9","assembled","H0853","HTo"
"Num 1:18","9","congregation","H0853","HTo"
"Num 8:9","3","Levites","H0853","HTo"
"Num 8:9","10","whole","H0853","HTo"
"Num 10:7","2","assembly","H0853","HTo"
"Num 16:19","4","all","H0853","HTo"
"1Ki 8:1","4","elders","H0853","HTo"
"1Ki 8:1","8","heads","H0853","HTo"
"1Ki 8:1","25","ark","H0853","HTo"
"1Ki 12:21","5","all","H0853","HTo"
"1Ki 12:21","9","tribe","H0853","HTo"
"1Ki 12:21","28","kingdom","H0853","HTo"
"1Ch 13:5","3","all","H0853","HTo"
"1Ch 13:5","15","ark","H0853","HTo"
"1Ch 15:3","3","all","H0853","HTo"
"1Ch 15:3","10","ark","H0853","HTo"
"1Ch 28:1","5","all","H0853","HTo"
"1Ch 28:1","19","king","H0853","HTo"
"2Ch 5:2","4","elders","H0853","HTo"
"2Ch 5:2","7","all","H0853","HTo"
"2Ch 5:2","23","ark","H0853","HTo"
"2Ch 11:1","5","house","H0853","HTo"
"2Ch 11:1","24","kingdom","H0853","HTo"
"2Ch 20:26","13","Lord","H0853","HTo"
"2Ch 20:26","17","name","H0853","HTo"
"Est 9:15","24","hands","H0853","HTo"
"Est 9:18","26","day","H0853","HTo"
"Gen 4:26","9","name","H0853","HTo"
"Gen 21:3","3","name","H0853","HTo"
"Gen 41:8","9","all","H0853","HTo"
"Gen 41:8","13","all","H0853","HTo"
"Gen 41:8","22","dreams","H0853","HTo"
"Gen 41:8","29","Pharaoh","H0853","HTo"
"Gen 41:14","4","Joseph","H0853","HTo"
"Exo 19:7","12","all","H0853","HTo"
"Exo 33:7","5","tent","H0853","HTo"
"Exo 36:2","33","work","H0853","HTo"
"Jos 24:1","4","tribes","H0853","HTo"
"Jos 24:9","17","you","H0853","HTo"
"1Sa 9:13","10","before","H0853","HTo"
"1Sa 9:13","42","him","H0853","HTo"
"1Sa 9:13","47","immediately","H0853","HTo"
"1Sa 9:22","3","Saul","H0853","HTo"
"1Sa 9:22","5","young man","H0853","HTo"
"1Sa 19:7","9","all","H0853","HTo"
"1Sa 19:7","17","David","H0853","HTo"
"1Sa 20:38","15","arrows","H0853","HTo"
"1Sa 22:11","6","Ahimelech","H0853","HTo"
"1Sa 22:11","12","all","H0853","HTo"
"1Ki 1:10","4","Nathan","H0853","HTo"
"1Ki 1:10","12","mighty men","H0853","HTo"
"1Ki 1:10","15","Solomon","H0853","HTo"
"1Ki 12:20","13","assembly","H0853","HTo"
"1Ki 12:20","17","over","H0853","HTo"
"1Ki 18:3","13","Lord","H0853","HTo"
"2Ki 20:11","9","shadow","H0853","HTo"
"Isa 8:4","12","wealth","H0853","HTo"
"Isa 8:4","15","spoil","H0853","HTo"
"Isa 34:14","3","hyenas","H0853","HTo"
"Isa 43:22","3","call","H0853","HTo"
"Jer 29:12","2","come","H0853","HTo"
"Lam 1:19","23","strength","H0853","HTo"
"Eze 39:11","22","travelers","H0853","HTo"
"Eze 39:11","26","Gog","H0853","HTo"
"Eze 39:11","28","all","H0853","HTo"
"Amo 7:4","17","deep","H0853","HTo"
"Amo 7:4","21","land","H0853","HTo"
"Gen 2:19","11","every","H0853","HTo"
"Gen 4:17","3","wife","H0853","HTo"
"Gen 4:17","8","Enoch","H0853","HTo"
"Gen 4:25","3","wife","H0853","HTo"
"Gen 4:25","10","name","H0853","HTo"
"Gen 5:2","7","named","H0853","HTo"
"Gen 5:2","11","Man","H0853","HTo"
"Gen 25:26","24","them","H0853","HTo"
"Gen 26:18","4","wells","H0853","HTo"
"Gen 26:33","2","Shibah","H0853","HTo"
"Gen 28:19","2","name","H0853","HTo"
"Gen 30:21","6","name","H0853","HTo"
"Gen 38:3","5","name","H0853","HTo"
"Gen 38:4","6","name","H0853","HTo"
"Gen 38:5","6","name","H0853","HTo"
"Gen 38:5","15","him","H0853","HTo"
"Gen 41:45","11","Asenath","H0853","HTo"
"Gen 41:52","1","name","H0853","HTo"
"Gen 48:16","4","from","H0853","HTo"
"Gen 48:16","12","boys","H0853","HTo"
"Exo 16:31","4","name","H0853","HTo"
"Num 11:34","1","name","H0853","HTo"
"Num 11:34","13","people","H0853","HTo"
"Num 13:16","11","land","H0853","HTo"
"Num 21:3","8","Canaanites","H0853","HTo"
"Num 21:3","11","cities","H0853","HTo"
"Num 21:3","13","cities","H0853","HTo"
"Num 32:38","1","Nebo","H0853","HTo"
"Num 32:38","4","Baal-meon","H0853","HTo"
"Num 32:38","9","Sibmah","H0853","HTo"
"Num 32:38","15","names","H0853","HTo"
"Num 32:41","7","villages","H0853","HTo"
"Num 32:41","11","Havvoth-jair","H0853","HTo"
"Num 32:42","5","Kenath","H0853","HTo"
"Num 32:42","7","villages","H0853","HTo"
"Deu 3:14","5","all","H0853","HTo"
"Deu 3:14","11","Bashan","H0853","HTo"
"Deu 3:14","21","name","H0853","HTo"
"Jos 19:47","14","striking","H0853","HTo"
"Jos 19:47","18","sword","H0853","HTo"
"Jos 19:47","23","settled","H0853","HTo"
"Jos 21:9","12","cities","H0853","HTo"
"Jos 21:9","19","name","H0853","HTo"
"Judg 1:17","9","Canaanites","H0853","HTo"
"Judg 1:17","14","name","H0853","HTo"
"Judg 1:17","18","called","H0853","HTo"
"1Sa 1:20","11","name","H0853","HTo"
"2Sa 6:2","18","ark","H0853","HTo"
"2Sa 12:24","4","Bathsheba","H0853","HTo"
"2Sa 12:24","16","name","H0853","HTo"
"2Sa 12:25","8","name","H0853","HTo"
"2Sa 12:28","4","rest","H0853","HTo"
"2Sa 12:28","18","city","H0853","HTo"
"1Ki 7:21","3","pillars","H0853","HTo"
"1Ki 7:21","11","pillar","H0853","HTo"
"1Ki 7:21","16","name","H0853","HTo"
"1Ki 7:21","22","pillar","H0853","HTo"
"1Ki 7:21","27","name","H0853","HTo"
"1Ki 16:24","3","hill","H0853","HTo"
"1Ki 16:24","14","hill","H0853","HTo"
"1Ki 16:24","17","name","H0853","HTo"
"2Ki 14:7","5","Edomites","H0853","HTo"
"2Ki 14:7","12","Sela","H0853","HTo"
"2Ki 14:7","19","name","H0853","HTo"
"1Ch 6:65","21","cities","H0853","HTo"
"1Ch 6:65","26","name","H0853","HTo"
"1Ch 13:6","17","ark","H0853","HTo"
"2Ch 3:17","3","pillars","H0853","HTo"
"2Ch 7:14","32","land","H0853","HTo"
"Jer 34:15","7","right","H0853","HTo"
"Dan 10:1","26","word","H0853","HTo"
"Amo 9:12","3","remnant","H0853","HTo"
"Gen 41:43","5","chariot","H0853","HTo"
"Gen 41:43","18","all","H0853","HTo"
"Lev 23:4","10","time appointed","H0853","HTo"
"Lev 23:37","7","convocation","H0853","HTo"
"Lev 25:10","4","year","H0853","HTo"
"Deu 15:2","19","neighbor","H0853","HTo"
"Deu 15:2","22","brother","H0853","HTo"
"1Ki 21:12","4","Naboth","H0853","HTo"
"2Ki 11:14","32","clothes","H0853","HTo"
"2Ki 23:16","5","tombs","H0853","HTo"
"2Ki 23:16","13","bones","H0853","HTo"
"2Ki 23:16","38","things","H0853","HTo"
"Est 6:9","18","man","H0853","HTo"
"Est 6:11","4","robes","H0853","HTo"
"Est 6:11","7","horse","H0853","HTo"
"Est 6:11","11","Mordecai","H0853","HTo"
"Zec 7:7","4","words","H0853","HTo"
"Deu 31:11","20","law","H0853","HTo"
"Jos 8:34","6","words","H0853","HTo"
"2Ki 19:14","4","letter","H0853","HTo"
"2Ki 23:2","36","all","H0853","HTo"
"2Ch 34:30","31","all","H0853","HTo"
"Isa 37:14","4","letter","H0853","HTo"
"Jer 29:29","8","letter","H0853","HTo"
"Jer 36:6","15","words","H0853","HTo"
"Jer 36:10","8","words","H0853","HTo"
"Jer 36:13","5","all","H0853","HTo"
"Jer 36:21","4","Jehudi","H0853","HTo"
"Jer 36:21","9","scroll","H0853","HTo"
"Jer 51:63","10","book","H0853","HTo"
"Gen 13:16","2","offspring","H0853","HTo"
"Gen 13:16","15","dust","H0853","HTo"
"Gen 21:13","6","son","H0853","HTo"
"Gen 21:18","4","boy","H0853","HTo"
"Gen 21:18","7","hand","H0853","HTo"
"Gen 31:21","11","Euphrates","H0853","HTo"
"Gen 31:21","14","face","H0853","HTo"
"Gen 31:37","3","all","H0853","HTo"
"Gen 45:8","6","here","H0853","HTo"
"Gen 47:26","1","Joseph","H0853","HTo"
"Exo 10:2","12","dealt harshly","H0853","HTo"
"Exo 10:2","17","signs","H0853","HTo"
"Exo 14:21","3","hand","H0853","HTo"
"Exo 14:21","12","sea","H0853","HTo"
"Exo 14:21","23","sea","H0853","HTo"
"Exo 26:35","3","table","H0853","HTo"
"Exo 26:35","10","lampstand","H0853","HTo"
"Exo 28:12","2","two","H0853","HTo"
"Exo 28:12","17","names","H0853","HTo"
"Exo 29:6","10","crown","H0853","HTo"
"Exo 39:7","3","shoulder pieces","H0853","HTo"
"Exo 39:7","17","Moses","H0853","HTo"
"Exo 40:5","4","altar","H0853","HTo"
"Exo 40:5","14","screen","H0853","HTo"
"Exo 40:8","3","court","H0853","HTo"
"Exo 40:8","7","screen","H0853","HTo"
"Exo 40:18","4","tabernacle","H0853","HTo"
"Exo 40:18","7","bases","H0853","HTo"
"Exo 40:18","11","frames","H0853","HTo"
"Exo 40:18","15","poles","H0853","HTo"
"Exo 40:18","20","pillars","H0853","HTo"
"Exo 40:20","3","testimony","H0853","HTo"
"Exo 40:20","11","poles","H0853","HTo"
"Exo 40:20","18","mercy seat","H0853","HTo"
"Exo 40:21","3","ark","H0853","HTo"
"Exo 40:21","9","veil","H0853","HTo"
"Exo 40:21","22","Moses","H0853","HTo"
"Exo 40:29","2","altar","H0853","HTo"
"Exo 40:29","15","burnt offering","H0853","HTo"
"Exo 40:29","18","grain offering","H0853","HTo"
"Exo 40:29","25","Moses","H0853","HTo"
"Exo 40:30","3","basin","H0853","HTo"
"Lev 8:9","3","turban","H0853","HTo"
"Lev 8:9","18","plate","H0853","HTo"
"Lev 8:9","27","Moses","H0853","HTo"
"Lev 20:5","3","face","H0853","HTo"
"Lev 20:5","21","whoring","H0853","HTo"
"Lev 20:5","23","whoring","H0853","HTo"
"Lev 24:6","2","two","H0853","HTo"
"Jos 6:18","15","camp","H0853","HTo"
"Jos 6:18","20","it","H0853","HTo"
"Jos 8:12","7","ambush","H0853","HTo"
"Jos 8:28","4","Ai","H0853","HTo"
"Judg 7:22","9","sword","H0853","HTo"
"Judg 8:31","14","name","H0853","HTo"
"Judg 18:31","5","carved image","H0853","HTo"
"1Sa 6:15","5","ark","H0853","HTo"
"1Sa 6:15","9","box","H0853","HTo"
"1Sa 8:1","7","sons","H0853","HTo"
"2Sa 12:31","6","people","H0853","HTo"
"2Sa 12:31","24","brick kilns","H0853","HTo"
"1Ki 10:9","19","Israel","H0853","HTo"
"1Ki 12:29","3","one","H0853","HTo"
"1Ki 12:29","8","other","H0853","HTo"
"2Ki 10:27","2","pillar","H0853","HTo"
"2Ki 10:27","7","house","H0853","HTo"
"2Ch 6:11","4","ark","H0853","HTo"
"Est 2:17","4","Esther","H0853","HTo"
"Isa 21:4","7","twilight","H0853","HTo"
"Isa 62:7","9","Jerusalem","H0853","HTo"
"Isa 66:19","28","fame","H0853","HTo"
"Isa 66:19","34","glory","H0853","HTo"
"Isa 66:19","38","glory","H0853","HTo"
"Jer 10:22","13","cities","H0853","HTo"
"Jer 25:12","19","iniquity","H0853","HTo"
"Jer 25:12","28","waste","H0853","HTo"
"Jer 44:12","2","remnant","H0853","HTo"
"Eze 15:7","2","face","H0853","HTo"
"Eze 15:7","24","face","H0853","HTo"
"Eze 17:4","3","topmost","H0853","HTo"
"Eze 21:20","6","Rabbah","H0853","HTo"
"Eze 21:20","10","Judah","H0853","HTo"
"Amo 9:4","14","sword","H0853","HTo"
"Mic 4:7","2","lame","H0853","HTo"
"Mic 5:1","12","judge","H0853","HTo"
"Zec 12:2","4","Jerusalem","H0853","HTo"
"Zec 12:3","7","Jerusalem","H0853","HTo"
"Zec 12:6","6","clans","H0853","HTo"
"Zec 12:6","28","peoples","H0853","HTo"
"2Ki 17:34","15","Lord","H0853","HTo"
"2Ki 17:34","37","children","H0853","HTo"
"Gen 3:23","11","ground","H0853","HTo"
"Gen 8:7","3","raven","H0853","HTo"
"Gen 8:8","3","dove","H0853","HTo"
"Gen 8:12","8","dove","H0853","HTo"
"Gen 12:20","8","wife","H0853","HTo"
"Gen 12:20","10","wife","H0853","HTo"
"Gen 12:20","12","and","H0853","HTo"
"Gen 12:20","14","all","H0853","HTo"
"Gen 19:29","5","cities","H0853","HTo"
"Gen 19:29","11","Abraham","H0853","HTo"
"Gen 19:29","14","Lot","H0853","HTo"
"Gen 19:29","23","cities","H0853","HTo"
"Gen 28:5","3","Jacob","H0853","HTo"
"Gen 31:27","8","not","H0853","HTo"
"Gen 38:20","3","young goat","H0853","HTo"
"Gen 43:4","5","brother","H0853","HTo"
"Gen 43:14","17","brother","H0853","HTo"
"Gen 43:14","19","Benjamin","H0853","HTo"
"Gen 46:5","8","Jacob","H0853","HTo"
"Gen 46:5","12","little ones","H0853","HTo"
"Gen 46:5","16","wives","H0853","HTo"
"Gen 46:5","26","him","H0853","HTo"
"Gen 46:28","2","Judah","H0853","HTo"
"Exo 2:5","19","basket","H0853","HTo"
"Exo 2:5","26","servant woman","H0853","HTo"
"Exo 3:10","10","people","H0853","HTo"
"Exo 4:28","6","words","H0853","HTo"
"Exo 4:28","14","signs","H0853","HTo"
"Exo 9:7","18","people","H0853","HTo"
"Exo 9:19","4","livestock","H0853","HTo"
"Exo 9:19","7","all","H0853","HTo"
"Exo 18:27","2","father-in-law","H0853","HTo"
"Exo 23:28","3","hornets","H0853","HTo"
"Exo 23:28","10","Hivites","H0853","HTo"
"Exo 23:28","13","Canaanites","H0853","HTo"
"Exo 23:28","16","Hittites","H0853","HTo"
"Exo 24:5","2","young men","H0853","HTo"
"Exo 33:2","8","Canaanites","H0853","HTo"
"Lev 16:10","27","Azazel","H0853","HTo"
"Lev 16:21","3","both","H0853","HTo"
"Lev 16:21","17","iniquities","H0853","HTo"
"Lev 16:21","22","transgressions","H0853","HTo"
"Lev 16:21","32","head","H0853","HTo"
"Lev 20:23","16","all","H0853","HTo"
"Lev 26:22","6","beasts","H0853","HTo"
"Lev 26:22","9","destroy","H0853","HTo"
"Lev 26:22","12","livestock","H0853","HTo"
"Lev 26:22","18","deserted","H0853","HTo"
"Num 5:3","16","camp","H0853","HTo"
"Num 13:2","6","land","H0853","HTo"
"Num 13:3","1","Moses","H0853","HTo"
"Num 14:36","10","land","H0853","HTo"
"Num 14:36","14","all","H0853","HTo"
"Num 21:6","6","serpents","H0853","HTo"
"Num 21:6","12","people","H0853","HTo"
"Num 21:32","5","Jazer","H0853","HTo"
"Num 21:32","12","Amorites","H0853","HTo"
"Num 31:6","1","Moses","H0853","HTo"
"Num 31:6","10","Phinehas","H0853","HTo"
"Num 31:6","12","Phinehas","H0853","HTo"
"Num 32:8","9","Kadesh-barnea","H0853","HTo"
"Num 32:8","15","land","H0853","HTo"
"Deu 19:12","5","from","H0853","HTo"
"Deu 19:12","12","to","H0853","HTo"
"Jos 14:11","10","Moses","H0853","HTo"
"Jos 18:4","16","view","H0853","HTo"
"Jos 22:13","20","Phinehas","H0853","HTo"
"Jos 24:5","2","Moses","H0853","HTo"
"Jos 24:5","4","Aaron","H0853","HTo"
"Jos 24:5","8","Egypt","H0853","HTo"
"Jos 24:5","18","you","H0853","HTo"
"Jos 24:12","4","hornet","H0853","HTo"
"Jos 24:12","10","before","H0853","HTo"
"Jos 24:28","4","people","H0853","HTo"
"Judg 2:6","4","people","H0853","HTo"
"Judg 2:6","16","land","H0853","HTo"
"Judg 3:15","11","Ehud","H0853","HTo"
"Judg 3:18","8","tribute","H0853","HTo"
"Judg 3:18","12","people","H0853","HTo"
"Judg 7:8","4","provisions","H0853","HTo"
"Judg 7:8","9","trumpets","H0853","HTo"
"Judg 7:8","14","all","H0853","HTo"
"Judg 19:29","7","knife","H0853","HTo"
"1Sa 4:4","8","ark","H0853","HTo"
"1Sa 6:6","5","hearts","H0853","HTo"
"1Sa 6:6","14","hearts","H0853","HTo"
"1Sa 6:8","2","ark","H0853","HTo"
"1Sa 6:8","8","cart","H0853","HTo"
"1Sa 6:8","16","figures","H0853","HTo"
"1Sa 6:8","28","go","H0853","HTo"
"1Sa 12:8","13","Moses","H0853","HTo"
"1Sa 12:8","15","Aaron","H0853","HTo"
"1Sa 12:8","19","fathers","H0853","HTo"
"1Sa 12:11","3","Jerubbaal","H0853","HTo"
"1Sa 12:11","5","Barak","H0853","HTo"
"1Sa 12:11","8","Jephthah","H0853","HTo"
"1Sa 12:11","11","Samuel","H0853","HTo"
"1Sa 12:11","16","hand","H0853","HTo"
"1Sa 19:20","6","David","H0853","HTo"
"1Sa 19:20","9","company","H0853","HTo"
"1Sa 20:31","23","for","H0853","HTo"
"1Sa 25:25","6","regard","H0853","HTo"
"1Sa 25:25","36","young men","H0853","HTo"
"1Sa 31:9","2","head","H0853","HTo"
"1Sa 31:9","6","armor","H0853","HTo"
"1Sa 31:9","20","people","H0853","HTo"
"2Sa 3:26","12","cistern","H0853","HTo"
"2Sa 8:10","4","Joram","H0853","HTo"
"2Sa 10:7","4","Joab","H0853","HTo"
"2Sa 10:7","6","all","H0853","HTo"
"2Sa 10:16","4","Syrians","H0853","HTo"
"2Sa 11:6","8","Uriah","H0853","HTo"
"2Sa 11:6","14","Uriah","H0853","HTo"
"2Sa 11:18","6","all","H0853","HTo"
"2Sa 11:22","8","all","H0853","HTo"
"2Sa 14:29","9","king","H0853","HTo"
"2Sa 15:12","6","sacrifices","H0853","HTo"
"2Sa 15:12","9","Ahithophel","H0853","HTo"
"2Sa 19:31","18","Jordan","H0853","HTo"
"1Ki 1:44","6","Zadok","H0853","HTo"
"1Ki 1:44","10","Nathan","H0853","HTo"
"1Ki 1:44","28","mule","H0853","HTo"
"1Ki 7:13","6","Hiram","H0853","HTo"
"1Ki 9:7","2","Israel","H0853","HTo"
"1Ki 9:7","14","house","H0853","HTo"
"1Ki 12:18","5","Adoram","H0853","HTo"
"1Ki 15:20","8","commanders","H0853","HTo"
"1Ki 15:20","19","Ijon","H0853","HTo"
"1Ki 15:20","21","Dan","H0853","HTo"
"1Ki 15:20","25","all","H0853","HTo"
"1Ki 15:20","27","all","H0853","HTo"
"1Ki 18:19","7","all","H0853","HTo"
"1Ki 18:19","17","prophets","H0853","HTo"
"1Ki 18:20","9","prophets","H0853","HTo"
"2Ki 5:24","14","men","H0853","HTo"
"2Ki 10:7","11","sons","H0853","HTo"
"2Ki 10:7","17","heads","H0853","HTo"
"2Ki 11:4","9","captains","H0853","HTo"
"2Ki 11:4","20","house","H0853","HTo"
"2Ki 11:4","38","son","H0853","HTo"
"2Ki 11:4","40","son","H0853","HTo"
"2Ki 12:18","5","all","H0853","HTo"
"2Ki 12:18","20","sacred gifts","H0853","HTo"
"2Ki 12:18","24","all","H0853","HTo"
"2Ki 15:37","12","Pekah","H0853","HTo"
"2Ki 16:8","4","silver","H0853","HTo"
"2Ki 16:8","7","gold","H0853","HTo"
"2Ki 16:10","13","altar","H0853","HTo"
"2Ki 16:10","26","model","H0853","HTo"
"2Ki 16:10","30","pattern","H0853","HTo"
"2Ki 16:11","6","altar","H0853","HTo"
"2Ki 18:17","4","Tartan","H0853","HTo"
"2Ki 18:17","6","Rab-saris","H0853","HTo"
"2Ki 18:17","9","Rabshakeh","H0853","HTo"
"2Ki 19:2","2","Eliakim","H0853","HTo"
"2Ki 19:2","12","senior","H0853","HTo"
"2Ki 19:4","7","words","H0853","HTo"
"2Ki 19:16","12","words","H0853","HTo"
"1Ch 8:8","10","Hushim","H0853","HTo"
"1Ch 8:8","13","Baara","H0853","HTo"
"1Ch 10:9","4","head","H0853","HTo"
"1Ch 10:9","7","armor","H0853","HTo"
"1Ch 10:9","18","idols","H0853","HTo"
"1Ch 10:9","22","people","H0853","HTo"
"1Ch 18:10","3","Hadoram","H0853","HTo"
"1Ch 19:8","4","Joab","H0853","HTo"
"1Ch 19:8","6","all","H0853","HTo"
"1Ch 19:16","11","Syrians","H0853","HTo"
"2Ch 7:10","13","people","H0853","HTo"
"2Ch 10:18","5","Hadoram","H0853","HTo"
"2Ch 16:4","8","commanders","H0853","HTo"
"2Ch 16:4","19","Ijon","H0853","HTo"
"2Ch 16:4","21","Dan","H0853","HTo"
"2Ch 16:4","24","Abel-maim","H0853","HTo"
"2Ch 16:4","27","all","H0853","HTo"
"2Ch 24:23","17","all","H0853","HTo"
"2Ch 34:8","17","Shaphan","H0853","HTo"
"2Ch 34:8","21","Maaseiah","H0853","HTo"
"2Ch 34:8","27","Joah","H0853","HTo"
"2Ch 34:8","36","house","H0853","HTo"
"2Ch 34:29","5","all","H0853","HTo"
"2Ch 36:10","20","Zedekiah","H0853","HTo"
"Neh 2:9","13","letters","H0853","HTo"
"Neh 6:4","14","manner","H0853","HTo"
"Neh 6:5","11","servant","H0853","HTo"
"Est 5:10","9","friends","H0853","HTo"
"Est 5:10","14","Zeresh","H0853","HTo"
"Est 9:20","6","things","H0853","HTo"
"Psa 59:1","11","house","H0853","HTo"
"Isa 20:1","7","Sargon","H0853","HTo"
"Isa 36:2","4","Rabshakeh","H0853","HTo"
"Isa 37:2","2","Eliakim","H0853","HTo"
"Isa 37:2","8","Shebna","H0853","HTo"
