cluster,verse,term,strongs,bucket,overlap,R_read,M_lexical,flagged
M28,Pro 1:22,cha.mu.dah,H2530B,LOW,0.14,"desirableness (the object or quality of being desired — i.e., their scoffing as what they find delightful)","desirableness, preciousness",0
M28,Lam 2:4,mach.mad,H4261,LOW,0.14,delightful / desirable ones — the cherished people the LORD slew,"desire, desirable thing, pleasant thing",0
M28,Hos 5:3,za.nah,H2181,LOW,0.14,to have played the harlot — spiritual-sexual infidelity against God,"to be a harlot, act as a harlot, commit fornication to commit adultery to be a c /// to cause to commit adultery to force into prostitution to commit fornication /// to play the harlot",0
M30,Deu 11:17,a.tsar,H6113,LOW,0.14,to shut up / restrain — God shutting the heavens so there is no rain,"to be restrained, be stayed, be under restraint /// to restrain, halt, stop to retain",0
M30,Mar 6:52,pōroō,G4456,LOW,0.14,to become callous/unimpressible; hearts rendered dull and unresponsive,"to harden, deaden, make dull to petrify; to harden;, in NT to harden the feeling",0
M30,Jer 20:10,sha.mar,H8104I,LOW,0.14,watching/waiting for someone's fall (vigilant hostile observation),"1a1) to keep, have charge of 1a2) to keep, guard, keep watch and ward, protect, /// to keep, pay heed 1d)",0
M30,Lev 19:30,sha.mar,H8104G,LOW,0.14,to keep/observe — observe YHWH's Sabbaths (paired with reverence for the sanctuary),"1a1) to keep, have charge of 1a2) to keep, guard, keep watch and ward, protect, /// 1b1) to be on one's guard, take heed, take care, beware 1b2) to keep oneself, re",0
M30,Deu 33:9,sha.mar,H8104G,LOW,0.14,"to observe, keep (a word/covenant—faithful performance of obligation)","1a1) to keep, have charge of 1a2) to keep, guard, keep watch and ward, protect, /// 1b1) to be on one's guard, take heed, take care, beware 1b2) to keep oneself, re",0
M30,2Ch 34:21,sha.mar,H8104G,LOW,0.14,to keep / observe — the keeping of God's word the fathers failed,"1a1) to keep, have charge of 1a2) to keep, guard, keep watch and ward, protect, /// 1b1) to be on one's guard, take heed, take care, beware 1b2) to keep oneself, re",0
M30,2Sa 22:44,sha.mar,H8104H,LOW,0.14,to keep / preserve — God keeping David as head of the nations,"1a1) to keep, have charge of 1a2) to keep, guard, keep watch and ward, protect, /// 1b1) to be on one's guard, take heed, take care, beware 1b2) to keep oneself, re /// to keep oneself from",0
M30,Eze 44:24,sha.mar,H8104G,LOW,0.14,to keep / observe — the priests keeping the LORD's laws and statutes,"1a1) to keep, have charge of 1a2) to keep, guard, keep watch and ward, protect, /// 1b1) to be on one's guard, take heed, take care, beware 1b2) to keep oneself, re",0
M31,Gal 2:16,pisteuō,G4100,LOW,0.14,to believe in Christ Jesus — an aorist act of entrusting oneself to Christ,"to believe, put one’s faith in, trust, with an implication that actions based on",0
M31,Rom 12:3,pistis,G4102G,LOW,0.14,a measure of faith (as the divinely assigned standard for self-assessment),"faith, faithfulness, belief, trust, with an implication that actions based on th",0
M31,Rom 14:1,pistis,G4102G,LOW,0.14,"faith as personal conviction/assurance (weak in it — doubting, unsettled)","faith, faithfulness, belief, trust, with an implication that actions based on th",0
M33,Job 6:24,cha.resh,H2790B,LOW,0.14,"to be silent, hold one's tongue — as the inner response to receiving understanding","to be silent to be deaf /// to be silent, keep quiet to make silent to be deaf, show deafness",0
M33,Gen 24:21,cha.resh,H2790B,LOW,0.14,"to be silent, hold one's peace — maintaining deliberate silence while observing","to be silent to be deaf /// to be silent, keep quiet to make silent to be deaf, show deafness",0
M33,Joh 14:27,eirēnē,G1515,LOW,0.14,"tranquility, inner welfare, and well-being bestowed as a personal gift","peace, harmony, tranquility; peace, Lk. 14:32; Acts 12:20; tranquillity, safety,",0
M33,Act 12:20,eirēnē,G1515,LOW,0.14,peace — the reconciliation the threatened cities sought with the furious king,"peace, harmony, tranquility; peace, Lk. 14:32; Acts 12:20; tranquillity, safety,",0
M33,Jer 33:9,sha.lom,H7965I,LOW,0.14,"welfare, health, prosperity (the good/prosperity God provides for the city)",": well-being 1) completeness, soundness, welfare, peace 1a) completeness (in num",0
M33,Job 25:2,sha.lom,H7965G,LOW,0.14,"peace, ordered well-being (the harmony God establishes in His heights)",": peace 1) completeness, soundness, welfare, peace 1a) completeness (in number)",0
M33,Pro 12:20,sha.lom,H7965G,LOW,0.14,peace — the constructive wholeness/well-being that peace-planners purpose for others,": peace 1) completeness, soundness, welfare, peace 1a) completeness (in number)",0
M33,Eze 16:42,sha.qat,H8252,LOW,0.14,to be calm / quiet — God becoming calm after his wrath is satisfied,"to be quiet, be undisturbed to be at peace (of land) to be quiet, be inactive /// to show quietness quietness, display of quietness (subst) to quiet, be quiet to",0
M34,2Pe 3:9,makrothumeō,G3114,LOW,0.14,"to be patient, long-suffering, forbearing—deliberate restraint of action",to have patience; to be patient; to exhibit internal and external control in a d,0
M34,Psa 60:1,na.tsah,H5327A,LOW,0.14,to struggle / strive (in war) — David's warring against the Arameans,to struggle,0
M34,Psa 79:5,ne.tsach,H5331,LOW,0.14,forever / perpetuity — the duration the psalmist fears God's anger will have,"eminence, perpetuity, strength, victory, enduring, everlastingness eminence endu",0
M34,Psa 89:46,ne.tsach,H5331,LOW,0.14,forever / perpetuity — the duration of God's hiddenness the lament protests,"eminence, perpetuity, strength, victory, enduring, everlastingness eminence endu",0
M35,1Ti 6:9,peirasmos,G3986G,LOW,0.14,temptation — the state of being drawn toward sin through the desire for riches,"test; trial; temptation a putting to the proof, proof, trial, 1Pet. 4:12; Heb. 3",0
M36,Psa 2:11,a.vad,H5647H,LOW,0.14,to serve/worship God (covenantal service-worship directed to the Lord),"1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be led or enticed to serve",0
M36,Deu 10:12,a.vad,H5647G,LOW,0.14,to serve (God with all one's heart and soul — dedicated covenant service),"1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be worked 1d)",0
M36,Deu 10:20,a.vad,H5647G,LOW,0.14,to serve (the LORD — ongoing covenant service as an expression of allegiance),"1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be worked 1d)",0
M36,Deu 6:13,a.vad,H5647G,LOW,0.14,to serve God (cultic/covenantal service directed to YHWH),"1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be worked 1d)",0
M36,Deu 13:13,a.vad,H5647H,LOW,0.14,to serve/worship (gods — religious devotion and cultic service),"1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be led or enticed to serve",0
M36,Deu 28:64,a.vad,H5647H,LOW,0.14,to serve / worship (other gods — in the context of worldwide dispersion),"1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be led or enticed to serve",0
M36,Deu 29:26,a.vad,H5647H,LOW,0.14,"to serve/worship (other gods, cultic religious service)","1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be led or enticed to serve",0
M36,Judg 3:8,a.vad,H5647G,LOW,0.14,to serve (someone) — Israel's enforced servitude to the oppressor king,"1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be worked 1d)",0
M36,Deu 5:9,a.vad,H5647H,LOW,0.14,to serve / worship (idols) — the forbidden service of carved gods,"1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be led or enticed to serve",0
M36,Exo 20:5,a.vad,H5647H,LOW,0.14,to serve / worship (idols) — the forbidden service of graven images,"1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be led or enticed to serve",0
M37,Isa 66:4,ba.char,H0977,LOW,0.14,"to choose, elect (God choosing harsh treatment as a deliberate act)",to be chosen /// to choose,0
M37,Isa 43:10,ba.char,H0977,LOW,0.14,"to choose, elect (God's sovereign act of election toward his servant)",to be chosen /// to choose,0
M37,Rom 8:27,entunchanō,G1793,LOW,0.14,to intercede for — the Spirit pleading on behalf of the saints before God,"to intercede, appeal, petition to fill in with, meet; to have conversation with,",0
M37,2Ch 6:33,qa.ra,H7121H,LOW,0.14,to call to / call upon God (the foreigner's act of prayer/petition),"1a1) to call, cry, utter a loud sound 1a2) to call unto, cry (for help), call (w /// 1b1) to call oneself 1b2) to be called, be proclaimed, be read aloud, be summone /// to be called, be named, be called out, be chosen",0
M37,Gen 19:5,qa.ra,H7121I,LOW,0.14,to call out / shout to (audible address directed at another person),"1a1) to call, cry, utter a loud sound 1a2) to call unto, cry (for help), call (w /// 1b1) to call oneself 1b2) to be called, be proclaimed, be read aloud, be summone",0
M37,Ecc 6:10,qa.ra,H7121H,LOW,0.14,to be named (given a name; identity fixed by prior designation),"1a1) to call, cry, utter a loud sound 1a2) to call unto, cry (for help), call (w /// 1b1) to call oneself 1b2) to be called, be proclaimed, be read aloud, be summone /// to be called, be named, be called out, be chosen",0
M37,Mal 1:4,qa.ra,H7121H,LOW,0.14,"to call / name — to designate Edom by a name of judgment (""the wicked country"")","1a1) to call, cry, utter a loud sound 1a2) to call unto, cry (for help), call (w /// 1b1) to call oneself 1b2) to be called, be proclaimed, be read aloud, be summone /// to be called, be named, be called out, be chosen",0
M37,Pro 18:6,qa.ra,H7121G,LOW,0.14,to call for / invite — the fool's mouth calling down a beating on himself,"1a1) to call, cry, utter a loud sound 1a2) to call unto, cry (for help), call (w /// 1b1) to call oneself 1b2) to be called, be proclaimed, be read aloud, be summone /// to be called, be named, be called out, be chosen",0
M38,Phili 2:12,soteria,G4991,LOW,0.14,"salvation — the believer's spiritual and eternal deliverance, to be actively worked out","a saving, preservation, rescue, deliverance, the state of not being in grave dan",0
M38,Mat 14:30,sōzō,G4982,LOW,0.14,"to save, rescue from physical peril (imperative cry for rescue from drowning)","to save to bring safely, restore to health",0
M38,Rom 5:9,sōzō,G4982,LOW,0.14,to save — the salvation from divine wrath the justified are assured of through Christ,"to save to bring safely, restore to health",0
M39,Psa 115:13,ba.rakh,H1288,LOW,0.14,to bless (God actively bestowing blessing upon those who fear him),"to be blessed, be adored /// to be blessed, bless oneself /// to bless /// to bless oneself (TWOT) to praise, salute, curse Aramaic equivalent: be.rakh (בּ /// to cause to kneel /// to kneel to bless",0
M39,Num 24:10,ba.rakh,H1288,LOW,0.14,to bless — Balaam blessing Israel three times instead of cursing,"to be blessed, be adored /// to be blessed, bless oneself /// to bless /// to bless oneself (TWOT) to praise, salute, curse Aramaic equivalent: be.rakh (בּ /// to cause to kneel /// to kneel to bless",0
M39,1Sa 25:39,ba.rakh,H1288,LOW,0.14,to bless — David blessing the LORD for vindicating him against Nabal,"to be blessed, be adored /// to be blessed, bless oneself /// to bless /// to bless oneself (TWOT) to praise, salute, curse Aramaic equivalent: be.rakh (בּ /// to cause to kneel /// to kneel to bless",0
M39,Luk 1:30,charis,G5485,LOW,0.14,"favor, acceptance (divine favor found/received by Mary from God)","grace, the state of kindness and favor toward someone, often with a focus on a b",0
M39,Act 18:27,charis,G5485,LOW,0.14,graciously bestowed divine favor through which people came to believe,"grace, the state of kindness and favor toward someone, often with a focus on a b",0
M39,Luk 2:52,charis,G5485,LOW,0.14,favor—growing acceptance and good standing with God and with people,"grace, the state of kindness and favor toward someone, often with a focus on a b",0
M39,Rom 12:3,charis,G5485,LOW,0.14,grace (the graciously devolved commission/authority by which Paul speaks),"grace, the state of kindness and favor toward someone, often with a focus on a b",0
M39,Pro 17:8,chen,H2580,LOW,0.14,charm/magic appeal perceived in the bribe (like a charm-stone),"favour, grace, charm favour, grace, elegance favour, acceptance",0
M39,Jer 32:40,ya.tav,H3190,LOW,0.14,"doing good, performing acts of benefit toward the people","to be glad, be joyful to be well placed to be well for, be well with, go well wi /// to make glad, rejoice to do good to, deal well with to do well, do thoroughly to",0
M41,Isa 41:12,ba.qash,H1245,LOW,0.14,to seek — Israel seeking her vanished adversaries and finding none,"to be sought /// to seek to find to seek to secure to seek the face to desire, demand to require,",0
M41,Lev 10:16,da.rash,H1875,LOW,0.14,to inquire / seek diligently — Moses' careful investigation of the offering,"to allow oneself to be enquired of, consulted (only of God) to be sought, be sou /// to resort to, frequent (a place), (tread a place) to consult, enquire of, seek o",0
M41,Mic 6:9,sha.ma,H8085G,LOW,0.14,"hear, listen and obey (imperative summons to attentive response)","1a1) to hear (perceive by ear) 1a2) to hear of or concerning 1a3) to hear (have /// 1b1) to be heard (of voice or sound) 1b2) to be heard of 1b3) to be regarded, be /// 1d1) to cause to hear, tell, proclaim, utter a sound 1d2) to sound aloud (musica",0
M41,Num 12:6,sha.ma,H8085G,LOW,0.14,"to hear, listen attentively (summons to receive divine speech)","1a1) to hear (perceive by ear) 1a2) to hear of or concerning 1a3) to hear (have /// 1b1) to be heard (of voice or sound) 1b2) to be heard of 1b3) to be regarded, be /// 1d1) to cause to hear, tell, proclaim, utter a sound 1d2) to sound aloud (musica",0
M41,Neh 4:1,sha.ma,H8085G,LOW,0.14,to hear — Sanballat's hearing of the wall-building that provokes his anger,"1a1) to hear (perceive by ear) 1a2) to hear of or concerning 1a3) to hear (have /// 1b1) to be heard (of voice or sound) 1b2) to be heard of 1b3) to be regarded, be /// 1d1) to cause to hear, tell, proclaim, utter a sound 1d2) to sound aloud (musica",0
M41,Isa 28:9,she.mu.ah,H8052,LOW,0.14,"report, message — the prophetic or divine word to be explained/transmitted","report, news, rumour report, news, tidings mention",0
M41,Isa 64:9,za.khar,H2142,LOW,0.14,"to remember — God's remembering of iniquity, which the people ask him to forgo"," /// to be brought to remembrance, be remembered, be thought of, be brought to mind /// to cause to remember, remind to cause to be remembered, keep in remembrance to m /// to remember, recall",0
M41,Mar 11:18,zēteō,G2212,LOW,0.14,to endeavor/strive to destroy him (hostile purposeful seeking),"to look for, seek out; to try to obtain, desire to possess, strive for to seek,",0
M41,Mar 12:12,zēteō,G2212,LOW,0.14,to endeavor/strive to arrest him (hostile purposeful seeking),"to look for, seek out; to try to obtain, desire to possess, strive for to seek,",0
M41,1Cor 13:5,zēteō,G2212,LOW,0.14,"to seek — the self-seeking love does NOT do (""does not insist on its own way"")","to look for, seek out; to try to obtain, desire to possess, strive for to seek,",0
M44,2Sa 12:5,chay.yah,H2416D,LOW,0.14,"[OT-DBR ARTIFACT] — the form is the oath ""As the LORD lives,"" not ""community""",community,0
M44,Jer 10:10,chay.yah,H2416D,LOW,0.14,"[OT-DBR ARTIFACT] — the word is chay ""living"" (the living God), not ""community""",community,0
M44,Neh 5:9,o.yev,H0341,LOW,0.14,national enemies (those whose taunts Israel should seek to prevent),enemy personal national,0
M44,Lam 2:4,o.yev,H0341,LOW,0.14,enemy — the LORD acting LIKE an enemy/foe against Zion,enemy personal national,0
M44,Pro 23:11,riv,H7378,LOW,0.14,to plead (a cause) — the strong Redeemer pleading the orphan's cause against the encroacher,"to contend against /// to strive physically with words to conduct a case or suit (legal), sue to make c",0
M45,Psa 55:19,cha.li.phah,H2487,LOW,0.14,change — inner or dispositional alteration; here its absence is noted,"a change, change (of garments), replacement change (of raiment) relays relief (f",0
M45,Jer 36:3,shuv,H7725O,LOW,0.14,"turn from his evil way, repent (moral-spiritual reorientation)","1a1) to turn back, return 1a1a) to turn back 1a1b) to return, come or go back 1a /// to cause to return, bring back 1d1) to bring back, allow to return, put back, dr",0
M46,Isa 37:29,sha.a.nan,H7600,LOW,0.14,"arrogance, pride (the careless self-confident insolence of the king)","adj 1) at ease, quiet, secure 1a) at ease, secure 1b) at ease, careless, wanton,",0
M05,1Cor 13:2,agapē,G0026,LOW,0.15,"active, self-giving love — the indispensable relational virtue whose absence renders all other gifts void","love, in the NT usually the active love of God for his Son and his people, and t",0
M05,Jon 4:2,che.sed,H2617B,LOW,0.15,"reproach, shame (as listed; contextually anomalous — this instance is likely a tagging anomaly, but the field must reflect the supplied sense_options)","a reproach, shame",0
M02,Psa 2:12,a.naph,H0599,LOW,0.17,to be angry (of the Son) — the swiftly-kindled anger of the enthroned Son,to be angry (always of God) /// to be angry (of God),0
M02,Neh 4:7,cha.rah,H2734,LOW,0.17,to be angry — the enemies' fury at the progress of the wall-repair," /// to be angry with, be incensed /// to burn, kindle /// to burn, kindle (anger) /// to heat oneself in vexation",0
M02,Zec 8:2,che.mah,H2534,LOW,0.17,wrath — the great wrath paired with God's jealousy for Zion,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,2Ch 34:21,che.mah,H2534,LOW,0.17,wrath — God's great wrath poured out for the fathers' disobedience,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,2Ki 22:13,che.mah,H2534,LOW,0.17,wrath — God's great wrath kindled for the fathers' disobedience,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Deu 29:23,che.mah,H2534,LOW,0.17,wrath — God's wrath in the overthrow of Sodom and the cities of the plain,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Deu 29:28,che.mah,H2534,LOW,0.17,fury / wrath — God's fury in uprooting Israel from the land,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Est 5:9,che.mah,H2534,LOW,0.17,wrath — Haman's wrath at Mordecai's refusal to honour him,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Est 7:10,che.mah,H2534,LOW,0.17,"wrath — the king's wrath, abated once Haman is hanged","heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Eze 13:15,che.mah,H2534,LOW,0.17,wrath — God's wrath fully spent on the wall and its whitewashers,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Eze 20:21,che.mah,H2534,LOW,0.17,wrath — God's wrath threatened against the rebellious children,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Eze 20:34,che.mah,H2534,LOW,0.17,wrath — God's poured-out wrath accompanying the regathering from exile,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Eze 7:8,che.mah,H2534,LOW,0.17,wrath — God's wrath poured out and spent in judgment for their abominations,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Hab 2:15,che.mah,H2534,LOW,0.17,wrath — the wrath the oppressor pours out to intoxicate and shame his neighbour,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Hos 7:5,che.mah,H2534,LOW,0.17,"heat (of wine) — the inflaming heat wine produces, sickening the princes","heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Isa 51:20,che.mah,H2534,LOW,0.17,wrath — the wrath of the LORD with which Jerusalem's fainting sons are filled,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Isa 51:22,che.mah,H2534,LOW,0.17,wrath — the cup of God's wrath now removed from Jerusalem,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Isa 59:18,che.mah,H2534,LOW,0.17,wrath — God's wrath repaid to his adversaries according to their deeds,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Isa 63:3,che.mah,H2534,LOW,0.17,wrath — the divine wrath in which God treads the nations in the winepress,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Jer 18:20,che.mah,H2534,LOW,0.17,wrath — the divine wrath Jeremiah had interceded to turn away,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Jer 21:5,che.mah,H2534,LOW,0.17,great wrath — God's great wrath in fighting against Jerusalem,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Jer 25:15,che.mah,H2534,LOW,0.17,wrath — God's wrath as a cup of wine the nations must drink,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Jer 32:37,che.mah,H2534,LOW,0.17,"wrath — the wrath that scattered Israel, now followed by regathering","heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Jer 33:5,che.mah,H2534,LOW,0.17,wrath — the divine wrath in which God strikes down the city's defenders,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Jer 36:7,che.mah,H2534,LOW,0.17,wrath — the great pronounced wrath that repentance might yet avert,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Jer 6:11,che.mah,H2534,LOW,0.17,"wrath — the wrath of the LORD filling the prophet, who is wearied holding it in","heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Job 21:20,che.mah,H2534,LOW,0.17,wrath — the wrath of the Almighty Job would have the wicked drink themselves,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Mic 5:15,che.mah,H2534,LOW,0.17,wrath — the divine wrath executing vengeance on the disobedient nations,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Nah 1:2,che.mah,H2534,LOW,0.17,wrath — the divine wrath the LORD reserves and keeps for his enemies,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Pro 15:1,che.mah,H2534,LOW,0.17,wrath (human) — the wrath a soft answer turns away,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Pro 22:24,che.mah,H2534,LOW,0.17,wrath (human temperament) — the habitual wrath of the wrathful man to avoid,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Pro 29:22,che.mah,H2534,LOW,0.17,wrath (human temperament) — the wrath of the man who stirs up strife,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Psa 58:4,che.mah,H2534,LOW,0.17,venom / poison — the serpent's venom imaging the wicked's malignity,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Psa 59:13,che.mah,H2534,LOW,0.17,wrath — the divine wrath the psalmist invokes to consume his enemies,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,2Cor 9:2,erethizō,G2042,LOW,0.17,"to incite, stimulate — to arouse others to positive action","to stir up, provoke, arouse; embitter, provoke, irritate to provoke, to irritate",0
M02,Psa 31:9,ka.a.s,H3708B,LOW,0.17,grief / sorrow — the consuming grief that wastes the psalmist's eye and being,"anger, vexation, provocation, grief vexation of men of God vexation, grief, frus",0
M02,Neh 4:1,ka.as,H3707,LOW,0.17,to be enraged / vexed — Sanballat's great rage at the rebuilding,"to be vexed, be indignant to be angry /// to provoke to anger /// to vex to vex, provoke to anger",0
M02,Luk 14:21,orgizō,G3710,LOW,0.17,to be angry — the host's anger at the invited guests' excuses,"(middle/passive) to be angry, enraged, to feel and express strong displeasure an",0
M02,Eph 4:26,orgizō,G3710,LOW,0.17,"to be angry — anger permitted but bounded (""be angry, yet do not sin"")","(middle/passive) to be angry, enraged, to feel and express strong displeasure an",0
M02,Mat 3:7,orgē,G3709,LOW,0.17,wrath — the coming divine/eschatological wrath the Pharisees flee,"wrath, anger, the feeling and expression of strong displeasure and hostility; th",0
M02,Mar 3:5,orgē,G3709,LOW,0.17,"anger — Jesus' righteous, grieved anger at hardness of heart","wrath, anger, the feeling and expression of strong displeasure and hostility; th",0
M02,Rom 2:5,orgē,G3709,LOW,0.17,wrath — the divine wrath the impenitent stores up for the day of judgment,"wrath, anger, the feeling and expression of strong displeasure and hostility; th",0
M02,Rom 12:19,orgē,G3709,LOW,0.17,wrath of God — the divine wrath to which believers entrust vengeance,"wrath, anger, the feeling and expression of strong displeasure and hostility; th",0
M02,Eph 4:31,orgē,G3709,LOW,0.17,wrath — sinful human wrath to be put away from the believer,"wrath, anger, the feeling and expression of strong displeasure and hostility; th",0
M02,Rev 6:16,orgē,G3709,LOW,0.17,wrath of the Lamb — the eschatological wrath of Christ from which the wicked flee,"wrath, anger, the feeling and expression of strong displeasure and hostility; th",0
M02,1Th 2:16,orgē,G3709,LOW,0.17,wrath — the divine wrath that has finally overtaken the gospel-hinderers,"wrath, anger, the feeling and expression of strong displeasure and hostility; th",0
M02,Col 3:6,orgē,G3709,LOW,0.17,wrath — the wrath of God coming on disobedience for the vices listed,"wrath, anger, the feeling and expression of strong displeasure and hostility; th",0
M02,Eph 2:3,orgē,G3709,LOW,0.17,wrath — the divine wrath under which fallen humanity stands by nature,"wrath, anger, the feeling and expression of strong displeasure and hostility; th",0
M02,Rev 19:15,orgē,G3709,LOW,0.17,wrath — the fury of God's wrath Christ treads out in the winepress,"wrath, anger, the feeling and expression of strong displeasure and hostility; th",0
M02,Rom 4:15,orgē,G3709,LOW,0.17,wrath — the divine wrath the law occasions by defining transgression,"wrath, anger, the feeling and expression of strong displeasure and hostility; th",0
M02,Act 17:16,paroxunō,G3947,LOW,0.17,to be provoked / stirred — Paul's spirit provoked at Athens' idolatry,"(intr.) to be greatly distressed; to be angered, irritated provoke to sharpen;,",0
M02,Gen 30:1,qa.na,H7065,LOW,0.17,to envy / be jealous — Rachel's jealousy of her fruitful sister Leah,"to be jealous of to be envious of to be zealous for to excite to jealous anger /// to provoke to jealous anger, cause jealousy",0
M02,Gen 37:11,qa.na,H7065,LOW,0.17,to envy / be jealous — the brothers' envy of Joseph (his dreams and favour),"to be jealous of to be envious of to be zealous for to excite to jealous anger /// to provoke to jealous anger, cause jealousy",0
M02,Num 5:14,qa.na,H7065,LOW,0.17,to be jealous — the husband's marital jealousy of his (possibly) unfaithful wife,"to be jealous of to be envious of to be zealous for to excite to jealous anger /// to provoke to jealous anger, cause jealousy",0
M02,Num 25:11,qa.na,H7065,LOW,0.17,to be jealous (with God's jealousy) — Phinehas's zeal mirroring God's own jealousy,"to be jealous of to be envious of to be zealous for to excite to jealous anger /// to provoke to jealous anger, cause jealousy",0
M02,1Ki 19:14,qa.na,H7065,LOW,0.17,to be zealous (for) — Elijah's intense zeal for the LORD (repeated),"to be jealous of to be envious of to be zealous for to excite to jealous anger /// to provoke to jealous anger, cause jealousy",0
M02,Psa 73:3,qa.na,H7065,LOW,0.17,to be envious — Asaph's envy of the prosperous arrogant/wicked,"to be jealous of to be envious of to be zealous for to excite to jealous anger /// to provoke to jealous anger, cause jealousy",0
M02,Eze 39:25,qa.na,H7065,LOW,0.17,to be jealous (for) — God's jealousy for his holy name in restoring Israel,"to be jealous of to be envious of to be zealous for to excite to jealous anger /// to provoke to jealous anger, cause jealousy",0
M02,Exo 16:20,qa.tsaph,H7107,LOW,0.17,to be angry / wroth — Moses' indignation at the people's disobedience,"to be wroth, to be full of wrath, to be furious /// to provoke to wrath or anger /// to put oneself in a rage, anger oneself Aramaic equivalent: qe.tsaph (קְצַף ""be",0
M02,Num 16:22,qa.tsaph,H7107,LOW,0.17,to be angry — divine wrath that might fall on the whole congregation,"to be wroth, to be full of wrath, to be furious /// to provoke to wrath or anger /// to put oneself in a rage, anger oneself Aramaic equivalent: qe.tsaph (קְצַף ""be",0
M02,Est 1:12,qa.tsaph,H7107,LOW,0.17,to become enraged — the king's anger at Vashti's refusal,"to be wroth, to be full of wrath, to be furious /// to provoke to wrath or anger /// to put oneself in a rage, anger oneself Aramaic equivalent: qe.tsaph (קְצַף ""be",0
M02,Zec 1:2,qe.tseph,H7110A,LOW,0.17,wrath — the divine wrath (cognate noun intensifying qa.tsaph),"wrath, anger of God of man",0
M02,Deu 29:28,qe.tseph,H7110A,LOW,0.17,great wrath — the climactic third wrath-word of the uprooting,"wrath, anger of God of man",0
