cluster,strong,surface
M23,G5293,subjection
M23,G5293,subjection under
M23,G5293,submission
M23,G5293,submissive
M23,G5293,submit
M23,G5293,submits
M23,G5293,submitting
M23,G5342,Bring
M23,G5342,Put
M23,G5342,bear
M23,G5342,bears
M23,G5342,borne
M23,G5342,bring
M23,G5342,bringing
M23,G5342,brought
M23,G5342,carried along
M23,G5342,carry
M23,G5342,driven
M23,G5342,driven along
M23,G5342,endure
M23,G5342,endured
M23,G5342,established
M23,G5342,go on
M23,G5342,leading
M23,G5342,produced
M23,G5342,pronounce
M23,G5342,put out
M23,G5342,rushing
M23,G5342,take
M23,G5342,taking
M23,G5342,took
M23,G5342,upholds
M23,G5342,yielding
M23,G5607,are
M23,G5607,exist
M23,G5607,is
M23,G5607,that
M23,H0047I,chief
M23,H0047I,mighty
M23,H0047I,mighty men
M23,H0047I,stouthearted
M23,H0047I,stubborn
M23,H0153,force
M23,H0193A,bodies
M23,H0202,manhood
M23,H0202,might
M23,H0202,power
M23,H0202,strength
M23,H0202,strong
M23,H0202,wealth
M23,H0353,strength
M23,H0360,help
M23,H0386,Enduring
M23,H0386,continual
M23,H0386,enduring
M23,H0386,ever-flowing
M23,H0386,mighty
M23,H0386,normal course
M23,H0386,perennial
M23,H0386,ruin
M23,H0386,running water
M23,H0386,unmoved
M23,H0533,grew strong
M23,H0533,heart
M23,H0533,matter
M23,H0533,mighty
M23,H0533,strong
M23,H0553,collect
M23,H0553,could strengthen
M23,H0553,courageous
M23,H0553,defied
M23,H0553,determined
M23,H0553,enhances
M23,H0553,grow strong
M23,H0553,harden
M23,H0553,hardened
M23,H0553,hurried
M23,H0553,made firm
M23,H0553,made strong
M23,H0553,make firm
M23,H0553,mighty
M23,H0553,obstinate
M23,H0553,prevailed
M23,H0553,quickly
M23,H0553,retain
M23,H0553,secure
M23,H0553,strengthen
M23,H0553,strengthened
M23,H0553,strong
M23,H0553,stronger
M23,H0553,take courage
M23,H0554,strong
M23,H0555,stronger
M23,H0556,strength
M23,H0597,compulsion
M23,H0643,palatial
M23,H0820,full vigor
M23,H1002,castle
M23,H1002,citadel
M23,H1002,fortress
M23,H1002,palace
M23,H1055,palace
M23,H1369,might
M23,H1369,mighty
M23,H1369,mighty acts
M23,H1369,mighty deeds
M23,H1369,mighty men
M23,H1369,mighty power
M23,H1369,mighty strength
M23,H1369,power
M23,H1369,strength
M23,H1369,victory
M23,H1396,advantage
M23,H1396,arrogantly
M23,H1396,became strong
M23,H1396,defies
M23,H1396,great
M23,H1396,grow mighty
M23,H1396,mighty
M23,H1396,must use
M23,H1396,prevail
M23,H1396,prevailed
M23,H1396,strengthen
M23,H1396,strong
M23,H1396,stronger
M23,H1432,gained
M23,H1432,greater
M23,H1432,grow
M23,H1432,lustful
M23,H1623,scrape
M23,H1679,strength
M23,H2388G,Encourage
M23,H2388G,Strengthen
M23,H2388G,aid
M23,H2388G,aided
M23,H2388G,bind
M23,H2388G,caulkers
M23,H2388G,caulking
M23,H2388G,confirm
M23,H2388G,contends
M23,H2388G,courage
M23,H2388G,courageous
M23,H2388G,courageously
M23,H2388G,dress
M23,H2388G,encourage
M23,H2388G,encouraged
M23,H2388G,established
M23,H2388G,established himself
M23,H2388G,fortified
M23,H2388G,give strength
M23,H2388G,give themselves
M23,H2388G,good courage
M23,H2388G,hard
M23,H2388G,harden
M23,H2388G,hardened
M23,H2388G,harder
M23,H2388G,helped
M23,H2388G,join
M23,H2388G,maintain
M23,H2388G,maintenance
M23,H2388G,making
M23,H2388G,mighty
M23,H2388G,recovered
M23,H2388G,repair
M23,H2388G,repaired
M23,H2388G,repairing
M23,H2388G,repairs
M23,H2388G,restoring
M23,H2388G,retain
M23,H2388G,severe
M23,H2388G,strength
M23,H2388G,strengthen
M23,H2388G,strengthened
M23,H2388G,strengthening
M23,H2388G,strengthens
M23,H2388G,strong
M23,H2388G,strong support
M23,H2388G,stronger
M23,H2388G,support
M23,H2388G,supported
M23,H2388G,take courage
M23,H2388G,took courage
M23,H2388G,urgent
M23,H2388H,caught
M23,H2388H,caught fast
M23,H2388H,caught hold
M23,H2388H,fast
M23,H2388H,fasten
M23,H2388H,firmly
M23,H2388H,grasped
M23,H2388H,held
M23,H2388H,hold
M23,H2388H,hold fast
M23,H2388H,holds
M23,H2388H,lays hold
M23,H2388H,retained
M23,H2388H,robe
M23,H2388H,seize
M23,H2388H,seized
M23,H2388H,seizes
M23,H2388H,stay
M23,H2388H,take
M23,H2388H,take hold
M23,H2388H,takes
M23,H2388H,taking hold
M23,H2388H,took
M23,H2388I,confirm
M23,H2388I,sure
M23,H2388I,urged
M23,H2388J,going against
M23,H2388J,obtain
M23,H2388J,overcame
M23,H2388J,prevail
M23,H2388J,prevailed
M23,H2388J,took
M23,H2388J,withstand
M23,H2389,hard
M23,H2389,harder
M23,H2389,hardest
M23,H2389,loud
M23,H2389,might
M23,H2389,mighty
M23,H2389,severe
M23,H2389,strong
M23,H2389,stronger
M23,H2389,stubborn
M23,H2390,louder
M23,H2390,stronger
M23,H2391,strength
M23,H2392,strength
M23,H2392,strong
M23,H2393,become strong
M23,H2393,strong
M23,H2394,cruelly
M23,H2394,fiercely
M23,H2394,force
M23,H2394,mightily
M23,H2428A,armed force
M23,H2428A,armies
M23,H2428A,army
M23,H2428A,captains
M23,H2428A,enemies
M23,H2428A,forces
M23,H2428A,helpless
M23,H2428A,host
M23,H2428A,soldiers
M23,H2428A,war
M23,H2428A,warriors
M23,H2428G,ability
M23,H2428G,able
M23,H2428G,able-bodied
M23,H2428G,bravest
M23,H2428G,great ability
M23,H2428G,man
M23,H2428G,men
M23,H2428G,might
M23,H2428G,mighty
M23,H2428G,power
M23,H2428G,strength
M23,H2428G,strong
M23,H2428G,valiant
M23,H2428G,valiant man
M23,H2428G,valiant men
M23,H2428G,valiantly
M23,H2428G,valor
M23,H2428G,warrior
M23,H2428G,warriors
M23,H2428H,goods
M23,H2428H,profit
M23,H2428H,retinue
M23,H2428H,riches
M23,H2428H,substance
M23,H2428H,wealth
M23,H2428H,wealthy
M23,H2428H,yield
M23,H2428I,excellent
M23,H2428I,excellently
M23,H2428I,worthily
M23,H2428I,worthy
M23,H2429,aloud
M23,H2429,army
M23,H2429,host
M23,H2429,loudly
M23,H2429,mighty
M23,H2429,power
M23,H2626,mighty
M23,H2632,power
M23,H2634,strong
M23,H3027W,hand
M23,H3027W,me
M23,H3027W,rule
M23,H3201,Can
M23,H3201,He may
M23,H3201,I may
M23,H3201,You may
M23,H3201,able
M23,H3201,able to
M23,H3201,all
M23,H3201,am
M23,H3201,bear
M23,H3201,can
M23,H3201,cannot
M23,H3201,could
M23,H3201,do
M23,H3201,endure
M23,H3201,from
M23,H3201,he may
M23,H3201,incapable
M23,H3201,may
M23,H3201,not
M23,H3201,overcome
M23,H3201,overpower
M23,H3201,own
M23,H3201,power
M23,H3201,prevail
M23,H3201,prevailed
M23,H3201,succeed
M23,H3201,unable
M23,H3201,we may
M23,H3201,you may
M23,H3524,feeble
M23,H3524,great
M23,H3524,mighty
M23,H3524,much
M23,H3524,older
M23,H3543A,blinded
M23,H3543A,dim
M23,H3543A,faded
M23,H3543A,faint
M23,H3543A,grow faint
M23,H3543A,grown dim
M23,H3543A,undimmed
M23,H3543A,utterly
M23,H3581B,ability
M23,H3581B,able
M23,H3581B,cannot
M23,H3581B,competent
M23,H3581B,force
M23,H3581B,might
M23,H3581B,mighty ones
M23,H3581B,power
M23,H3581B,powerful
M23,H3581B,powerless
M23,H3581B,qualified
M23,H3581B,strength
M23,H3581B,strong
M23,H3581B,weak
M23,H3581B,wealth
M23,H3581B,weary
M23,H3581B,yield
M23,H3624,old age
M23,H3624,vigor
M23,H3648,grew warm
M23,H3648,hot
M23,H3648,warm
M23,H3648,yearned
M23,H3893,vigor
M23,H3981,force
M23,H4427A,Reign
M23,H4427A,became king
M23,H4427A,becomes king
M23,H4427A,began to reign
M23,H4427A,establishment
M23,H4427A,indeed
M23,H4427A,king
M23,H4427A,kings
M23,H4427A,made
M23,H4427A,made her queen
M23,H4427A,made him king
M23,H4427A,made me king
M23,H4427A,made you king
M23,H4427A,make
M23,H4427A,make him king
M23,H4427A,make me king
M23,H4427A,queen
M23,H4427A,reign
M23,H4427A,reign over
M23,H4427A,reigned
M23,H4427A,reigned over
M23,H4427A,reigns
M23,H4427A,set up
M23,H4427A,surely
M23,H4427A,thirty-three
M23,H4427A,throne
M23,H4427A,years
M23,H4437,kingdom
M23,H4437,kingdoms
M23,H4437,kingly
M23,H4437,kingship
M23,H4437,realm
M23,H4437,reign
M23,H4437,royal
M23,H4467,kingdom
M23,H4467,kingdoms
M23,H4467,kingship
M23,H4467,reign
M23,H4467,royal
M23,H4467,royal power
M23,H4467,throne
M23,H4468,kingdom
M23,H4468,reign
M23,H4474,authority
M23,H4474,dominion
M23,H4474,rulers
M23,H4475,authority
M23,H4475,dominion
M23,H4475,forces
M23,H4475,realm
M23,H4475,rule
M23,H4768,descendants
M23,H4768,greatness
M23,H4768,majority
M23,H4768,profit
M23,H4896,rule
M23,H4910,Dominion
M23,H4910,Rule
M23,H4910,byword
M23,H4910,charge
M23,H4910,dominion
M23,H4910,governors
M23,H4910,indeed
M23,H4910,one rules
M23,H4910,right
M23,H4910,rule
M23,H4910,rule over
M23,H4910,ruled
M23,H4910,ruler
M23,H4910,rulers
M23,H4910,rules
M23,H4910,ruling
M23,H4912,byword
M23,H4912,discourse
M23,H4912,parable
M23,H4912,parables
M23,H4912,proverb
M23,H4912,proverbs
M23,H4912,taunt
M23,H4915B,authority
M23,H4915B,rule
M23,H4951,government
M23,H5500,scrape
M23,H5794,bold
M23,H5794,fierce
M23,H5794,fierce men
M23,H5794,hard-faced
M23,H5794,mighty
M23,H5794,power
M23,H5794,roughly
M23,H5794,strong
M23,H5794,stronger
M23,H5797,Strength
M23,H5797,defenses
M23,H5797,hardness
M23,H5797,might
M23,H5797,mighty
M23,H5797,power
M23,H5797,strength
M23,H5797,strong
M23,H5797,stronghold
M23,H5807,might
M23,H5808,strong
M23,H5808,warrior
M23,H5810,bold
M23,H5810,established
M23,H5810,gives strength
M23,H5810,overpowered
M23,H5810,power
M23,H5810,prevail
M23,H5810,prevailed
M23,H5810,sought refuge
M23,H5810,strong
M23,H5943,Most High
M23,H6099,great
M23,H6099,might
M23,H6099,mightier
M23,H6099,mighty
M23,H6099,mighty throng
M23,H6099,powerful
M23,H6099,powerful contenders
M23,H6099,strong
M23,H6105A,bones
M23,H6105A,flagrant
M23,H6105A,great
M23,H6105A,mightier
M23,H6105A,mighty
M23,H6105A,more
M23,H6105A,number
M23,H6105A,strong
M23,H6105A,stronger
M23,H6105A,vast
M23,H6108,frame
M23,H6108,might
M23,H6109,power
M23,H6109,strength
M23,H6635B,Lord
M23,H6635B,armies
M23,H6635B,hosts
M23,H6696A,bagged
M23,H6696A,besiege
M23,H6696A,besieged
M23,H6696A,besieging
M23,H6696A,bind
M23,H6696A,bind up
M23,H6696A,enclose
M23,H6696A,hem
M23,H6696A,lay siege
M23,H6696A,laying siege
M23,H6696A,on
M23,H6696A,siege
M23,H6696A,stirring up
M23,H6696A,tied up
M23,H6862D,flint
M23,H6978,mighty
M23,H7106A,scraped
M23,H7235A,Ask
M23,H7235A,Heap
M23,H7235A,Increase
M23,H7235A,abundance
M23,H7235A,abundant
M23,H7235A,abundantly
M23,H7235A,acquire
M23,H7235A,acquire many
M23,H7235A,bitterly
M23,H7235A,breadth
M23,H7235A,built
M23,H7235A,committed more
M23,H7235A,continued
M23,H7235A,course
M23,H7235A,enlarge
M23,H7235A,exceedingly
M23,H7235A,excessive
M23,H7235A,few
M23,H7235A,great
M23,H7235A,great amount
M23,H7235A,great quantity
M23,H7235A,greater
M23,H7235A,greatly
M23,H7235A,grew large
M23,H7235A,grew up
M23,H7235A,grow
M23,H7235A,grow up
M23,H7235A,has
M23,H7235A,high
M23,H7235A,increase
M23,H7235A,increased
M23,H7235A,increases
M23,H7235A,large
M23,H7235A,lavished
M23,H7235A,load
M23,H7235A,long
M23,H7235A,make
M23,H7235A,many
M23,H7235A,more
M23,H7235A,much
M23,H7235A,much as
M23,H7235A,much more
M23,H7235A,multiplied
M23,H7235A,multiplies
M23,H7235A,multiply
M23,H7235A,multiplying
M23,H7235A,numerous
M23,H7235A,often
M23,H7235A,overly
M23,H7235A,own wealth
M23,H7235A,plentiful
M23,H7235A,raised
M23,H7235A,reared
M23,H7235A,rich
M23,H7235A,risen
M23,H7235A,surely
M23,H7235A,surpassed
M23,H7235A,thoroughly
M23,H7235A,very
M23,H7235A,were before
M23,H7235A,who heaps
M23,H7235A,widely spread
M23,H7236,grew
M23,H7236,grown
M23,H7236,high honors
M23,H7287A,Rule
M23,H7287A,again rule
M23,H7287A,charge
M23,H7287A,descend
M23,H7287A,dominion
M23,H7287A,exercised authority
M23,H7287A,lead
M23,H7287A,rule
M23,H7287A,rule over
M23,H7287A,ruled
M23,H7287A,tramples
M23,H7287B,out
M23,H7287B,rule
M23,H7287B,scraped
M23,H7287B,tread
M23,H7336,princes
M23,H7336,rulers
M23,H7337,Enlarge
M23,H7337,Open
M23,H7337,bald
M23,H7337,became broader
M23,H7337,derides
M23,H7337,enlarge
M23,H7337,enlarged
M23,H7337,enlarges
M23,H7337,exult
M23,H7337,given me relief
M23,H7337,large
M23,H7337,made room
M23,H7337,makes room
M23,H7337,might enlarge
M23,H7337,open
M23,H7337,wide
M23,H7337,wide place
M23,H7679,extol
M23,H7679,makes
M23,H7680,grow
M23,H7680,multiplied
M23,H7786,ruled
M23,H7786,set up princes
M23,H7786,strove
M23,H7980,gained mastery
M23,H7980,get dominion
M23,H7980,lorded
M23,H7980,master
M23,H7980,mastery
M23,H7980,power
M23,H7981,overpowered
M23,H7981,power
M23,H7981,rule
M23,H7981,ruler
M23,H7983,power
M23,H7983,supreme
M23,H7985,dominion
M23,H7985,dominions
M23,H7989,governor
M23,H7989,power
M23,H7989,ruler
M23,H7989,rulers
M23,H7990,captain
M23,H7990,lawful
M23,H7990,powerful
M23,H7990,ruled
M23,H7990,ruler
M23,H7990,rules
M23,H8323A,make
M23,H8323A,master
M23,H8323A,prince
M23,H8323A,rule
M23,H8592,power
M23,H8623,one stronger
M23,H8624,mighty
M23,H8624,strong
M23,H8630,prevail
M23,H8631,enforce
M23,H8631,hardened
M23,H8631,strong
M23,H8632A,mighty
M23,H8633,authority
M23,H8633,power
M23,H8633,strength
M24,G0091,evil
M24,G0091,evildoer
M24,G0091,harm
M24,G0091,hurt
M24,G0091,wound
M24,G0091,wrong
M24,G0091,wrongdoer
M24,G0091,wronged
M24,G0091,wronging
M24,G0096,debased
M24,G0096,disobedient
M24,G0096,disqualified
M24,G0096,fail
M24,G0096,failed
M24,G0096,failed the test
M24,G0096,test
M24,G0096,worthless
M24,G0376,crippled
M24,G0540,without father
M24,G0611,Answer
M24,G0611,addressed
M24,G0611,answer
M24,G0611,answered
M24,G0611,answering
M24,G0611,declared
M24,G0611,rebuked
M24,G0611,replied
M24,G0611,reply
M24,G0611,responded
M24,G0611,said
M24,G0611,spoke
M24,G0642,torn away
M24,G0674,fainting
M24,G0724,greed
M24,G0724,plundering
M24,G0726,away
M24,G0726,caught up
M24,G0726,force
M24,G0726,snatch
M24,G0726,snatches
M24,G0726,snatches away
M24,G0726,snatching
M24,G0769G,ailment
M24,G0769G,limitations
M24,G0769G,weakness
M24,G0769G,weaknesses
M24,G0769H,ailments
M24,G0769H,disability
M24,G0769H,disabling
M24,G0769H,diseases
M24,G0769H,illness
M24,G0769H,illnesses
M24,G0769H,infirmities
M24,G0769H,invalid for
M24,G0770G,weak
M24,G0770G,weak person
M24,G0770G,weaken
M24,G0770G,weakened
M24,G0770H,ill
M24,G0770H,invalids
M24,G0770H,sick
M24,G0771,failings
M24,G0772G,crippled
M24,G0772G,still weak
M24,G0772G,weak
M24,G0772G,weaker
M24,G0772G,weakness
M24,G0772H,heal
M24,G0772H,sick
M24,G0840,severe
M24,G0984,harm
M24,G0984,hurt
M24,G0992,put
M24,G1000,throw
M24,G1133,weak women
M24,G1590,faint
M24,G1590,fainthearted
M24,G1590,give up
M24,G1590,weary
M24,G1606,breathed his last
M24,G1634,last
M24,G2253,half dead
M24,G2347,afflict
M24,G2347,affliction
M24,G2347,afflictions
M24,G2347,anguish
M24,G2347,burdened
M24,G2347,distress
M24,G2347,persecution
M24,G2347,suffering
M24,G2347,sufferings
M24,G2347,tribulation
M24,G2347,tribulations
M24,G2347,trouble
M24,G2347,troubles
M24,G2352,oppressed
M24,G2552,suffering
M24,G2559,afflict
M24,G2559,forced
M24,G2559,harm
M24,G2559,poisoned
M24,G2559,violent
M24,G2577G,grow weary
M24,G2577H,sick
M24,G2616,oppress
M24,G2616,oppressed
M24,G2669,greatly distressed
M24,G2669,oppressed
M24,G2800,breaking
M24,G2872,grown weary
M24,G2872,hard-working
M24,G2872,labor
M24,G2872,labored
M24,G2872,laborer
M24,G2872,toil
M24,G2872,toiled
M24,G2872,wearied
M24,G2872,worked
M24,G2872,workers
M24,G2872,working hard
M24,G2873,bother
M24,G2873,keeps bothering
M24,G2873,labor
M24,G2873,labors
M24,G2873,toil
M24,G2873,trouble
M24,G2948,crippled
M24,G3039,crush
M24,G3499,dead
M24,G3499,death
M24,G3552,unhealthy craving
M24,G3554,affliction
M24,G3554,disease
M24,G3554,diseases
M24,G3737,orphans
M24,G3804,passions
M24,G3804,suffering
M24,G3804,sufferings
M24,G3805,must suffer
M24,G3958,suffer
M24,G3958,suffered
M24,G3958,suffering
M24,G3958,suffers
M24,G3993,poor
M24,G4661,spoil
M24,G4730,calamities
M24,G4730,distress
M24,G4777,share in suffering
M24,G4777,suffering
M24,G4884,caught
M24,G4884,dragging
M24,G4884,seized
M24,G5185,blind
M24,G5185,blind man
M24,G5185,blind men
M24,G5186,blinded
M24,G5604,birth pains
M24,G5604,labor pains
M24,G5604,pangs
M24,H0034,needy
M24,H0034,needy one
M24,H0034,poor
M24,H0536,languishing
M24,H0537,feeble
M24,H0605,became sick
M24,H0605,desperately sick
M24,H0605,incurable
M24,H0605,sickness
M24,H0957,plunder
M24,H0957,prey
M24,H0957,spoil
M24,H0961,plunder
M24,H0961,plundered
M24,H0961,plundering
M24,H0961,spoil
M24,H1669,grows dim
M24,H1669,languish
M24,H1669,languishing
M24,H1727,ache
M24,H1738,menstruation
M24,H1739,become sick
M24,H1739,faint
M24,H1739,menstrual period
M24,H1739,unclean things
M24,H1739,unwell
M24,H1741,loathsome
M24,H1741,sickbed
M24,H1792,contrite
M24,H1792,crush
M24,H1792,crushed
M24,H1792,crushing
M24,H1792,humbled
M24,H1792,pieces
M24,H1794,broken
M24,H1794,contrite
M24,H1794,crushed
M24,H1795,crushed
M24,H1800,haggard
M24,H1800,lowly
M24,H1800,needy
M24,H1800,poor
M24,H1800,poor man
M24,H1800,weak
M24,H1800,weaker
M24,H1800,weakest
M24,H1809,air
M24,H1809,brought
M24,H1809,brought low
M24,H1809,diminish
M24,H1809,hang useless
M24,H1809,weary
M24,H1854,beat
M24,H1854,crush
M24,H1854,crushed
M24,H1854,fine
M24,H1854,made dust
M24,H1854,powder
M24,H1854,reducing
M24,H1854,small
M24,H2115,crush
M24,H2115,pressed out
M24,H2115,squeezed
M24,H2456,diseased
M24,H2470A,become weak
M24,H2470A,faint
M24,H2470A,themselves out
M24,H2470A,weak
M24,H2470H,became ill
M24,H2470H,diseased
M24,H2470H,fallen sick
M24,H2470H,hurt
M24,H2470H,ill
M24,H2470H,sick
M24,H2470H,strike
M24,H2470H,wounded
M24,H2476,defeat
M24,H2483,affliction
M24,H2483,disease
M24,H2483,evil
M24,H2483,grief
M24,H2483,griefs
M24,H2483,illness
M24,H2483,sick
M24,H2483,sickness
M24,H2483,sicknesses
M24,H2489,helpless
M24,H2522,laid low
M24,H2522,low
M24,H2522,overwhelmed
M24,H2523,weak
M24,H2556C,cruel man
M24,H2638,lack
M24,H2638,lacked
M24,H2638,lacking
M24,H2638,lacks
M24,H2826,lagging
M24,H2862,snatches away
M24,H3001,dried
M24,H3001,dried out
M24,H3001,dried up
M24,H3001,dries
M24,H3001,dries up
M24,H3001,dry
M24,H3001,dry up
M24,H3001,parched
M24,H3001,put to shame
M24,H3001,up
M24,H3001,utterly
M24,H3001,wholly
M24,H3001,wither
M24,H3001,wither away
M24,H3001,withered
M24,H3001,withers
M24,H3013,afflicted
M24,H3013,cause grief
M24,H3013,grieve
M24,H3013,inflicted
M24,H3013,torment
M24,H3013,tormentors
M24,H3013,who mourn
M24,H3019,weary
M24,H3021,labor
M24,H3021,labored
M24,H3021,toil
M24,H3021,wearied
M24,H3021,wearies
M24,H3021,weary
M24,H3023,weariness
M24,H3023,weary
M24,H3238,oppress
M24,H3238,oppressed
M24,H3238,oppresses
M24,H3238,oppressing
M24,H3238,oppressor
M24,H3238,oppressors
M24,H3238,proud
M24,H3238,subdue
M24,H3238,thrusting
M24,H3238,wrong
M24,H3238,wronged
M24,H3286,become exhausted
M24,H3286,faint
M24,H3286,flight
M24,H3286,weary
M24,H3287,exhausted
M24,H3287,faint
M24,H3287,weary
M24,H3415,sad
M24,H3415,trembles
M24,H3490,become orphans
M24,H3490,fatherless
M24,H3490,fatherless child
M24,H3490,fatherless children
M24,H3490,orphan
M24,H3631,Destruction
M24,H3631,failing
M24,H3807,Beat
M24,H3807,battered
M24,H3807,beat
M24,H3807,beaten
M24,H3807,beaten down
M24,H3807,crush
M24,H3807,crushed
M24,H3807,down
M24,H3807,pieces
M24,H3807,pursued
M24,H3807,smashed
M24,H3811,grow weary
M24,H3811,impatient
M24,H3811,languished
M24,H3811,out
M24,H3811,wearied
M24,H3811,wearied herself
M24,H3811,wearies himself
M24,H3811,weary
M24,H3811,wore themselves
M24,H3856A,languished
M24,H3905,hold
M24,H3905,oppress
M24,H3905,oppressed
M24,H3905,oppresses
M24,H3905,oppressing
M24,H3905,oppressors
M24,H3905,pressed
M24,H3905,pushed against
M24,H4064,diseases
M24,H4134,becomes poor
M24,H4134,poor
M24,H4164,anguish
M24,H4164,cramping
M24,H4164,frozen fast
M24,H4251,wounded
M24,H4290,breaking in
M24,H4542,poor
M24,H4712,distress
M24,H4712,pangs
M24,H4816,faintness
M24,H4834,forceful
M24,H4834,grievous
M24,H4834,provokes
M24,H4835,violence
M24,H4933,looter
M24,H4933,plundered
M24,H4933,spoil
M24,H5034B,certainly
M24,H5034B,crumbles away
M24,H5034B,fade
M24,H5034B,fades
M24,H5034B,fading
M24,H5034B,fall
M24,H5034B,falling
M24,H5034B,lost heart
M24,H5034B,wither
M24,H5034B,withered
M24,H5034B,withers
M24,H5034B,yourselves out
M24,H5065,driver
M24,H5065,every ruler
M24,H5065,exact
M24,H5065,exacted
M24,H5065,hard pressed
M24,H5065,oppress
M24,H5065,oppressed
M24,H5065,oppressor
M24,H5065,oppressors
M24,H5065,taskmaster
M24,H5065,taskmasters
M24,H5065,tribute
M24,H5136,despair
M24,H5222,wretches
M24,H5223,contrite
M24,H5223,crippled
M24,H5243A,cut off
M24,H5243A,fade
M24,H5243A,wither
M24,H5243A,withers
M24,H5263,sick man
M24,H5786,blinds
M24,H5786,put out
M24,H5787,blind
M24,H5848C,faint
M24,H5848C,fainted
M24,H5848C,fainting
M24,H5848C,faints
M24,H5848C,feebler
M24,H5888,faint
M24,H5888,fainting
M24,H5888,grew weary
M24,H5888,weariness
M24,H5969,fainted
M24,H6001A,misery
M24,H6001A,worker’s
M24,H6001A,workmen’s
M24,H6031B,Violate
M24,H6031B,afflict
M24,H6031B,afflicted
M24,H6031B,affliction
M24,H6031B,and
M24,H6031B,broken
M24,H6031B,could
M24,H6031B,daunted
M24,H6031B,endured
M24,H6031B,harshly
M24,H6031B,humble
M24,H6031B,humbled
M24,H6031B,humiliated
M24,H6031B,humiliated her
M24,H6031B,hurt
M24,H6031B,might humble
M24,H6031B,mistreat
M24,H6031B,occupied
M24,H6031B,oppress
M24,H6031B,oppressed
M24,H6031B,oppressors
M24,H6031B,overwhelm
M24,H6031B,put down
M24,H6031B,raped
M24,H6031B,shared
M24,H6031B,submit
M24,H6031B,suffered affliction
M24,H6031B,them
M24,H6031B,torment
M24,H6031B,violate
M24,H6031B,violated
M24,H6031B,violates
M24,H6032,Daniel
M24,H6032,answered
M24,H6032,declared
M24,H6032,ordered
M24,H6032,said
M24,H6035,afflicted
M24,H6035,humble
M24,H6035,meek
M24,H6035,poor
M24,H6039,affliction
M24,H6040,afflicted
M24,H6040,affliction
M24,H6040,filled
M24,H6040,great pains
M24,H6040,sorrow
M24,H6041,Afflicted
M24,H6041,afflicted
M24,H6041,afflicted one
M24,H6041,humble
M24,H6041,iniquity
M24,H6041,needy
M24,H6041,poor
M24,H6041,poor man
M24,H6041,traders
M24,H6087A,bring me pain
M24,H6087A,displeased
M24,H6087A,distressed
M24,H6087A,grieved
M24,H6087A,grieving
M24,H6087A,hurt
M24,H6087A,indignant
M24,H6087A,injure
M24,H6101,slow
M24,H6102,sluggard
M24,H6103,Slothfulness
M24,H6103,sloth
M24,H6104,idleness
M24,H6115,barren
M24,H6115,oppression
M24,H6199,destitute
M24,H6296,exhausted
M24,H6563,crossroads
M24,H6563,plunder
M24,H6869A,trouble
M24,H6869C,rival
M24,H6887C,birth pains
M24,H6887C,distress
M24,H7059,snatched away
M24,H7059,up
M24,H7186,fierce
M24,H7186,hard
M24,H7186,hard things
M24,H7186,harsh
M24,H7186,harshly
M24,H7186,impudent
M24,H7186,more severe
M24,H7186,obstinate
M24,H7186,pressed
M24,H7186,roughly
M24,H7186,stern
M24,H7186,stiff-necked
M24,H7186,stubborn
M24,H7186,troubled
M24,H7186,unbearable news
M24,H7218K,companies
M24,H7218K,company
M24,H7218K,divisions
M24,H7218K,groups
M24,H7218K,sum
M24,H7219,bitterness
M24,H7219,gall
M24,H7219,poison
M24,H7219,poisoned
M24,H7219,poisonous
M24,H7219,venom
M24,H7326,A
M24,H7326,destitute
M24,H7326,poor
M24,H7326,poor man
M24,H7326,poor man’s
M24,H7326,poor person
M24,H7326,suffer want
M24,H7363A,shake
M24,H7503,Refrain
M24,H7503,Stop
M24,H7503,alone
M24,H7503,discouraged
M24,H7503,down
M24,H7503,drop
M24,H7503,failed
M24,H7503,faint
M24,H7503,fall helpless
M24,H7503,feeble
M24,H7503,fell helpless
M24,H7503,forsake
M24,H7503,go
M24,H7503,idle
M24,H7503,leave
M24,H7503,leave me alone
M24,H7503,loosens
M24,H7503,put off
M24,H7503,relax
M24,H7503,respite
M24,H7503,sinks down
M24,H7503,slack
M24,H7503,stay
M24,H7503,still
M24,H7503,subsided
M24,H7503,waned
M24,H7503,weak
M24,H7503,weakening
M24,H7504,discouraged
M24,H7504,weak
M24,H7510,feeble
M24,H7533,broke
M24,H7533,broken
M24,H7533,bruised
M24,H7533,crush
M24,H7533,crushed
M24,H7533,discouraged
M24,H7533,inflicted cruelties
M24,H7533,oppressed
M24,H7533,struggled together
M24,H7602B,crushed
M24,H7602B,trample
M24,H7602B,trample on
M24,H7602B,tramples
M24,H7665,Break
M24,H7665,birth
M24,H7665,break
M24,H7665,breaking
M24,H7665,breaks
M24,H7665,broke
M24,H7665,broke down
M24,H7665,broke in pieces
M24,H7665,broken
M24,H7665,broken down
M24,H7665,brokenhearted
M24,H7665,crush
M24,H7665,destroy
M24,H7665,destroyed
M24,H7665,injured
M24,H7665,maimed
M24,H7665,one breaks
M24,H7665,pieces
M24,H7665,prescribed
M24,H7665,quench
M24,H7665,shattered
M24,H7665,shatters
M24,H7665,torn
M24,H7665,will abolish
M24,H7665,wounded
M24,H7665,wrecked
M24,H7667,Crash
M24,H7667,breaches
M24,H7667,breaking
M24,H7667,breaks
M24,H7667,broken
M24,H7667,brokenness
