family,cluster,strong,stepGloss
anger-wrath-vexation,M02,G3709,wrath
anger-wrath-vexation,M02,G3710,to anger
anger-wrath-vexation,M02,G3711,quick-tempered
anger-wrath-vexation,M02,G3947,to provoke
anger-wrath-vexation,M02,G3948,stirring up
anger-wrath-vexation,M02,G3949,to anger
anger-wrath-vexation,M02,G3950,anger
anger-wrath-vexation,M02,G4292,to provoke
anger-wrath-vexation,M02,G4360,be angry
anger-wrath-vexation,M02,G5433,to rage
anger-wrath-vexation,M02,G5520,be angry
anger-wrath-vexation,M02,G7025,be angry
anger-wrath-vexation,M02,G7026,an object of anger
anger-wrath-vexation,M02,G8318,vehement anger
anger-wrath-vexation,M02,H0599,be angry
anger-wrath-vexation,M02,H1149,be angry
anger-wrath-vexation,M02,H2102,to boil
anger-wrath-vexation,M02,H2121,raging
anger-wrath-vexation,M02,H2152,scorching
anger-wrath-vexation,M02,H2194,be indignant
anger-wrath-vexation,M02,H2196,to enrage
anger-wrath-vexation,M02,H2197,rage
anger-wrath-vexation,M02,H2198,vexed
anger-wrath-vexation,M02,H2525,hot
anger-wrath-vexation,M02,H2528,rage
anger-wrath-vexation,M02,H2534,rage
anger-wrath-vexation,M02,H2734,to be incensed
anger-wrath-vexation,M02,H2740,burning anger
anger-wrath-vexation,M02,H3707,to provoke
anger-wrath-vexation,M02,H3708A,vexation
anger-wrath-vexation,M02,H3708B,vexation
anger-wrath-vexation,M02,H4808,provocation
anger-wrath-vexation,M02,H4843,to provoke
anger-wrath-vexation,M02,H5307K,to fall: angry
anger-wrath-vexation,M02,H5674B,be angry
anger-wrath-vexation,M02,H5678,fury
anger-wrath-vexation,M02,H6225,be angry
anger-wrath-vexation,M02,H6440M,face: angry
anger-wrath-vexation,M02,H6696B,to provoke
anger-wrath-vexation,M02,H6869C,vexer
anger-wrath-vexation,M02,H7107,be angry
anger-wrath-vexation,M02,H7108,be angry
anger-wrath-vexation,M02,H7109,wrath
anger-wrath-vexation,M02,H7110A,wrath
anger-wrath-vexation,M02,H7265,to enrage
anger-wrath-vexation,M02,H7266,rage
anger-wrath-vexation,M03,H4843,to provoke
anger-wrath-vexation,M08,H2102,to boil
anger-wrath-vexation,M24,H6869C,vexer
violence-cruelty,M02,G3859,contention
violence-cruelty,M02,H4066,strife
violence-cruelty,M02,H4079,contention
violence-cruelty,M02,H4090,strife
violence-cruelty,M02,H4683,strife
violence-cruelty,M02,H4695,strife
violence-cruelty,M02,H7379,strife
violence-cruelty,M02,H8409,strife
violence-cruelty,M03,G5135,to wound
violence-cruelty,M03,H4272,to wound
violence-cruelty,M03,H5142,to suffer injury
violence-cruelty,M03,H6094,injury
violence-cruelty,M03,H6481,to wound
violence-cruelty,M03,H8428,to wound
violence-cruelty,M06,H0393,cruel
violence-cruelty,M06,H0394,cruel
violence-cruelty,M06,H0395,cruel
violence-cruelty,M06,H6184,ruthless
violence-cruelty,M10,G0622,to destroy
violence-cruelty,M10,G0853,to destroy
violence-cruelty,M10,G1311,to destroy
violence-cruelty,M10,G3645,to destroy
violence-cruelty,M10,G5351,to destroy
violence-cruelty,M10,H0007,to destroy
violence-cruelty,M10,H2254B,to destroy
violence-cruelty,M10,H2255,to destroy
violence-cruelty,M10,H2717B,to destroy
violence-cruelty,M10,H4277,to destroy
violence-cruelty,M10,H5642B,to destroy
violence-cruelty,M10,H6789,to destroy
violence-cruelty,M10,H6979C,to destroy
violence-cruelty,M10,H8045,to destroy
violence-cruelty,M10,H8046,to destroy
violence-cruelty,M24,G2352,to crush
violence-cruelty,M24,G3039,to crush
violence-cruelty,M24,H1792,to crush
violence-cruelty,M24,H1794,to crush
violence-cruelty,M24,H1795,crushing
violence-cruelty,M24,H1854,to crush
violence-cruelty,M24,H2115,to crush
violence-cruelty,M24,H3807,to crush
violence-cruelty,M24,H7533,to crush
violence-cruelty,M24,H7602B,to crush
violence-cruelty,M27,H1500,violence
violence-cruelty,M27,H2555,violence
violence-cruelty,M27,H7701,violence
violence-cruelty,M27,H8074G,be desolate: destroyed
violence-cruelty,M35,G0073,fight
humility-lowliness-contrition,M09,G0036,lowly
humility-lowliness-contrition,M09,G5011,lowly
humility-lowliness-contrition,M09,G5012,humility
humility-lowliness-contrition,M09,G5013,to humble
humility-lowliness-contrition,M09,G5014,lowliness
humility-lowliness-contrition,M09,H1793A,contrite
humility-lowliness-contrition,M09,H3665,be humble
humility-lowliness-contrition,M09,H6800A,be humble
humility-lowliness-contrition,M09,H6800B,humble
humility-lowliness-contrition,M09,H7807,lowly
humility-lowliness-contrition,M09,H8214,be low
humility-lowliness-contrition,M09,H8215,low
humility-lowliness-contrition,M09,H8217,low
humility-lowliness-contrition,M11,H1793A,contrite
humility-lowliness-contrition,M24,G3993,poor
humility-lowliness-contrition,M24,H0034,needy
humility-lowliness-contrition,M24,H1800,poor
humility-lowliness-contrition,M24,H2489,helpless
humility-lowliness-contrition,M24,H4134,be poor
humility-lowliness-contrition,M24,H4542,poor
humility-lowliness-contrition,M24,H6035,poor
humility-lowliness-contrition,M24,H6199,destitute
humility-lowliness-contrition,M24,H7326,be poor
humility-lowliness-contrition,M46,G4433,be poor
humility-lowliness-contrition,M46,G4434,poor
rest-stillness-peace,M33,G0372,rest
rest-stillness-peace,M33,G0425,rest
rest-stillness-peace,M33,G1055,calm
rest-stillness-peace,M33,G1514,be at peace
rest-stillness-peace,M33,G1515,peace
rest-stillness-peace,M33,G1516,peaceful
rest-stillness-peace,M33,G1517,to make peace
rest-stillness-peace,M33,G1518,peacemaker
rest-stillness-peace,M33,G1993,to silence
rest-stillness-peace,M33,G2263,quiet
rest-stillness-peace,M33,G2270,be quiet/give up
rest-stillness-peace,M33,G2271,quietness
rest-stillness-peace,M33,G2272,quiet
rest-stillness-peace,M33,G2663,rest
rest-stillness-peace,M33,G2687,to quiet
rest-stillness-peace,M33,G4602,silence
rest-stillness-peace,M33,G4623,be quiet
rest-stillness-peace,M33,G7635,be calm
rest-stillness-peace,M33,H1747,silence
rest-stillness-peace,M33,H1824,quiet
rest-stillness-peace,M33,H1826A,to silence: stationary
rest-stillness-peace,M33,H1826H,to silence: silent
rest-stillness-peace,M33,H1827,silence
rest-stillness-peace,M33,H2013,to silence
rest-stillness-peace,M33,H2790B,be quiet
rest-stillness-peace,M33,H4771,rest
rest-stillness-peace,M33,H4774,repose
rest-stillness-peace,M33,H5117,to rest
rest-stillness-peace,M33,H5118,rest
rest-stillness-peace,M33,H5183A,quietness
rest-stillness-peace,M33,H7258,rest
rest-stillness-peace,M33,H7280B,to rest
rest-stillness-peace,M33,H7599,to rest
rest-stillness-peace,M33,H7965G,peace
rest-stillness-peace,M33,H7965H,Peace [God]
rest-stillness-peace,M33,H7965I,peace: well-being
rest-stillness-peace,M33,H7965J,peace: friendship
rest-stillness-peace,M33,H7965K,peace: greeting
rest-stillness-peace,M33,H7965L,peace: completely
rest-stillness-peace,M33,H7987,quietness
rest-stillness-peace,M33,H8001,peace
rest-stillness-peace,M33,H8002,peace offering
rest-stillness-peace,M33,H8252,to quiet
rest-stillness-peace,M33,H8253,quietness
rest-stillness-peace,M33,H8367,be quiet
rest-stillness-peace,M42,G4601,be silent
rest-stillness-peace,M42,G8146,be silent
rest-stillness-peace,M42,H2814,be silent
rest-stillness-peace,M42,H5535,be silent
strength-courage-steadfastness,M08,G5113,bold man
strength-courage-steadfastness,M13,H3559K,to establish: right
strength-courage-steadfastness,M19,G0949,firm
strength-courage-steadfastness,M19,G4733,firmness
strength-courage-steadfastness,M21,G3955,to preach boldly
strength-courage-steadfastness,M23,G0315,to compel
strength-courage-steadfastness,M23,G0970,force
strength-courage-steadfastness,M23,G0972,strong
strength-courage-steadfastness,M23,G1411,power
strength-courage-steadfastness,M23,G1412,to empower
strength-courage-steadfastness,M23,G1414,be able
strength-courage-steadfastness,M23,G1415,able
strength-courage-steadfastness,M23,G1418,hard
strength-courage-steadfastness,M23,G1743,to strengthen
strength-courage-steadfastness,M23,G1840,to have power
strength-courage-steadfastness,M23,G2478,strong
strength-courage-steadfastness,M23,G2479,strength
strength-courage-steadfastness,M23,G2480,be strong
strength-courage-steadfastness,M23,G2610,to conquer
strength-courage-steadfastness,M23,G2900,mighty
strength-courage-steadfastness,M23,G2904,power
strength-courage-steadfastness,M23,G2908,greater
strength-courage-steadfastness,M23,G3528,to conquer
strength-courage-steadfastness,M23,G4119,greater
strength-courage-steadfastness,M23,G4599,to strengthen
strength-courage-steadfastness,M23,G4642,hard
strength-courage-steadfastness,M23,G4731,strong
strength-courage-steadfastness,M23,G4732,to strengthen
strength-courage-steadfastness,M23,G4788,to confine
strength-courage-steadfastness,M23,G5245,to conquer
strength-courage-steadfastness,M23,G6347,without strength
strength-courage-steadfastness,M23,G6975,be in power
strength-courage-steadfastness,M23,G7027,to have power over
strength-courage-steadfastness,M23,H0047I,mighty: strong
strength-courage-steadfastness,M23,H0153,force
strength-courage-steadfastness,M23,H0193A,strength
strength-courage-steadfastness,M23,H0202,strength
strength-courage-steadfastness,M23,H0353,strength
strength-courage-steadfastness,M23,H0360,strength
strength-courage-steadfastness,M23,H0386,strong
strength-courage-steadfastness,M23,H0533,strong
strength-courage-steadfastness,M23,H0553,to strengthen
strength-courage-steadfastness,M23,H0554,strong
strength-courage-steadfastness,M23,H0555,strength
strength-courage-steadfastness,M23,H0556,strength
strength-courage-steadfastness,M23,H0597,to compel
strength-courage-steadfastness,M23,H0820,strong
strength-courage-steadfastness,M23,H1369,might
strength-courage-steadfastness,M23,H1432,growing
strength-courage-steadfastness,M23,H1679,strength
strength-courage-steadfastness,M23,H2388G,to strengthen: strengthen
strength-courage-steadfastness,M23,H2388H,to strengthen: hold
strength-courage-steadfastness,M23,H2388I,to strengthen: ensure
strength-courage-steadfastness,M23,H2388J,to strengthen: prevail over
strength-courage-steadfastness,M23,H2389,strong
strength-courage-steadfastness,M23,H2390,stronger
strength-courage-steadfastness,M23,H2391,strength
strength-courage-steadfastness,M23,H2392,strength
strength-courage-steadfastness,M23,H2393,strength
strength-courage-steadfastness,M23,H2394,force
strength-courage-steadfastness,M23,H2428A,strength: soldiers
strength-courage-steadfastness,M23,H2428G,strength
strength-courage-steadfastness,M23,H2428I,strength: worthy
strength-courage-steadfastness,M23,H2429,strength
strength-courage-steadfastness,M23,H2626,mighty
strength-courage-steadfastness,M23,H2634,strong
strength-courage-steadfastness,M23,H3201,be able
strength-courage-steadfastness,M23,H3524,mighty
strength-courage-steadfastness,M23,H3581B,strength
strength-courage-steadfastness,M23,H3981,power
strength-courage-steadfastness,M23,H5794,strong
strength-courage-steadfastness,M23,H5797,strength
strength-courage-steadfastness,M23,H5807,strength
strength-courage-steadfastness,M23,H5808,mighty
strength-courage-steadfastness,M23,H5810,be strong
strength-courage-steadfastness,M23,H6099,mighty
strength-courage-steadfastness,M23,H6108,strength
strength-courage-steadfastness,M23,H6109,strength
strength-courage-steadfastness,M23,H6696A,to confine
strength-courage-steadfastness,M23,H6862D,hard
strength-courage-steadfastness,M23,H6978,might
strength-courage-steadfastness,M23,H7235A,to multiply
strength-courage-steadfastness,M23,H7337,to enlarge
strength-courage-steadfastness,M23,H7983,power
strength-courage-steadfastness,M23,H8592,power
strength-courage-steadfastness,M23,H8623,mighty
strength-courage-steadfastness,M23,H8624,strong
strength-courage-steadfastness,M23,H8631,to grow strong
strength-courage-steadfastness,M23,H8632A,might
strength-courage-steadfastness,M23,H8633,power
strength-courage-steadfastness,M34,G0662,be bold
strength-courage-steadfastness,M34,G1476,steadfast
strength-courage-steadfastness,M34,G3954,boldness
strength-courage-steadfastness,M34,G5111,be bold
strength-courage-steadfastness,M34,G7683,boldness
strength-courage-steadfastness,M34,G7686,bold
strength-courage-steadfastness,M34,H2388K,to strengthen: persevere
faint-despair-languishing,M01,G0085,be distressed
faint-despair-languishing,M01,H0926,to dismay
faint-despair-languishing,M01,H0927,to dismay
faint-despair-languishing,M01,H0928,dismay
faint-despair-languishing,M01,H1670,dismay
faint-despair-languishing,M01,H2865,to to be dismayed
faint-despair-languishing,M01,H3544,faint
faint-despair-languishing,M01,H3735,be distressed
faint-despair-languishing,M01,H5889,faint
faint-despair-languishing,M03,G0928H,to torture: anguish
faint-despair-languishing,M03,G3600,be anguished
faint-despair-languishing,M03,G3601,anguish
faint-despair-languishing,M03,G4778,to suffer with
faint-despair-languishing,M03,G4841,to suffer with
faint-despair-languishing,M03,G4928,anguish
faint-despair-languishing,M03,G5605,be in labor
faint-despair-languishing,M03,H0928,dismay
faint-despair-languishing,M03,H1670,dismay
faint-despair-languishing,M03,H1742,faint
faint-despair-languishing,M03,H2256B,pain
faint-despair-languishing,M03,H2342I,to twist: writh in pain
faint-despair-languishing,M03,H2479,anguish
faint-despair-languishing,M03,H3018,toil
faint-despair-languishing,M03,H3510,to pain
faint-despair-languishing,M03,H3511,pain
faint-despair-languishing,M03,H4157,distress
faint-despair-languishing,M03,H4341,pain
faint-despair-languishing,M03,H4689,distress
faint-despair-languishing,M03,H4691,distress
faint-despair-languishing,M03,H6088,to pain
faint-despair-languishing,M03,H6089A,toil
faint-despair-languishing,M03,H6090A,pain
faint-despair-languishing,M03,H6093,toil
faint-despair-languishing,M03,H6695A,distress
faint-despair-languishing,M03,H6695B,anguish
faint-despair-languishing,M03,H6862B,distress
faint-despair-languishing,M03,H6869B,distress
faint-despair-languishing,M03,H7089,anguish
faint-despair-languishing,M03,H7451C,distress: harm
faint-despair-languishing,M03,H8383,toil
faint-despair-languishing,M18,G0560,to despair
faint-despair-languishing,M20,G1820,to despair
faint-despair-languishing,M20,G3642,fainthearted
faint-despair-languishing,M20,H2976,to despair
faint-despair-languishing,M20,H4523,despairing
faint-despair-languishing,M20,H4531A,despair
faint-despair-languishing,M24,G0674,to faint
faint-despair-languishing,M24,G1590,to faint
faint-despair-languishing,M24,G2552,suffering
faint-despair-languishing,M24,G2577G,be weary/sick: weak
faint-despair-languishing,M24,G2577H,be weary/sick: ill
faint-despair-languishing,M24,G2872,to labor
faint-despair-languishing,M24,G2873,labor
faint-despair-languishing,M24,G3804,suffering
faint-despair-languishing,M24,G3805,suffering
faint-despair-languishing,M24,G3958,to suffer
faint-despair-languishing,M24,G4777,to suffer with
faint-despair-languishing,M24,G5604,labor
faint-despair-languishing,M24,G7680,affliction
faint-despair-languishing,M24,G7983,to afflict grievously
faint-despair-languishing,M24,H1669,to languish
faint-despair-languishing,M24,H1727,to pine
faint-despair-languishing,M24,H1809,to languish
faint-despair-languishing,M24,H2826,be feeble
faint-despair-languishing,M24,H3001,to wither
faint-despair-languishing,M24,H3013,to suffer
faint-despair-languishing,M24,H3019,weary
faint-despair-languishing,M24,H3021,be weary/toil
faint-despair-languishing,M24,H3023,weary
faint-despair-languishing,M24,H3286,to faint
faint-despair-languishing,M24,H3287,weary
faint-despair-languishing,M24,H3811,be weary
faint-despair-languishing,M24,H3856A,to languish
faint-despair-languishing,M24,H4251,suffering
faint-despair-languishing,M24,H5034B,to wither
faint-despair-languishing,M24,H5243A,to languish
faint-despair-languishing,M24,H5263,to faint
faint-despair-languishing,M24,H5888,be faint
faint-despair-languishing,M24,H5969,fainting
faint-despair-languishing,M24,H6031B,to afflict
faint-despair-languishing,M24,H6039,affliction
faint-despair-languishing,M24,H6040,affliction
faint-despair-languishing,M24,H6041,afflicted
faint-despair-languishing,M24,H6296,to faint
faint-despair-languishing,M24,H6887C,to distress
faint-despair-languishing,M24,H7510,feebleness
faint-despair-languishing,M29,H3642,to pine
faint-despair-languishing,M36,H8383,toil
grief-lament-sorrow,M02,G4088,bitterness
grief-lament-sorrow,M03,G0214,to wail
grief-lament-sorrow,M03,G0389,to sigh deeply
grief-lament-sorrow,M03,G0929,torment
grief-lament-sorrow,M03,G0931,torment
grief-lament-sorrow,M03,G1145,to weep
grief-lament-sorrow,M03,G1298,to trouble
grief-lament-sorrow,M03,G1776,to trouble
grief-lament-sorrow,M03,G2354,to lament
grief-lament-sorrow,M03,G2799,to weep
grief-lament-sorrow,M03,G2805,weeping
grief-lament-sorrow,M03,G2875,to cut/mourn
grief-lament-sorrow,M03,G3076,to grieve
grief-lament-sorrow,M03,G3077,grief
grief-lament-sorrow,M03,G3602,mourning
grief-lament-sorrow,M03,G3649,to wail
grief-lament-sorrow,M03,G3759,woe!
grief-lament-sorrow,M03,G3926,to trouble
grief-lament-sorrow,M03,G3996,to mourn
grief-lament-sorrow,M03,G3997,grief
grief-lament-sorrow,M03,G4036,sorrowful
grief-lament-sorrow,M03,G4090,bitterly
grief-lament-sorrow,M03,G4660,to trouble
grief-lament-sorrow,M03,G4726,groan
grief-lament-sorrow,M03,G4818,be grieved
grief-lament-sorrow,M03,G4959,to groan with
grief-lament-sorrow,M03,G5003,to grieve
grief-lament-sorrow,M03,G5015,to trouble
grief-lament-sorrow,M03,G6443,to weep
grief-lament-sorrow,M03,G6697,groaning
grief-lament-sorrow,M03,G7891,to mourn
grief-lament-sorrow,M03,G8692,mournful
grief-lament-sorrow,M03,G8793,bitterness
grief-lament-sorrow,M03,H0056,to mourn
grief-lament-sorrow,M03,H0057,mourning
grief-lament-sorrow,M03,H0060,mourning
grief-lament-sorrow,M03,H0099,grieved
grief-lament-sorrow,M03,H0109,to grieve
grief-lament-sorrow,M03,H0188,woe!
grief-lament-sorrow,M03,H0190,woe!
grief-lament-sorrow,M03,H0337,woe!
grief-lament-sorrow,M03,H0480,woe!
grief-lament-sorrow,M03,H0578,to lament
grief-lament-sorrow,M03,H0584,to sigh
grief-lament-sorrow,M03,H0585,sighing
grief-lament-sorrow,M03,H0603,groaning
grief-lament-sorrow,M03,H1058,to weep
grief-lament-sorrow,M03,H1059,bitterly
grief-lament-sorrow,M03,H1065,weeping
grief-lament-sorrow,M03,H1068,weeping
grief-lament-sorrow,M03,H1671,sorrow
grief-lament-sorrow,M03,H1804,to trouble
grief-lament-sorrow,M03,H1830,to weep
grief-lament-sorrow,M03,H1832,tears
grief-lament-sorrow,M03,H1945,woe!
grief-lament-sorrow,M03,H2470I,be weak: grieved
grief-lament-sorrow,M03,H3015,sorrow
grief-lament-sorrow,M03,H3213,to wail
grief-lament-sorrow,M03,H3215,wailing
grief-lament-sorrow,M03,H4470,bitterness
grief-lament-sorrow,M03,H4472,bitterness
grief-lament-sorrow,M03,H4553,mourning
grief-lament-sorrow,M03,H4620,torment
grief-lament-sorrow,M03,H4751,bitter
grief-lament-sorrow,M03,H4786,bitterness
grief-lament-sorrow,M03,H4787,bitterness
grief-lament-sorrow,M03,H4798,mourning
grief-lament-sorrow,M03,H4814,bitterness
grief-lament-sorrow,M03,H4815,bitter
grief-lament-sorrow,M03,H4844,bitterness
grief-lament-sorrow,M03,H5009,groan
grief-lament-sorrow,M03,H5091,to wail
grief-lament-sorrow,M03,H5092,wailing
grief-lament-sorrow,M03,H5100,groaning
grief-lament-sorrow,M03,H5204,wailing
grief-lament-sorrow,M03,H5594,to mourn
grief-lament-sorrow,M03,H5701,be grieved
grief-lament-sorrow,M03,H5916,to trouble
grief-lament-sorrow,M03,H5999,trouble
grief-lament-sorrow,M03,H6365,disaster
grief-lament-sorrow,M03,H6470,to trouble
grief-lament-sorrow,M03,H6941,mournfully
grief-lament-sorrow,M03,H7908,bereavement
grief-lament-sorrow,M03,H7923,bereavement
grief-lament-sorrow,M03,H8386,mourning
grief-lament-sorrow,M03,H8424,grief
grief-lament-sorrow,M03,H8563,bitterness
grief-lament-sorrow,M22,H3513H,to honor: heavy
grief-lament-sorrow,M28,G4089,bitter
grief-lament-sorrow,M35,G0929,torment
grief-lament-sorrow,M42,G2870,lamentation
grief-lament-sorrow,M42,G4727,to groan
grief-lament-sorrow,M42,G7929,to groan
grief-lament-sorrow,M42,H0592,lamentation
grief-lament-sorrow,M42,H0602,to groan
grief-lament-sorrow,M42,H5008,to groan
grief-lament-sorrow,M42,H5098,to groan
grief-lament-sorrow,M42,H6463,to groan
turning-repentance,M06,G0654,to turn away
turning-repentance,M06,H2559,to turn away
turning-repentance,M07,G6306,not be turned away
turning-repentance,M11,G0344,to return
turning-repentance,M11,G0488,to return
turning-repentance,M11,G1880,to return
turning-repentance,M11,G5290,to return
turning-repentance,M11,H5749A,to return
turning-repentance,M11,H8421G,to return: return
turning-repentance,M30,H5493G,to turn aside: remove
turning-repentance,M30,H5493H,to turn aside: depart
turning-repentance,M30,H5493I,to turn aside: turn aside
turning-repentance,M45,G3338,to repent
turning-repentance,M45,G3340,to repent
turning-repentance,M45,G3341,repentance
turning-repentance,M45,G8298,repentance
turning-repentance,M45,H5164,repentance
turning-repentance,M45,H7725O,to return: repent
restoration-revival-satisfaction,M05,G7534,to enjoy good health
restoration-revival-satisfaction,M05,H5162G,to be sorry: comfort
restoration-revival-satisfaction,M05,H8575,consolation
restoration-revival-satisfaction,M25,H5314,be refreshed
restoration-revival-satisfaction,M33,G3889,comfort
restoration-revival-satisfaction,M33,G3890,comfort
restoration-revival-satisfaction,M33,G3931,comfort
restoration-revival-satisfaction,M33,H5150,comfort
restoration-revival-satisfaction,M33,H5165,comfort
restoration-revival-satisfaction,M38,G0482,to help
restoration-revival-satisfaction,M38,G0997,to help
restoration-revival-satisfaction,M38,G1295,to save
restoration-revival-satisfaction,M38,G1805,to redeem
restoration-revival-satisfaction,M38,G1884,to help
restoration-revival-satisfaction,M38,G3086,redeemer
restoration-revival-satisfaction,M38,G4506,to rescue
restoration-revival-satisfaction,M38,G4878,to help
restoration-revival-satisfaction,M38,G4982,to save
restoration-revival-satisfaction,M38,G5623,to help
restoration-revival-satisfaction,M38,H2502A,to rescue
restoration-revival-satisfaction,M38,H3467,to save
restoration-revival-satisfaction,M38,H5337,to rescue
restoration-revival-satisfaction,M38,H5338,to rescue
restoration-revival-satisfaction,M38,H5737A,to help
restoration-revival-satisfaction,M38,H5789,to help
restoration-revival-satisfaction,M38,H5790,to help
restoration-revival-satisfaction,M38,H5826,to help
restoration-revival-satisfaction,M38,H7804,to rescue
restoration-revival-satisfaction,M38,H8668G,deliverance: salvation
restoration-revival-satisfaction,M38,H8668H,deliverance: victory
restoration-revival-satisfaction,M45,G0330,to renew
restoration-revival-satisfaction,M45,G0341,to renew
restoration-revival-satisfaction,M45,G0342,renewal
restoration-revival-satisfaction,M45,G0365,to renew
restoration-revival-satisfaction,M45,G7361,to renew
restoration-revival-satisfaction,M45,H2318,to renew
restoration-revival-satisfaction,M46,G2880,to satisfy
restoration-revival-satisfaction,M46,H7646,to satisfy
seeking-inquiring,M21,G1934,to seek after
seeking-inquiring,M41,G1567,to seek out
seeking-inquiring,M41,G2212,to seek
seeking-inquiring,M41,G2614,to seek
seeking-inquiring,M41,H1245,to seek
seeking-inquiring,M41,H1875,to seek
seeking-inquiring,M41,H7836,to seek
lifting-bearing,M19,H4552,support
lifting-bearing,M19,H4937A,support
lifting-bearing,M19,H4937B,support
lifting-bearing,M19,H4938A,support
lifting-bearing,M19,H5564,to support
lifting-bearing,M19,H5582,to support
lifting-bearing,M19,H5979,support
lifting-bearing,M21,H5375P,to lift: vow
lifting-bearing,M23,G5342,to bear/lead
lifting-bearing,M37,H1069,to be/bear firstborn
lifting-bearing,M41,H1319,to bear tidings
will-resolve-vow-intent,M12,H5144A,to dedicate
will-resolve-vow-intent,M12,H6942H,to consecrate: dedicate
will-resolve-vow-intent,M15,G1011,to plan
will-resolve-vow-intent,M15,G1014,to plan
will-resolve-vow-intent,M15,G4388,to plan/present
will-resolve-vow-intent,M15,H0908,to devise
will-resolve-vow-intent,M15,H2161,to plan
will-resolve-vow-intent,M15,H2803G,to devise: design
will-resolve-vow-intent,M15,H2803H,to devise: count
will-resolve-vow-intent,M15,H2803I,to devise: devise
will-resolve-vow-intent,M15,H5779,to plan
will-resolve-vow-intent,M15,H6246,to plan
will-resolve-vow-intent,M17,G1012,plan
will-resolve-vow-intent,M17,G1013,plan
will-resolve-vow-intent,M17,G4286,purpose
will-resolve-vow-intent,M17,G5427,purpose
will-resolve-vow-intent,M17,H2162,plan
will-resolve-vow-intent,M29,G0830,self-chosen
will-resolve-vow-intent,M29,G2071,will be
will-resolve-vow-intent,M29,G3801,"was, is, will be"
will-resolve-vow-intent,M29,H0972,chosen
will-resolve-vow-intent,M29,H3336,intention
will-resolve-vow-intent,M29,H6634,to will
will-resolve-vow-intent,M29,H7148,chosen
will-resolve-vow-intent,M37,G0138,to choose
will-resolve-vow-intent,M37,G0140,to choose
will-resolve-vow-intent,M37,G4401,to choose
will-resolve-vow-intent,M37,H0977,to choose
being-searched-tested-by-god,M13,G3140,to testify
being-searched-tested-by-god,M13,G3143,to testify
being-searched-tested-by-god,M13,H5749B,to testify
being-searched-tested-by-god,M23,G3942,proverb
being-searched-tested-by-god,M23,H4912,proverb
being-searched-tested-by-god,M35,G1381,to test
being-searched-tested-by-god,M35,G1382,test
being-searched-tested-by-god,M35,G1383,testing
being-searched-tested-by-god,M35,G1384,tested
being-searched-tested-by-god,M35,G1598,to test/tempt
being-searched-tested-by-god,M35,G3984,test
being-searched-tested-by-god,M35,G3985G,to test/tempt: tempt
being-searched-tested-by-god,M35,G3985H,to test/tempt: test
being-searched-tested-by-god,M35,G3985I,to test/tempt: try
being-searched-tested-by-god,M35,G3986G,temptation/testing: temptation
being-searched-tested-by-god,M35,G3986H,temptation/testing: testing
being-searched-tested-by-god,M35,H0974,to test
being-searched-tested-by-god,M35,H0976,testing
being-searched-tested-by-god,M35,H5254G,to test
life-death-vitality,M24,G2253,half-dead
life-death-vitality,M24,G3499,to put to death
life-death-vitality,M25,G0979,life
life-death-vitality,M25,G0980,to live
life-death-vitality,M25,G1236,to live
life-death-vitality,M25,G2198,to live
life-death-vitality,M25,G2222,life
life-death-vitality,M25,G2226,living thing
life-death-vitality,M25,H2416C,living thing
life-death-vitality,M25,H2416E,life
life-death-vitality,M25,H2418,to live
life-death-vitality,M25,H2421,to live
life-death-vitality,M25,H2424,living
life-death-vitality,M25,H2425,to live
authority-dominion-rule,M08,H7989,domineering
authority-dominion-rule,M23,G0831,to domineer
authority-dominion-rule,M23,G0932,kingdom
authority-dominion-rule,M23,G0933,palace
authority-dominion-rule,M23,G0934,kingly
authority-dominion-rule,M23,G0936,to reign
authority-dominion-rule,M23,G0937,royal
authority-dominion-rule,M23,G0938G,queen
authority-dominion-rule,M23,G1018,to rule
authority-dominion-rule,M23,G1849,authority
authority-dominion-rule,M23,G1850,to have authority
authority-dominion-rule,M23,G2230,to govern
authority-dominion-rule,M23,G2233,to govern
authority-dominion-rule,M23,G2583,rule
authority-dominion-rule,M23,G2634,to master
authority-dominion-rule,M23,G2715,to rule
authority-dominion-rule,M23,G2961,to lord over
authority-dominion-rule,M23,G2962H,lord: master
authority-dominion-rule,M23,G2963,lordship
authority-dominion-rule,M23,G4519,hosts
authority-dominion-rule,M23,G4821,to reign with
authority-dominion-rule,M23,G5247,authority
authority-dominion-rule,M23,H0643,palace
authority-dominion-rule,M23,H1002,palace
authority-dominion-rule,M23,H1055,palace
authority-dominion-rule,M23,H2632,authority
authority-dominion-rule,M23,H4427A,to reign
authority-dominion-rule,M23,H4437,kingdom
authority-dominion-rule,M23,H4467,kingdom
authority-dominion-rule,M23,H4468,kingdom
authority-dominion-rule,M23,H4474,dominion
authority-dominion-rule,M23,H4475,dominion
authority-dominion-rule,M23,H4896,rule
authority-dominion-rule,M23,H4910,to rule
authority-dominion-rule,M23,H4915B,dominion
authority-dominion-rule,M23,H4951,dominion
authority-dominion-rule,M23,H5943,Most High [God]
authority-dominion-rule,M23,H6635B,[Lord of] Hosts
authority-dominion-rule,M23,H7287A,to rule
authority-dominion-rule,M23,H7336,to rule
authority-dominion-rule,M23,H7786,to reign
authority-dominion-rule,M23,H7980,to domineer
authority-dominion-rule,M23,H7981,to rule
authority-dominion-rule,M23,H7985,dominion
