strongNumber,stepGloss,stepTransliteration,language,count,stem_key
G0815,childless,ateknos,Greek,8,chil
G0845,eyewitness,autoptēs,Greek,1,eyew
G0855,disappearing,afantos,Greek,1,disa
G0876,foam,afros,Greek,1,foam
G0884,ungrateful,acharistos,Greek,2,ungr
G0901,deep,bathus,Greek,21,deep
G0905,purse,ballantion,Greek,6,purs
G0943,bath,batos,Greek,3,bath
G0982,of this life,biōtikos,Greek,3,ofth
G1015,hill,bounos,Greek,96,hill
G1016,ox,bous,Greek,185,ox
G1025,infant,brefos,Greek,9,infa
G1034,edible,brōsimos,Greek,4,edib
G1069,neighbour,geitōn,Greek,18,neig
G1094,old age,gēras,Greek,34,olda
G1121,something written,gramma,Greek,33,some
G1144,teardrop,dakru dakruon,Greek,35,tear
G1146,ring,daktulios,Greek,51,ring
G1157,moneylender,daneistēs,Greek,3,mone
G1184,acceptable,dektos,Greek,36,acce
G1335,narrative,diēgēsis,Greek,4,narr
G1403,banquet,dochē,Greek,11,banq
G1406,drachma,drachmē,Greek,11,drac
G1436,ha!/aha!,ea,Greek,5,haah
G1440,seventy,hebdomēkonta,Greek,98,seve
G1455,a spy,enkathetos,Greek,3,aspy
G1471,pregnant,enkuos,Greek,1,preg
G1487J,if: if only,ei,Greek,5,ifif
G1491,appearance,eidos,Greek,51,appe
G1501,twenty,eikosi,Greek,259,twen
G1617,earnestly,ektenesteron,Greek,1,earn
G1668,sore,helkos,Greek,17,sore
G1741,honored,endoxos,Greek,46,hono
G1767,nine,ennea,Greek,38,nine
G1782,from here,enteuthen enthen,Greek,46,from
G1784,valued/honored,entimos,Greek,27,valu
G1810,suddenly,exaifnēs,Greek,14,sudd
G1836,next/afterward,hexēs,Greek,9,next
G1841,departure,exodos,Greek,59,depa
G1860,promise,epangelia,Greek,56,prom
G1895,since,epeidēper,Greek,1,sinc
G1960,carefully,epimelōs,Greek,9,care
G1979,food,episitismos,Greek,12,food
G2066,clothing,esthēs,Greek,8,clot
G2067,clothing,esthēsis,Greek,0,clot
G2073,evening,hespera,Greek,121,even
G2110,benefactor,euergetēs,Greek,1,bene
G2111,suitable,euthetos,Greek,4,suit
G2201,a yoke/pair,zeugos,Greek,15,ayok
G2335,sight,theōria,Greek,1,sigh
G2361,drop,thrombos,Greek,1,drop
G2368,incense,thumiama,Greek,82,ince
G2402,sweat,hidrōs,Greek,2,swea
G2429,moisture,ikmas,Greek,3,mois
G2441,clothing,himatismos,Greek,31,clot
G2517,in order,kathexēs,Greek,5,inor
G2530,as/just as,kathoti,Greek,65,asju
G2600,descent,katabasis,Greek,10,desc
G2724,accusation,katēgoria,Greek,4,accu
G2766,clay roof tile,keramos,Greek,2,clay
G2769,husk,keration,Greek,1,husk
G2819,lot,klēros,Greek,148,lot
G2826,bed,klinidion,Greek,2,bed
G2828,group,klisia,Greek,1,grou
G2830,waves,kludōn,Greek,6,wav
G2845,bed,koitē,Greek,69,bed
G2874,manure,kopria,Greek,13,manu
G2876,raven,korax,Greek,14,rave
G2884,cor,koros,Greek,11,cor
G2897,dissipation,kraipalē,Greek,1,diss
G2903,excellent,kratistos,Greek,9,exce
G2926,cellar,kruptē,Greek,1,cell
G2986,shining,lampros,Greek,9,shin
G2988,magnificently,lamprōs,Greek,1,magn
G2991,engraved,laxeutos,Greek,2,engr
G3026,nonsense,lēros,Greek,1,nons
G3041,lake,limnē,Greek,14,lake
G3061,pestilence,loimos,Greek,40,pest
G3178,drunkenness,methē,Greek,13,drun
G3376,month,mēn,Greek,273,mont
G3407,hired worker,misthios,Greek,5,hire
G3414,mina,mna,Greek,14,mina
G3425,hardly,mogis,Greek,1,hard
G3432,adulterer,moichos,Greek,10,adul
G3439,unique,monogenēs,Greek,11,uniq
G3448,calf,moschos,Greek,232,calf
G3461,myriad,murias,Greek,36,myri
G3502,nestling,neossos,Greek,21,nest
G3555,chick,nossia,Greek,16,chic
G3558G,south,notos,Greek,95,sout
G3589,eighty,ogdoēkonta,Greek,37,eigh
G3590,eighth,ogdoos,Greek,47,eigh
G3608,bandages,othonion,Greek,7,band
G3638,eight,oktō,Greek,76,eigh
G3655,rainstorm,ombros,Greek,2,rain
G3698,when(-ever),hopote,Greek,7,when
G3701,vision,optasia,Greek,11,visi
G3702,broiled,optos,Greek,4,broi
G3714,hilly,oreinos,Greek,25,hil
G3721,morning,orthrios,Greek,2,morn
G3722,dawn,orthros,Greek,31,dawn
G3764,not yet,oudepō,Greek,7,noty
G3790,brow,ofrus,Greek,2,brow
G3800,compensation,opsōnion,Greek,4,comp
G3803,trap,pagis,Greek,52,trap
G3830,innkeeper,pandocheus,Greek,1,innk
G3857,paradise,paradeisos,Greek,31,para
G3861,remarkable,paradoxos,Greek,1,rema
G3882,seaside,paralios,Greek,10,seas
G3907,observation,paratērēsis,Greek,1,obse
G3932,virginity,partheneia,Greek,2,virg
G3965,family line,patria,Greek,175,fami
G3977,level,pedinos,Greek,20,leve
G4001,five hundred,pentakosioi,Greek,54,five
G4003,fifteenth,pentekaidekatos,Greek,19,fift
G4004,fifty,pentēkonta,Greek,159,fift
G4040,neighboring,perioikos,Greek,6,neig
G4076,rue,pēganon,Greek,1,rue
G4132,flood,plēmmura,Greek,2,floo
G4168,flock,poimnion,Greek,77,floc
G4197,journey,poreia,Greek,20,jour
G4218,once/when,pote,Greek,109,once
G4233,bailiff,praktōr,Greek,3,bail
G4242,delegation,presbeia,Greek,2,dele
G4245H,elder: old,presbuteros,Greek,8,elde
G4246,old man,presbutēs,Greek,38,oldm
G4437,often,puknos,Greek,4,ofte
G4455,ever,pōpote,Greek,9,ever
G4501,sword,romfaia,Greek,219,swor
G4511,discharge,rusis,Greek,19,disc
G4608,alcoholic drink,sikera,Greek,17,alco
G4618,fattened,siteutos,Greek,7,fatt
G4651,scorpion,skorpios,Greek,11,scor
G4673,bier,soros,Greek,11,bier
G4676,handkerchief,soudarion,Greek,4,hand
G4738,chest,stēthos,Greek,13,ches
G4743,instant,stigmē,Greek,2,inst
G4772,kindred,sungeneia,Greek,55,kind
G4923,caravan,sunodia,Greek,4,cara
G4984,bodily,sōmatikos,Greek,2,bodi
G5023,these,tauta,Greek,509,thes
G5024,thus,tauta,Greek,0,thu
G5030,soon,tacheōs,Greek,20,soon
G5034,speed,tachos,Greek,32,spe
G5073,fourfold,tetraploos,Greek,2,four
G5138,rough,trachus,Greek,6,roug
G5167,dove,trugōn,Greek,16,dove
G5200,moist/green,hugros,Greek,4,mois
G5203,with edema,hudrōpikos,Greek,1,with
G5212,your own,humeteros,Greek,14,your
G5303,deficiency,husterēma,Greek,15,defi
G5305,later,husteron,Greek,7,late
G5327,valley,faragx,Greek,82,vall
G5336,manger,fatnē,Greek,11,mang
G5395,flame,flox,Greek,45,flam
G5411,tax,foros,Greek,37,tax
G5482,barricade,charax,Greek,14,barr
G5490,chasm,chasma,Greek,2,chas
G5505,thousand,chilias,Greek,324,thou
G5525,a dance,choros,Greek,16,adan
G5568,psalm,psalmos,Greek,88,psal
G5609,an egg,ōon,Greek,8,aneg
G0237,from elsewhere,allachothen,Greek,3,from
G0250,aloes,aloē,Greek,1,alo
G0286,lamb,amnos,Greek,104,lamb
G0439,charcoal fire,anthrakia,Greek,2,char
G0443,murderer,anthrōpoktonos,Greek,3,murd
G0502,bucket,antlēma,Greek,1,buck
G0507,above,anō,Greek,45,abov
G0656,excommunicated,aposunagōgos,Greek,3,exco
G0721,lamb,arnion,Greek,34,lamb
G0729,seamless,arrafos,Greek,1,seam
G0755,head waiter,architriklinos,Greek,3,head
G1088,an old man,gerōn,Greek,5,anol
G1101,moneybag,glōssokomon,Greek,6,mone
G1112,murmuring,gongusmos,Greek,12,murm
G1178,fifteen,dekapente,Greek,8,fift
G1182,tenth,dekatos,Greek,87,tent
G1290,dispersion,diaspora,Greek,10,disp
G1318,taught,didaktos,Greek,4,taug
G1442,seventh,hebdomos,Greek,129,seve
G1456,Feast|Festival of Dedication,enkainia,Greek,6,feas
G1488,you are,ei,Greek,0,youa
G1640,lesser,elassōn,Greek,19,less
G1672,"Greek, Gentile",hhellēnellēn,Greek,29,gree
G1712,marketplace/trade,emporion,Greek,4,mark
G1763,year,eniautos,Greek,140,year
G1903,coat,ependutēs,Greek,3,coat
G1919,earthly,epigeios,Greek,7,eart
G2070,we are,esmen,Greek,0,wear
G2214,controversy,zētēsis,Greek,9,cont
G2260,than,ēper,Greek,1,than
G2336,sheath,thēkē,Greek,7,shea
G2353,livestock,thremma,Greek,1,live
G2544,and yet/although,kaitoige,Greek,0,andy
G2750,graveclothes,keiria,Greek,2,grav
G2772,coin,kerma,Greek,1,coin
G2780,gardener,kēpouros,Greek,1,gard
G2814,branch,klēma,Greek,15,bran
G2838,sleep,koimēsis,Greek,1,slee
G2861,pool,kolumbēthra,Greek,15,pool
G2866,better,kompsoteron,Greek,1,bett
G2916,barley,krithinos,Greek,7,barl
G3012,towel,lention,Greek,2,towe
G3035,stone,lithinos,Greek,27,ston
G3038,The Stone Pavement,lithostrōtos,Greek,4,thes
G3046,pound,litra,Greek,2,poun
G3057,spear,lonchē,Greek,10,spea
G3305,yet,mentoi,Greek,14,yet
G3378,isn't it?,mē ouk,Greek,0,isnt
G3438,abode,monē,Greek,2,abod
G3537,wash basin,niptēr,Greek,1,wash
G3542,pasture,nomē,Greek,34,past
G3597,journey,hodoiporia,Greek,2,jour
G3676,just as,homōs,Greek,5,just
G3744,aroma,osmē,Greek,73,arom
G3795,fish,opsarion,Greek,5,fish
G3995,father-in-law,pentheros,Greek,8,fath
G4081,clay,pēlos,Greek,30,clay
G4125,side,pleura,Greek,35,side
G4213,drink,posis,Greek,5,drin
G4220,whether,poteros,Greek,13,whet
G4262,Sheep Gate,probatikos,Greek,4,shee
G4371,fish,prosfagion,Greek,1,fish
G4418,heel,pterna,Greek,11,heel
G4427,saliva,ptusma,Greek,1,sali
G4515,in Latin,rōmaisti,Greek,1,inla
G4628,leg,skelos,Greek,12,leg
G4634,Feast|Festival of Booths,skēnopēgia,Greek,6,feas
G4979,rope,schoinion,Greek,28,rope
G5032,quicker,tachion,Greek,5,quic
G5040,children,teknion,Greek,9,chil
G5066,fourth,tetartaios,Greek,1,four
G5072,four months,tetramēnos,Greek,3,four
G5102,title,titlos,Greek,2,titl
G5129,to this,toutō,Greek,135,thi
G5179,mark/example,tupos,Greek,18,mark
G5201,jar,hudria,Greek,22,jar
G5262,example,hupodeigma,Greek,7,exam
G5301,hyssop,hussōpos,Greek,12,hyss
G5307,woven,hufantos,Greek,11,wove
G5322,torch,fanos,Greek,1,torc
G5416,whip,fragellion,Greek,1,whip
G5493,brook,cheimarros,Greek,88,broo
G5504,yesterday,chthes,Greek,36,yest
G5583,liar,pseustēs,Greek,12,liar
G5592,cold,psuchos,Greek,6,cold
G6075,a beggar,prosaitēs,Greek,2,abeg
G0045,anchor,ankura,Greek,5,anch
G0057,unknown,agnōstos,Greek,1,unkn
G0062,unschooled,agrammatos,Greek,1,unsc
G0099,Adriatic Sea,adrias,Greek,1,adri
G0109,air,aēr,Greek,10,air
G0195,strictness,akribeia,Greek,3,stri
G0196,strictest,akribestatos,Greek,2,stri
G0197,more accurately,akribesteron,Greek,4,more
G0201,hall,akroatērion,Greek,1,hall
G0209,freely,akōlutōs,Greek,1,free
G0246,foreign,allofulos,Greek,288,fore
G0249,unreasonable,alogos,Greek,5,unre
G0304,stairs,anabathmos,Greek,27,stai
G0320,reading,anagnōsis,Greek,4,read
G0336,murder,anairesis,Greek,3,murd
G0351,investigation,anakrisis,Greek,1,inve
G0368,indisputable,anantirrētos,Greek,1,indi
G0403,refreshment,anapsuxis,Greek,2,refr
G0428,unsuitable,aneuthetos,Greek,1,unsu
G0446,proconsul,anthupatos,Greek,5,proc
G0481,opposite,antikru,Greek,1,oppo
G0510,interior,anōterikos,Greek,1,inte
G0547,threat,apeilē,Greek,12,thre
G0557,discredit,apelegmos,Greek,1,disc
G0582,census,apografē,Greek,2,cens
G0605,restoration,apokatastasis,Greek,1,rest
G0627,defence,apologia,Greek,8,defe
G0651,apostleship,apostolē,Greek,10,apos
G0693,silver,argureos,Greek,89,silv
G0695,silversmith,argurokopos,Greek,2,silv
G0696,silver,arguros,Greek,16,silv
G0716,chariot,harma,Greek,160,char
G0761,unshakable,asaleutos,Greek,5,unsh
G0788,nearer,asson,Greek,1,near
G0800,discordant,asumfōnos,Greek,1,disc
G0822,vapor,atmis,Greek,7,vapo
G0827,daybreak,augē,Greek,2,dayb
G0844,by itself,automatos,Greek,7,byit
G0867,departure,afixis,Greek,1,depa
G0869,suddenly,afnō,Greek,9,sudd
G0887,mist,achlus,Greek,1,mist
G0915,barbarian,barbaros,Greek,8,barb
G0981,lifestyle,biōsis,Greek,1,life
G0996,help,boētheia,Greek,38,help
G1038,tanner,burseus,Greek,3,tann
G1041,altar,bōmos,Greek,37,alta
G1047,treasury,gaza,Greek,8,trea
G1098,sweet wine,gleukos,Greek,2,swee
G1109,expert in,gnōstēs,Greek,5,expe
G1117,cargo,gomos,Greek,5,carg
G1174,religious,deisidaimōn,Greek,1,reli
G1187,slinger,dexiolabos,Greek,1,slin
G1200,jailer,desmofulax,Greek,4,jail
G1202,prisoner,desmōtēs,Greek,5,pris
G1219,public,dēmosios,Greek,4,publ
G1233,decision,diagnōsis,Greek,1,deci
G1240,successor,diadochos,Greek,4,succ
G1292,interval,diastēma,Greek,14,inte
G1333,two years,dietia,Greek,2,twoy
G1337,sandbar,dithalassos,Greek,1,sand
G1356,fallen from heaven,diopetēs,Greek,1,fall
G1357,reformation,diorthōsis,Greek,2,refo
G1408,racecourse,dromos,Greek,8,race
G1420,dysentery,dusenteria,Greek,1,dyse
G1429,twelve tribes,dōdekafulos,Greek,1,twel
G1462,accusation,enklēma,Greek,2,accu
G1475,ground,edafos,Greek,15,grou
G1487K,if: surely,ei,Greek,5,ifsu
G1529,entry,eisodos,Greek,46,entr
G1546,jettisoning,ekbolē,Greek,3,jett
G1560,handed over,ekdotos,Greek,1,hand
G1589,selecting,eklogē,Greek,7,sele
G1604,fulfillment,ekplērōsis,Greek,1,fulf
G1616,earnestness,ekteneia,Greek,1,earn
G1660,coming,eleusis,Greek,1,com
G1717,revealed,emfanēs,Greek,6,reve
G1729,impoverished,endeēs,Greek,24,impo
G1749,hinderance,enedron,Greek,24,hind
G1769,speechless,enneos,Greek,3,spee
G1772,under law,ennomos,Greek,3,unde
G1786,resident,entopios,Greek,1,resi
G1845,exorcist,exorkistēs,Greek,1,exor
G1851,prominent,exochē,Greek,2,prom
G1853,awake,exupnos,Greek,1,awak
G1885,province,eparchia,Greek,2,prov
G1886,residence,epaulis,Greek,47,resi
G1900,beyond,epekeina,Greek,17,beyo
G1936,laying on,epithesis,Greek,6,layi
G1947,help,epikouria,Greek,1,help
G1992,epistle,epistolē,Greek,44,epis
G1995,conversion,epistrofē,Greek,5,conv
G2000,dangerous/unsteady,episfalēs,Greek,1,dang
G2011,commission,epitropē,Greek,1,comm
G2063,Red (Sea),eruthros,Greek,24,reds
G2093,readily,hetoimōs,Greek,8,read
G2099,evangelist,euangelistēs,Greek,3,evan
G2148,a north wind,eurokludōn,Greek,1,anor
G2159,vehemently,eutonōs,Greek,3,vehe
G2209,damage/loss,zēmia,Greek,7,dama
G2251,of ourselves,hēmeteros,Greek,15,ofou
G2299,goddess,thea,Greek,5,godd
G2302,theatre,theatron,Greek,3,thea
G2304,divine,theios,Greek,8,divi
G2314,opposing God,theomachos,Greek,1,oppo
G2376,window,thuris,Greek,35,wind
G2399,unlearned,idiōtēs,Greek,6,unle
G2460,horseman,hippeus,Greek,53,hors
G2527,at all,katholou,Greek,7,atal
G2534,even/even though,kaige,Greek,0,even
G2568,Fair Havens,kaloi limenes,Greek,0,fair
G2586,smoke,kapnos,Greek,35,smok
G2593,fruitbearing,karpoforos,Greek,3,frui
G2645,remaining,kataloipos,Greek,102,rema
G2707,despiser,katafronētēs,Greek,4,desp
G2725,accuser,katēgoros,Greek,8,accu
G2759,sting,kentron,Greek,9,stin
G2774,sum,kefalaios,Greek,9,sum
G2846,bedroom/chamberlain,koitōn,Greek,12,bedr
G2862,Roman colony,kolōnia,Greek,1,roma
G2942,captain,kubernētēs,Greek,6,capt
G2987,brightness,lamprotēs,Greek,5,brig
G3013,scale,lepis,Greek,8,scal
G3047,southwest,lips,Greek,47,sout
G3051,oracles,logion,Greek,55,orac
G3052,learned,logios,Greek,1,lear
G3102,disciple,mathētria,Greek,1,disc
G3122,especially,malista,Greek,12,espe
G3152,futile,mataios,Greek,77,futi
G3314,noon/south,mesēmbria,Greek,25,noon
G3357,moderately,metriōs,Greek,1,mode
G3365,surely not,mēdamōs,Greek,18,sure
G3381,so that,mēpōs,Greek,0,soth
G3433,hardly,molis,Greek,8,hard
G3490,captain,nauklēros,Greek,1,capt
G3491,ship,naus,Greek,15,ship
G3492,sailor,nautēs,Greek,3,sail
G3494,young man,neanias,Greek,16,youn
G3519,small island,nēsion,Greek,1,smal
G3520,island,nēsos,Greek,41,isla
G3569,now,tanun,Greek,0,now
G3578,lodging,xenia,Greek,3,lodg
G3607,sheet,othonē,Greek,2,shee
G3697,what sort?,hopoios,Greek,5,what
G3706,appearance/vision,horasis,Greek,107,appe
G3730,impulse,hormē,Greek,11,impu
G3734,fixed boundary,horothesia,Greek,1,fixe
G3771,from heaven,ouranothen,Greek,2,from
G3902,figurehead,parasēmos,Greek,1,figu
G3915,wintering,paracheimasia,Greek,1,wint
G3925,barracks,parembolē,Greek,233,barr
G3940,sojourning,paroikia,Greek,11,sojo
G3941,foreigner,paroikos,Greek,32,fore
G3966,patriarch,patriarchēs,Greek,9,patr
G3971,ancestral,patrōos,Greek,4,ance
G4021,meddlesome/magic,periergos,Greek,2,medd
G4042,passage,periochē,Greek,25,pass
G4144,voyage,ploos,Greek,3,voya
G4156,strangled,pniktos,Greek,3,stra
G4163,doer,poiētēs,Greek,6,doer
G4193,of Pontus,pontikos,Greek,1,ofpo
G4211,dealer in purple,porfuropōlis,Greek,1,deal
G4248,headlong,prēnēs,Greek,1,head
G4312,reckless,propetēs,Greek,4,reck
G4361,very hungry,prospeinos,Greek,1,very
G4373,recently,prosfatōs,Greek,3,rece
G4381,prejudiced person,prosōpolēptēs,Greek,1,prej
G4414,ringleader,prōtostatēs,Greek,2,ring
G4443,fire,pura,Greek,6,fire
G4465,police,rabdouchos,Greek,2,poli
G4468,trickery,radiourgia,Greek,1,tric
G4517,farewell,rōnnumi,Greek,2,fare
G4548,plank,sanis,Greek,4,plan
G4603,iron,sidēreos,Greek,44,iron
G4607,assassin,sikarios,Greek,1,assa
G4612,apron,simikinthion,Greek,1,apro
G4614,(Mount) Sinai,sina,Greek,56,moun
G4627,lifeboat,skafē,Greek,3,life
G4635,tentmaker,skēnopoios,Greek,1,tent
G4638,tent,skēnōma,Greek,67,tent
G4644,stiff-necked,sklērotrachēlos,Greek,7,stif
G4662,worm-eated,skōlēkobrōtos,Greek,1,worm
G4672H,Solomon's [Portico],solomōn,Greek,2,solo
G4691,babbler,spermologos,Greek,1,babb
G4725,wreath,stemma,Greek,1,wrea
G4799,confusion,sunchusis,Greek,6,conf
G4890,swarming,sundromē,Greek,1,swar
G4935,concisely,suntomōs,Greek,4,conc
G4939,brought up with,suntrofos,Greek,1,brou
G4967,slaughter,sfagē,Greek,20,slau
G4968,sacrificial victim,sfagion,Greek,6,sacr
G4971,violently,sfodrōs,Greek,4,viol
G4974,ankle,sfuron,Greek,6,ankl
G4975,nearly,schedon,Greek,3,near
G4981,lecture hall,scholē,Greek,3,lect
G5017,disturbance,tarachos,Greek,3,dist
G5018,of Tarsus,tarseus,Greek,2,ofta
G5033,quickest,tachista,Greek,0,quic
G5063,forty years,tessarakontaetēs,Greek,2,fort
G5065,fourteenth,tessareskaidekatos,Greek,26,four
G5069,squad of four,tetradion,Greek,1,squa
G5071,four hundred,tetrakosioi,Greek,61,four
G5074,four-footed,tetrapous,Greek,25,four
G5078,skill,technē,Greek,7,skil
G5079,craftsman,technitēs,Greek,10,craf
G5084,jail/keeping,tērēsis,Greek,3,jail
G5120,his,tou,Greek,1,his
G5148,three years,trietia,Greek,1,thre
G5153,three thousand,trischilioi,Greek,23,thre
G5189,tempestuous,tufōnikos,Greek,1,temp
G5196,mistreatment,hubris,Greek,53,mist
G5205,rain,huetos,Greek,79,rain
G5253,upper room,huperōon,Greek,27,uppe
G5325,pageantry,fantasia,Greek,5,page
G5414,cargo,fortos,Greek,1,carg
G5497,guide,cheiragōgos,Greek,1,guid
G5527,food,chortasma,Greek,7,food
G5553,gold,chrusion,Greek,266,gold
G5559,skin,chrōs,Greek,18,skin
G5564H,Field (of Blood),chōrion,Greek,13,fiel
G5566,northwest,chōros,Greek,1,nort
G5586H,stone: vote,psēfos,Greek,1,ston
G6071,further,peraiterō,Greek,1,furt
G0088,continuous,adialeiptos,Greek,2,cont
G0089,unceasingly,adialeiptōs,Greek,4,unce
G0126,eternal,aidios,Greek,2,eter
G0202,hearer,akroatēs,Greek,5,hear
G0215,inexpressible,alalētos,Greek,1,inex
G0279,unrepentant,ametanoētos,Greek,1,unre
G0356,proportion,analogia,Greek,1,prop
G0379,inexcusable,anapologētos,Greek,2,inex
G0419,unsearchable,anexereunētos,Greek,1,unse
G0421,unsearchable,anexichniastos,Greek,5,unse
G0440,charcoal,anthrax,Greek,29,char
G0489,recompense,antimisthia,Greek,2,reco
G0516,appropriately,axiōs,Greek,6,appr
G0517,invisible,aoratos,Greek,7,invi
G0536,firstfruits,aparchē,Greek,79,firs
G0765,ungodly,asebēs,Greek,202,ungo
G0785,asp,aspis,Greek,22,asp
G0794,unfeeling,astorgos,Greek,2,unfe
G0874,opportunity,aformē,Greek,9,oppo
G1123,written,graptos,Greek,3,writ
G1293,distinction,diastolē,Greek,6,dist
G1313,different,diaforos,Greek,9,diff
G1452,nearer,enguteros,Greek,1,near
G1512,if so/since,eiper,Greek,0,ifso
G1535,whether,eite,Greek,71,whet
G1541,a hundred years old,hekatontaetēs,Greek,2,ahun
G1635,voluntarily,hekōn,Greek,4,volu
G1657,freedom,eleutheria,Greek,12,free
G1732,demonstration,endeixis,Greek,4,demo
G1897,since,epeiper,Greek,1,sinc
G2035,seven thousand,heptakischilioi,Greek,14,seve
G2144,acceptable,euprosdektos,Greek,5,acce
G2156,properly,euschēmonōs,Greek,3,prop
G2178,once/at once,efapax,Greek,5,once
G2182,inventor,efeuretēs,Greek,1,inve
G2273,whether,ētoi,Greek,1,whet
G2275,loss,hēttēma,Greek,3,los
G2305,divinity,theiotēs,Greek,1,divi
G2339,trap,thēra,Greek,26,trap
G2432,cheerfulness,hilarotēs,Greek,2,chee
G2487,track,ichnos,Greek,26,trac
G2509,just as,kathaper,Greek,76,just
G2526,insofar as,katho,Greek,5,inso
G2538,newness,kainotēs,Greek,4,new
G2794,danger,kindunos,Greek,10,dang
G2824,region,klima,Greek,4,regi
G2970,orgy,kōmos,Greek,3,orgy
G2995,throat,larugx,Greek,18,thro
G3005,remnant,leimma,Greek,4,remn
G3153,futility,mataiotēs,Greek,54,futi
G3304,rather,menounge,Greek,4,rath
G3380,not yet,mēpō,Greek,2,noty
G3570,now,nuni,Greek,37,now
G3810,instructor,paideutēs,Greek,3,inst
G3821,oldness,palaiotēs,Greek,1,old
G3929,passing over,paresis,Greek,1,pass
G4096,richness,piotēs,Greek,12,rich
G4161,workmanship,poiēma,Greek,33,work
G4225,somewhere,pou,Greek,4,some
G4318,access,prosagōgē,Greek,3,acce
G4368,patroness,prostatis,Greek,1,patr
G4382,favoritism,prosōpolēpsia,Greek,4,favo
G4789,co-heir,sunklēronomos,Greek,4,cohe
G4791,sharer,sunkoinōnos,Greek,4,shar
G4904,co-worker,sunergos,Greek,13,cowo
G4973,seal,sfragis,Greek,29,seal
G5004,misery,talaipōria,Greek,29,mise
G5206,adoption (as son),huiothesia,Greek,5,adop
G5220,married,hupandros,Greek,5,marr
G5445,lump,furama,Greek,10,lump
G5540,use,chrēsis,Greek,3,use
G5588,gossip,psithuristēs,Greek,1,goss
G9577,a vestige,hupoleimma,Greek,9,aves
G0022,unmarried,agamos,Greek,4,unma
G0110,immortality,athanasia,Greek,3,immo
G0177,uncovered,akatakaluptos,Greek,3,unco
G0210,unwilling,akōn,Greek,2,unwi
G0277,immovable,ametakinētos,Greek,1,immo
G0370,unworthy,anaxios,Greek,2,unwo
G0371,unworthily,anaxiōs,Greek,2,unwo
G0410,irreproachable,anenklētos,Greek,5,irre
G0484,help,antilēpsis,Greek,7,help
G0558,freed,apeleutheros,Greek,1,fre
G0585,demonstration,apodeixis,Greek,1,demo
G0733,sodomite,arsenokoitēs,Greek,2,sodo
G0809,indecent,aschēmōn,Greek,3,inde
G0823,instant,atomos,Greek,1,inst
G1017,prize,brabeion,Greek,2,priz
G1051,milk,gala,Greek,48,milk
G1091,farm field,geōrgion,Greek,9,farm
G1243,variety,diairesis,Greek,36,vari
G1464,hindrance,enkopē,Greek,1,hind
G1545,way out,ekbasis,Greek,2,wayo
G2072,mirror,esoptron,Greek,2,mirr
G2154,intelligible,eusēmos,Greek,2,inte
G2157,propriety,euschēmosunē,Greek,1,prop
G2276,less/worse,hēssōn,Greek,8,less
G2788,harp,kithara,Greek,29,harp
G2922,court/lawsuit,kritērion,Greek,8,cour
G2941,administration,kubernēsis,Greek,5,admi
G2950,cymbal,kumbalon,Greek,17,cymb
G3060,reviler,loidoros,Greek,4,revi
G3111,meat market,makellon,Greek,1,meat
G3183,drunkard,methusos,Greek,4,drun
G3386,how much more,mētige,Greek,0,howm
G3402,imitator,mimētēs,Greek,7,imit
G3513,as surely as,nē,Greek,3,assu
G3559,admonition,nouthesia,Greek,3,admo
G3639,destructive,olethros,Greek,16,dest
G3644,destroyer,olothreutēs,Greek,1,dest
G3657,association,homilia,Greek,3,asso
G3740,whenever,hosakis,Greek,3,when
G3807,guardian,paidagōgos,Greek,3,guar
G3938,passing by,parodos,Greek,6,pass
G3981,persuasive,peithos,Greek,1,pers
G4027,garbage,perikatharma,Greek,2,garb
G4067,scum,peripsēma,Greek,1,scum
G4153,spiritually,pneumatikōs,Greek,2,spir
G4188,drink,poma,Greek,4,drin
G4421,bird,ptēnos,Greek,2,bird
G4493,twinkling,ripē,Greek,1,twin
G4774,concession,sungnōmē,Greek,1,conc
G4804,debater,suzētētēs,Greek,1,deba
G4859,mutual consent,sumfōnos,Greek,1,mutu
G5321,revelation,fanerōsis,Greek,2,reve
G0004,not burdensome,abarēs,Greek,1,notb
G0070,sleeplessness,agrupnia,Greek,2,slee
G0280,immoderate,ametros,Greek,2,immo
G0411,indescribable,anekdiēgētos,Greek,1,inde
G0532,unprepared,aparaskeuastos,Greek,1,unpr
G0610,verdict,apokrima,Greek,1,verd
G0664,severely,apotomōs,Greek,2,seve
G0728,guarantee,arrabōn,Greek,6,guar
G0731,inexpressible,arrētos,Greek,1,inex
G1395,giver,dotēs,Greek,2,give
G1644,lightness,elafria,Greek,1,ligh
G2175,aroma,euōdia,Greek,51,arom
G2259,when,hēnika,Greek,103,when
G2471,equality,isotēs,Greek,5,equa
G3574,a night and a day,nuchthēmeron,Greek,1,anig
G3671,confession,homologia,Greek,11,conf
G3749,clay,ostrakinos,Greek,18,clay
G3794,stronghold,ochurōma,Greek,38,stro
G3910,momentary,parautika,Greek,2,mome
G4070,last year,perusi,Greek,2,last
G4109,tablet,plax,Greek,38,tabl
G4553,basket,sarganē,Greek,1,bask
G4636,tent,skēnos,Greek,2,tent
G4647,thorn,skolops,Greek,4,thor
G4752,warfare,strateia,Greek,2,warf
G4783,agreement,sunkatathesis,Greek,1,agre
G4857,harmony,sumfōnēsis,Greek,1,harm
G4956,recommended,sustatikos,Greek,2,reco
