cluster_code,strong,stepTransliteration,stepGloss,verse_id,osisId,span_id,morph_code,role,resolved_sense,gloss_consistent_in_verse,surface
M10c,G0169,akathartos,unclean,9299,Matt.10.1,663833,A-GPN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G0169,akathartos,unclean,18493,Matt.12.43,781489,A-NSN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G0167,akatharsia,impurity,24082,Matt.23.27,848385,N-GSF,content,"impurity, a state of moral filthiness, especially in relation to sexual sin; uncleanness; lewdness | lsj: uncleanness, foulness; dirt, filth; depravity; ceremonial impurity | mounce: impurity, a state of moral filthiness, especially in relation to sexual sin",1,uncleanness
M10c,H2930A,ta.me,to defile,3376,Mic.2.10,580136,HVqp3fs,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,uncleanness
M10c,H2610,cha.neph,to pollute,12205,Mic.4.11,704722,HVqi3fs,content,"to be profaned, be defiled, be polluted, be corrupt; to be polluted; to be profane, be godless",1,defiled
M10c,H1352,go.el,defilement,17061,Neh.13.29,764201,HNcmpc,content,"defilement, defiling",1,desecrated
M10c,H1351,ga.al,to defile,17343,Neh.7.64,767438,HVPw3mp,content,"to defile, pollute, desecrate; to be desecrated (of removal from priesthood)",1,unclean
M10c,H2931,ta.me,unclean,17454,Num.18.15,768762,HAafsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2930A,ta.me,to defile,17410,Num.19.10,768175,HVqq3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,14520,Num.19.11,733736,HVqq3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,14521,Num.19.13,733747,HVpp3ms,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,defiles
M10c,H2931,ta.me,unclean,14521,Num.19.13,733758,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H5079,nid.dah,impurity,14521,Num.19.13,733754,HNcfsa,content,"impurity, filthiness, menstruous, set apart; impurity; of ceremonial impurity; of menstruation; impure thing (fig.); of idolatry, immorality",1,impurity
M10c,H2930A,ta.me,to defile,14522,Num.19.14,733771,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2931,ta.me,unclean,17455,Num.19.15,768772,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2930A,ta.me,to defile,14523,Num.19.16,733783,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2931,ta.me,unclean,17456,Num.19.17,768774,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,17457,Num.19.19,768787,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2930A,ta.me,to defile,17411,Num.19.20,768187,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17411,Num.19.20,768194,HVpp3ms,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,defiled
M10c,H2931,ta.me,unclean,17411,Num.19.20,768202,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H5079,nid.dah,impurity,17411,Num.19.20,768198,HNcfsa,content,"impurity, filthiness, menstruous, set apart; impurity; of ceremonial impurity; of menstruation; impure thing (fig.); of idolatry, immorality",1,impurity
M10c,H2930A,ta.me,to defile,17412,Num.19.21,768214,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H5079,nid.dah,impurity,17412,Num.19.21,768208,HNcfsa,content,"impurity, filthiness, menstruous, set apart; impurity; of ceremonial impurity; of menstruation; impure thing (fig.); of idolatry, immorality",1,impurity
M10c,H5079,nid.dah,impurity,17412,Num.19.21,768213,HNcfsa,content,"impurity, filthiness, menstruous, set apart; impurity; of ceremonial impurity; of menstruation; impure thing (fig.); of idolatry, immorality",1,impurity
M10c,H2930A,ta.me,to defile,17413,Num.19.22,768219,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17413,Num.19.22,768222,HVqi3fs,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2931,ta.me,unclean,17413,Num.19.22,768217,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2930A,ta.me,to defile,17408,Num.19.7,768157,HVqq3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17409,Num.19.8,768167,HVqq3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H5079,nid.dah,impurity,17487,Num.19.9,769171,HNcfsa,content,"impurity, filthiness, menstruous, set apart; impurity; of ceremonial impurity; of menstruation; impure thing (fig.); of idolatry, immorality",1,impurity
M10c,H5079,nid.dah,impurity,16524,Num.31.23,757497,HNcfsa,content,"impurity, filthiness, menstruous, set apart; impurity; of ceremonial impurity; of menstruation; impure thing (fig.); of idolatry, immorality",1,impurity
M10c,H2610,cha.neph,to pollute,16247,Num.35.33,754069,HVhi2mp,content,"to be profaned, be defiled, be polluted, be corrupt; to pollute; to make profane, make godless, cause to be defiled",1,pollute
M10c,H2610,cha.neph,to pollute,16247,Num.35.33,754075,HVhi3ms,content,"to be profaned, be defiled, be polluted, be corrupt; to pollute; to make profane, make godless, cause to be defiled",1,pollutes
M10c,H2930A,ta.me,to defile,17414,Num.35.34,768226,HVpi2ms,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,defile
M10c,H2930A,ta.me,to defile,17404,Num.5.13,768111,HVNp3fs,content,"to be unclean, become unclean, become impure; to defile oneself, be defiled; sexually; by idolatry; ceremonially; to be regarded as unclean",1,defiled
M10c,H2930A,ta.me,to defile,16911,Num.5.14,762275,HVNp3fs,content,"to be unclean, become unclean, become impure; to defile oneself, be defiled; sexually; by idolatry; ceremonially; to be regarded as unclean",1,defiled
M10c,H2930A,ta.me,to defile,16911,Num.5.14,762284,HVNp3fs,content,"to be unclean, become unclean, become impure; to defile oneself, be defiled; sexually; by idolatry; ceremonially; to be regarded as unclean",1,defiled
M10c,H2931,ta.me,unclean,17452,Num.5.2,768727,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2930A,ta.me,to defile,17405,Num.5.20,768122,HVNp2fs,content,"to be unclean, become unclean, become impure; to defile oneself, be defiled; sexually; by idolatry; ceremonially; to be regarded as unclean",1,defiled
M10c,H2930A,ta.me,to defile,1329,Num.5.27,551634,HVNp3fs,content,"to be unclean, become unclean, become impure; to defile oneself, be defiled; sexually; by idolatry; ceremonially; to be regarded as unclean",1,defiled
M10c,H2930A,ta.me,to defile,17406,Num.5.28,768132,HVNp3fs,content,"to be unclean, become unclean, become impure; to defile oneself, be defiled; sexually; by idolatry; ceremonially; to be regarded as unclean",1,defiled
M10c,H2930A,ta.me,to defile,17407,Num.5.29,768146,HVNq3fs,content,"to be unclean, become unclean, become impure; to defile oneself, be defiled; sexually; by idolatry; ceremonially; to be regarded as unclean",1,defiles
M10c,H2930A,ta.me,to defile,13113,Num.5.3,716340,HVpi3mp,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,defile
M10c,H2930A,ta.me,to defile,15352,Num.6.12,743626,HVqp3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,defiled
M10c,H2930A,ta.me,to defile,15354,Num.6.7,743644,HVti3ms,content,"to be unclean, become unclean, become impure; to be unclean",1,unclean
M10c,H2930A,ta.me,to defile,14509,Num.6.9,733610,HVpq3ms,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,defiles
M10c,H2931,ta.me,unclean,4909,Num.9.10,602535,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,17453,Num.9.6,768733,HAampa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,9888,Num.9.7,671698,HAampa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2610,cha.neph,to pollute,16248,Ps.106.38,754099,HVqw3fs,content,"to be profaned, be defiled, be polluted, be corrupt; to be polluted; to be profane, be godless",1,polluted
M10c,H2930A,ta.me,to defile,17418,Ps.106.39,768300,HVqw3mp,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,became unclean
M10c,H2930A,ta.me,to defile,15589,Ps.79.1,746557,HVpp3cp,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,defiled
M10c,G3435,molunō,to defile,17341,Rev.14.4,917131,V-API-3P,content,"to defile, soil, stain, make impure; to stain, sully; to defile, contaminate, make impure; to soil | lsj: stain, sully, defile, sprinkle, make a beast of, defile, debauch, become vile, disgrace oneself, wallow; stain, dye | mounce: to defile, soil, stain, make impure",1,defiled themselves
M10c,G0169,akathartos,unclean,23893,Rev.16.13,846409,A-APN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G0169,akathartos,unclean,284,Rev.17.4,537351,A-APN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,impurities
M10c,G0169,akathartos,unclean,9074,Rev.18.2,660423,A-GSN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G0169,akathartos,unclean,9074,Rev.18.2,660427,A-GSN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G0169,akathartos,unclean,9074,Rev.18.2,660431,A-GSN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G4510,rupoō,to defile,15093,Rev.22.11,740199,A-NSM,content,"to defile, pollute; to defile, pollute, make filthy | lsj: make foul and filthy, befoul, to be foul and filthy | mounce: to defile, pollute",1,filthy
M10c,G3435,molunō,to defile,9200,Rev.3.4,662350,V-AAI-3P,content,"to defile, soil, stain, make impure; to stain, sully; to defile, contaminate, make impure; to soil | lsj: stain, sully, defile, sprinkle, make a beast of, defile, debauch, become vile, disgrace oneself, wallow; stain, dye | mounce: to defile, soil, stain, make impure",1,soiled
M10c,G0167,akatharsia,impurity,17156,Rom.1.24,765357,N-ASF,content,"impurity, a state of moral filthiness, especially in relation to sexual sin; uncleanness; lewdness | lsj: uncleanness, foulness; dirt, filth; depravity; ceremonial impurity | mounce: impurity, a state of moral filthiness, especially in relation to sexual sin",1,impurity
M10c,G0167,akatharsia,impurity,4367,Rom.6.19,595261,N-DSF,content,"impurity, a state of moral filthiness, especially in relation to sexual sin; uncleanness; lewdness | lsj: uncleanness, foulness; dirt, filth; depravity; ceremonial impurity | mounce: impurity, a state of moral filthiness, especially in relation to sexual sin",1,impurity
M10c,H5079,nid.dah,impurity,17488,Zech.13.1,769186,HNcfsa,content,"impurity, filthiness, menstruous, set apart; impurity; of ceremonial impurity; of menstruation; impure thing (fig.); of idolatry, immorality",1,uncleanness
M10c,H1351,ga.al,to defile,2899,Zeph.3.1,573882,HVNrfsa,content,"to defile, pollute, desecrate; to be defiled, be polluted",1,defiled
