"strong","word","occurrence_count","ib_relevance"
"G0320","public reading","1","Could impact IB"
"G0320","read","1","Could impact IB"
"G0320","reading","1","Could impact IB"
"G0321","brought","1","Not relevant"
"G0321","brought again","1","Not relevant"
"G0321","led up","1","Could impact IB"
"G0321","offered","1","Not relevant"
"G0321","out","1","Not relevant"
"G0321","put to sea","1","Not relevant"
"G0321","sail","1","Could impact IB"
"G0321","set out","1","Not relevant"
"G0321","up","1","Not relevant"
"G0322","appointed","1","Not relevant"
"G0322","show","1","Could impact IB"
"G0323","public appearance","1","Could impact IB"
"G0326","alive again","1","Could impact IB"
"G0326","came alive","1","Could impact IB"
"G0328","preparing","1","Could impact IB"
"G0329","fan","1","Could impact IB"
"G0333","consider","1","IB related"
"G0333","observed","1","Could impact IB"
"G0335","impudence","1","IB related"
"G0336","execution","1","Could impact IB"
"G0337","away","1","Not relevant"
"G0337","executed","1","Could impact IB"
"G0343","unlifted","1","Could impact IB"
"G0343","unveiled","1","Could impact IB"
"G0345","guests","1","Could impact IB"
"G0345","seated","1","Could impact IB"
"G0346","summed up","1","Could impact IB"
"G0346","unite","1","Could impact IB"
"G0347","laid","1","Could impact IB"
"G0347","sit down","1","Not relevant"
"G0351","examined","1","Could impact IB"
"G0352","straighten","1","Could impact IB"
"G0352","straighten up","1","Could impact IB"
"G0353","aboard","1","Could impact IB"
"G0353","board","1","Could impact IB"
"G0353","get","1","Could impact IB"
"G0353","took","1","Not relevant"
"G0353","took up","1","Not relevant"
"G0355","consume","1","Could impact IB"
"G0355","consumed","1","Could impact IB"
"G0356","proportion","1","Could impact IB"
"G0357","consider","1","IB related"
"G0358","lost its saltiness","1","Could impact IB"
"G0359","departure","1","Could impact IB"
"G0360","come home","1","Could impact IB"
"G0360","depart","1","Could impact IB"
"G0364","reminder","1","Could impact IB"
"G0366","senses","1","Could impact IB"
"G0367I","ananias","1","Not relevant"
"G0368","cannot be denied","1","Could impact IB"
"G0369","without objection","1","Could impact IB"
"G0370","incompetent","1","Could impact IB"
"G0371","unworthy manner","1","Could impact IB"
"G0372","cease","1","Could impact IB"
"G0373","refresh","1","Could impact IB"
"G0373","relax","1","Could impact IB"
"G0373","rests","1","Not relevant"
"G0374","persuading","1","Could impact IB"
"G0375","send","1","Not relevant"
"G0375","sending","1","Not relevant"
"G0375","sent","1","Not relevant"
"G0377","leaned back","1","Could impact IB"
"G0377","leaning back","1","Could impact IB"
"G0377","place","1","Not relevant"
"G0377","sat down","1","Not relevant"
"G0377","sit down","1","Not relevant"
"G0378","complete","1","Could impact IB"
"G0378","fill up","1","Could impact IB"
"G0378","fulfill","1","Could impact IB"
"G0378","fulfilled","1","Could impact IB"
"G0378","in","1","Not relevant"
"G0378","made up","1","Not relevant"
"G0379","no excuse","1","Could impact IB"
"G0379","without excuse","1","Could impact IB"
"G0380","unrolled","1","Could impact IB"
"G0381","ablaze","1","Could impact IB"
"G0381","kindled","1","Could impact IB"
"G0382","innumerable","1","Could impact IB"
"G0383","stirred up","1","Could impact IB"
"G0383","stirs up","1","Could impact IB"
"G0384","unsettling","1","Could impact IB"
"G0385","drawn up","1","Could impact IB"
"G0385","out","1","Not relevant"
"G0386","rise","1","Could impact IB"
"G0386","rise again","1","Could impact IB"
"G0386","rising","1","Could impact IB"
"G0387","revolt","1","Could impact IB"
"G0387","unsettle","1","Could impact IB"
"G0387","upside down","1","Could impact IB"
"G0388","crucifying once again","1","Could impact IB"
"G0390","act","1","Could impact IB"
"G0390","behave","1","Could impact IB"
"G0390","behaved","1","Could impact IB"
"G0390","conduct","1","Could impact IB"
"G0390","live","1","Not relevant"
"G0390","lived","1","Not relevant"
"G0390","return","1","Not relevant"
"G0390","treated","1","Could impact IB"
"G0391","behavior","1","Could impact IB"
"G0391","lives","1","Not relevant"
"G0391","ways","1","Not relevant"
"G0392","compile","1","Could impact IB"
"G0393","dawned","1","Could impact IB"
"G0393","descended","1","Could impact IB"
"G0393","rise","1","Could impact IB"
"G0393","risen","1","Could impact IB"
"G0393","rising","1","Could impact IB"
"G0394","laid","1","Could impact IB"
"G0394","set before","1","Not relevant"
"G0395","rising","1","Could impact IB"
"G0395","sunrise","1","Could impact IB"
"G0396","overturned","1","Could impact IB"
"G0398","appear","1","Could impact IB"
"G0398","sight","1","Could impact IB"
"G0399","bear","1","Not relevant"
"G0399","bore","1","Could impact IB"
"G0399","carried up","1","Not relevant"
"G0399","offer up","1","Not relevant"
"G0400","exclaimed","1","Could impact IB"
"G0401","flood","1","Could impact IB"
"G0402","away","1","Not relevant"
"G0402","going aside","1","Could impact IB"
"G0402","withdrawn","1","Could impact IB"
"G0403","refreshing","1","Could impact IB"
"G0404","refreshed","1","Could impact IB"
"G0405","enslavers","1","Could impact IB"
"G0408","andronicus","1","Could impact IB"
"G0409","murderers","1","Could impact IB"
"G0410","blameless","1","Could impact IB"
"G0410","guiltless","1","IB related"
"G0411","inexpressible","1","Could impact IB"
"G0412","inexpressible","1","Could impact IB"
"G0413","fail","1","Could impact IB"
"G0414","more tolerable","1","Could impact IB"
"G0417","gale","1","Could impact IB"
"G0418","sure","1","Could impact IB"
"G0419","unsearchable","1","Could impact IB"
"G0421","inscrutable","1","Could impact IB"
"G0421","unsearchable","1","Could impact IB"
"G0422","no need to be ashamed","1","Could impact IB"
"G0423","above reproach","1","Could impact IB"
"G0423","free from reproach","1","Could impact IB"
"G0423","without reproach","1","Could impact IB"
"G0424","up","1","Not relevant"
"G0426","examine","1","Could impact IB"
"G0426","examined","1","Could impact IB"
"G0427","apart from","1","Could impact IB"
"G0427","without","1","Not relevant"
"G0428","not suitable","1","Could impact IB"
"G0429","found","1","Could impact IB"
"G0429","having sought","1","Could impact IB"
"G0431","cousin","1","Could impact IB"
"G0432","dill","1","Could impact IB"
"G0434","brutal","1","Could impact IB"
"G0435G","all","1","Not relevant"
"G0435G","ethiopian","1","Could impact IB"
"G0435G","manhood","1","Could impact IB"
"G0435G","man’s","1","Not relevant"
"G0435G","murderer","1","Could impact IB"
"G0435G","sirs","1","Could impact IB"
"G0435G","virgin","1","Could impact IB"
"G0435H","marriage","1","Could impact IB"
"G0436","can resist","1","Could impact IB"
"G0436","oppose","1","Could impact IB"
"G0436","resists","1","Could impact IB"
"G0440","coals","1","Could impact IB"
"G0442","human institution","1","Could impact IB"
"G0442","human terms","1","Could impact IB"
"G0442","man","1","Not relevant"
"G0444","enemy","1","Could impact IB"
"G0444","everyone’s","1","Not relevant"
"G0444","human way","1","Could impact IB"
"G0444","humanly speaking","1","Could impact IB"
"G0444","humans","1","Could impact IB"
"G0444","jew","1","Could impact IB"
"G0444","man-made","1","Could impact IB"
"G0444","merchant","1","Could impact IB"
"G0444","nobleman","1","Could impact IB"
"G0444","partiality","1","Could impact IB"
"G0444","person’s","1","Could impact IB"
"G0444","someone","1","Could impact IB"
"G0444","those","1","Not relevant"
"G0444","ungodly","1","Could impact IB"
"G0444","who","1","Not relevant"
"G0446","proconsuls","1","Could impact IB"
"G0447","leave","1","Not relevant"
"G0447","stop","1","Could impact IB"
"G0447","unfastened","1","Could impact IB"
"G0450","got up","1","Could impact IB"
"G0450","left","1","Not relevant"
"G0450","raise up","1","Could impact IB"
"G0450","rose again","1","Could impact IB"
"G0450","stand","1","Not relevant"
"G0451","anna","1","Not relevant"
"G0455","open the door","1","Not relevant"
"G0455","opening","1","Not relevant"
"G0455","spoken freely","1","Could impact IB"
"G0455","standing open","1","Not relevant"
"G0457","opening","1","Not relevant"
"G0459","lawless one","1","Could impact IB"
"G0459","transgressors","1","Could impact IB"
"G0461","lift","1","Could impact IB"
"G0461","made straight","1","Could impact IB"
"G0461","restore","1","Could impact IB"
"G0463","divine forbearance","1","IB related"
"G0463","forbearance","1","IB related"
"G0464","struggle","1","Could impact IB"
"G0466","filling up","1","Could impact IB"
"G0467","repaid","1","Could impact IB"
"G0467","return","1","Not relevant"
"G0468","repaid","1","Could impact IB"
"G0468","retribution","1","Could impact IB"
"G0469","reward","1","Could impact IB"
"G0470","answer back","1","Could impact IB"
"G0470","reply","1","Could impact IB"
"G0471","contradict","1","Could impact IB"
"G0471","opposition","1","Could impact IB"
"G0474","holding","1","Could impact IB"
"G0475","opponents","1","Could impact IB"
"G0477","contradictions","1","Could impact IB"
"G0478","resisted","1","Could impact IB"
"G0479","return","1","Not relevant"
"G0481","opposite","1","Could impact IB"
"G0482","benefit","1","Could impact IB"
"G0482","help","1","Could impact IB"
"G0482","helped","1","Could impact IB"
"G0484","helping","1","Could impact IB"
"G0486","revile in return","1","Could impact IB"
"G0487","ransom","1","Could impact IB"
"G0488","measured back","1","Not relevant"
"G0489","due penalty","1","Could impact IB"
"G0489","return","1","Not relevant"
"G0491","antioch","1","Not relevant"
"G0492","passed by","1","Not relevant"
"G0493","antipas","1","Not relevant"
"G0494","antipatris","1","Could impact IB"
"G0495","opposite","1","Could impact IB"
"G0496","resist","1","Could impact IB"
"G0497","war against","1","Could impact IB"
"G0498","opposed","1","Could impact IB"
"G0498","resist","1","Could impact IB"
"G0498","resists","1","Could impact IB"
"G0499","copies","1","Could impact IB"
"G0499","corresponds","1","Could impact IB"
"G0500","antichrists","1","Could impact IB"
"G0501","drawn","1","Could impact IB"
"G0502","draw","1","Could impact IB"
"G0503","face","1","Could impact IB"
"G0507","brim","1","Could impact IB"
"G0507","upward","1","Could impact IB"
"G0510","inland","1","Could impact IB"
"G0511","above","1","Not relevant"
"G0511","higher","1","Not relevant"
"G0512","unprofitable","1","Could impact IB"
"G0512","uselessness","1","Could impact IB"
"G0516","manner worthy","1","Could impact IB"
"G0518","announced","1","Could impact IB"
"G0518","bring","1","Not relevant"
"G0518","declare","1","Could impact IB"
"G0518","report","1","Could impact IB"
"G0518","said","1","Not relevant"
"G0518","word","1","Not relevant"
"G0520","brought","1","Not relevant"
"G0520","death","1","Could impact IB"
"G0520","lead","1","Could impact IB"
"G0520","led","1","Could impact IB"
"G0520","led astray","1","Could impact IB"
"G0520","led him away","1","Could impact IB"
"G0520","take","1","Not relevant"
"G0521","ignorant","1","Could impact IB"
"G0522","taken away","1","Not relevant"
"G0523","back","1","Not relevant"
"G0523","demand","1","Could impact IB"
"G0523","required","1","Could impact IB"
"G0525","deliver","1","Could impact IB"
"G0525","left","1","Not relevant"
"G0525","settle","1","Could impact IB"
"G0528","meet","1","Could impact IB"
"G0531","permanently","1","Could impact IB"
"G0532","not ready","1","Could impact IB"
"G0533","denied","1","Could impact IB"
"G0535","complete","1","Could impact IB"
"G0536","first convert","1","Could impact IB"
"G0536","first converts","1","Could impact IB"
"G0537","all things","1","Not relevant"
"G0538","deceive","1","Could impact IB"
"G0538","deceived","1","Could impact IB"
"G0538","deceives","1","Could impact IB"
"G0541","radiance","1","Could impact IB"
"G0546","threaten","1","Could impact IB"
"G0546","warn","1","Could impact IB"
"G0547","threatening","1","Could impact IB"
"G0547","threats","1","Could impact IB"
"G0549","went","1","Not relevant"
"G0550","renounced","1","Could impact IB"
"G0551","cannot be tempted","1","Could impact IB"
"G0552","unskilled","1","Could impact IB"
"G0553","await","1","Could impact IB"
"G0553","wait for","1","Could impact IB"
"G0553","waiting","1","Could impact IB"
"G0553","waits","1","Could impact IB"
"G0554","disarmed","1","Could impact IB"
"G0554","put off","1","Not relevant"
"G0555","putting off","1","Could impact IB"
"G0557","disrepute","1","Could impact IB"
"G0558","freedman","1","Could impact IB"
"G0559","apelles","1","Could impact IB"
"G0561","against","1","Not relevant"
"G0561","opposite","1","Could impact IB"
"G0561","presence","1","Could impact IB"
"G0562","endless","1","Not relevant"
"G0563","undivided devotion","1","IB related"
"G0564","uncircumcised","1","Could impact IB"
"G0565","came","1","Not relevant"
"G0565","drew","1","Could impact IB"
"G0565","followed","1","Could impact IB"
"G0565","go out","1","Not relevant"
"G0565","go over","1","Not relevant"
"G0565","goes away","1","Could impact IB"
"G0565","going","1","Could impact IB"
"G0565","left","1","Not relevant"
"G0565","passed","1","Not relevant"
"G0565","pursued","1","Could impact IB"
"G0565","spread","1","Not relevant"
"G0565","turned","1","Not relevant"
"G0565","went up","1","Not relevant"
"G0574","generously","1","Could impact IB"
"G0575","alike","1","Could impact IB"
"G0575","as","1","Not relevant"
"G0575","ask","1","Could impact IB"
"G0575","avoid","1","Could impact IB"
"G0575","before","1","Not relevant"
"G0575","belonged","1","Could impact IB"
"G0575","belonged to","1","Could impact IB"
"G0575","deserting","1","Not relevant"
"G0575","ever","1","Not relevant"
"G0575","far","1","Not relevant"
"G0575","fear","1","IB related"
"G0575","leave","1","Not relevant"
"G0575","leaving","1","Could impact IB"
"G0575","long ago","1","Could impact IB"
"G0575","me","1","Not relevant"
"G0575","once","1","Not relevant"
"G0575","part","1","Not relevant"
"G0575","that","1","Not relevant"
"G0575","through","1","Not relevant"
"G0576","got out","1","Could impact IB"
"G0576","opportunity","1","Could impact IB"
"G0576","turn out","1","Not relevant"
"G0577","throw away","1","Not relevant"
"G0578","looking","1","Could impact IB"
"G0582","census","1","Could impact IB"
"G0583","enrolled","1","Could impact IB"
"G0583","registered","1","Could impact IB"
"G0584","attested","1","Could impact IB"
"G0584","exhibited","1","Could impact IB"
"G0584","proclaiming","1","Could impact IB"
"G0584","prove","1","Could impact IB"
"G0585","demonstration","1","Could impact IB"
"G0586","give tithes","1","Could impact IB"
"G0586","take tithes","1","Could impact IB"
"G0588","accept","1","Could impact IB"
"G0588","received","1","Could impact IB"
"G0588","welcome","1","Could impact IB"
"G0589","went away","1","Not relevant"
"G0590","journey","1","Could impact IB"
"G0595","putting off","1","Could impact IB"
"G0595","removal","1","Could impact IB"
"G0597","treasure","1","Not relevant"
"G0598","pressing","1","Could impact IB"
"G0601","revelation is made","1","Could impact IB"
"G0604","reconciled","1","Could impact IB"
"G0605","restoring","1","Could impact IB"
"G0606","appointed","1","Not relevant"
"G0606","laid away","1","Could impact IB"
"G0608","shut","1","Could impact IB"
"G0609","emasculate themselves","1","Could impact IB"
"G0610","sentence","1","Could impact IB"
"G0611","answering","1","Could impact IB"
"G0611","rebuked","1","Could impact IB"
"G0611","reply","1","Could impact IB"
"G0611","responded","1","Could impact IB"
"G0611","spoke","1","Not relevant"
"G0612","answers","1","Could impact IB"
"G0614","hidden","1","Could impact IB"
"G0615","kill him","1","Not relevant"
"G0615","killing","1","Not relevant"
"G0615","strike","1","Could impact IB"
"G0616","brings forth","1","Could impact IB"
"G0616","forth","1","Could impact IB"
"G0617","roll away","1","Could impact IB"
"G0617","rolled away","1","Could impact IB"
"G0618","back","1","Not relevant"
"G0618","get back","1","Could impact IB"
"G0618","might receive","1","Could impact IB"
"G0618","received","1","Could impact IB"
"G0618","win","1","Could impact IB"
"G0619","pleasures","1","IB related"
"G0620","woman divorced","1","Could impact IB"
"G0621","licked","1","Could impact IB"
"G0622","death","1","Could impact IB"
"G0623","apollyon","1","Could impact IB"
"G0624","apollonia","1","Could impact IB"
"G0626","answer","1","Could impact IB"
"G0626","defend","1","Could impact IB"
"G0626","defending","1","Could impact IB"
"G0626","excuse","1","Could impact IB"
"G0626","make a defense","1","Could impact IB"
"G0626","make my defense","1","Could impact IB"
"G0627","clear","1","Could impact IB"
"G0628","wash away","1","Could impact IB"
"G0628","washed","1","Could impact IB"
"G0629","acquire","1","Could impact IB"
"G0629","redeems","1","Could impact IB"
"G0629","release","1","Could impact IB"
"G0631","wipe off","1","Could impact IB"
"G0632","showing","1","Could impact IB"
"G0633","washed","1","Could impact IB"
"G0634","fell","1","Not relevant"
"G0635","lead astray","1","Could impact IB"
"G0635","wandered","1","Could impact IB"
"G0636","sail","1","Could impact IB"
"G0636","sailing","1","Could impact IB"
"G0640","perplexity","1","Could impact IB"
"G0641","jump overboard","1","Could impact IB"
"G0644","shadow","1","Could impact IB"
"G0645","draw away","1","Could impact IB"
"G0645","drew","1","Could impact IB"
"G0645","withdrew","1","Could impact IB"
"G0647","certificate","1","Could impact IB"
"G0648","removed","1","Could impact IB"
"G0649","puts in","1","Not relevant"
"G0649","send out","1","Not relevant"
"G0649","sends","1","Not relevant"
"G0649","sent around","1","Not relevant"
"G0649","sent him away","1","Not relevant"
"G0649","set","1","Not relevant"
"G0650","defrauded","1","Could impact IB"
"G0650","deprive","1","Could impact IB"
"G0650","deprived","1","Could impact IB"
"G0650","fraud","1","Could impact IB"
"G0651","apostolic","1","Could impact IB"
"G0652","messengers","1","Could impact IB"
"G0653","provoke","1","Could impact IB"
"G0653","speak","1","Not relevant"
"G0656","synagogues","1","Could impact IB"
"G0657","renounce","1","Could impact IB"
"G0657","say farewell","1","Could impact IB"
"G0657","took leave","1","Not relevant"
"G0659","away","1","Not relevant"
"G0659","laid down","1","Could impact IB"
"G0659","lay aside","1","Could impact IB"
"G0659","put off","1","Not relevant"
"G0660","shake off","1","Could impact IB"
"G0660","shook off","1","Could impact IB"
"G0661","repay","1","Could impact IB"
"G0664","severe","1","Could impact IB"
"G0664","sharply","1","Could impact IB"
"G0665","avoid","1","Could impact IB"
"G0666","absence","1","Could impact IB"
"G0667","carried","1","Not relevant"
"G0667","carried away","1","Not relevant"
"G0667","carry","1","Not relevant"
"G0668","barely escaping","1","Could impact IB"
"G0669","addressed","1","Could impact IB"
"G0669","speaking","1","Not relevant"
"G0669","utterance","1","Could impact IB"
"G0670","unload","1","Could impact IB"
"G0671","used","1","Could impact IB"
"G0672","depart","1","Could impact IB"
"G0672","leave","1","Not relevant"
"G0673","separated","1","Could impact IB"
"G0675","appius","1","Could impact IB"
"G0676","unapproachable","1","Could impact IB"
"G0677","blameless","1","Could impact IB"
"G0677","clear","1","Could impact IB"
"G0677","no offense","1","Could impact IB"
"G0678","impartially","1","Could impact IB"
"G0679","from stumbling","1","Could impact IB"
"G0681","cling","1","Could impact IB"
"G0681","kindled","1","Could impact IB"
"G0681","light","1","Not relevant"
"G0681","sexual relations","1","Could impact IB"
"G0681","touching","1","Could impact IB"
"G0684","destroyed","1","Not relevant"
"G0684","destructive","1","Could impact IB"
"G0684","perish","1","Could impact IB"
"G0684","waste","1","Could impact IB"
"G0684","wasted","1","Could impact IB"
"G0686","accordingly","1","Could impact IB"
"G0686","case","1","Not relevant"
"G0686","could be","1","Not relevant"
"G0686","if","1","Not relevant"
"G0686","otherwise","1","Could impact IB"
"G0686","perhaps","1","Could impact IB"
"G0686","possible","1","Could impact IB"
"G0686","thus","1","Not relevant"
"G0686","true","1","IB related"
"G0686","what","1","Not relevant"
"G0686","when","1","Not relevant"
"G0686","who","1","Not relevant"
"G0690","arabians","1","Could impact IB"
"G0692","careless","1","Could impact IB"
"G0692","idle","1","Could impact IB"
"G0692","ineffective","1","Could impact IB"
"G0692","lazy","1","Could impact IB"
"G0692","useless","1","Could impact IB"
"G0695","silversmith","1","Could impact IB"
"G0698","areopagite","1","Could impact IB"
"G0705","number","1","Not relevant"
"G0706","numbering","1","Not relevant"
"G0706","numbers","1","Not relevant"
"G0709","dine","1","Could impact IB"
"G0710","left hand","1","Not relevant"
"G0711","aristobulus","1","Could impact IB"
"G0713","enough","1","Could impact IB"
"G0713","suffices","1","Could impact IB"
"G0713","sufficient","1","Could impact IB"
"G0715","bear’s","1","Not relevant"
"G0716","chariots","1","Not relevant"
"G0717","armageddon","1","Not relevant"
"G0718","betrothed","1","Could impact IB"
"G0719","joints","1","Could impact IB"
"G0721","lambs","1","Not relevant"
"G0721","lamb’s","1","Not relevant"
"G0722","plow","1","Could impact IB"
"G0722","plowing","1","Could impact IB"
"G0722","plowman","1","Could impact IB"
"G0723","plow","1","Could impact IB"
"G0725","grasped","1","Could impact IB"
"G0726","away","1","Not relevant"
"G0726","snatches","1","Could impact IB"
"G0726","snatches away","1","Could impact IB"
"G0726","snatching","1","Could impact IB"
"G0727","extortioners","1","Could impact IB"
"G0727","ravenous","1","Could impact IB"
"G0727","swindler","1","Could impact IB"
"G0729","seamless","1","Could impact IB"
"G0731","cannot be told","1","Could impact IB"
"G0732","ill","1","Could impact IB"
"G0734","artemas","1","Could impact IB"
"G0737","alive","1","Could impact IB"
"G0737","just","1","Not relevant"
"G0737","now on","1","Not relevant"
"G0737","once","1","Not relevant"
"G0737","present","1","Could impact IB"
"G0738","newborn","1","Could impact IB"
"G0739","complete","1","Could impact IB"
"G0740","ate","1","Not relevant"
"G0740","dine","1","Could impact IB"
"G0740","living","1","Could impact IB"
"G0740","loaf","1","Could impact IB"
"G0741","restored","1","Could impact IB"
"G0741","salty","1","Could impact IB"
"G0741","seasoned","1","Could impact IB"
"G0745","archelaus","1","Not relevant"
"G0748","high-priestly","1","Could impact IB"
"G0749","chief","1","Could impact IB"
"G0749","high priesthood","1","Could impact IB"
"G0749","high priest’s","1","Not relevant"
"G0749","priest","1","Not relevant"
"G0750","chief shepherd","1","Could impact IB"
"G0751","archippus","1","Not relevant"
"G0753","master builder","1","Not relevant"
"G0754","tax collector","1","Could impact IB"
"G0761","cannot be shaken","1","Could impact IB"
"G0761","immovable","1","Could impact IB"
"G0762","unquenchable","1","Could impact IB"
"G0768","asher","1","Not relevant"
"G0775","asiarchs","1","Could impact IB"
"G0777","without food","1","Not relevant"
"G0778","take pains","1","Could impact IB"
"G0780","gladly","1","Could impact IB"
"G0781","unwise","1","Could impact IB"
"G0782","acknowledged","1","Could impact IB"
"G0782","greeting","1","Could impact IB"
"G0782","said farewell","1","Could impact IB"
"G0782","salute","1","Could impact IB"
"G0783","write","1","Could impact IB"
"G0783","write this greeting","1","Could impact IB"
"G0784","spot","1","Could impact IB"
"G0784","without spot","1","Could impact IB"
"G0785","asps","1","Could impact IB"
"G0787","pennies","1","Could impact IB"
"G0787","penny","1","Could impact IB"
"G0788","along","1","Not relevant"
"G0793","unstable","1","Could impact IB"
"G0793","unsteady","1","Could impact IB"
"G0796","rays","1","Could impact IB"
"G0797","dazzling","1","Could impact IB"
"G0797","lights up","1","Not relevant"
"G0798","star","1","Could impact IB"
"G0799","asyncritus","1","Could impact IB"
"G0800","disagreeing","1","Could impact IB"
"G0802","faithless","1","IB related"
"G0805","fastened","1","Could impact IB"
"G0805","made secure","1","Could impact IB"
"G0805","secure","1","Could impact IB"
"G0806","certain","1","Not relevant"
"G0806","safely","1","Could impact IB"
"G0806","under guard","1","Could impact IB"
"G0807","not behaving properly","1","Could impact IB"
"G0807","rude","1","Could impact IB"
"G0809","unpresentable parts","1","Could impact IB"
"G0813","idle","1","Could impact IB"
"G0815","children","1","Not relevant"
"G0815","without children","1","Not relevant"
"G0817","absence","1","Could impact IB"
"G0817","no","1","Not relevant"
"G0820","disrepute","1","Could impact IB"
"G0820","less honorable","1","Could impact IB"
"G0822","mist","1","Could impact IB"
"G0822","vapor","1","Could impact IB"
"G0823","moment","1","Could impact IB"
"G0825","attalia","1","Not relevant"
"G0826","seeing","1","Not relevant"
"G0827","daybreak","1","Could impact IB"
"G0833","court","1","Could impact IB"
"G0833","door","1","Not relevant"
"G0833","fold","1","Could impact IB"
"G0836","flute","1","Could impact IB"
"G0837","grown","1","Could impact IB"
"G0837","increases","1","Could impact IB"
"G0838","grow","1","Could impact IB"
"G0838","growth","1","Could impact IB"
"G0844","accord","1","Could impact IB"
"G0845","eyewitnesses","1","Could impact IB"
"G0847","here","1","Not relevant"
"G0851","away","1","Not relevant"
"G0851","taken away","1","Not relevant"
"G0851","takes away","1","Not relevant"
"G0852","hidden","1","Could impact IB"
"G0854","vanish away","1","Could impact IB"
"G0855","vanished","1","Could impact IB"
"G0857","severity","1","Could impact IB"
"G0860","joint","1","Could impact IB"
"G0860","joints","1","Could impact IB"
"G0864","known","1","Could impact IB"
"G0867","departure","1","Could impact IB"
"G0868","departed","1","Could impact IB"
"G0868","fall away","1","Not relevant"
"G0868","leave","1","Not relevant"
"G0868","left","1","Not relevant"
"G0868","withdrawn","1","Could impact IB"
"G0872","looking","1","Could impact IB"
"G0872","see","1","Not relevant"
"G0873","exclude","1","Could impact IB"
"G0873","separated","1","Could impact IB"
"G0873","took","1","Not relevant"
"G0874","cause","1","Could impact IB"
"G0874","occasion","1","Could impact IB"
"G0875","foaming","1","Could impact IB"
"G0875","foams","1","Could impact IB"
"G0876","foams","1","Could impact IB"
"G0879","fell asleep","1","Could impact IB"
"G0883","achaicus","1","Could impact IB"
"G0886","without hands","1","Not relevant"
"G0887","mist","1","Could impact IB"
"G0888","unworthy","1","Could impact IB"
"G0888","worthless","1","Could impact IB"
"G0893","never lies","1","Not relevant"
"G0895","lifeless","1","Could impact IB"
"G0896","baal","1","Not relevant"
"G0898","standing","1","Not relevant"
"G0899","deep","1","Not relevant"
"G0899","depths","1","Could impact IB"
"G0899","extreme","1","Could impact IB"
"G0900","deep","1","Not relevant"
"G0901","deep things","1","Not relevant"
"G0901","early","1","Not relevant"
"G0902","branches","1","Not relevant"
"G0903","balaam’s","1","Not relevant"
"G0904","balak","1","Not relevant"
"G0905","moneybags","1","Could impact IB"
"G0906G","casting","1","Could impact IB"
"G0906G","casts","1","Could impact IB"
"G0906G","flinging","1","Could impact IB"
"G0906G","struck","1","Could impact IB"
"G0906G","swung","1","Could impact IB"
"G0906H","contributing","1","Could impact IB"
"G0906H","invested","1","Could impact IB"
"G0906H","laid","1","Could impact IB"
"G0906H","lay","1","Not relevant"
"G0906H","put into","1","Not relevant"
"G0906H","puts","1","Not relevant"
"G0906H","putting","1","Could impact IB"
"G0906I","scatter","1","Could impact IB"
"G0906I","sowed","1","Could impact IB"
"G0906J","pouring","1","Not relevant"
"G0906J","sheds","1","Could impact IB"
"G0907","baptizes","1","Could impact IB"
"G0909","washing","1","Could impact IB"
"G0911","dip","1","Could impact IB"
"G0913","barak","1","Not relevant"
"G0914","barachiah","1","Could impact IB"
"G0915","barbarian","1","Could impact IB"
"G0915","barbarians","1","Could impact IB"
"G0916","weighed down","1","Could impact IB"
"G0919","bar-jesus","1","Could impact IB"
"G0920","bar-jonah","1","Could impact IB"
"G0923G","barsabbas","1","Could impact IB"
"G0923H","barsabbas","1","Could impact IB"
"G0924","bartimaeus","1","Not relevant"
"G0926","burdensome","1","Could impact IB"
"G0926","fierce","1","Could impact IB"
"G0926","heavy","1","Not relevant"
"G0926","serious","1","Could impact IB"
"G0926","weightier","1","Could impact IB"
"G0926","weighty","1","Could impact IB"
"G0927","expensive","1","Could impact IB"
"G0930","jailers","1","Could impact IB"
"G0931","pains","1","Could impact IB"
"G0933","kings’ courts","1","Could impact IB"
"G0934","royal","1","Could impact IB"
"G0936","reigning","1","Could impact IB"
"G0936","reigns","1","Could impact IB"
"G0937","king’s","1","Not relevant"
"G0937","royal","1","Could impact IB"
"G0938G","queen","1","Could impact IB"
"G0939","feet","1","Could impact IB"
"G0940","bewitched","1","Could impact IB"
"G0942","bramble bush","1","Could impact IB"
"G0943","measures","1","Not relevant"
"G0944","frogs","1","Could impact IB"
"G0945","heap up empty phrases","1","Could impact IB"
"G0949","confirm","1","Could impact IB"
"G0949","confirmed","1","Could impact IB"
"G0949","firm","1","Could impact IB"
"G0949","guaranteed","1","Could impact IB"
"G0949","reliable","1","Could impact IB"
"G0949","steadfast","1","Could impact IB"
"G0949","takes effect","1","Could impact IB"
"G0949","unshaken","1","Could impact IB"
"G0950","attested","1","Could impact IB"
"G0950","confirm","1","Could impact IB"
"G0950","established","1","Could impact IB"
"G0950","establishes","1","Could impact IB"
"G0950","strengthened","1","Could impact IB"
"G0950","sustain","1","Could impact IB"
"G0952","profane","1","Could impact IB"
"G0952","unholy","1","Could impact IB"
"G0953","profane","1","Could impact IB"
"G0955","belial","1","Not relevant"
"G0956","darts","1","Could impact IB"
"G0957","well","1","Could impact IB"
"G0959","bernice","1","Not relevant"
"G0964","bethesda","1","Not relevant"
"G0967","bethphage","1","Not relevant"
"G0968","length","1","Not relevant"
"G0970","force","1","Could impact IB"
"G0970","surf","1","Could impact IB"
"G0970","violence","1","Could impact IB"
