id,verse_context_group_id,owning_registry_no,cluster_assignment,dimension,anchor_count,related_count,set_aside_count,total_verse_count,delete_flagged,dimension_confidence,manual_override,notes,last_modified,dominant_subject
7635,1442,98,C13,05 — Moral Character,2,4,0,6,0,CLAUDE_AI,0,Human act of judging on behalf of the poor — inner moral obligation. Automated label confirmed.,2026-04-13,HUMAN
7636,1443,98,C13,05 — Moral Character,2,9,0,11,0,CLAUDE_AI,0,Just claim calling for inner moral commitment. Automated label confirmed.,2026-04-13,HUMAN
7637,1444,98,C13,09 — Agency / Power,2,4,0,6,0,CLAUDE_AI,0,Authoritative divine verdict determining guilt/innocence. Changed from Volition to Agency / Power.,2026-04-13,GOD
7638,1445,98,C13,09 — Agency / Power,2,3,0,5,0,CLAUDE_AI,0,Judgment determining outcomes — authoritative exercise of divine judicial power. Automated label confirmed.,2026-04-13,GOD
7639,1446,98,C13,05 — Moral Character,2,0,0,2,0,CLAUDE_AI,0,God as the divine judge — inner justice and attentiveness defining true judgment. Changed from Cognition to Moral Character.,2026-04-13,GOD
7640,1447,98,C13,05 — Moral Character,2,5,6,7,0,CLAUDE_AI,0,Law as framework testing inner moral/religious commitment. Automated label confirmed.,2026-04-13,HUMAN
7641,1448,98,C13,03 — Cognition,2,7,7,9,0,CLAUDE_AI,0,Inner act of perceiving/approving what is right — moral assessment. Automated label confirmed.,2026-04-13,HUMAN
7642,1449,98,C13,05 — Moral Character,2,7,7,9,0,CLAUDE_AI,0,Quality of moral uprightness — straight inner path. Automated label confirmed.,2026-04-13,HUMAN
7643,1450,98,C13,05 — Moral Character,2,1,1,3,0,CLAUDE_AI,0,Moral and spiritual uprightness — inner straightness. Automated label confirmed.,2026-04-13,HUMAN
7644,1451,98,C13,05 — Moral Character,1,0,0,1,0,CLAUDE_AI,0,Perversion of justice — inner moral distortion. Automated label confirmed.,2026-04-13,HUMAN
7645,1452,98,C13,06 — Relational Disposition,2,19,94,21,0,CLAUDE_AI,0,"Soul's orientation toward God's justice — range of affective states (longing, delight, fear, praise, hope). AV Psa 119:120 shows fear/trembling alongside longing. Unifying characteristic is directional orientation toward God. Changed from Emotion — Positive to Relational Disposition.",2026-04-13,HUMAN
7646,1453,98,C13,08 — Transformation,2,42,94,44,0,CLAUDE_AI,0,Moral-spiritual orientation of the heart — Spirit-enabled transformation as the distinctive feature (Eze 36:27). Changed from Moral Character to Transformation.,2026-04-13,HUMAN
7647,1454,98,C13,05 — Moral Character,2,10,94,12,0,CLAUDE_AI,0,"Inner moral standard for human judgment — impartiality, God-accountability. Automated label confirmed.",2026-04-13,HUMAN
7648,1455,98,C13,10 — Dependence / Creatureliness,2,31,94,33,0,CLAUDE_AI,0,"Humility, complaint, vindication-hope before divine justice — creature's posture of dependent appeal. Changed from Moral Character.",2026-04-13,HUMAN
7649,1456,98,C13,03 — Cognition,1,3,94,4,0,CLAUDE_AI,0,Justice as spirit-given capacity for inner discernment. Automated label confirmed.,2026-04-13,HUMAN
7650,1457,98,C13,05 — Moral Character,2,28,0,30,0,CLAUDE_AI,0,Inner moral standing before God. KEYWORD_STRONG confirmed.,2026-04-13,HUMAN
7651,1458,98,C13,03 — Cognition,2,8,0,10,0,CLAUDE_AI,0,Judicial act requiring inner moral discernment. Automated label confirmed.,2026-04-13,HUMAN
7652,1459,98,C13,05 — Moral Character,2,28,5,30,0,CLAUDE_AI,0,Righteousness as defining inner quality of the person. KEYWORD_STRONG confirmed.,2026-04-13,HUMAN
7653,1460,98,C13,05 — Moral Character,2,31,5,33,0,CLAUDE_AI,0,Righteousness as attribute of God. First AV anomalous (Psalm heading); second AV Psa 89:14 confirms. Anchor verse correction needed.,2026-04-13,GOD
7654,1461,98,C13,05 — Moral Character,2,20,5,22,0,CLAUDE_AI,0,Righteousness as inner orientation pursued and cultivated. Automated label confirmed.,2026-04-13,HUMAN
7655,1462,98,C13,05 — Moral Character,2,18,5,20,0,CLAUDE_AI,0,Righteousness as moral basis for just governance.,2026-04-13,HUMAN
7656,1463,98,C13,03 — Cognition,2,21,102,23,0,CLAUDE_AI,0,Judging requiring inner moral discernment. Automated label confirmed.,2026-04-13,HUMAN
7657,1464,98,C13,10 — Dependence / Creatureliness,2,18,102,20,0,CLAUDE_AI,0,Inner appeal to God as judge — dependent appeal for divine vindication. Changed from Moral Character.,2026-04-13,HUMAN
7658,1465,98,C13,05 — Moral Character,2,19,102,21,0,CLAUDE_AI,0,Divine judgment engaging human inner moral condition. Automated label confirmed.,2026-04-13,HUMAN
7659,1466,98,C13,05 — Moral Character,2,14,102,16,0,CLAUDE_AI,0,God as righteous judge — inner character expressed through just acts. Automated label confirmed.,2026-04-13,GOD
7660,1467,99,C17,06 — Relational Disposition,1,0,0,1,0,CLAUDE_AI,0,Kindness as the active expression of love's inner character toward others — a relational orientation expressed outwardly. Automated label Relational Disposition confirmed.,2026-04-11T00:00:00,HUMAN
7661,1468,99,C17,05 — Moral Character,1,0,0,1,0,CLAUDE_AI,0,"The deceptive inner disposition that produces flattering speech — self-serving appetite masquerading as kindness. This is a stable inner character disposition (Moral Character), not primarily a relational orientation toward another. The automated label Relational Disposition (ROOT_INFERRED) misses the moral-character dimension: the characteristic is the inner condition of deceptive self-interest. ",2026-04-11T00:00:00,HUMAN
7662,1469,99,C17,06 — Relational Disposition,2,4,1,6,0,CLAUDE_AI,0,Goodness/kindness as the inner quality of gracious favour toward others — a relational disposition in both God (Rom 2:4) and the human person (Eph 4:32). The group spans both divine and human subjects across the 6-verse corpus. Dominant-subject NONE — genuinely dual. Automated label Moral Character is close but misses the relational orientation quality; the chrēstos virtue is fundamentally directe,2026-04-11T00:00:00,NONE
7663,1470,99,C17,05 — Moral Character,2,14,114,16,0,CLAUDE_AI,0,The evil inclination of the heart as the defining inner moral condition of fallen humanity — a stable inner disposition toward wickedness. Automated label Moral Character confirmed.,2026-04-11T00:00:00,HUMAN
7664,1471,99,C17,10 — Dependence / Creatureliness,2,9,114,11,0,CLAUDE_AI,0,Human frailty and creaturely dependence as the defining inner orientation of adam — the creature's proper acknowledgment of limitation before God. Automated label Dependence/Creatureliness confirmed.,2026-04-11T00:00:00,HUMAN
7665,1472,99,C17,11 — Divine-Human Correspondence,2,9,114,11,0,CLAUDE_AI,0,"Humanity constituted in the divine image, called to reflect divine character — this is precisely Divine-Human Correspondence: the inner-being of the human person is defined by structural correspondence with God (image/likeness) and by the requirement to embody the character qualities that reflect God (justice, kindness, humility). The automated label Volition misses the constitutive correspondence",2026-04-11T00:00:00,HUMAN
7666,1473,99,C17,05 — Moral Character,2,8,114,10,0,CLAUDE_AI,0,"Meekness, wisdom, contrition, and humility as representative inner dispositions of individual human persons — stable character qualities that define the person. Automated label Cognition misses the character-quality dimension; knowing and perceiving are not the primary content. Correcting to Moral Character.",2026-04-11T00:00:00,HUMAN
7667,1474,99,C17,05 — Moral Character,1,0,3,1,0,CLAUDE_AI,0,Self-glorifying pride as an inner character disposition — the settled orientation of self-exaltation that Dan 4 will expose and humble. The UNCLASSIFIED label corrected to Moral Character: pride/self-glorification is a stable inner character orientation.,2026-04-11T00:00:00,HUMAN
7668,1475,99,C17,03 — Cognition,2,15,228,17,0,CLAUDE_AI,0,"The particle zeh functions as an inner-being identifier — it points to and specifies the object of divine attention or the act of inner recognition. The inner-being characteristic the particle frames across both anchors is: (Isa 58:6) the inner-oriented fast of justice, and (Isa 66:2) the inner character of humility and contrition. Both are about recognising and naming what is genuinely inner befo",2026-04-11T00:00:00,NONE
7669,1476,99,C17,03 — Cognition,2,4,5,6,0,CLAUDE_AI,0,"The inner act of reflective recognition — Qoheleth's wisdom-seeing that identifies enjoyment and acceptance as gifts of God. This is a cognitive inner act (recognising, seeing, knowing) directed toward the meaning of human experience. Automated label Emotion — Positive (KEYWORD_WEAK) misses the reflective-wisdom quality: the group is not primarily about positive inner feeling but about the inner a",2026-04-11T00:00:00,HUMAN
7670,1477,99,C17,05 — Moral Character,2,0,0,2,0,CLAUDE_AI,0,The inner moral orientation (faithfulness or infidelity) whose consequences are named — the particle points to the moral cause and its outcome. Moral Character is confirmed: the group is about stable inner dispositions (covenant-keeping vs. spiritual infidelity) and their consequences. Automated label Moral Character confirmed.,2026-04-11T00:00:00,HUMAN
7671,1478,99,C17,10 — Dependence / Creatureliness,2,10,3,12,0,CLAUDE_AI,0,"Spiritual faintness and trust in extremity — the inner person at the limit of its own resources, directing itself toward God. This is Dependence/Creatureliness: the creature at the end of itself, relying entirely on God's knowledge and love. Automated label Vitality/Existence is close (the fainting spirit touches on vitality/existence of the inner person) but Dependence/Creatureliness more precise",2026-04-11T00:00:00,HUMAN
7672,1479,99,C17,06 — Relational Disposition,2,18,10,20,0,CLAUDE_AI,0,"The inner-being dimension of communal belonging — the orientation of inclusion or exclusion from the covenant community. Automated label Volition misses the relational-orientation quality; this is about the inner belonging-bond, not primarily about choosing. Correcting to Relational Disposition.",2026-04-11T00:00:00,HUMAN
7673,1480,99,C17,06 — Relational Disposition,2,425,0,427,1,CLAUDE_AI,0,"Moses's inner orientation of solidarity and advocacy for the covenant people — a relational disposition of generosity and intercession toward the community, grounded in theological conviction. The automated label Moral Character named only the community as moral category; the researcher-confirmed description refocuses on Moses's inner posture. Relational Disposition is the correct dimension: Moses",2026-04-11T00:00:00,HUMAN
7674,1481,99,C17,05 — Moral Character,2,0,0,2,1,CLAUDE_AI,0,"The corporate inner spiritual condition of rebellion, unbelief, and despising — stable inner dispositions of the community that constitute its moral-spiritual character before God. Automated label Emotion — Negative is partially accurate (fear is present) but misses the dominant characteristic: the rebellion and unbelief are moral-character qualities, not merely emotional states. Correcting to Mor",2026-04-11T00:00:00,HUMAN
7675,1482,99,C17,04 — Volition,1,0,0,1,1,CLAUDE_AI,0,Pharaoh's hardened refusal as the inner obstacle to the people's liberation — the volitional inner state of refusal/hardness is the primary inner-being content. The researcher-confirmed description correctly identifies this. Volition (the inner act of refusing/hardening the will) is the appropriate dimension. The automated label Moral Character named the people's identity; the corrected descriptio,2026-04-11T00:00:00,HUMAN
7676,1483,99,C17,06 — Relational Disposition,2,425,0,427,1,CLAUDE_AI,0,Identical to 5737-001. Moses's inner orientation of solidarity and advocacy.,2026-04-11T00:00:00,HUMAN
7677,1484,99,C17,05 — Moral Character,2,0,0,2,1,CLAUDE_AI,0,Identical to 5737-002. Corporate inner spiritual condition of rebellion and unbelief.,2026-04-11T00:00:00,HUMAN
7678,1485,99,C17,04 — Volition,1,0,0,1,1,CLAUDE_AI,0,Identical to 5737-003. Pharaoh's hardened refusal as inner volitional obstacle.,2026-04-11T00:00:00,HUMAN
7679,1489,99,C17,02 — Emotion — Negative,2,3,64,5,0,CLAUDE_AI,0,"Fear and its overcoming as the communal inner response in the context of war. The inner-being characteristic is the emotional orientation of the military community — fear (its presence, its command against, its replacement by trust). Automated label Emotion — Negative confirmed.",2026-04-11T00:00:00,HUMAN
7680,1486,99,C17,06 — Relational Disposition,2,425,0,427,0,CLAUDE_AI,0,Identical to 5737-001. Moses's inner orientation of solidarity and advocacy.,2026-04-11T00:00:00,HUMAN
7681,1487,99,C17,05 — Moral Character,2,0,0,2,0,CLAUDE_AI,0,Identical to 5737-002. Corporate inner spiritual condition of rebellion and unbelief.,2026-04-11T00:00:00,HUMAN
7682,1488,99,C17,04 — Volition,1,0,0,1,0,CLAUDE_AI,0,Identical to 5737-003. Pharaoh's hardened refusal as inner volitional obstacle.,2026-04-11T00:00:00,HUMAN
7683,1490,99,C17,02 — Emotion — Negative,2,1,67,3,0,CLAUDE_AI,0,"The inner states of grief, guilt, and fear of separation expressed in the context of departure from relational presence. The dominant characteristic across both anchors is the negative inner emotional experience triggered by or feared in departure. Automated label Emotion — Negative (KEYWORD_STRONG) confirmed. The preposition itself (me.im) is the property term; the inner-being characteristic is t",2026-04-11T00:00:00,HUMAN
7684,1491,99,C17,10 — Dependence / Creatureliness,2,6,12,8,0,CLAUDE_AI,0,"The relational presence of God as the condition of the human creature's inner restoration, petition, and orientation toward God. Both anchors show the human person in extreme dependence — facing death (Dan 2) or restored from degradation (Dan 4) — with divine presence as the critical context. Dependence/Creatureliness more precisely captures the inner posture than the automated Relational Disposit",2026-04-11T00:00:00,HUMAN
7685,1492,99,C17,10 — Dependence / Creatureliness,2,5,24,7,0,CLAUDE_AI,0,Divine presence as the condition of the human creature's inner trust and security — the person's inner orientation is entirely dependent on divine accompaniment. Automated label Dependence/Creatureliness confirmed. Psa 23:4 is a paradigmatic anchor for this dimension.,2026-04-11T00:00:00,HUMAN
7686,1493,99,C17,02 — Emotion — Negative,2,4,24,6,0,CLAUDE_AI,0,"The inner state of spiritual devastation and self-diminishment in the zone of direct divine encounter experienced as afflictive. The automated label Divine-Human Correspondence is present but these verses do not show mirroring — they show the human inner person overwhelmed by divine action. Correcting to Emotion — Negative: the inner states (spiritual poisoning, fearful self-diminishment) are nega",2026-04-11T00:00:00,HUMAN
7687,1494,99,C17,06 — Relational Disposition,2,3,24,5,0,CLAUDE_AI,0,"The inner orientation of covenant faithfulness and loyalty within the relational bond — the toward-another disposition expressed through steadfast love and loyal action. Automated label Moral Character is close but misses the relational orientation: the characteristic is directed toward another (Jonathan toward David, David toward Hanun), not merely a stable quality of character. Correcting to Rel",2026-04-11T00:00:00,HUMAN
7688,1495,100,C02,05 — Moral Character,2,29,6,31,0,KEYWORD_WEAK,0,,2026-04-09,
7689,1496,100,C02,03 — Cognition,2,2,6,4,0,KEYWORD_WEAK,0,,2026-04-09,
7690,1497,100,C02,03 — Cognition,2,6,6,8,0,KEYWORD_WEAK,0,,2026-04-09,
7691,1498,100,C02,03 — Cognition,2,3,6,5,0,KEYWORD_WEAK,0,,2026-04-09,
7692,1499,100,C02,03 — Cognition,2,0,6,2,0,KEYWORD_WEAK,0,,2026-04-09,
7693,1500,100,C02,03 — Cognition,2,1,0,3,0,ROOT_INFERRED,0,ROOT_INFERRED from root DEA: 11/18 (61%),2026-04-09,
7694,1501,100,C02,03 — Cognition,2,0,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
7695,1502,100,C02,03 — Cognition,2,1,0,3,0,KEYWORD_WEAK,0,,2026-04-09,
7696,1503,100,C02,08 — Transformation,2,1,0,3,0,KEYWORD_STRONG,0,,2026-04-09,
7697,1504,100,C02,03 — Cognition,2,47,2,49,0,KEYWORD_STRONG,0,,2026-04-09,
7698,1505,100,C02,03 — Cognition,2,9,2,11,0,KEYWORD_WEAK,0,,2026-04-09,
7699,1506,100,C02,03 — Cognition,2,9,2,11,0,KEYWORD_WEAK,0,,2026-04-09,
7700,1507,100,C02,05 — Moral Character,2,4,2,6,0,KEYWORD_WEAK,0,,2026-04-09,
7701,1508,100,C02,03 — Cognition,2,8,2,10,0,KEYWORD_WEAK,0,,2026-04-09,
7702,1509,100,C02,06 — Relational Disposition,2,115,157,117,0,KEYWORD_WEAK,0,,2026-04-09,
7703,1510,100,C02,03 — Cognition,2,42,157,44,0,KEYWORD_WEAK,0,,2026-04-09,
7704,1511,100,C02,03 — Cognition,2,29,157,31,0,KEYWORD_WEAK,0,,2026-04-09,
7705,1512,100,C02,03 — Cognition,2,41,157,43,0,KEYWORD_WEAK,0,,2026-04-09,
7706,1513,100,C02,04 — Volition,2,27,157,29,0,KEYWORD_WEAK,0,,2026-04-09,
7707,1514,100,C02,03 — Cognition,2,37,20,39,0,ROOT_INFERRED,0,ROOT_INFERRED from root DEA: 12/19 (63%),2026-04-09,
7708,1515,100,C02,02 — Emotion — Negative,2,10,20,12,0,KEYWORD_WEAK,0,,2026-04-09,
7709,1516,100,C02,03 — Cognition,2,3,0,5,0,KEYWORD_WEAK,0,,2026-04-09,
7710,1517,100,C02,05 — Moral Character,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
7711,1518,100,C02,03 — Cognition,2,0,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
7712,1519,100,C02,09 — Agency / Power,2,0,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
7713,1520,102,C04,04 — Volition,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
7714,1521,102,C04,04 — Volition,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
7715,1522,102,C04,,2,1,88,3,0,UNCLASSIFIED,0,,2026-04-09,
7716,1523,102,C04,11 — Divine-Human Correspondence,2,10,88,12,0,KEYWORD_WEAK,0,,2026-04-09,
7717,1524,102,C04,11 — Divine-Human Correspondence,2,9,35,11,0,KEYWORD_STRONG,0,,2026-04-09,
7718,1525,102,C04,05 — Moral Character,2,5,35,7,0,KEYWORD_WEAK,0,,2026-04-09,
7719,1526,102,C04,04 — Volition,2,4,0,6,0,KEYWORD_WEAK,0,,2026-04-09,
7720,1527,102,C04,04 — Volition,2,2,0,4,0,KEYWORD_WEAK,0,,2026-04-09,
7721,1528,102,C04,02 — Emotion — Negative,2,14,11,16,0,KEYWORD_WEAK,0,,2026-04-09,
7722,1529,102,C04,11 — Divine-Human Correspondence,2,8,11,10,0,KEYWORD_STRONG,0,,2026-04-09,
7723,1530,102,C04,02 — Emotion — Negative,1,0,0,1,0,KEYWORD_STRONG,0,,2026-04-09,
7724,1531,102,C04,11 — Divine-Human Correspondence,2,14,3,16,0,KEYWORD_STRONG,0,,2026-04-09,
7725,1532,102,C04,02 — Emotion — Negative,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
7726,1533,102,C04,04 — Volition,2,0,4,2,0,KEYWORD_WEAK,0,,2026-04-09,
7727,1534,102,C04,04 — Volition,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
7728,1535,102,C04,11 — Divine-Human Correspondence,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
7729,1536,102,C04,05 — Moral Character,2,0,3,2,0,KEYWORD_WEAK,0,,2026-04-09,
7730,1537,103,C17,06 — Relational Disposition,2,19,0,21,0,CLAUDE_AI,0,Love of God as the total inner orientation of the person. Automated label Cognition clearly misassigned — triggered by mind in the Shema-expansion. The commandment is the total-person relational orientation. Correcting to Relational Disposition.,2026-04-11T00:00:00,HUMAN
7731,1538,103,C17,06 — Relational Disposition,2,29,0,31,0,CLAUDE_AI,0,"Gods/Christs love as the preceding, enabling divine act. Automated label confirmed.",2026-04-11T00:00:00,GOD
7732,1539,103,C17,06 — Relational Disposition,2,15,0,17,0,CLAUDE_AI,0,Love of neighbour and enemy as outward inner orientation. Automated label confirmed.,2026-04-11T00:00:00,HUMAN
7733,1540,103,C17,06 — Relational Disposition,2,51,0,53,0,CLAUDE_AI,0,Mutual love as the inner relational orientation of the community. Automated label confirmed.,2026-04-11T00:00:00,HUMAN
7734,1541,103,C17,06 — Relational Disposition,2,6,0,8,0,CLAUDE_AI,0,Disordered love as inner relational orientation toward wrong objects. Automated label confirmed.,2026-04-11T00:00:00,HUMAN
7735,1542,103,C17,06 — Relational Disposition,2,33,0,35,0,CLAUDE_AI,0,Gods love as the inner source and ground of all love. Automated label confirmed.,2026-04-11T00:00:00,GOD
7736,1543,103,C17,05 — Moral Character,2,40,0,42,0,CLAUDE_AI,0,"Love as the defining inner virtue — stable character quality produced by the Spirit. Automated label Relational Disposition corrected — 1 Cor 13 presents love as a character portrait, not a relational act. Correcting to Moral Character.",2026-04-11T00:00:00,HUMAN
7737,1544,103,C17,06 — Relational Disposition,2,26,0,28,0,CLAUDE_AI,0,Mutual love as the communal inner orientation. Automated label confirmed.,2026-04-11T00:00:00,HUMAN
7738,1545,103,C17,11 — Divine-Human Correspondence,2,7,0,9,0,CLAUDE_AI,0,"The Fathers love for the Son as the paradigmatic inner-love relationship — constitutively divine and the pattern for all other love relationships. Automated label Relational Disposition corrected — the divine beloved relationship is the source from which the believers agapetos status flows (555-002), creating a correspondence structure. Correcting to Divine-Human Correspondence, GOD.",2026-04-11T00:00:00,GOD
7739,1546,103,C17,06 — Relational Disposition,2,61,0,63,0,CLAUDE_AI,0,The believer as the cherished object of Gods love — the relational identity of belovedness. Automated label confirmed.,2026-04-11T00:00:00,GOD
7740,1547,103,C17,06 — Relational Disposition,2,4,19,6,0,CLAUDE_AI,0,"Sister as relational identity defined by spiritual orientation and moral care. Automated label Volition corrected — the result (relational bond) is the focus, not the act of choosing. Correcting to Relational Disposition.",2026-04-11T00:00:00,HUMAN
7741,1548,103,C17,06 — Relational Disposition,2,0,0,2,0,CLAUDE_AI,0,The brotherhood as the object of love and context of shared suffering. Automated label confirmed.,2026-04-11T00:00:00,HUMAN
7742,1549,103,C17,05 — Moral Character,2,0,0,2,0,CLAUDE_AI,0,Freedom from love of money as inner character quality — positive moral disposition of contentment. Automated label Relational Disposition corrected to Moral Character.,2026-04-11T00:00:00,HUMAN
7743,1550,103,C17,05 — Moral Character,1,0,0,1,0,CLAUDE_AI,0,The peacemaker as a stable inner character orientation. UNCLASSIFIED corrected to Moral Character.,2026-04-11T00:00:00,HUMAN
7744,1551,103,C17,01 — Emotion — Positive,2,4,0,6,0,CLAUDE_AI,0,"Intense inner emotional states expressed through the kiss — love, grief, contrition, joyful reunion. Automated label confirmed.",2026-04-11T00:00:00,HUMAN
7745,1552,103,C17,03 — Cognition,1,0,1,1,0,CLAUDE_AI,0,Loveliness as quality directing inner cognitive act of moral reflection. Automated label Moral Character corrected — Phili 4:8 is a directive to a cognitive act. Correcting to Cognition.,2026-04-11T00:00:00,HUMAN
7746,1553,103,C17,05 — Moral Character,1,0,0,1,0,CLAUDE_AI,0,Inner contempt for sacred inheritance — moral character failure of despising the holy. Automated label confirmed.,2026-04-11T00:00:00,HUMAN
7747,1554,103,C17,08 — Transformation,2,5,2,7,0,CLAUDE_AI,0,Identity formation through conformity to the firstborn Son — inner-being process of being shaped into Christs image. Automated label Volition corrected to Transformation.,2026-04-11T00:00:00,HUMAN
7748,1555,103,C17,05 — Moral Character,1,0,0,1,0,CLAUDE_AI,0,Love of good as inner character quality required of leaders. Automated label Relational Disposition corrected to Moral Character.,2026-04-11T00:00:00,HUMAN
7749,1556,103,C17,06 — Relational Disposition,2,3,0,5,0,CLAUDE_AI,0,Brotherly love as the inner-relational disposition binding the community. Automated label confirmed.,2026-04-11T00:00:00,HUMAN
7750,1557,103,C17,06 — Relational Disposition,1,0,0,1,0,CLAUDE_AI,0,Love of brothers as relational inner disposition. Automated label confirmed.,2026-04-11T00:00:00,HUMAN
7751,1558,103,C17,06 — Relational Disposition,1,0,0,1,0,CLAUDE_AI,0,Love of husband as cultivated inner relational orientation. Automated label Transformation (KEYWORD_STRONG) is clearly misassigned. Correcting to Relational Disposition.,2026-04-11T00:00:00,HUMAN
7752,1559,103,C17,06 — Relational Disposition,1,0,1,1,0,CLAUDE_AI,0,"Gods benevolent inner disposition toward humanity. Automated label Divine-Human Correspondence corrected — unilateral divine disposition, not a correspondence. Correcting to Relational Disposition, GOD.",2026-04-11T00:00:00,GOD
7753,1560,103,C17,04 — Volition,1,0,0,1,0,CLAUDE_AI,0,Love of money as a disordered inner craving — the driving desire that corrupts the will. Automated label Relational Disposition corrected — filarguria is not about a relationship with money but about the inner craving. Correcting to Volition.,2026-04-11T00:00:00,HUMAN
7754,1561,103,C17,05 — Moral Character,2,0,0,2,0,CLAUDE_AI,0,Love of money as stable inner character disposition. Automated label Relational Disposition corrected to Moral Character.,2026-04-11T00:00:00,HUMAN
7755,1562,103,C17,06 — Relational Disposition,2,8,0,10,0,CLAUDE_AI,0,Natural affection and friendship-love. Automated label confirmed. NONE — spans Christ (divine/human) and the world (human).,2026-04-11T00:00:00,NONE
7756,1563,103,C17,04 — Volition,2,4,0,6,0,CLAUDE_AI,0,The ranking and ordering of inner loves — the volitional act of prioritising which love holds primacy. Automated label Relational Disposition corrected — the volitional ordering dimension is primary in both anchors. Correcting to Volition.,2026-04-11T00:00:00,HUMAN
7757,1564,103,C17,06 — Relational Disposition,2,3,0,5,0,CLAUDE_AI,0,The natural warm inner affection of Peters love for Christ. Automated label confirmed.,2026-04-11T00:00:00,HUMAN
7758,1565,103,C17,04 — Volition,1,0,0,1,0,CLAUDE_AI,0,Love of pleasure as a disordered inner craving — the driving desire displacing God-orientation. Automated label Emotion-Positive corrected — filedonos names the craving/orientation not the experience. Correcting to Volition.,2026-04-11T00:00:00,HUMAN
7759,1566,103,C17,06 — Relational Disposition,2,5,0,7,0,CLAUDE_AI,0,Both divine and human subjects span the 7-verse corpus. Automated label Relational Disposition confirmed.,2026-04-11T00:00:00,NONE
7760,1567,103,C17,06 — Relational Disposition,1,0,0,1,0,CLAUDE_AI,0,Disordered inner orientation of affection toward the world — relational disposition toward wrong object. UNCLASSIFIED label corrected to Relational Disposition.,2026-04-11T00:00:00,HUMAN
7761,1568,103,C17,06 — Relational Disposition,1,0,0,1,0,CLAUDE_AI,0,"Inner orientation of love directed toward God. Automated label Emotion-Positive corrected — filotheos names a directional relational orientation (toward God), not a positive feeling. Correcting to Relational Disposition.",2026-04-11T00:00:00,HUMAN
7762,1569,103,C17,05 — Moral Character,1,0,0,1,0,CLAUDE_AI,0,Love of dispute as inner character disposition of rivalry. Automated label Relational Disposition (KEYWORD_STRONG) corrected to Moral Character.,2026-04-11T00:00:00,HUMAN
7763,1570,103,C17,05 — Moral Character,1,0,0,1,0,CLAUDE_AI,0,The contentious inner inclination — stable character disposition toward argument. Automated label Relational Disposition (ROOT_INFERRED) corrected to Moral Character.,2026-04-11T00:00:00,HUMAN
7764,1571,103,C17,05 — Moral Character,1,1,0,2,0,CLAUDE_AI,0,The drive for primacy as stable inner character disposition. Automated label Cognition corrected to Moral Character.,2026-04-11T00:00:00,HUMAN
7765,1572,103,C17,06 — Relational Disposition,2,14,11,16,0,CLAUDE_AI,0,Friendship as the inner-relational bond grounded in knowledge and trust. Automated label Agency/Power (KEYWORD_STRONG) misassigned — the keyword match triggered on power in verse context. Correcting to Relational Disposition.,2026-04-11T00:00:00,HUMAN
7766,1573,103,C17,06 — Relational Disposition,1,0,0,1,0,CLAUDE_AI,0,Tender family-like inner affection toward fellow believers. Automated label (ROOT_INFERRED) confirmed.,2026-04-11T00:00:00,HUMAN
7767,1574,103,C17,06 — Relational Disposition,1,0,0,1,0,CLAUDE_AI,0,Love of children as a cultivated inner relational orientation. Automated label confirmed.,2026-04-11T00:00:00,HUMAN
7768,1575,103,C17,05 — Moral Character,2,0,0,2,0,CLAUDE_AI,0,Concealed deception masquerading as fellowship — a stable inner moral character disposition. UNCLASSIFIED corrected to Moral Character.,2026-04-11T00:00:00,HUMAN
7769,1576,103,C17,05 — Moral Character,2,5,6,7,0,CLAUDE_AI,0,Loyal friendship as inner character quality — faithfulness that holds even when costly. Automated label Moral Character confirmed.,2026-04-11T00:00:00,HUMAN
7770,1577,103,C17,01 — Emotion — Positive,2,0,0,2,0,CLAUDE_AI,0,Inner experience of love-delight in its ordered and disordered forms. Automated label confirmed.,2026-04-11T00:00:00,HUMAN
7771,1578,103,C17,06 — Relational Disposition,2,6,0,8,0,CLAUDE_AI,0,Gods everlasting love as covenantal inner disposition. Automated label confirmed.,2026-04-11T00:00:00,GOD
7772,1579,103,C17,01 — Emotion — Positive,2,24,0,26,0,CLAUDE_AI,0,"The intense inner experience of mutual love — longing, delight, exclusive attachment in its most burning form. Automated label Relational Disposition corrected — the emotional intensity and felt quality dominate here over the relational orientation. Correcting to Emotion — Positive.",2026-04-11T00:00:00,HUMAN
7773,1580,103,C17,05 — Moral Character,2,9,0,11,0,CLAUDE_AI,0,Love as moral loyalty — inner character orientation of faithfulness. Automated label confirmed.,2026-04-11T00:00:00,HUMAN
7774,1581,103,C17,01 — Emotion — Positive,2,25,0,27,0,CLAUDE_AI,0,The beloved as the object of consuming inner longing and delight. Automated label confirmed.,2026-04-11T00:00:00,HUMAN
