strongNumber,stepGloss,stepTransliteration,language,count
H6192,to pile up,a.ram,Hebrew,1
H6194,heap,a.re.mah,Hebrew,11
H6196,plane tree,ar.mon,Hebrew,2
H6201,to drop,a.raph,Hebrew,2
H6202,to break the neck,a.raph,Hebrew,6
H6203,neck,o.reph,Hebrew,33
H6204,Orpah,or.pah,Hebrew,2
H6205,cloud,a.ra.phel,Hebrew,15
H6207,to gnaw,a.raq,Hebrew,2
H6209,to strip,a.rar,Hebrew,4
H6210,bed,e.re.s,Hebrew,10
H6211A,moth,ash,Hebrew,7
H6211B,grass,a.sav,Hebrew,5
H6212,vegetation,e.sev,Hebrew,33
H6213B,to press,a.sah,Hebrew,3
H6213H,to make,a.sah,Hebrew,755
H6213I,to make: offer,a.sah,Hebrew,108
H6213J,to make: [do],a.sah,Hebrew,30
H6214G,Asahel,a.sa.h.el,Hebrew,21
H6214I,Asahel,a.sa.h.el,Hebrew,1
H6214J,Asahel,a.sa.h.el,Hebrew,1
H6215G,Esau,e.sav,Hebrew,77
H6215H,Esau,e.sav,Hebrew,16
H6215I,[Mount] Esau,e.sav,Hebrew,4
H6218,ten,a.s.vor,Hebrew,16
H6219,smooth,a.shot,Hebrew,1
H6222G,Asaiah,a.sa.yah,Hebrew,3
H6222K,Asaiah,a.sa.yah,Hebrew,2
H6224,tenth,a.si.ri,Hebrew,29
H6225,be angry,a.shan,Hebrew,6
H6226,smoking,a.shen,Hebrew,2
H6227,smoke,a.shan,Hebrew,25
H6230,Esek,e.seq,Hebrew,1
H6235,ten,e.ser,Hebrew,179
H6236,ten,a.sar,Hebrew,6
H6237,to tithe,a.sar,Hebrew,12
H6240,ten,a.sar,Hebrew,339
H6241,tenth,is.sa.ron,Hebrew,33
H6242,twenty,es.rim,Hebrew,315
H6243,twenty,es.rin,Hebrew,1
H6244,to waste,a.shesh,Hebrew,3
H6247,plate,e.shet,Hebrew,1
H6249,eleven,ash.te,Hebrew,19
H6251,young,ash.ta.rot,Hebrew,4
H6252G,Ashtaroth,ash.ta.rot,Hebrew,6
H6252H,Ashtaroth,ash.ta.rot,Hebrew,6
H6253,Ashtoreth,ash.to.ret,Hebrew,3
H6256,time,et,Hebrew,300
H6257,be ready,a.tod,Hebrew,2
H6258,now,at.tah,Hebrew,436
H6259,ready,a.tud,Hebrew,4
H6260,goat,at.tud,Hebrew,29
H6261,timely,it.ti,Hebrew,1
H6262G,Attai,at.tay,Hebrew,2
H6263,ready,a.tid,Hebrew,1
H6264,ready,a.tid,Hebrew,8
H6265,Athaiah,a.ta.yah,Hebrew,1
H6266,surpassing,a.tiq,Hebrew,1
H6267,ancient/taken,at.tiq,Hebrew,2
H6268,ancient,at.tiq,Hebrew,3
H6271G,Athaliah,a.tal.ya.hu,Hebrew,15
H6272,to burn,a.tam,Hebrew,1
H6273,Othni,ot.ni,Hebrew,1
H6274,Othniel,ot.ni.el,Hebrew,7
H6275,to proceed,a.taq,Hebrew,9
H6276,surpassing,a.teq,Hebrew,1
H6278,Eth-kazin,et qa.tsin,Hebrew,2
H6280,be abundant,a.tar,Hebrew,2
H6282A,worshiper,a.tar,Hebrew,1
H6282B,odour,a.tar,Hebrew,1
H6283,abundance,a.te.ret,Hebrew,1
H6284,to cleave,pa.ah,Hebrew,1
H6285,side,pe.ah,Hebrew,86
H6286A,to beautify,pa.ar,Hebrew,13
H6286B,to re-harvest,pi.er,Hebrew,1
H6287,headdress,pe.er,Hebrew,7
H6288A,bough,po.rah,Hebrew,9
H6288B,bough,pu.rah,Hebrew,1
H6289,pale,pa.rur,Hebrew,2
H6290G,Paran,pa.ran,Hebrew,9
H6290H,[Mount] Paran,pa.ran,Hebrew,2
H6291,early fig,pag.gah,Hebrew,1
H6294,chance,pe.ga,Hebrew,2
H6295,Pagiel,pag.i.el,Hebrew,5
H6296,to faint,pa.gar,Hebrew,2
H6297,corpse,pe.ger,Hebrew,22
H6298,to meet,pa.gash,Hebrew,14
H6301,Pedahzur,pe.da.h.tsur,Hebrew,9
H6305G,Pedaiah,pe.da.ya.hu,Hebrew,1
H6305K,Pedaiah,pe.da.ya.hu,Hebrew,1
H6305M,Pedaiah,pe.da.ya.hu,Hebrew,1
H6307,Paddan,pad.dan,Hebrew,11
H6308,to deliver,pa.da,Hebrew,1
H6309,suet,pe.der,Hebrew,3
H6310H,lip: edge,peh,Hebrew,45
H6310I,lip: word,peh,Hebrew,83
H6310J,lip: opening,peh,Hebrew,11
H6310K,lip: according,peh,Hebrew,32
H6310L,lip: one third,peh,Hebrew,2
H6311,here,poh,Hebrew,82
H6312H,Puah,pu.ah,Hebrew,1
H6313,be numb,pug,Hebrew,4
H6314,cessation,pu.gat,Hebrew,1
H6315,to breathe,pu.ach,Hebrew,14
H6316H,Put,put,Hebrew,5
H6318,Potiphar,po.ti.phar,Hebrew,2
H6319,Potiphera,po.ti phe.ra,Hebrew,6
H6320,color,pukh,Hebrew,4
H6321,bean,pol,Hebrew,2
H6322G,Pul,pul,Hebrew,3
H6322H,Pul,pul,Hebrew,1
H6323,to distract,pun,Hebrew,1
H6326,Puah,pu.ah,Hebrew,1
H6327A,to scatter,puts,Hebrew,65
H6327B,scatterer,me.phits,Hebrew,1
H6327C,to flow,puts,Hebrew,2
H6327D,to shatter,pa.tsats,Hebrew,2
H6328,to reel,puq,Hebrew,2
H6329,to promote,puq,Hebrew,7
H6331,to break,pur,Hebrew,3
H6332,Purim,pur,Hebrew,8
H6333,winepress,pu.rah,Hebrew,2
H6335A,to leap,push,Hebrew,6
H6335B,to scatter,push,Hebrew,1
H6336,Puthite,pu.ti,Hebrew,1
H6337,pure gold,paz,Hebrew,9
H6338,be refined,pa.zaz,Hebrew,1
H6339,be agile,pa.zaz,Hebrew,2
H6340,to scatter,pa.zar,Hebrew,10
H6341A,snare,pach,Hebrew,25
H6341B,plate,pach,Hebrew,2
H6344,thigh,pa.chad,Hebrew,4
H6346,governor,pe.chah,Hebrew,28
H6347,governor,pe.chah,Hebrew,10
H6348,be reckless,pa.chaz,Hebrew,2
H6350,recklessness,pa.cha.zut,Hebrew,1
H6351,to ensnare,pa.chach,Hebrew,1
H6352,coal,pe.cham,Hebrew,3
H6353,potter,pe.char,Hebrew,1
H6354,pit,pa.chat,Hebrew,10
H6355H,Pahath-moab,pa.chat mo.av,Hebrew,2
H6355I,Pahath-moab,pa.chat mo.av,Hebrew,2
H6356,eating,pe.che.tet,Hebrew,1
H6357,topaz,pit.dah,Hebrew,4
H6360,hammer,pat.tish,Hebrew,3
H6361,legging,pe.tash,Hebrew,4
H6362,to separate,pa.tar,Hebrew,9
H6363A,firstborn,pe.ter,Hebrew,11
H6363B,firstborn,pit.rah,Hebrew,1
H6366,two-edged,pe.yah,Hebrew,1
H6367,Pi-hahiroth,pi ha.chi.rot,Hebrew,7
H6368,soot,pi.ach,Hebrew,2
H6369,Phicol,pi.khol,Hebrew,3
H6370,concubine,pi.le.gesh,Hebrew,37
H6372G,Phinehas,pi.ne.chas,Hebrew,17
H6372H,Phinehas,pi.ne.chas,Hebrew,7
H6372I,Phinehas,pi.ne.chas,Hebrew,1
H6374,tooth,pi.phiy.yah,Hebrew,2
H6375,tottering,piq,Hebrew,1
H6376,Pishon,pi.shon,Hebrew,1
H6378,vial,pakh,Hebrew,3
H6379,to trickle,pa.khah,Hebrew,1
H6385,to divide,pa.lag,Hebrew,4
H6386,to divide,pe.lag,Hebrew,1
H6387,half,pe.lag,Hebrew,1
H6388,stream,pe.leg,Hebrew,10
H6389,Peleg,pe.leg,Hebrew,7
H6390,stream,pe.lag.gah,Hebrew,1
H6391,division,pe.lug.gah,Hebrew,3
H6392,division,pe.lug.gah,Hebrew,1
H6393,iron,pe.la.dah,Hebrew,1
H6395,be distinguished,pa.lah,Hebrew,7
H6397,Pelonite,pe.lo.ni,Hebrew,3
H6398,to cleave,pa.lach,Hebrew,5
H6399,to serve,pe.lach,Hebrew,10
H6400,millstone,pe.lach,Hebrew,6
H6402,service,pol.chan,Hebrew,1
H6403,to escape,pa.lat,Hebrew,26
H6405,deliverance,pal.let,Hebrew,1
H6409H,Paltiel,pal.ti.el,Hebrew,1
H6410J,Pelatiah,pe.lat.ya.hu,Hebrew,2
H6411A,Pelaiah,pe.la.yah,Hebrew,2
H6412A,survivor,pa.lit,Hebrew,19
H6412B,survivor,pa.let,Hebrew,5
H6413,survivor,pe.le.tah,Hebrew,28
H6414,judge,pa.lil,Hebrew,3
H6415,judge,pe.li.lah,Hebrew,1
H6416,judge,pe.li.li,Hebrew,1
H6417,judgment,pe.li.liy.yah,Hebrew,1
H6418,district,pe.lekh,Hebrew,10
H6421,Pelaliah,pe.lal.yah,Hebrew,1
H6422,certain,pal.mo.ni,Hebrew,1
H6423,someone,pe.lo.ni,Hebrew,3
H6424,to envy,pa.las,Hebrew,6
H6425,balance,pe.les,Hebrew,2
H6428,to wallow,pa.lash,Hebrew,7
H6429,Philistia,pe.le.shet,Hebrew,8
H6430G,Philistine,pe.lish.ti,Hebrew,291
H6430H,Philistine,pe.lish.ti,Hebrew,2
H6430I,[Sea of the] Philistines,pe.lish.ti,Hebrew,1
H6431G,Peleth,pe.let,Hebrew,1
H6431H,Peleth,pe.let,Hebrew,1
H6432,Pelethite,pe.le.ti,Hebrew,7
H6433,mouth,pum,Hebrew,6
H6434,Corner,pen,Hebrew,1
H6436,cake,pan.nag,Hebrew,1
H6437G,to turn,pa.nah,Hebrew,134
H6437H,Corner [Gate],pa.nah,Hebrew,1
H6438G,Corner [Gate],pin.nah,Hebrew,3
H6438H,corner,pin.nah,Hebrew,26
H6439G,Peniel,pe.nu.el,Hebrew,7
H6440H,face,pa.neh,Hebrew,417
H6440I,face: because,pa.neh,Hebrew,104
H6440J,face: surface,pa.neh,Hebrew,96
H6440K,face: east,pa.neh,Hebrew,11
H6440L,face of,pa.neh,Hebrew,102
H6440M,face: angry,pa.neh,Hebrew,2
H6440N,face: kindness,pa.neh,Hebrew,16
H6441,within,pe.ni.mah,Hebrew,13
H6442,inner,pe.ni.mi,Hebrew,32
H6443,jewel,pe.ni.nim,Hebrew,9
H6444,Peninnah,pe.nin.nah,Hebrew,3
H6445,to pamper,pa.naq,Hebrew,1
H6446,long-sleeved,pas,Hebrew,5
H6447,palm,pas,Hebrew,2
H6448,to go through,pa.sag,Hebrew,1
H6449,Pisgah,pis.gah,Hebrew,8
H6450,Pas-dammim,pas dam.mim,Hebrew,2
H6451,abundance,pis.sah,Hebrew,1
H6452A,to pass,pa.sach,Hebrew,4
H6452B,to limp,pa.sach,Hebrew,4
H6453,Passover,pe.sach,Hebrew,49
H6454I,Paseah,pa.se.ach,Hebrew,1
H6455,lame,pis.se.ach,Hebrew,14
H6456,idol,pa.sil,Hebrew,23
H6458,to hew,pa.sal,Hebrew,6
H6459,idol,pe.sel,Hebrew,34
H6460,psaltery,pe.san.te.rin,Hebrew,4
H6461,to disappear,pa.sas,Hebrew,1
H6463,to groan,pa.ah,Hebrew,1
H6464,Pau,pa.u,Hebrew,2
H6465,Peor,pe.or,Hebrew,5
H6466,to work,pa.al,Hebrew,57
H6467,work,po.al,Hebrew,37
H6468,wages,pe.ul.lah,Hebrew,14
H6469,Peullethai,pe.ul.le.tay,Hebrew,1
H6470,to trouble,pa.am,Hebrew,5
H6471,beat,pa.am,Hebrew,118
H6472,bell,pa.a.mon,Hebrew,7
H6473,to open,pa.ar,Hebrew,4
H6475,to open,pa.tsah,Hebrew,15
H6476,to break out,pa.tsach,Hebrew,11
H6477,bluntness,pe.tsi.rah,Hebrew,1
H6478,to peel,pa.tsal,Hebrew,2
H6479,stripe,pits.lah,Hebrew,1
H6480,to split open,pa.tsam,Hebrew,1
H6481,to wound,pa.tsa,Hebrew,3
H6482,wound,pe.tsa,Hebrew,8
H6484,to press,pa.tsar,Hebrew,7
H6485B,reckoning,pe.qu.dim,Hebrew,1
H6485L,to reckon: put,pa.qad,Hebrew,4
H6489,Pekod,pe.qod,Hebrew,2
H6491,to open,pa.qach,Hebrew,23
H6492,Pekah,pe.qach,Hebrew,11
H6493,seeing,piq.qe.ach,Hebrew,2
H6494,Pekahiah,pe.qach.yah,Hebrew,3
H6495,opening,pe.qach-qo.ach,Hebrew,2
H6497,gourd,pe.qa.im,Hebrew,3
H6498,gourd,paq.qu.ot,Hebrew,1
H6499,bullock,par,Hebrew,133
H6500,be fruitful,pa.ra,Hebrew,1
H6501,wild donkey,pe.re,Hebrew,10
H6502,Piram,pir.am,Hebrew,1
H6503,colonnade,par.var,Hebrew,3
H6504,to separate,pa.rad,Hebrew,26
H6505,mule,pe.red,Hebrew,15
H6506,female mule,pir.dah,Hebrew,3
H6507,grain,pe.ru.dah,Hebrew,1
H6508,park,par.des,Hebrew,3
H6509,be fruitful,pa.rah,Hebrew,29
H6510,heifer,pa.rah,Hebrew,26
H6512,mole,pe.rah,Hebrew,1
H6513,Purah,pu.rah,Hebrew,2
H6514,Peruda,pe.ru.da,Hebrew,2
H6517,pot,pa.rur,Hebrew,3
H6518,warrior,pe.rez,Hebrew,4
H6519,village,pe.ra.zah,Hebrew,3
H6520,villager,pe.ra.zon,Hebrew,2
H6521,villager,pe.ra.zi,Hebrew,6
H6522,Perizzite,pe.riz.zi,Hebrew,23
H6523,iron,par.zel,Hebrew,20
H6524A,to sprout,pa.rach,Hebrew,25
H6524B,to break out,pa.rach,Hebrew,9
H6524C,to fly,pa.rach,Hebrew,2
H6525,flower,pe.rach,Hebrew,17
H6526,brood,pir.chach,Hebrew,1
H6527,to divide,pa.rat,Hebrew,1
H6528,broken,pe.ret,Hebrew,1
H6529,fruit,pe.ri,Hebrew,119
H6530,violent,pa.rits,Hebrew,6
H6532,curtain,pa.ro.khet,Hebrew,25
H6533,to tear,pa.ram,Hebrew,3
H6536,to divide,pa.ras,Hebrew,14
H6537A,to divide,pe.ras,Hebrew,1
H6537B,half,pe.res,Hebrew,2
H6538,vulture,pe.res,Hebrew,2
H6539,Persia,pa.ras,Hebrew,28
H6540,Persia,pa.ras,Hebrew,6
H6541,hoof,par.sah,Hebrew,21
H6542,Persian,par.si,Hebrew,1
H6544A,to lead,pa.ra,Hebrew,1
H6544B,to neglect,pa.ra,Hebrew,15
H6545,lock,pe.ra,Hebrew,3
H6546,leader,pe.ra,Hebrew,1
H6547G,Pharaoh,par.oh,Hebrew,6
H6547H,Pharaoh,par.oh,Hebrew,88
H6547I,Pharaoh,par.oh,Hebrew,10
H6547J,Pharaoh,par.oh,Hebrew,118
H6547K,Pharaoh,par.oh,Hebrew,15
H6547L,Pharaoh,par.oh,Hebrew,6
H6547N,Pharaoh,par.oh,Hebrew,1
H6547Q,Pharaoh [Neco],par.oh,Hebrew,4
H6547R,Pharaoh,par.oh,Hebrew,18
H6547S,Pharaoh [Hophra],par.oh,Hebrew,1
H6547T,Pharaoh,par.oh,Hebrew,6
H6548,[Pharaoh]-hophra,cha.phe.ra,Hebrew,1
H6550,flea,par.osh,Hebrew,2
H6551J,Parosh,par.osh,Hebrew,1
H6552,Pirathon,pir.a.ton,Hebrew,1
H6553,Pirathon,pir.a.to.ni,Hebrew,5
H6554,Pharpar,par.par,Hebrew,1
H6555,to break through,pa.rats,Hebrew,53
H6556,breach,pe.rets,Hebrew,19
H6557,Perez,pe.rets,Hebrew,15
H6558,Perezite,par.tsi,Hebrew,1
H6559,[Mount] Perazim,pe.ra.tsim,Hebrew,1
H6560G,Perez-uzza,pe.rets uz.za,Hebrew,2
H6560H,Perez-uzzah,pe.rets uz.za,Hebrew,2
H6561,to tear,pa.raq,Hebrew,10
H6562,to break,pe.raq,Hebrew,1
H6563,plunder,pe.req,Hebrew,2
H6565A,to break,pa.rar,Hebrew,48
H6565B,to split,pa.rar,Hebrew,3
H6566,to spread,pa.ra.s,Hebrew,67
H6567A,to declare,pa.rash,Hebrew,4
H6568,to make clear,pe.rash,Hebrew,1
H6569,refuse,pe.resh,Hebrew,7
H6570,Peresh,pe.resh,Hebrew,1
H6571A,horse,pa.rash,Hebrew,5
H6571B,horseman,pa.rash,Hebrew,52
H6572A,copy,par.she.gen,Hebrew,1
H6572B,copy,pat.she.gen,Hebrew,3
H6573,copy,par.she.gen,Hebrew,3
H6574,refuse,par.she.do.nah,Hebrew,1
H6575,declaration,pa.ra.shah,Hebrew,2
H6576,to spread,par.shez,Hebrew,1
H6578,Euphrates,pe.rat,Hebrew,19
H6579,noble,par.te.mim,Hebrew,3
H6581,to spread,pa.sah,Hebrew,22
H6582,to tear,pa.shach,Hebrew,1
H6583G,Pashhur,pash.chur,Hebrew,5
H6583I,Pashhur,pash.chur,Hebrew,5
H6583J,Pashhur,pash.chur,Hebrew,2
H6583K,Pashhur,pash.chur,Hebrew,1
H6584,to strip,pa.shat,Hebrew,43
H6585,to step,pa.sa,Hebrew,1
H6587,step,pe.sa,Hebrew,1
H6590,to interpret,pe.shar,Hebrew,2
H6591,interpretation,pe.shar,Hebrew,34
H6595A,morsel,pat,Hebrew,14
H6595B,morsel,pa.tot,Hebrew,1
H6597,suddenly,pit.om,Hebrew,25
H6600,edict,pit.gam,Hebrew,6
H6601A,to open wide,pa.tah,Hebrew,3
H6601B,to entice,pa.tah,Hebrew,25
H6602,Pethuel,pe.tu.el,Hebrew,1
H6603,engraving,pit.tu.ach,Hebrew,11
H6604,Pethor,pe.tor,Hebrew,2
H6605A,to open,pa.tach,Hebrew,138
H6605B,to engrave,pa.tach,Hebrew,9
H6606,to open,pe.tach,Hebrew,2
H6607,entrance,pe.tach,Hebrew,164
H6608,opening,pe.tach,Hebrew,1
H6609,drawn sword,pe.ti.chah,Hebrew,1
H6610,opening,pit.chon,Hebrew,2
H6611I,Pethahiah,pe.tach.yah,Hebrew,1
H6611J,Pethahiah,pe.tach.yah,Hebrew,1
H6612B,simplicity,pe.ti,Hebrew,1
H6613,breadth,pe.ta,Hebrew,2
H6614,robe,pe.ti.gil,Hebrew,1
H6615,naivite,pe.tay.yut,Hebrew,1
H6616,cord,pa.til,Hebrew,11
H6617,to twist,pa.tal,Hebrew,5
H6618,twisted,pe.tal.tol,Hebrew,1
H6619,Pithom,pi.tom,Hebrew,1
H6620,cobra,pe.ten,Hebrew,6
H6621,suddenness,pe.ta,Hebrew,7
H6622,to interpret,pa.tar,Hebrew,9
H6623,interpretation,pit.ron,Hebrew,5
H6624,Pathros,pat.ros,Hebrew,5
H6625,Pathrusim,pat.ru.sim,Hebrew,2
H6626,to break,pa.tat,Hebrew,1
H6627,excrement,tse.ah,Hebrew,3
H6628,lotus,tse.e.lim,Hebrew,2
H6629G,flock,tson,Hebrew,271
H6629H,Sheep [Gate],tson,Hebrew,3
H6630,Zaanan,tsa.a.nan,Hebrew,1
H6632A,litter,tsav,Hebrew,2
H6632B,lizard,tsav,Hebrew,1
H6633,to serve,tsa.va,Hebrew,14
H6635H,army: war,tsa.va,Hebrew,42
H6635I,army: duty,tsa.va,Hebrew,13
H6636,Zeboiim,tse.vo.yim,Hebrew,15
H6638,to swell,tsa.vah,Hebrew,2
H6639,swollen,tsa.veh,Hebrew,1
H6640,thing,tse.vu,Hebrew,1
H6641,variegated,tsa.vu.a,Hebrew,1
H6642,to serve,tsa.vat,Hebrew,1
H6643A,beauty,tse.vi,Hebrew,19
H6643B,gazelle,tse.vi,Hebrew,14
H6645,Zibiah,tsiv.yah,Hebrew,2
H6646,gazelle,tse.viy.yah,Hebrew,2
H6647,to drench,tse.va,Hebrew,5
H6648,dye,tse.va,Hebrew,3
H6649,Zibeon,tsiv.on,Hebrew,6
H6650H,[Valley of] Zeboim,tse.vo.im,Hebrew,1
H6651,to heap,tsa.var,Hebrew,7
H6652,heap,tsib.bur,Hebrew,1
H6653,bundle,tse.va.tim,Hebrew,1
H6654,side,tsad,Hebrew,33
H6655,side,tsad,Hebrew,2
H6657,Zedad,tse.dad,Hebrew,2
H6658A,to ambush,tsa.dah,Hebrew,2
H6658B,to waste,tsa.dah,Hebrew,1
H6659G,Zadok,tsa.doq,Hebrew,42
H6659H,Zadok,tsa.doq,Hebrew,2
H6659J,Zadok,tsa.doq,Hebrew,1
H6659K,Zadok,tsa.doq,Hebrew,1
H6659M,Zadok,tsa.doq,Hebrew,1
H6660,ambush,tse.diy.yah,Hebrew,2
H6665,righteousness,tsid.qah,Hebrew,1
H6667G,Zedekiah,tsid.qiy.ya.hu,Hebrew,4
H6667H,Zedekiah,tsid.qiy.ya.hu,Hebrew,54
H6667J,Zedekiah,tsid.qiy.ya.hu,Hebrew,1
H6667K,Zedekiah,tsid.qiy.ya.hu,Hebrew,2
H6667L,Zedekiah,tsid.qiy.ya.hu,Hebrew,1
H6668,to gleam,tsa.hev,Hebrew,1
H6669,yellow,tsa.hov,Hebrew,3
H6670A,to cry out,tsa.hal,Hebrew,11
H6670B,to shine,tsa.hal,Hebrew,1
H6671,to press,tsa.har,Hebrew,1
H6672A,midday,tso.har,Hebrew,23
H6672B,roof,tso.har,Hebrew,1
H6673,command,tsav,Hebrew,9
H6674,filthy,tso,Hebrew,2
H6675,filth,tso.ah,Hebrew,5
H6676,neck,tsav.var,Hebrew,3
H6677A,neck,tsav.var,Hebrew,43
H6677B,necklace,tsav.va.ron,Hebrew,1
H6678G,Zobah,tso.va,Hebrew,11
H6678H,Zobah,tso.va,Hebrew,1
H6679A,to hunt,tsud,Hebrew,17
H6679B,to provision,tsud,Hebrew,1
H6680,to command,tsa.vah,Hebrew,502
H6683,deep,tsu.lah,Hebrew,1
H6684,to fast,tsum,Hebrew,21
H6685,fast,tsom,Hebrew,26
H6686,Zuar,tsu.ar,Hebrew,5
H6687,to flow,tsuph,Hebrew,3
H6688,honeycomb,tsuph,Hebrew,2
H6689G,Zuph,tsuph,Hebrew,6
H6689H,Zuph,tsuph,Hebrew,1
H6691,Zophar,tso.phar,Hebrew,4
H6692A,to blossom,tsuts,Hebrew,8
H6692B,to gaze,tsuts,Hebrew,1
H6694,to pour,tsuq,Hebrew,3
H6696B,to provoke,tsur,Hebrew,4
H6698G,Zur,tsur,Hebrew,1
H6698H,Zur,tsur,Hebrew,2
H6699,design,tsu.rah,Hebrew,9
H6700,Zuriel,tsu.ri.el,Hebrew,1
H6701,Zurishaddai,tsu.ri.shad.da,Hebrew,7
H6702,to burn,tsut,Hebrew,1
H6703,dazzling,tsach,Hebrew,4
H6704,parched,tsi.cheh,Hebrew,1
H6705,be dazzling,tsa.chach,Hebrew,1
H6706,bare,tse.chi.ach,Hebrew,5
H6707,parched,tse.chi.chah,Hebrew,1
H6709,stench,tsa.cha.nah,Hebrew,1
H6710,scorched,tsach.tsa.chah,Hebrew,1
H6711,to laugh,tsa.chaq,Hebrew,13
H6712,laughter,tse.choq,Hebrew,2
H6713,Sahar,tsa.char,Hebrew,1
H6714G,Zohar,tso.char,Hebrew,3
H6715,tawny,tsa.chor,Hebrew,1
H6716,ship,tsi,Hebrew,4
H6717,Ziba,tsi.va,Hebrew,16
H6718A,wild game,tsa.yid,Hebrew,16
H6718B,food,tsa.yid,Hebrew,5
H6719,hunter,tsay.yad,Hebrew,1
H6720,provision,tse.dah,Hebrew,10
H6721H,Sidon,tsi.don,Hebrew,18
H6721I,Sidon,tsi.don,Hebrew,2
H6722,Sidonian,tsi.do.ni,Hebrew,16
H6723,dryness,tsiy.yah,Hebrew,16
H6724,dryness,tsa.von,Hebrew,2
H6725,signpost,tsiy.yun,Hebrew,3
H6726,Zion,tsiy.yon,Hebrew,154
H6727H,Ziha,tsi.cha,Hebrew,1
H6728,wild beast,tsi,Hebrew,6
H6729,stocks,tsi.noq,Hebrew,1
H6731A,flower,tsits,Hebrew,14
H6731B,feather,tsits,Hebrew,1
H6732,Ziz,tsits,Hebrew,1
H6733,flower,tsi.tsah,Hebrew,1
H6734,tassel,tsi.tsit,Hebrew,4
H6735C,pang,tsir,Hebrew,5
H6738,shadow,tsel,Hebrew,49
H6740,to roast,tsa.lah,Hebrew,3
H6741,Zillah,tsil.lah,Hebrew,3
H6742,bun,tse.lil,Hebrew,4
H6743A,to rush,tsa.lach,Hebrew,10
H6743B,to prosper,tsa.le.ach,Hebrew,55
H6744,to prosper,tse.lach,Hebrew,4
H6745,pot,tse.la.chah,Hebrew,1
H6746,jar,tse.lo.chit,Hebrew,1
H6747,dish,tsal.la.chat,Hebrew,3
H6748,roasted,tsa.li,Hebrew,3
H6749,to sink,tsa.lal,Hebrew,1
H6750,to tingle,tsa.lal,Hebrew,4
H6751,to shade,tsa.lal,Hebrew,2
H6752,shadow,tse.lel,Hebrew,4
H6753,Hazzelelponi,hats.tse.lel.po.ni,Hebrew,1
H6757,shadow,tsal.ma.vet,Hebrew,18
H6759,Zalmunna,tsal.mun.na,Hebrew,12
H6760,to limp,tsa.la,Hebrew,4
H6761,stumbling,tse.la,Hebrew,4
H6762,Zela,tse.la,Hebrew,2
H6763,side,tse.la,Hebrew,40
H6764,Zalaph,tsa.laph,Hebrew,1
H6765,Zelophehad,tse.loph.chad,Hebrew,11
H6766,Zelzah,tsel.tsach,Hebrew,1
H6767A,buzzing,tsil.tsal,Hebrew,1
H6767B,spear,tsi.li.tsal,Hebrew,1
H6767D,banging,tsel.tse.lim,Hebrew,3
H6769H,Zillethai,tsil.le.tay,Hebrew,1
H6771,thirsty,tsa.me,Hebrew,9
H6772,thirst,tsa.ma,Hebrew,17
H6773,parched,tsim.ah,Hebrew,1
H6774,parched,tsim.ma.on,Hebrew,3
H6775,to join,tsa.mad,Hebrew,5
H6776,pair,tse.med,Hebrew,15
H6777,veil,tsam.mah,Hebrew,4
H6778,cluster,tsam.muq,Hebrew,4
H6779,to spring,tsa.mach,Hebrew,33
H6780,branch,tse.mach,Hebrew,12
H6781A,bracelet,tsa.mid,Hebrew,6
H6781B,cover,tsa.mid,Hebrew,1
H6782,snare,tsam.mim,Hebrew,2
H6783,finality,tse.mi.tut,Hebrew,2
H6784,to shrivel,tsa.maq,Hebrew,1
H6785,wool,tse.mer,Hebrew,16
H6787,[Mount] Zemaraim,tse.ma.ra.yim,Hebrew,2
H6788,treetop,tsam.me.ret,Hebrew,5
H6789,to destroy,tsa.mat,Hebrew,15
H6790,Zin,tsin,Hebrew,10
H6791,thorn,tsen,Hebrew,2
H6792,sheep,tso.neh,Hebrew,2
H6793A,hook,tsin.nah,Hebrew,1
H6793B,coolness,tsin.nah,Hebrew,1
H6793C,shield,tsin.nah,Hebrew,20
H6794,water,tsin.nor,Hebrew,2
H6795,to descend,tsa.nach,Hebrew,3
H6796,thorn,tsa.nin,Hebrew,2
H6797,turban,tsa.niph,Hebrew,8
H6798,to dry,tsa.nam,Hebrew,1
H6801,to wrap,tsa.naph,Hebrew,3
H6802,toss,tse.ne.phah,Hebrew,1
H6803,jar,tsin.tse.net,Hebrew,1
H6804,pipe,tsan.te.rot,Hebrew,1
H6805,to march,tsa.ad,Hebrew,8
H6806,step,tsa.ad,Hebrew,14
H6807A,marching,tse.a.dah,Hebrew,2
H6807B,bracelette,tse.a.dah,Hebrew,1
H6808,to march,tsa.ah,Hebrew,5
H6809,shawl,tsa.iph,Hebrew,3
H6810,little,tsa.ir,Hebrew,29
H6811,Zair,tsa.ir,Hebrew,1
H6812,youth,tse.i.rah,Hebrew,1
H6813,to move,tsa.an,Hebrew,1
H6814,Zoan,tso.an,Hebrew,7
H6815,Zaanannim,tsa.a.nan.nim,Hebrew,5
H6816,image,tsa.a.tsu.im,Hebrew,1
H6817,to cry,tsa.aq,Hebrew,55
H6818,cry,tse.a.qah,Hebrew,21
H6819,be little,tsa.ar,Hebrew,3
H6820,Zoar,tso.ar,Hebrew,10
H6821,to shrivel,tsa.phad,Hebrew,1
H6822,to watch,tsa.phah,Hebrew,42
H6823,to overlay,tsa.phah,Hebrew,47
H6824,discharge,tsa.phah,Hebrew,1
