strong,stepGloss,language,cluster_code,cluster_short_name,source,created_at
H2390,stronger,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H2391,strength,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H2392,strength,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H2393,strength,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H2394,force,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H2398,to sin,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H2399,sin,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H2400,sinner,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H2401,sin,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H2402,sin offering,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2403A,sin,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H2403B,sin,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H2403H,sin: sin offering,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H2403I,sin: punishment,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H2416A,alive,Hebrew,M25,Life,old-system-migration,2026-08-11T15:45:16Z
H2416B,kinsfolk,Hebrew,M25,Life,old-system-migration,2026-08-11T15:45:16Z
H2416C,living thing,Hebrew,M25,Life,old-system-migration,2026-08-11T15:45:16Z
H2416D,community,Hebrew,M44,Relational,old-system-migration,2026-08-11T15:45:16Z
H2416E,life,Hebrew,M25,Life,old-system-migration,2026-08-11T15:45:16Z
H2417,living,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2418,to live,Hebrew,M25,Life,old-system-migration,2026-08-11T15:45:16Z
H2421,to live,Hebrew,M25,Life,old-system-migration,2026-08-11T15:45:16Z
H2422,vigorous,Hebrew,M25,Life,old-system-migration,2026-08-11T15:45:16Z
H2423,beast,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2424,living,Hebrew,M25,Life,old-system-migration,2026-08-11T15:45:16Z
H2425,to live,Hebrew,M25,Life,old-system-migration,2026-08-11T15:45:16Z
H2427A,agony,Hebrew,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
H2428A,strength: soldiers,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H2428G,strength,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H2428H,strength: rich,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H2428I,strength: worthy,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H2429,strength,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H2436G,bosom: embrace,Hebrew,M05,Love,old-system-migration,2026-08-11T15:45:16Z
H2442,to wait,Hebrew,M18,Hope,old-system-migration,2026-08-11T15:45:16Z
H2445,wise,Hebrew,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
H2450,wise,Hebrew,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
H2451,wisdom,Hebrew,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
H2452,wisdom,Hebrew,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
H2455,common,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2470A,be weak: weak,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H2470B,to beg,Hebrew,M21,Prayer,old-system-migration,2026-08-11T15:45:16Z
H2470H,be weak: ill,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H2470I,be weak: grieved,Hebrew,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
H2475,destruction,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H2483,sickness,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H2485,flute,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2486,forbid,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2487,change,Hebrew,M45,Transformation,old-system-migration,2026-08-11T15:45:16Z
H2489,helpless,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H2490A,to bore,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2490B,to play flute,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2490C,to profane/begin: begin,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2490H,to profane/begin: profane,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2490I,to profane/begin: fruit,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2491A,slain: killed,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2491B,profaned,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2491H,slain: wounded,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2493,dream,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2498,to pass,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H2498,to pass,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2500,for,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2504,loin,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2505A,to divide,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2506A,portion,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H2506A,portion,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2506B,smoothness,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2508,portion,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2513A,portion,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2513B,smoothness,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2515,division,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2528,rage,Hebrew,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
H2530A,to desire,Hebrew,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
H2530B,precious thing,Hebrew,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
H2531,delight,Hebrew,M04,Joy,old-system-migration,2026-08-11T15:45:16Z
H2532A,desire,Hebrew,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
H2532B,desirable thing,Hebrew,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
H2534,rage,Hebrew,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
H2550,to spare,Hebrew,M05,Love,old-system-migration,2026-08-11T15:45:16Z
H2551,compassion,Hebrew,M05,Love,old-system-migration,2026-08-11T15:45:16Z
H2552,to warm,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H2552,to warm,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2555,violence,Hebrew,M27,Evil,old-system-migration,2026-08-11T15:45:16Z
H2573,bottle,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2574H,[Zobah]-Hamath,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2579,Hamath the great,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2580,favor,Hebrew,M39,Blessing,old-system-migration,2026-08-11T15:45:16Z
H2587,gracious,Hebrew,M39,Blessing,old-system-migration,2026-08-11T15:45:16Z
H2594,favor,Hebrew,M39,Blessing,old-system-migration,2026-08-11T15:45:16Z
H2600,for nothing,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2603A,be gracious,Hebrew,M39,Blessing,old-system-migration,2026-08-11T15:45:16Z
H2603B,be loathsome,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2604,be gracious,Hebrew,M39,Blessing,old-system-migration,2026-08-11T15:45:16Z
H2616A,be kind,Hebrew,M05,Love,old-system-migration,2026-08-11T15:45:16Z
H2616B,to shame,Hebrew,M05,Love,old-system-migration,2026-08-11T15:45:16Z
H2616B,to shame,Hebrew,M07,Shame,old-system-migration,2026-08-11T15:45:16Z
H2617A,kindness,Hebrew,M05,Love,old-system-migration,2026-08-11T15:45:16Z
H2617B,shame,Hebrew,M05,Love,old-system-migration,2026-08-11T15:45:16Z
H2617B,shame,Hebrew,M07,Shame,old-system-migration,2026-08-11T15:45:16Z
H2620,to seek refuge,Hebrew,M19,Trust,old-system-migration,2026-08-11T15:45:16Z
H2622,refuge,Hebrew,M19,Trust,old-system-migration,2026-08-11T15:45:16Z
H2623,pious,Hebrew,M05,Love,old-system-migration,2026-08-11T15:45:16Z
H2626,mighty,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H2630,to hoard,Hebrew,M46,Abundance,old-system-migration,2026-08-11T15:45:16Z
H2631,to possess,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2632,authority,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H2632,authority,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2633,wealth,Hebrew,M46,Abundance,old-system-migration,2026-08-11T15:45:16Z
H2634,strong,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H2636,to peel,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2654A,to delight in,Hebrew,M04,Joy,old-system-migration,2026-08-11T15:45:16Z
H2654B,to sway,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H2654B,to sway,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2655,delighting,Hebrew,M04,Joy,old-system-migration,2026-08-11T15:45:16Z
H2656,pleasure,Hebrew,M04,Joy,old-system-migration,2026-08-11T15:45:16Z
H2657G,Hephzibah,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2657H,My Delight Is in Her,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2659,be ashamed,Hebrew,M07,Shame,old-system-migration,2026-08-11T15:45:16Z
H2665,plot,Hebrew,M14,Deceit,old-system-migration,2026-08-11T15:45:16Z
H2729,to tremble,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H2730,trembling,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H2731,trembling,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H2734,to be incensed,Hebrew,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
H2740,burning anger,Hebrew,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
H2750,burning,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H2750,burning,Hebrew,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
H2758,plowing,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2759,scorching,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2778A,to taunt,Hebrew,M06,Hate,old-system-migration,2026-08-11T15:45:16Z
H2781,reproach,Hebrew,M06,Hate,old-system-migration,2026-08-11T15:45:16Z
H2787,to scorch,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2790A,to plow/plot,Hebrew,M14,Deceit,old-system-migration,2026-08-11T15:45:16Z
H2790B,be quiet,Hebrew,M33,Peace,old-system-migration,2026-08-11T15:45:16Z
H2791A,silently,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2791B,craftily,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2793H,wood,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2794,artificer,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2795,deaf,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2796,artificer,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2799,carving,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2803G,to devise: design,Hebrew,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
H2803H,to devise: count,Hebrew,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
H2803I,to devise: devise,Hebrew,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
H2803J,to devise: think,Hebrew,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
H2808,explanation,Hebrew,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
H2810,invention,Hebrew,M14,Deceit,old-system-migration,2026-08-11T15:45:16Z
H2814,be silent,Hebrew,M42,Speech,old-system-migration,2026-08-11T15:45:16Z
H2836A,to desire,Hebrew,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
H2836B,to connect,Hebrew,M44,Relational,old-system-migration,2026-08-11T15:45:16Z
H2837,desire,Hebrew,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
H2844A,terror,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H2844B,shattered,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H2844B,shattered,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2847,terror,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H2849,terror,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H2851,terror,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H2865,to to be dismayed,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H2866,terror,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H2868,be good,Hebrew,M04,Joy,old-system-migration,2026-08-11T15:45:16Z
H2889,pure,Hebrew,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
H2890,pureness,Hebrew,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
H2891,be pure,Hebrew,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
H2892A,purity,Hebrew,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
H2892B,clearness,Hebrew,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
H2893,purifying,Hebrew,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
H2895,be pleasing,Hebrew,M39,Blessing,old-system-migration,2026-08-11T15:45:16Z
H2896A,pleasant,Hebrew,M04,Joy,old-system-migration,2026-08-11T15:45:16Z
H2898,goodness,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2906,mountain,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2910,inner parts,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2930A,to defile,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H2931,unclean,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H2932,uncleanness,Hebrew,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
H2938,to perceive,Hebrew,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
H2939,to feed,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2940,taste,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2941,account,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2942,command,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2953,nail/claw,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2954,be insensitive,Hebrew,M30,Obedience,old-system-migration,2026-08-11T15:45:16Z
H2963,to tear,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2964,prey,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2965,fresh-plucked,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2966,torn animal,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H2973,be foolish,Hebrew,M16,Folly,old-system-migration,2026-08-11T15:45:16Z
H2974,be willing,Hebrew,M29,Desire,old-system-migration,2026-08-11T15:45:16Z
H2976,to despair,Hebrew,M20,Doubt,old-system-migration,2026-08-11T15:45:16Z
H3013,to suffer,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H3015,sorrow,Hebrew,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
H3016,fearing,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H3021,be weary/toil,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H3025,to fear,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H3027G,hand,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3027H,hand: power,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3027I,hand: themselves,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3027J,hand: by,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3027K,hand: to,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3027L,hand: times,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3027M,hand: monument,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3027O,hand: tool,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3027P,hand: bank,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3027Q,hand: spacious,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3027R,hand: donate,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3027S,hand: vow,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3027T,hand: expend,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3027U,hand: undertake,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3027V,hand: certainly,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3027W,hand: owner,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H3027W,hand: owner,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3027X,hand: swear,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3028,hand,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3029,to praise,Hebrew,M22,Praise,old-system-migration,2026-08-11T15:45:16Z
H3033,beloved,Hebrew,M05,Love,old-system-migration,2026-08-11T15:45:16Z
H3034,to give thanks,Hebrew,M22,Praise,old-system-migration,2026-08-11T15:45:16Z
H3039A,beloved,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3045,to know,Hebrew,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
H3068G,LORD,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3157L,[Valley of] Jezreel,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3161,be joined,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3162A,unitedness,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3162B,together,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3173,only,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3175,waiting,Hebrew,M18,Hope,old-system-migration,2026-08-11T15:45:16Z
H3176G,to wait: wait,Hebrew,M18,Hope,old-system-migration,2026-08-11T15:45:16Z
H3176H,to wait: hope,Hebrew,M18,Hope,old-system-migration,2026-08-11T15:45:16Z
H3190,be good,Hebrew,M39,Blessing,old-system-migration,2026-08-11T15:45:16Z
H3201,be able,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H3245,to found,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3251,to pour,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3286,to faint,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H3289,to advise,Hebrew,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
H3318G,to come out: come,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3332G,to pour: pour,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3332H,to pour: cast metal,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3332I,to pour: set down,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3332J,to pour: firm,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3333,casting,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3334,be distressed,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3335G,to form: formed,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H3335G,to form: formed,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3335H,to form: potter,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H3335H,to form: potter,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3335I,to form: plan,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H3335I,to form: plan,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3336,intention,Hebrew,M29,Desire,old-system-migration,2026-08-11T15:45:16Z
H3349,obedience,Hebrew,M09,Humility,old-system-migration,2026-08-11T15:45:16Z
H3351,existence,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3365,be precious,Hebrew,M29,Desire,old-system-migration,2026-08-11T15:45:16Z
H3368,precious,Hebrew,M29,Desire,old-system-migration,2026-08-11T15:45:16Z
H3372G,to fear,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H3372H,to fear: revere,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H3373,afraid,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H3374,fear,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H3377,`great`,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3401,opponent,Hebrew,M06,Hate,old-system-migration,2026-08-11T15:45:16Z
H3426,there,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3427,to dwell,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3444,salvation,Hebrew,M38,Salvation,old-system-migration,2026-08-11T15:45:16Z
H3468,salvation,Hebrew,M38,Salvation,old-system-migration,2026-08-11T15:45:16Z
H3474,to smooth,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H3474,to smooth,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3476,uprightness,Hebrew,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
H3477G,upright:right,Hebrew,M13,Truth,old-system-migration,2026-08-11T15:45:16Z
H3477I,upright:straight,Hebrew,M13,Truth,old-system-migration,2026-08-11T15:45:16Z
H3483,uprightness,Hebrew,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
H3510,to pain,Hebrew,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
H3511,pain,Hebrew,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
H3512A,be disheartened,Hebrew,M20,Doubt,old-system-migration,2026-08-11T15:45:16Z
H3512B,disheartened,Hebrew,M20,Doubt,old-system-migration,2026-08-11T15:45:16Z
H3513H,to honor: heavy,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H3513H,to honor: heavy,Hebrew,M22,Praise,old-system-migration,2026-08-11T15:45:16Z
H3513I,to honor: many,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H3513I,to honor: many,Hebrew,M22,Praise,old-system-migration,2026-08-11T15:45:16Z
H3513J,to honor: dull,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H3513J,to honor: dull,Hebrew,M22,Praise,old-system-migration,2026-08-11T15:45:16Z
H3514,heaviness,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H3514,heaviness,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3516,liver,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3517,heaviness,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H3517,heaviness,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3519,glory,Hebrew,M22,Praise,old-system-migration,2026-08-11T15:45:16Z
H3520A,glorious,Hebrew,M22,Praise,old-system-migration,2026-08-11T15:45:16Z
H3520B,riches,Hebrew,M22,Praise,old-system-migration,2026-08-11T15:45:16Z
H3520B,riches,Hebrew,M46,Abundance,old-system-migration,2026-08-11T15:45:16Z
H3576,to lie,Hebrew,M14,Deceit,old-system-migration,2026-08-11T15:45:16Z
H3577,lie,Hebrew,M14,Deceit,old-system-migration,2026-08-11T15:45:16Z
H3581A,reptile,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3581B,strength,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H3605,all,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3615G,to end: finish,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3615H,to end: destroy,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3615I,to end: decides,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3615J,to end: expend,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3616,longing,Hebrew,M18,Hope,old-system-migration,2026-08-11T15:45:16Z
H3617,consumption,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3627,article/utensil,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3629,kidney,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3631,failing,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H3637,be humiliated,Hebrew,M07,Shame,old-system-migration,2026-08-11T15:45:16Z
H3639,shame,Hebrew,M07,Shame,old-system-migration,2026-08-11T15:45:16Z
H3640,shame,Hebrew,M07,Shame,old-system-migration,2026-08-11T15:45:16Z
H3642,to pine,Hebrew,M29,Desire,old-system-migration,2026-08-11T15:45:16Z
H3644G,like,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3665,be humble,Hebrew,M09,Humility,old-system-migration,2026-08-11T15:45:16Z
H3676,throne,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3678G,throne,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3678H,[Hall of] the Throne,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3678I,throne: seat,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3681,covering,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3682,covering,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H3684,fool,Hebrew,M16,Folly,old-system-migration,2026-08-11T15:45:16Z
